 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 0.0003091062330508606 -0.0004233749974368459 7.912076243191908e-06 -4.729339341315961e-08 0.0017303820998531422 -0.00011109120515406873 2.282230986207773e-06 -1.5057791446435678e-08 -1.3549465306833718e-07 9.026455136277255e-07 -2.567471494454536e-07 6.286808466617786e-08 -8.224412907201263e-08 -1.1207800094611634e-07 3.290975428898133e-07 4.870744045890699e-07 -6.897987010046445e-08 -2.689437532572556e-07 -5.121853678361934e-07 3.714343925279236e-08 -2.0506239827215132e-07 1.926083258552755e-07 -5.453117249020598e-08 1.1096508149884078e-07 -6.860187505179251e-07 -5.0996719322144924e-08 2.1766772452866952e-08 -2.702858348830626e-07 -9.632127564822746e-06 2.1158020870574657e-05 1.920657031429756e-06
age -0.00042337499744193624 0.0020158797036777774 -3.921388297427761e-05 2.45215206072057e-07 0.02986570593826705 -0.0018079701347822083 3.505178924754636e-05 -2.1850204787052254e-07 1.0517162990320695e-06 -7.132784990156874e-07 2.267838741006388e-07 -4.7206265804351067e-07 8.20816976045585e-08 1.5401344119804546e-07 -1.6829063762865625e-07 -4.0216951691765225e-07 5.02572573407955e-07 4.0949297904942983e-07 4.4887430767333214e-07 -1.5544928001189453e-07 5.196342429828933e-07 -4.457792711334322e-07 -1.1144710234325843e-06 -2.719029071352692e-07 1.987543752339615e-06 1.1038238116626804e-07 6.926156349149278e-08 6.890710800934636e-07 -3.393888050741032e-06 -1.854688540746173e-06 9.075168079885973e-06
age2 7.912076243305831e-06 -3.921388297429502e-05 7.697010374548898e-07 -4.856328928241962e-09 -0.0005741955294999962 3.5074752759361954e-05 -6.86253720085403e-07 4.316729444743739e-09 -1.7896838906555378e-08 1.2807356806272348e-08 -4.867073435436589e-09 7.647159008759581e-09 -2.804268656930595e-09 -4.629047831465558e-09 3.5281203027364616e-09 7.85152719684028e-09 -9.947305401120498e-09 -6.614832658450148e-09 -7.484653491363746e-09 3.7211232279849096e-09 -9.201572680273481e-09 7.949219767115987e-09 2.0565452789983784e-08 5.2237996290926915e-09 -3.962372808934064e-08 -1.3191538431380239e-09 -3.1228874613226387e-09 -1.3591207422548359e-08 5.2416902561005837e-08 3.4480963995002193e-09 -1.6119319321842456e-07
age3 -4.729339341345714e-08 2.4521520607160985e-07 -4.856328928232014e-09 3.0925928778949454e-11 3.5517549888335387e-06 -2.1882053481731872e-07 4.320384530302907e-09 -2.7432715259171508e-11 9.41487328057035e-11 -6.981206185026306e-11 2.949836339607044e-11 -4.008938851916464e-11 2.2263035074605067e-11 3.957244460046128e-11 -2.4149844484797228e-11 -4.944475824845097e-11 6.507162951271154e-11 3.4085281580363946e-11 3.600439266873286e-11 -2.890760980834352e-11 5.170667123408069e-11 -4.317981742877416e-11 -1.2236257650105589e-10 -3.401568092992482e-11 2.5413774734557004e-10 4.23810729028613e-12 3.050022950357336e-11 8.469665639384826e-11 -2.785131241423331e-10 1.174803958573785e-10 9.391211228599238e-10
sex 0.0017303820998071733 0.02986570593854069 -0.0005741955295054285 3.5517549888682056e-06 1.352237229848366 -0.08228154526998176 0.0016052546237303904 -1.008432525621937e-05 -1.565086211169547e-05 1.49958520459041e-05 5.956587358569587e-06 -1.6532018606581435e-05 -4.092310370225229e-06 -2.1506567134863256e-05 3.31414076153839e-05 1.15117257402907e-05 6.302754683358681e-06 1.9215525729967947e-05 -1.1052048235174452e-05 -8.663083432216846e-07 1.2107874204323814e-05 3.2482423498427612e-06 -3.5740166850191615e-05 4.2500619581354936e-06 1.4619598085144197e-07 1.7617068642137422e-05 -6.728883681295112e-06 -6.936754503901409e-06 -1.7507236392857848e-05 0.0002621824194929385 -0.0002100849109086582
agesex -0.00011109120514307773 -0.0018079701348115065 3.507475275992978e-05 -2.188205348208528e-07 -0.08228154526998821 0.005053750762720614 -9.947154772472558e-05 6.301027705628378e-07 1.0394357665571227e-06 -8.338023995566229e-07 -3.364862997094724e-07 9.995094707122429e-07 1.899235294915427e-07 1.286409301799873e-06 -1.9339483340268353e-06 -7.046303141645603e-07 -3.5287048593299e-07 -1.1217718671869286e-06 6.820278579490072e-07 1.2810349584018494e-07 -7.556130671474394e-07 -2.395464018350142e-07 2.1196391625076853e-06 -2.179371812933535e-07 -3.7251294553029156e-08 -9.498829452879395e-07 2.316251938259092e-07 5.017198440810392e-07 -4.180200879828965e-08 -1.693332863084308e-05 1.1394878308600203e-05
age2sex 2.2822309859665366e-06 3.505178924815648e-05 -6.862537200971926e-07 4.320384530376051e-09 0.0016052546237306652 -9.947154772473466e-05 1.975422598332577e-06 -1.2623377197728963e-08 -2.238420791393864e-08 1.4866200971687927e-08 5.957945242103999e-09 -1.898104230830447e-08 -2.921198304149158e-09 -2.4474172027988288e-08 3.6287320217100535e-08 1.336494216945065e-08 6.768064661675188e-09 2.1310207518735385e-08 -1.421872350835201e-08 -3.861284883088959e-09 1.5346455387448123e-08 6.116370010140598e-09 -4.0622349757830233e-08 2.791786570822815e-09 1.2590802617100519e-09 1.598978865239978e-08 -1.2900220652130483e-09 -1.162725372616761e-08 2.867491341286605e-08 3.382318363097486e-07 -1.949467704997775e-07
age3sex -1.505779144523564e-08 -2.185020478736596e-07 4.316729444805315e-09 -2.743271525955951e-11 -1.0084325256222152e-05 6.301027705629595e-07 -1.2623377197730234e-08 8.139116313236708e-11 1.51918519918604e-10 -8.306558984097302e-11 -3.212328951217839e-11 1.1304863534503453e-10 1.7270680705153795e-11 1.5064866220610852e-10 -2.1953760874866188e-10 -8.233557680226725e-11 -4.366356231787545e-11 -1.3209822044087573e-10 9.58970194334339e-11 3.217408524506041e-11 -1.0012338335454227e-10 -4.8586366535380256e-11 2.5211783120324593e-10 -4.661502577869244e-12 -1.0961775453050993e-11 -8.483608109432579e-11 -1.1151344634221931e-11 8.373330729260403e-11 -4.0743109371041036e-10 -2.1164540864108897e-09 1.0267966269400963e-09
pcs.V3 -1.354946530667926e-07 1.0517162990169055e-06 -1.7896838906261077e-08 9.414873280386778e-11 -1.565086211214688e-05 1.039435766584726e-06 -2.2384207914479336e-08 1.5191851992201145e-10 1.4697571745786363e-06 1.0265791876542693e-07 -3.356692788575435e-08 -2.1248696986718993e-10 -4.600808069404492e-09 3.4113899236994486e-08 -2.7845075835978654e-08 1.6530269605216895e-08 1.038575873732938e-08 -1.6087212624254704e-08 -1.0005303557855398e-08 2.8066145097443307e-08 6.136101930789267e-09 -1.731035627013721e-08 -1.4277646459143095e-08 -2.5000963604665386e-08 -2.062991794999836e-08 -2.7795240523461854e-08 1.6429671629051986e-08 -1.9185653522071413e-09 2.1557016916850224e-07 1.210340099123308e-06 7.597548545521918e-07
pcs.V4 9.026455136256207e-07 -7.132784989988264e-07 1.280735680594566e-08 -6.981206184822925e-11 1.499585204642068e-05 -8.3380239958833e-07 1.4866200972311444e-08 -8.306558984491806e-11 1.0265791876542503e-07 1.55159976337158e-06 4.42136721594759e-08 1.409288560725615e-08 8.762963831319394e-09 -3.406166379694576e-08 -3.723986222602256e-09 3.3405185858600714e-08 -4.411966477783472e-09 -8.583303437693354e-09 9.18559763376524e-09 5.0765546754648206e-09 -1.0053622217114275e-08 4.90861631894632e-09 3.4260685307853706e-09 6.835288457156949e-09 2.2358409535570736e-08 1.3643396568396733e-08 -6.35132732086228e-09 -5.619808196105093e-09 -9.197407767503674e-08 -7.797360379671975e-07 -5.780787706643674e-07
