 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gmp gpm gmm
intercept 0.028736670020061382 0.01060251237693409 -0.000342219530071319 3.5112477871619796e-06 0.049468943500015954 -0.005078097367161958 0.00016511192500499197 -1.712056461609688e-06 4.795225913993746e-06 2.9761530716676615e-06 9.889770297232899e-07 -6.635063920566675e-06 3.1275570990861537e-06 -1.4314705977963562e-05 4.113814857659941e-06 -1.4390907088638084e-07 -2.5816513686416935e-06 -3.1291142963124383e-06 -2.1717551905630872e-05 -6.46137575992491e-06 -4.255793705542881e-06 -4.4717450158712075e-07 1.0894309219147376e-07 2.3287049075785493e-07 6.67955088047655e-06 -1.0462628110451517e-06 1.7445442063543638e-05 -9.663701808019124e-06 -6.816645032056129e-05 6.123710103144454e-06 7.718864038860028e-05 2.9287710266115453e-05 -3.727937973112407e-05 2.6388429229861037e-05 -3.8950893774049045e-05
age 0.010602512376941643 0.008172915278150145 -0.0002464483680835832 2.3529617430571286e-06 0.0811447336574991 -0.007789346997969231 0.00023466664511626216 -2.2391722837363618e-06 4.595012355064457e-06 -1.5121346014246908e-06 -5.486296920870782e-06 4.2014216140268805e-07 7.33667565256853e-07 -9.264680727138377e-07 2.2396514992982817e-06 5.876624533359814e-08 -2.0254334334734284e-07 -3.675782910651286e-06 -5.0461244372851065e-06 1.7140503206913576e-06 -6.772570905895618e-07 -1.7302305804781714e-06 6.983033808990847e-07 3.960143114115442e-07 9.144100178313095e-07 -2.930934576334615e-06 2.69932257773176e-06 -5.578371665456972e-07 -1.7356474303882778e-05 -1.7786017723964093e-05 2.3278862321076878e-06 0.00023275456114244073 -0.0001807730416397594 1.4146518043147928e-05 1.6455087986355385e-06
age2 -0.0003422195300716139 -0.00024644836808358485 7.514398726505317e-06 -7.250658028709973e-08 -0.0024207967239846463 0.00023492339338761957 -7.154875188727154e-06 6.898613181291841e-08 -1.5290694623911684e-07 6.893456731289232e-08 1.542385276176312e-07 -4.396844813422082e-09 -2.201734624570861e-08 3.0642397294336916e-08 -5.0126638988767275e-08 1.0892005565590052e-08 4.517311219138903e-09 9.454381843651785e-08 1.8933278859373753e-07 -4.8540875828385174e-08 1.2474926738518632e-08 4.052365388210844e-08 -1.3378147692050951e-08 9.230680475651408e-09 -4.132785204146638e-08 8.197279340866811e-08 -1.0617943812273014e-07 3.7885278475728465e-08 6.714478052803736e-07 9.244964147871697e-08 -2.7700001511407957e-07 -5.874065666668029e-06 5.184002734227145e-06 -4.6564948337906616e-07 6.430720220853861e-08
age3 3.511247787166995e-06 2.35296174305921e-06 -7.250658028715501e-08 7.071800354970297e-10 2.2910279602499932e-05 -2.2450213454256327e-06 6.908922249469631e-08 -6.732286385614828e-10 1.5878162424577447e-09 -7.902744922387688e-10 -1.3832001885200367e-09 -6.190527329919803e-11 1.7765064239372334e-10 -3.57038103654252e-10 3.253228992265152e-10 -1.673426856976465e-10 -1.8980329030890428e-11 -7.30352310043579e-10 -2.1668413119297584e-09 4.115441938757261e-10 -5.241092447930839e-11 -3.381475583293225e-10 5.5451303517531e-11 -2.6170842147472346e-10 5.584416182213318e-10 -7.21113099631282e-10 1.3012303457925582e-09 -5.384416741238599e-10 -7.845998513300542e-09 2.296157922724947e-09 5.708414293592478e-09 4.80920740463058e-08 -4.8438983412381675e-08 4.624002972088559e-09 -2.8279930510576567e-09
sex 0.049468943501042896 0.08114473365832019 -0.0024207967240082616 2.29102796027128e-05 1.7040539835755413 -0.16025090603449518 0.004722787041868381 -4.400698147106849e-05 7.777432315130827e-05 -3.894655227094429e-05 -5.3147608058579045e-05 2.5782837096631166e-05 -6.243470316976386e-05 0.00010766960794570619 -1.3596018101849555e-05 1.7996242794204906e-05 2.9356574334087796e-06 1.8802849861210937e-05 2.393608258504355e-05 8.141459735475215e-05 1.996343990808504e-05 -3.2779202198747294e-05 -3.181369539449303e-05 -7.041645701477669e-05 2.704739033933763e-06 -1.7382287154929006e-05 2.131674641317296e-05 4.404560981489348e-05 -0.0003470836699400179 -0.0014151514656355762 -0.000535245133083165 0.005508477484712658 -0.002775712653519768 0.0009965128939417535 0.0006889230672997514
agesex -0.005078097367273752 -0.007789346998063817 0.00023492339339033157 -2.245021345449984e-06 -0.16025090603450348 0.015261627145019148 -0.0004548823726501646 4.281337317098141e-06 -7.608747299699992e-06 4.216154671783268e-06 5.667392823379524e-06 -2.5813878323636383e-06 5.660086144234834e-06 -1.0612048522988029e-05 1.9250976416798035e-06 -1.3407741026721073e-06 -1.0399739959871366e-06 -2.0327247533482715e-06 -1.2199850310086952e-06 -7.933597460969092e-06 -2.6939850699897024e-06 2.888359476286494e-06 2.7054000979601286e-06 7.594992209288938e-06 -1.1039480974394697e-06 1.7226613986096039e-06 -2.0268502759065745e-06 -3.909274623796333e-06 3.0473969968430805e-05 0.0001173845520511997 5.5778357293126624e-05 -0.0004812439212968659 0.00026268236509196954 -0.0001129398646078906 -5.65635654462354e-05
age2sex 0.00016511192500783358 0.00023466664511818548 -7.154875188782675e-06 6.90892224952023e-08 0.004722787041868838 -0.0004548823726501844 1.3712085204121797e-05 -1.3045789297535976e-07 2.328955567194678e-07 -1.431545658294908e-07 -1.8608049313041962e-07 8.155121434099612e-08 -1.6562711774782837e-07 3.244066902892361e-07 -7.551152300126884e-08 2.980820496114778e-08 5.263666470212996e-08 7.199313740849028e-08 -3.8774584746234325e-09 2.397425450945682e-07 1.0167663843171374e-07 -8.04913827349322e-08 -7.626948572718428e-08 -2.4863773358243925e-07 5.673249838469435e-08 -5.58671758631455e-08 6.336526601045229e-08 1.0663352774071371e-07 -9.267772616942291e-07 -3.121924200283488e-06 -1.5499310641755777e-06 1.3330846122422175e-05 -7.966495314858185e-06 3.626039224604789e-06 1.3279530275809073e-06
age3sex -1.7120564616364566e-06 -2.2391722837545747e-06 6.898613181344566e-08 -6.732286385662958e-10 -4.400698147107434e-05 4.281337317098468e-06 -1.3045789297536389e-07 1.254963630386411e-09 -2.2877580767687266e-09 1.5289655995280808e-09 1.9131417367421444e-09 -7.892189812961264e-10 1.5561672894753683e-09 -3.1037253215880915e-09 8.996773985042588e-10 -2.0528253486173152e-10 -6.691720055719212e-10 -8.07591399629918e-10 4.3320054766331794e-10 -2.2694540540675208e-09 -1.1466919169748933e-09 7.676904172937726e-10 6.411994763974854e-10 2.4906188351684435e-09 -7.787991873626064e-10 5.53767449722548e-10 -7.130987502994889e-10 -9.236826650324625e-10 9.345290075894968e-09 2.7572635719059468e-08 1.2660812103430144e-08 -1.18960932380976e-07 7.678558572974587e-08 -3.537647337710117e-08 -9.051946994020647e-09
pcs.V3 4.795225914067051e-06 4.5950123551278944e-06 -1.5290694624092475e-07 1.5878162424738944e-09 7.777432315130621e-05 -7.608747299699284e-06 2.3289555671943381e-07 -2.2877580767683134e-09 3.6379632341503293e-06 8.285658267618913e-08 -6.891463819199238e-09 -2.4492406231742117e-09 1.1250709194227122e-07 8.357831285237525e-08 5.119731799387371e-09 1.0987529325925349e-07 -9.438015081423843e-08 1.2405719098425854e-07 -1.0442323388983592e-07 2.0561098430251593e-08 2.4786863065498012e-08 -1.1853079030682705e-08 -1.6323630592111288e-07 4.214832096887661e-08 4.00880209006198e-08 -2.5152958561092425e-08 9.757545873624484e-08 6.497899350303058e-08 1.934217406677613e-06 4.0459321270292166e-06 -1.1536417325311306e-06 -5.733518021247522e-07 -1.6210939884046524e-06 3.102920901680398e-06 1.4782108387613312e-06
pcs.V4 2.9761530716232165e-06 -1.5121346014607213e-06 6.893456731395485e-08 -7.902744922486468e-10 -3.8946552271144075e-05 4.2161546718023155e-06 -1.4315456583006145e-07 1.5289655995335038e-09 8.285658267617791e-08 3.4048480638610365e-06 9.498334602356203e-09 2.435783649580221e-08 9.507868748143622e-08 -2.1164968972447886e-08 -8.519678152585181e-08 -5.787628942407109e-09 1.0466132746085778e-07 -4.894392443413543e-08 3.856243556407173e-08 -1.3774845189433862e-07 -1.8101707156575425e-07 8.526920600857195e-08 1.257804080248473e-07 7.509662406954216e-08 1.1569102671121553e-07 5.515876996565566e-08 -2.3131978986594034e-08 3.4219203360137795e-08 -3.9916696787766934e-07 1.4773449222180312e-07 3.1195966564945964e-06 -3.4843221315807514e-06 -1.2411866028643338e-06 -4.6840664954250774e-06 -2.4893796675742382e-06
