 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband
intercept 0.00010071768136034987 6.272236533056132e-06 -1.8251559896786462e-07 1.831939366700275e-09 -3.007676898134859e-05 2.378415838281949e-06 -6.12115581099356e-08 5.265318812208813e-10 2.0042319677496782e-07 3.041030946272728e-07 -1.935128716067188e-07 -1.214646522490141e-07 -7.05101129737744e-08 6.711614693673154e-08 -6.772959568758208e-08 7.291825723226763e-08 -2.497637350250747e-08 -1.0407102997541063e-07 -1.1110654306295525e-07 -4.4956630983353673e-08 -3.374540024891405e-08 4.2027221858983944e-08 -3.144996576051962e-08 -3.7511779419804085e-08 2.2468146550676425e-08 6.193590523430757e-09 3.70157944681782e-08 -1.5804780889609162e-08 -4.734007063373725e-07
age 6.272236532910042e-06 0.00027078669491968486 -6.21558704136621e-06 4.432029221544411e-08 0.0034087185438440434 -0.00025719096482909197 5.890103628217405e-06 -4.1879928793876626e-08 -8.198231198428864e-08 2.0998724365116687e-07 -6.477105504021697e-08 2.3044212776150584e-07 -1.5731900641136905e-09 4.001532204528713e-08 8.159652766236386e-08 7.665329690718956e-08 8.428720753084831e-08 -3.299176091626734e-07 -8.210629871270921e-08 5.679661442768198e-09 -1.2429718978094417e-07 -1.6342225476202407e-07 -1.8171830462119075e-07 1.7006156599198235e-07 1.668190751133764e-07 -3.0590765769867623e-07 1.2983177575896277e-07 2.942713213242201e-07 3.8079073799777854e-06
age2 -1.8251559896623538e-07 -6.215587041367051e-06 1.45409922100932e-07 -1.0543959733503512e-09 -7.648505415170017e-05 5.896395717827721e-06 -1.3765860964076548e-07 9.954808164137348e-10 4.071267105979801e-09 -4.548706248980041e-09 8.040402202471569e-10 -5.694471737568553e-09 -4.9677669495939376e-11 -1.8178511931356376e-09 -1.2845808811278295e-09 -9.382614117507057e-10 -1.8962510966313908e-09 7.343312299213555e-09 2.3097263532180967e-09 1.3400951383301966e-10 2.6428580477429226e-09 2.7108246975090223e-09 3.1976304907185658e-09 -3.0930837970883662e-09 -4.3743184342084006e-09 6.576643334601178e-09 -3.3744374415270614e-09 -6.892798125051066e-09 -8.603513178708509e-08
age3 1.8319393666749828e-09 4.432029221544145e-08 -1.0543959733501698e-09 7.769512744700946e-12 5.350503405738829e-07 -4.196421623665142e-08 9.96477652743559e-10 -7.323492442015563e-12 -4.203168271010847e-11 3.42435335475931e-11 -5.028394284637797e-12 4.2059687941239185e-11 -1.0432265601825148e-12 1.814870560767181e-11 6.157103416676815e-12 3.141457045908621e-12 1.4751226292551382e-11 -5.057191104496367e-11 -2.155915097355319e-11 -2.987174692910944e-12 -1.8816138970866605e-11 -1.246973528399239e-11 -1.791176258748467e-11 1.667294377827498e-11 3.451406664563023e-11 -4.4461457976395815e-11 2.658044530256931e-11 4.922361132110213e-11 5.789227885832408e-10
sex -3.0076768985121465e-05 0.003408718543842067 -7.64850541516435e-05 5.350503405733953e-07 0.11601898111384153 -0.008664522100286788 0.0001974879156465013 -1.4031685104909643e-06 -1.7610184846401169e-06 -6.028501053732148e-07 2.0719998755173257e-06 1.6618657286462951e-06 -3.4543816150697814e-06 -7.064399303917308e-07 2.839725820900664e-06 2.0997333033301474e-07 -1.9986555885384507e-06 -2.0757591435535265e-06 -1.6922078911072814e-06 2.2844534967520905e-06 1.2826452115737594e-06 -1.2625985453661818e-06 -3.5432401355675928e-06 1.4662097417009432e-06 9.829866261571552e-07 -4.059895262575459e-06 2.561195689127743e-06 7.052111784209395e-07 5.2459455760675755e-05
agesex 2.378415839130367e-06 -0.00025719096482911734 5.89639571782766e-06 -4.196421623664438e-08 -0.008664522100287514 0.0006647157727159012 -1.546569697752388e-05 1.1171021957637458e-07 1.7985361427039573e-07 6.345162481861333e-08 -1.5301823644162544e-07 -9.932626766898779e-08 2.2510649050020624e-07 -4.323509128037885e-09 -1.3515328672381633e-07 1.3072990512867282e-08 1.4956709651101377e-07 1.6866927597149277e-07 1.1587925503950312e-07 -1.5019479875353526e-07 -1.43960252668644e-07 5.8043490681901746e-08 2.3793303790082504e-07 -5.351893660169895e-08 -1.437978206322572e-07 3.1272524994632103e-07 -2.2351064562485094e-07 -7.29340995192665e-08 -4.703134131530005e-06
age2sex -6.121155811731612e-08 5.890103628219127e-06 -1.376586096407835e-07 9.964776527435283e-10 0.00019748791564653403 -1.5465696977525094e-05 3.666188523298362e-07 -2.692047427661929e-09 -5.2098648937288335e-09 -1.9127095836287598e-09 3.4621068803588288e-09 2.203217846817401e-09 -4.759211482227672e-09 9.39097642710119e-10 2.044272695770374e-09 -1.0200904819232098e-09 -3.0394599796606616e-09 -3.689336123963199e-09 -2.902848818005188e-09 3.034979042900948e-09 4.137467637684873e-09 -1.7602286417542513e-10 -5.316729217684089e-09 -2.67077368404577e-10 4.208387695488007e-09 -7.660869284041024e-09 5.61828860955103e-09 1.5620197234713174e-09 1.2359951320792806e-07
age3sex 5.265318813047772e-10 -4.187992879384143e-08 9.954808164128464e-10 -7.323492442008466e-12 -1.4031685104913038e-06 1.1171021957639124e-07 -2.692047427662113e-09 2.007830260691716e-11 4.117231261595552e-11 1.869405047286059e-11 -2.3586281028599445e-11 -1.7756580123231825e-11 3.425361922373884e-11 -9.821110368348348e-12 -1.0165967101960302e-11 9.844603128833942e-12 1.8211312359954205e-11 2.3688926294940768e-11 2.2355993193281356e-11 -1.9380019503430228e-11 -3.350959388547956e-11 -5.8582155356228476e-12 3.831700500350074e-11 1.3280674643845004e-11 -3.4045591572091685e-11 5.848328797849964e-11 -4.307307391871482e-11 -1.034582276426445e-11 -1.0154635105895133e-09
pcs.V3 2.0042319677508368e-07 -8.198231198408557e-08 4.071267105974899e-09 -4.2031682710071617e-11 -1.761018484634442e-06 1.7985361426994545e-07 -5.209864893717983e-09 4.117231261587467e-11 1.1131246283550844e-06 9.519797324496529e-08 -2.148316528254626e-08 -3.690064110116405e-09 8.739795310842601e-09 1.4687163905659562e-08 -6.043741909076896e-09 1.7490037468592756e-08 7.099189856993612e-09 6.020557174965989e-10 -6.41982356258713e-09 1.3510260540843108e-08 -4.617522542994942e-09 -1.3727209286119757e-08 -8.436606503451375e-09 -8.531506377812016e-09 -3.0385996789898235e-09 -9.845556736768155e-09 5.828612006986141e-09 1.1759866010509538e-10 9.456859322760076e-07
pcs.V4 3.041030946272998e-07 2.0998724365116046e-07 -4.548706248980004e-09 3.424353354759365e-11 -6.028501053743115e-07 6.345162481869065e-08 -1.912709583630369e-09 1.8694050472870926e-11 9.519797324496538e-08 1.193066280981973e-06 3.9224754822108404e-08 -9.643338631417146e-10 1.4915318866617127e-08 -2.8274813194949113e-08 -3.996511010182325e-09 2.3151244618050598e-08 -2.119679110911626e-09 -1.779964261381087e-09 1.0274059594966441e-08 -1.2008856395436573e-08 -5.2186340300708155e-09 1.3945273979755936e-08 1.4524604364955637e-08 7.631581399308552e-09 1.248356614592521e-08 2.50109709155672e-09 -5.049496835526985e-09 -3.746620242909501e-09 -5.755280427472878e-07
