 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal gpp gmp
intercept 0.010348574221064881 0.003791109171393929 -0.00011991892940607149 1.2039008464426521e-06 0.011031818074701176 -0.0010695645786557642 3.2552129685431836e-05 -3.147764118143945e-07 -1.066578922704076e-06 2.672604214879079e-06 1.785039667834705e-06 -1.0893558124877276e-06 1.1356066123632588e-06 -9.070079093584036e-06 -2.988418349745137e-06 -2.2660079984881663e-06 -1.5087029449403863e-06 -3.997152049640522e-06 -1.0093580843963327e-05 -4.3015550237281794e-06 -5.115152529359609e-07 2.590176882833678e-06 3.807181727378054e-06 -1.1663032793699358e-06 -2.708923107391126e-07 -3.7327932211682e-06 7.132028136756585e-06 -4.456436758535166e-06 -7.856743277300025e-06 -0.0001088900454140106 8.898764793597384e-05 1.2270408692380375e-05
age 0.003791109171390413 0.004233648796490469 -0.00012282540847031269 1.1213757953344645e-06 0.04294846739014824 -0.00398541339684369 0.00011537764216475986 -1.0514792529595485e-06 -1.2631679741289474e-07 2.1668988686029682e-08 -2.771395101811874e-06 1.1378938136227308e-06 -2.0097334603764068e-07 -1.4611220392283513e-06 2.0466373842294344e-07 -1.044683964141432e-06 -1.0005349214124853e-06 -3.5557850245875844e-06 -1.9285971590580573e-06 8.927732815306332e-07 -9.292527952584685e-08 1.839981179303171e-07 1.3942250222450632e-06 4.915667530009391e-07 -2.350624630067307e-06 -2.6662517301525267e-06 3.1758677432072047e-07 5.383555209573615e-07 8.210596023745482e-06 -4.3820516564203725e-07 0.00010953587246137002 -0.00012338706137459378
age2 -0.00011991892940595014 -0.0001228254084702941 3.6067847076501364e-06 -3.331309051834918e-08 -0.0012290096003701302 0.00011541216087475785 -3.381026785789028e-06 3.1165913552395155e-08 -1.893856287743618e-09 1.4525467589331527e-08 7.328266923695294e-08 -3.112390675063027e-08 2.399079284981149e-09 4.826205711452531e-08 9.793559903540201e-09 4.4226253763449145e-08 2.806218595656408e-08 1.0449235809167763e-07 7.298997549456172e-08 -2.208101049693242e-08 -4.390674222951761e-09 -1.5617312894354025e-08 -4.334885780095245e-08 -2.5388931586362283e-09 5.7509101967099885e-08 7.56859854207236e-08 -2.272625793761307e-08 -2.1289724048651152e-10 -1.927227410698628e-07 -5.364537552888786e-08 -2.6944977608129895e-06 3.3667524472553682e-06
age3 1.2039008464419296e-06 1.1213757953354716e-06 -3.3313090518378126e-08 3.113918279435533e-10 1.1085758829908084e-05 -1.0520869454518904e-06 3.1174082352408625e-08 -2.907756520305855e-10 7.127072711228761e-11 -2.1528080891191131e-10 -6.026373384936262e-10 2.521347070745693e-10 -5.898568144357272e-13 -5.229442706244878e-10 -2.374174217497273e-10 -5.128389926906356e-10 -2.327238057143123e-10 -9.581627140249345e-10 -8.312226839504346e-10 1.6086714462773042e-10 1.0387983312188882e-10 2.0800869651031875e-10 4.205516069392115e-10 -8.5718106275221e-11 -4.0992252513622274e-10 -6.934502104710151e-10 3.4646018838077284e-10 -1.2645623004377463e-10 1.4810204098229568e-09 4.4477457949613145e-10 2.1538302065204227e-08 -2.9525166964108105e-08
sex 0.011031818074614685 0.04294846739010699 -0.0012290096003693494 1.1085758829904242e-05 0.9582059405368615 -0.08775292385804548 0.002509544743896101 -2.2601423399590473e-05 2.4228813586518227e-05 -2.2645796668708974e-07 -1.9450251130862445e-05 2.403420527143094e-05 -2.9603753561686573e-05 4.328944082661813e-05 -9.932120637818942e-06 -1.8008094065570896e-05 -9.878264879068763e-06 -8.847730128861027e-06 2.4851963620737322e-05 5.372587869458981e-05 5.035864737452466e-06 -9.30052707405023e-06 -1.802640763657983e-05 -2.157186318783668e-05 -1.9756341026372565e-05 -2.3497842059065466e-05 2.1736442251177846e-06 3.172233471510034e-05 0.0003002202574192399 8.507103000659919e-05 0.0016122426583364813 -0.002135993792545034
agesex -0.0010695645786549923 -0.0039854133968482315 0.00011541216087490687 -1.0520869454533822e-06 -0.08775292385802229 0.008151660245195353 -0.000236091964155626 2.1503603801763117e-06 -2.094061790021599e-06 3.6290584174864145e-07 2.013209436754182e-06 -2.2568128484625996e-06 2.5479049492276023e-06 -4.144270591477543e-06 1.3300354815115285e-06 2.0559604077997456e-06 5.179317067611496e-07 9.661555808786944e-07 -2.100320106478405e-06 -5.011368453175426e-06 -9.390490388444342e-07 5.052972916171145e-07 1.6085677204567021e-06 2.537859679984079e-06 1.1772510922007461e-06 2.2120178941840815e-06 -1.0859351555981281e-07 -2.808193298891584e-06 -2.7239007849458494e-05 -9.608955822373705e-06 -0.00013528489100700592 0.00019372509134489782
age2sex 3.2552129685302464e-05 0.00011537764216474989 -3.381026785788999e-06 3.117408235241132e-08 0.0025095447438947035 -0.00023609196415555895 6.925200150560724e-06 -6.38491439666448e-08 5.7074908561006005e-08 -2.1151183934523884e-08 -6.340887255791124e-08 6.665495814540143e-08 -7.043026055100064e-08 1.2256322359110363e-07 -4.94046416751862e-08 -7.164038928197987e-08 -2.2204149574063805e-09 -3.013624643888594e-08 5.126148122949232e-08 1.4577729632525738e-07 4.1079635583595544e-08 -6.42489882271081e-09 -4.5913040819870766e-08 -8.87728819999827e-08 -1.6863802425540635e-08 -6.656090343263975e-08 -9.078774074333305e-11 7.624594483266297e-08 7.636216480331202e-07 2.5190578580314827e-07 3.626078824245891e-06 -5.519288231100128e-06
age3sex -3.1477641181096053e-07 -1.051479252956082e-06 3.1165913552304e-08 -2.907756520298398e-10 -2.2601423399570998e-05 2.1503603801750746e-06 -6.384914396662666e-08 5.961555295727217e-10 -5.206625257172078e-10 3.005755419786404e-10 6.207462816916302e-10 -6.058661802493011e-10 6.18003751611429e-10 -1.1290971501406847e-09 5.618069058105795e-10 7.618863368312473e-10 -9.718103506781296e-11 2.7976365058196116e-10 -3.7299694273437897e-10 -1.3404489133238402e-09 -5.121620179460429e-10 2.3084771011853156e-11 3.825171753834286e-10 9.339656245477108e-10 -2.1553654182318554e-11 6.289192185587308e-10 -1.1844528918650534e-12 -6.509990943672968e-10 -6.8007408998730345e-09 -1.4605620641265177e-09 -3.131930813756908e-08 4.948926740908491e-08
pcs.V3 -1.0665789227059963e-06 -1.2631679741186899e-07 -1.8938562877704353e-09 7.127072711250794e-11 2.4228813586537905e-05 -2.0940617900237e-06 5.707490856107531e-08 -5.206625257179177e-10 2.961497936400704e-06 9.658318140407553e-08 1.179918220877054e-08 -1.2658366670129037e-08 6.224956425356836e-08 3.675897455314736e-08 -2.1829327760310202e-08 6.556890157384085e-08 -8.601316528540696e-08 9.34076972578411e-08 -6.425815204479461e-08 1.7879738546578934e-08 -1.1048846033363967e-08 2.2336234036345688e-08 -8.355428351200979e-08 2.1289714608252413e-08 7.155107454719286e-09 -3.9559582699621205e-09 5.5021302321614893e-08 2.5412414242515405e-08 2.160213663447934e-06 3.8507484047550294e-07 1.6687896050998932e-06 6.636399389197231e-07
pcs.V4 2.6726042148862703e-06 2.1668988695189503e-08 1.4525467589064086e-08 -2.152808089094526e-10 -2.264579665532876e-07 3.62905841736256e-07 -2.1151183934166625e-08 3.005755419753982e-10 9.65831814040776e-08 2.814292331049927e-06 2.094440407621754e-08 -2.9176791683550575e-09 3.98688188971001e-08 -4.8816669700159575e-08 -5.090452415770944e-08 2.8216637337773966e-08 8.213679725576383e-08 -4.1475562813019095e-08 4.9133041435760114e-08 -5.445237736094302e-08 -1.1823945107851875e-07 5.3134193759880354e-08 9.11676249653679e-08 3.83927259101532e-08 4.753603245221637e-08 2.6591604875576952e-08 2.5719271945776945e-08 4.319150579882497e-08 -7.441889234043001e-07 4.377117942206028e-07 -1.969939130377691e-06 -1.930041005408693e-06
