 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal gpp gmp
intercept 0.008710276881988298 0.0031908863556950645 -0.00010101230421903577 1.0145181089910328e-06 0.009311845102299078 -0.0009057930328805474 2.7658353768416015e-05 -2.6848304430257135e-07 -1.0759624150627991e-06 2.2229739325967364e-06 1.78273338993615e-06 -7.817434052187763e-07 7.970956419698675e-07 -7.508084752280177e-06 -2.5518091136931044e-06 -1.8846582076308164e-06 -1.1514367452346649e-06 -3.3417595835443783e-06 -7.929621730760525e-06 -3.3420674824840553e-06 -4.345088414580468e-07 2.0653763697410563e-06 3.71397651260424e-06 -5.373233832383644e-07 -9.802818660291982e-08 -2.9177994324498184e-06 5.6624914474223226e-06 -3.9181978609325124e-06 -5.178280704368836e-06 -9.382417313727093e-05 7.817348607225882e-05 4.227801886506617e-06
age 0.003190886355742178 0.0035371305934534165 -0.00010257968233754714 9.359935294626646e-07 0.03522932664165142 -0.003265658236595565 9.442479386184474e-05 -8.59448217275891e-07 -1.8670903360000685e-07 -7.352766322141464e-08 -2.4678543236523883e-06 1.1477171277408955e-06 -3.92000886456358e-07 -1.0204405055508635e-06 2.454549778843315e-07 -7.49576953774859e-07 -5.433786981361259e-07 -2.931497887084578e-06 -1.6554743595940245e-06 6.533470511486698e-07 -2.526072805380283e-07 -8.558000948263405e-08 1.3280458816186582e-06 8.541846750319464e-07 -1.988021491466327e-06 -2.428621029327795e-06 4.0707928020453776e-07 5.61595385168239e-07 9.24625071688443e-06 -1.8649935812292798e-06 9.36349419331415e-05 -0.00010781996984150007
age2 -0.00010101230422036852 -0.0001025796823374841 3.0115093471050406e-06 -2.780196976904426e-08 -0.0010071640434816257 9.44878225498594e-05 -2.76491935746252e-06 2.5457369554301692e-08 -2.590150476951834e-10 1.5305056029644964e-08 6.583850309325312e-08 -3.0804032622497827e-08 8.196146711923264e-09 3.415060684817153e-08 5.850699624132515e-09 3.325481975539509e-08 1.5216189529408687e-08 8.574679077045315e-08 6.172559592779883e-08 -1.5923623303098445e-08 1.1978619234836386e-09 -7.169854778059702e-09 -4.204931016873484e-08 -1.4925808994572533e-08 4.8407433847577424e-08 6.841605385067626e-08 -2.3129925628690477e-08 -2.7376396685648574e-09 -2.2280484281745453e-07 -9.32234732385055e-09 -2.302721911077759e-06 2.948168026823205e-06
age3 1.0145181090020186e-06 9.359935294605382e-07 -2.780196976900166e-08 2.5978138460653e-10 9.0756774076163e-06 -8.605594014535769e-07 2.547265414389163e-08 -2.373474897692459e-10 5.2476567166130306e-11 -2.102828616072982e-10 -5.471545176944957e-10 2.4794076865067175e-10 -5.4970847071253955e-11 -3.8057644628711984e-10 -1.7530194013918248e-10 -3.924765491302732e-10 -1.2040950493043622e-10 -7.85174036627642e-10 -6.937250630661294e-10 1.1651556120019887e-10 4.344701897236218e-11 1.3048886695574295e-10 4.1349385832650724e-10 4.453656898140243e-11 -3.4457370197406924e-10 -6.211534630829741e-10 3.254091379881613e-10 -8.964280185702388e-11 1.7300662612269616e-09 1.3737741540086923e-10 1.846320252993142e-08 -2.6001334962194795e-08
sex 0.009311845103658909 0.03522932664264092 -0.0010071640435100582 9.075677407873087e-06 0.7850146140618939 -0.07179338948645153 0.002049824982714605 -1.842903645468139e-05 1.77862496907906e-05 -2.638257290353106e-06 -1.878625791854424e-05 2.075491573117806e-05 -2.7819303682548363e-05 4.0961629027692106e-05 -8.124015629837599e-06 -1.1614643659876921e-05 -5.0155923787147425e-06 -7.099668490337616e-06 1.9816783738527918e-05 4.537946797505642e-05 1.1381902763988e-06 -1.1550705011647624e-05 -1.6609701711604343e-05 -1.2176876890352958e-05 -1.816988407972466e-05 -2.332560653028434e-05 4.178824850057359e-06 3.0429393189465263e-05 0.0002486368174709349 6.567767377652977e-05 0.0014122097048693083 -0.0018723313581714561
agesex -0.0009057930330003116 -0.0032656582366757027 9.448782255218495e-05 -8.605594014747962e-07 -0.07179338948646823 0.006660320851953211 -0.00019259646721701904 1.7512168980715755e-06 -1.5552786264316494e-06 5.17823780626245e-07 1.9180877535987263e-06 -1.9233246253464358e-06 2.402307055051803e-06 -3.873797457670661e-06 1.0801016409074055e-06 1.3602348792068951e-06 1.2492919770770984e-07 7.025691408543892e-07 -1.6813481358194967e-06 -4.18149717906372e-06 -5.013152965963615e-07 7.418894101277054e-07 1.4277381590544269e-06 1.5886713752267712e-06 1.1251065460635525e-06 2.1621825234582555e-06 -3.5582576108714625e-07 -2.7338419828845184e-06 -2.2574626374579342e-05 -6.6527583020243384e-06 -0.00012013256449323777 0.0001694523048134812
age2sex 2.76583537719642e-05 9.44247938643313e-05 -2.764919357534343e-06 2.54726541445439e-08 0.002049824982715577 -0.0001925964672170645 5.640804873627676e-06 -5.19217007565407e-08 4.311273797917759e-08 -2.3760360191680808e-08 -6.056166811074496e-08 5.621169906222323e-08 -6.665248681110072e-08 1.1373791526069353e-07 -3.947281304268485e-08 -4.861121632001733e-08 7.478648423890338e-09 -2.0655779716473207e-08 4.109004038241345e-08 1.204963378065545e-07 2.6020135298110203e-08 -1.296709787161226e-08 -3.956309673602277e-08 -5.91580105973017e-08 -1.8310981871722345e-08 -6.443395817718117e-08 8.770800782761059e-09 7.488355300741684e-08 6.244252765365362e-07 1.5948855666514624e-07 3.2746884554394673e-06 -4.8367721334439465e-06
age3sex -2.6848304433442413e-07 -8.594482172989346e-07 2.545736955496767e-08 -2.3734748977528935e-10 -1.8429036454694463e-05 1.7512168980723796e-06 -5.1921700756551965e-08 4.840200756912866e-10 -4.016016299804422e-10 3.0407948876496713e-10 5.996864649206144e-10 -5.069479843272616e-10 5.853468643598225e-10 -1.040980196353324e-09 4.426200556895204e-10 5.261049786744479e-10 -1.7076893993937092e-10 1.8641609154535399e-10 -2.954661625078655e-10 -1.1026794381599367e-09 -3.501329891542289e-10 6.92377896466598e-11 3.2116558563322585e-10 6.486348849171981e-10 2.35891574446435e-11 6.061555875698793e-10 -9.133767569691752e-11 -6.386793395317591e-10 -5.46553188722126e-09 -7.341892430531794e-10 -2.873997773239563e-08 4.351565664904448e-08
pcs.V3 -1.0759624150322208e-06 -1.8670903356714996e-07 -2.5901504865544394e-10 5.247656717496556e-11 1.778624969117159e-05 -1.55527862646696e-06 4.311273798019814e-08 -4.0160162998972333e-10 2.6279330568748037e-06 6.426454959089491e-08 4.5149266495713716e-09 -1.5388783842625537e-08 5.964990039291397e-08 3.7486794769802406e-08 -2.516699505488688e-08 5.274923429474592e-08 -7.487341156485553e-08 7.953528940032742e-08 -7.327976264930142e-08 1.9504348484286716e-08 -5.260342451342316e-09 1.4829451490573117e-08 -7.037039994061205e-08 8.694743526038577e-09 6.852271404488681e-09 6.758661722388736e-10 4.7139798298917086e-08 2.343555379455182e-08 1.8638821732157775e-06 3.4556447010741494e-07 1.3735737747554316e-06 8.024704730594246e-07
pcs.V4 2.2229739325817596e-06 -7.352766323721789e-08 1.5305056030104032e-08 -2.1028286161149527e-10 -2.638257290510361e-06 5.178237806408082e-07 -2.376036019210122e-08 3.0407948876878436e-10 6.426454959089548e-08 2.4883693804883844e-06 5.481711910618412e-09 -3.080135661179462e-09 2.8472748494142182e-08 -4.382407147333826e-08 -4.051015575995053e-08 1.866855694101883e-08 7.157503510145001e-08 -3.863282123415017e-08 4.841319169645948e-08 -5.2129678127632944e-08 -1.002156572258948e-07 4.2681839004590835e-08 8.143050656599036e-08 3.4268634409286714e-08 3.7638720731293764e-08 1.8085477658525536e-08 2.0508888685884147e-08 3.79817331425939e-08 -6.726380727677777e-07 6.359999364670671e-07 -2.0067742932471886e-06 -1.7849267795426867e-06
