 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 0.00010833168346574082 8.224777778299881e-06 -2.2824629877590858e-07 2.192910882874811e-09 -9.588293431664362e-06 9.90460358613157e-07 -3.257086256844536e-08 3.5628820491329553e-10 3.1361321100920996e-07 2.2182749553736523e-07 -1.953262764272931e-07 -1.0014172402064994e-07 -6.802698089705732e-08 7.848220840869847e-08 -9.505518308279273e-08 9.348892925705316e-08 6.389369888309175e-09 -1.1279173567785282e-07 -1.3361897066286032e-07 -2.2385880830360206e-08 -2.5165482799047097e-08 5.278136209703669e-08 -4.5734914453805926e-08 -4.332107543968763e-08 4.7766812560794905e-08 -3.586630451892946e-08 3.860404470277373e-08 -1.5603670749526957e-08 -1.1504861430346311e-05 1.3020976434635435e-05 8.379145076621932e-06
age 8.224777778323335e-06 0.0003024982567927238 -6.963571324896448e-06 4.976061459614316e-08 0.0038528798877273513 -0.0002921428908356271 6.715490833418092e-06 -4.789208253724846e-08 1.5514737877229483e-09 2.0420261442828082e-07 -8.522908629519864e-08 2.3229710680540236e-07 8.180617249431953e-08 7.353068322770697e-08 1.3627887996802706e-07 1.1820926214258502e-07 1.1436847088397647e-07 -3.889337344897848e-07 -7.092163771382513e-08 7.525131111436866e-08 -1.7535722368370582e-07 -2.2535922103508353e-07 -2.56515326495911e-07 2.649133472327341e-07 2.1380871899937562e-07 -2.129023506825942e-07 1.6513634640707502e-07 3.782737945733337e-07 2.0598363398154763e-06 2.1611442556923695e-06 1.4253882793308586e-06
age2 -2.282462987775294e-07 -6.963571324895488e-06 1.6336651624425153e-07 -1.1870858609458379e-09 -8.675790432971042e-05 6.72006012272367e-06 -1.5746081770774207e-07 1.142047623664709e-09 2.4869519512444223e-09 -4.5491178918100304e-09 1.1273421242521154e-09 -5.6815392482837255e-09 -2.02413388815945e-09 -2.562563969247778e-09 -2.436836837981241e-09 -1.9412285336113417e-09 -2.61395719657597e-09 8.706014247272528e-09 2.026486151916439e-09 -1.5511270565094564e-09 3.762678404523645e-09 4.124506430980078e-09 4.73178870469213e-09 -5.1765608235093e-09 -5.531262073508179e-09 4.644087792625331e-09 -4.341006299731878e-09 -8.718851013536123e-09 -4.626442262431364e-08 -5.963929217636666e-08 -2.0064018260144348e-08
age3 2.192910882876261e-09 4.97606145961347e-08 -1.1870858609458097e-09 8.76518485107928e-12 6.086379856809679e-07 -4.795454781759332e-08 1.1428248760468356e-09 -8.42359967574839e-12 -3.323111066501377e-11 3.601286037495287e-11 -6.948535434045891e-12 4.120382141818133e-11 1.3236183769740276e-11 2.3359265146255167e-11 1.3416510433749217e-11 1.0337122930921496e-11 2.072134458727074e-11 -6.051034601098073e-11 -1.989460453144504e-11 8.751424759581111e-12 -2.6304001512924492e-11 -2.2012287108671353e-11 -2.7728897368976912e-11 3.0478231212175524e-11 4.328642648063085e-11 -3.147021776491372e-11 3.4423480272739744e-11 6.140463159131848e-11 3.040068908059768e-10 4.4503306751328667e-10 8.601270906767925e-11
sex -9.58829343364646e-06 0.00385287988772253 -8.675790432960123e-05 6.086379856801959e-07 0.13217100025379358 -0.009902802798628008 0.00022623677129645668 -1.6101607818496577e-06 -7.511901826560867e-07 -1.0280730615273174e-06 5.217217692530321e-07 1.3971058765218228e-06 -2.430869466584708e-06 -1.250538946807269e-06 2.975146856293106e-06 8.327040156896477e-07 -1.6639319086912555e-06 -3.2828147185624552e-06 -1.6431576272270217e-06 3.715613454504066e-06 4.551678311974011e-07 -2.2270803821407367e-06 -5.133398285184371e-06 2.5788798480339975e-06 -1.93834881427835e-08 -3.1054166409956412e-06 3.87493464408653e-06 7.951266450023187e-07 3.5600069299427572e-06 1.9997394209696118e-05 8.439033979254941e-05
agesex 9.90460358279999e-07 -0.00029214289083497654 6.720060122708775e-06 -4.7954547817488543e-08 -0.009902802798627725 0.0007620303439897752 -1.7769213590371195e-05 1.2855642105469005e-07 1.0686204079288606e-07 1.0104340345161506e-07 -4.269049343307625e-08 -6.686676514779108e-08 1.425572461644714e-07 3.972864847337765e-08 -1.3785492943754063e-07 -4.498145831681137e-08 1.209053144684506e-07 2.542007442024307e-07 9.60660106117052e-08 -2.755133389194569e-07 -8.562781589796542e-08 1.3389613754269334e-07 3.503004231419268e-07 -1.1144798021422084e-07 -7.564984679359545e-08 2.467050098097416e-07 -3.3048625377086394e-07 -7.593581218717273e-08 -7.684481431007214e-07 -2.4821818090561563e-06 -6.119762354474909e-06
age2sex -3.257086257098521e-08 6.7154908334101685e-06 -1.5746081770756048e-07 1.1428248760455382e-09 0.00022623677129644272 -1.776921359037065e-05 4.221511997335633e-07 -3.104814415286432e-09 -3.792886709007546e-09 -2.723378428412805e-09 9.44576576155833e-10 1.2773269222638646e-09 -2.852583776373618e-09 -9.164605668919847e-11 1.909299389584848e-09 3.535816347494607e-10 -2.2592586166113483e-09 -5.588514137725644e-09 -2.324380585864693e-09 6.017649607880411e-09 2.877441781886649e-09 -1.877254043538054e-09 -7.840161433350175e-09 5.662970305106471e-10 2.7478079610338594e-09 -6.281653362978483e-09 8.194182046662094e-09 1.5406783818940764e-09 3.2618228202187474e-08 6.60481470892754e-08 1.3722881636959654e-07
age3sex 3.562882049311519e-10 -4.7892082537165256e-08 1.1420476236628142e-09 -8.423599675734945e-12 -1.6101607818495054e-06 1.2855642105468206e-07 -3.104814415286337e-09 2.3194406803070986e-11 3.293799554720472e-11 2.4094238086214174e-11 -5.112491979952562e-12 -1.0377627356645678e-11 2.1072174737308605e-11 -2.056300306598116e-12 -7.781134438274687e-12 2.5738038274533805e-13 1.1434620047756075e-11 3.72889462852484e-11 1.7945005110925016e-11 -4.033972178621753e-11 -2.5121348601190454e-11 5.792873334063989e-12 5.6069123393609246e-11 1.0548913746551439e-11 -2.430065798644007e-11 4.955920234189891e-11 -6.228825082274267e-11 -9.834959926914717e-12 -3.7259744689014624e-10 -4.884894548729503e-10 -9.884967013173164e-10
pcs.V3 3.136132110091752e-07 1.5514737875080693e-09 2.4869519512494044e-09 -3.323111066504974e-11 -7.511901826631723e-07 1.068620407934339e-07 -3.7928867090204094e-09 3.293799554729855e-11 1.1832638087171125e-06 8.816264287978102e-08 -2.4689567012354918e-08 3.5158898070791356e-09 7.51206387630942e-09 1.7988265962475303e-08 -5.676374646617284e-09 1.869052084263225e-08 1.1196438176950351e-08 -1.7293489776113684e-09 -9.735229196870338e-09 1.805397174160856e-08 -2.0937707215854813e-09 -1.2179704607915851e-08 -1.4623455165344528e-08 -1.1281181335209327e-08 -6.883522839119779e-09 -1.7481220004580347e-08 5.130548041702218e-09 2.3105851847674927e-09 3.3236922545309227e-07 7.584283886863225e-07 6.549757269843837e-07
pcs.V4 2.2182749553736304e-07 2.0420261442858953e-07 -4.549117891817134e-09 3.601286037500359e-11 -1.0280730615190395e-06 1.0104340345096446e-07 -2.723378428397335e-09 2.4094238086100304e-11 8.816264287978089e-08 1.256598785522739e-06 3.181404271922075e-08 -5.715120001217043e-09 1.8891663107817775e-08 -2.689705477872685e-08 -1.091758447897397e-08 1.968304443960254e-08 -2.7320632588710476e-09 -4.777438993072788e-09 1.6097306284911605e-08 -1.1619870198337886e-08 -8.465673924079385e-09 1.3282984678511058e-08 1.290293902568726e-08 8.99324002150337e-09 1.1559040732057068e-08 -2.4036053367922944e-10 1.4348434383970226e-09 4.904794018477532e-09 -1.2204863270432032e-08 -7.003774934457197e-07 -5.680053458410412e-07
