 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband
intercept 0.00020311462122065603 -3.4017751557424125e-06 -5.366488460559886e-08 1.7119236191446704e-09 6.053146497280438e-05 -6.682423310569748e-06 2.03792658330023e-07 -1.89080041736004e-09 1.0646391765910803e-06 1.297166548248791e-07 -3.069175901493092e-07 -6.104334110178432e-07 -2.1599952448366653e-07 -3.905691331043119e-07 -6.486330695178462e-07 1.0361298656656886e-07 5.005628646712983e-07 2.682973707228552e-07 -2.677385395084433e-07 -3.1975533571725015e-07 -1.6773764986660885e-07 -1.0174918995292242e-07 -1.1428408086895755e-07 8.20741238395792e-08 5.554305930206816e-07 -4.02660477472997e-07 2.131926174575321e-07 7.234698635627525e-08 1.9986069906337814e-05
age -3.4017751553091157e-06 0.0007447195167994646 -1.6660245553070437e-05 1.1637166089837548e-07 0.01005408209456604 -0.0007338019594613514 1.641129602238867e-05 -1.1457603783165493e-07 5.11946796348612e-07 7.426135485026892e-07 1.2723481329745973e-07 2.665435830383086e-07 7.869699478323281e-07 9.866799251974963e-07 -3.7753541375098784e-07 -1.8035745706988913e-07 1.84875266231651e-08 -1.6159076721915936e-07 -4.169740635355898e-07 1.1292051455959952e-07 4.913313391802388e-07 -5.620210083755068e-07 -8.027411958205988e-07 5.930841748296898e-07 6.770858534748258e-07 -1.932281073742988e-07 3.637425866387776e-07 -2.9234454401656368e-08 4.344071320208587e-06
age2 -5.366488460338146e-08 -1.6660245553031514e-05 3.802287710559519e-07 -2.703461152274173e-09 -0.00021993863133773421 1.6414964809996428e-05 -3.745524356250297e-07 2.6618505353562835e-09 -5.456299593067152e-09 -1.872340552039482e-08 -4.057365102492148e-09 -6.85391767834515e-09 -1.8570584274540714e-08 -2.2994160747744912e-08 1.009744506340933e-08 4.561521918005875e-09 -1.3193283118256422e-09 3.938461936789119e-09 1.1939514764895594e-08 -8.521429768620173e-10 -1.0033580009661833e-08 1.0515821345500013e-08 1.3175002252672485e-08 -1.3874996282299838e-08 -1.7781524725217067e-08 6.371573883996233e-09 -1.1368769244357087e-08 -1.2741803711648908e-09 -9.676962685182521e-08
age3 1.711923619083946e-09 1.1637166089802454e-07 -2.7034611522725162e-09 1.955090736357328e-11 1.507800469723326e-06 -1.1460412470015107e-07 2.6620831412520577e-09 -1.92428255074589e-11 -5.290680203242712e-14 1.5421308647085852e-10 2.967217830540703e-11 4.76928150587261e-11 1.3519809658007273e-10 1.7244228399634989e-10 -8.23990409468358e-11 -3.427273675654189e-11 1.908895518320643e-11 -3.0547371648289494e-11 -1.0324908365882558e-10 -2.7873590083671825e-12 5.6812481511083765e-11 -5.5946011263035146e-11 -7.257938161146497e-11 9.742438937568066e-11 1.400102453814554e-10 -5.10095464881336e-11 9.333808794087549e-11 1.4796489023011666e-11 5.407214303951599e-10
sex 6.05314649689781e-05 0.010054082094561424 -0.00021993863133763517 1.5078004697226484e-06 0.3591437916232463 -0.025713363646469332 0.0005669000165775549 -3.917323818708461e-06 -9.08690249600103e-06 -6.147171670978688e-06 1.0834873074156941e-05 -9.697495613475982e-06 1.072595664822796e-05 9.225889789928357e-06 1.9953834356494583e-05 -5.523362433440889e-06 -1.6949446473294174e-06 1.2659072852735018e-05 2.527244025144313e-07 3.922546056966713e-06 1.2765723814980997e-05 -1.6259864707273634e-05 -1.8105329868759373e-05 -1.7101669629602057e-05 7.138891095220394e-06 -1.6248451369354447e-05 2.5177915655605927e-06 -1.028467045728685e-05 0.00012529075448935854
agesex -6.68242331078445e-06 -0.0007338019594615373 1.641496481000141e-05 -1.1460412470019143e-07 -0.02571336364646695 0.001889821091567343 -4.253248495723319e-05 2.988794069562399e-07 8.944771940414645e-07 2.0532980365134915e-07 -6.523811332799109e-07 7.66174486071856e-07 -8.45109012377929e-07 -7.977293488898446e-07 -1.1453730195081746e-06 4.499865371678512e-07 5.686863347482011e-08 -8.360581947933278e-07 1.9538414886302623e-07 -3.6839717504501537e-07 -9.755645513294512e-07 1.0628540418507693e-06 1.1675425290051513e-06 1.1513747576758064e-06 -7.417654800238434e-07 1.2514540139321125e-06 -4.737736244157957e-07 4.190991688336188e-07 -1.0709332242557981e-05
age2sex 2.037926583466832e-07 1.6411296022409004e-05 -3.745524356255073e-07 2.6620831412555757e-09 0.0005669000165774549 -4.253248495722972e-05 9.75398666812992e-07 -6.969273056369515e-09 -2.5360356413714087e-08 1.0426735736972132e-10 1.1787611811842414e-08 -1.766478632542436e-08 1.9836897505988863e-08 2.107142115658851e-08 2.0509780307130033e-08 -1.1497751576085115e-08 6.170328541347353e-10 1.8034778480216847e-08 -9.627929653587975e-09 1.0129984430931577e-08 2.1427270897197855e-08 -1.9061820333061605e-08 -2.5994037161740868e-08 -2.5289076323678987e-08 1.814550735483383e-08 -3.0061391939164485e-08 1.4346526570511728e-08 -5.651877658241797e-09 2.734403828932458e-07
age3sex -1.8908004169127166e-09 -1.1457603783102753e-07 2.66185053534218e-09 -1.9242825507358753e-11 -3.91732381870748e-06 2.9887940695619517e-07 -6.969273056369059e-09 5.05870143571534e-11 2.017479094789512e-10 -2.100853544406907e-11 -6.48890457856064e-11 1.205532730419234e-10 -1.3947622239417756e-10 -1.7126980608668814e-10 -1.1100854547938379e-10 8.779125074237401e-11 -1.8282370241518194e-11 -1.3013080847443864e-10 9.751402738428115e-11 -8.180208090757482e-11 -1.3903941159112185e-10 1.0029741352478357e-10 1.946940281034884e-10 1.8178859655803185e-10 -1.2914954793522732e-10 2.216948290070436e-10 -1.1355365265341222e-10 2.0828383972937912e-11 -2.253310607387139e-09
pcs.V3 1.064639176590951e-06 5.119467963489697e-07 -5.456299593075199e-09 -5.290680197603784e-14 -9.086902495990525e-06 8.944771940407567e-07 -2.5360356413699366e-08 2.017479094788534e-10 2.5095727419158673e-06 3.062917615216598e-07 3.6366272505916273e-09 1.7808285333018214e-08 2.98155150018886e-09 9.36675866875923e-09 -8.125079235183089e-08 2.9617007008709115e-08 2.1331336535097516e-08 8.698905145524332e-09 -6.146557115846799e-08 1.6359038893498587e-08 1.0034738789317723e-08 -1.1359729101136397e-08 1.7589560527182602e-08 -2.045376700395536e-09 7.80000718129641e-09 -8.221072415809943e-08 -1.6386649248447297e-08 -2.3930657441369633e-08 2.52593278983009e-06
pcs.V4 1.297166548246931e-07 7.426135485010645e-07 -1.8723405520358503e-08 1.5421308647060385e-10 -6.1471716710160416e-06 2.0532980365407106e-07 1.0426735730888462e-10 -2.1008535443642526e-11 3.0629176152166076e-07 2.7913182132054925e-06 1.6520395851704387e-07 3.5834766073768934e-08 9.308160568872713e-08 -5.2482198531770993e-08 -1.311964982078568e-07 5.3622737382402866e-08 -9.100218914575391e-09 -1.5248204905687356e-08 3.94705495843293e-08 -6.06462173827251e-08 -9.482849608071628e-09 5.975718708926132e-08 2.368057225892943e-08 5.267904808928428e-09 3.504105602353314e-08 2.585170143698599e-08 -3.854308957645424e-08 -1.689444979643221e-08 -1.9679842908871273e-06
