 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband maternal gpm gmm
intercept 0.00258476073190775 0.0009211139732901998 -2.8086409984533395e-05 2.717078870770956e-07 -0.0028135262485668674 0.0002871850445270359 -9.144168754136532e-06 9.107044376400068e-08 -2.4490978795144938e-06 2.6396538766794097e-06 4.3630073837959214e-07 9.573651980545526e-07 9.345851965902468e-07 -1.3399491484687284e-06 1.8299639082755097e-06 -2.201523946649819e-07 -3.909101198683111e-07 9.70175896298235e-08 1.9026949225846539e-07 -1.518718433939417e-06 -4.114719699447954e-07 1.2307975978980402e-06 1.0471175011655701e-06 3.3915069015335667e-07 -1.8927483758114412e-06 -2.4905029139556954e-07 -1.638328462897365e-06 -2.2151447545174907e-06 -6.276517449693589e-07 -4.9941381400154625e-05 2.011767150890478e-05 5.569323525876579e-05
age 0.0009211139732898806 0.0018980234168269243 -5.203714075580936e-05 4.460672454749152e-07 0.01954655783998066 -0.0017295254770841048 4.731286379141625e-05 -4.0475457723699527e-07 -1.9240826533606785e-06 7.49600107683799e-07 -7.85519105298132e-07 1.5741097878139833e-06 -2.6328764219712685e-07 -4.84991902166236e-07 7.866954505387057e-07 5.602488850501435e-07 1.9481224964656424e-07 -1.3838497183349803e-06 4.557052140954211e-07 2.250021543584858e-07 -3.878069981651167e-07 1.8584464612446638e-08 7.52901051847994e-07 8.419658547301892e-07 -1.5721644664538326e-06 -5.823413518221333e-07 -1.5161333060547436e-06 1.4282577224018848e-07 1.326426232981371e-05 -1.9326115869418082e-05 3.483302604359075e-06 1.8120895174472054e-05
age2 -2.8086409984556885e-05 -5.203714075585778e-05 1.4454101549377556e-06 -1.2540819612920288e-08 -0.0005267033800528361 4.723707388337723e-05 -1.3090422418720531e-06 1.1333231396703865e-08 5.266316659443465e-08 -1.6347300816952366e-08 1.8199636400231486e-08 -4.361919334612071e-08 4.362591833170835e-09 1.2464230163955503e-08 -2.1216322001935728e-08 -1.0975326377239054e-08 -5.93720799811398e-09 3.29381639108596e-08 -1.513697952229806e-08 -4.263595609151113e-09 7.942246211218033e-09 -6.465797628578325e-09 -2.262237518239612e-08 -1.5317736241419068e-08 4.475634372810162e-08 1.273624912861746e-08 4.511323202190617e-08 -7.180289942947554e-10 -3.103736481574515e-07 6.301032257026631e-07 -1.7789107755055323e-07 -5.588580841311946e-07
age3 2.71707887077432e-07 4.4606724547570194e-07 -1.254081961293019e-08 1.1014590689655999e-10 4.449216498780242e-06 -4.036081062274698e-07 1.1319719703926689e-08 -9.919283892099204e-11 -4.458291805743301e-10 1.2842218045006667e-10 -1.3145107039615195e-10 3.7647401470325406e-10 -1.5550804475123674e-11 -1.1473931241785022e-10 1.8034500945251346e-10 6.569731803886352e-11 5.7168035133667583e-11 -2.3462447552847524e-10 1.419428077708361e-10 1.3823296782363179e-11 -5.448229079432976e-11 9.426188370780514e-11 2.0390489835798788e-10 7.780157498852729e-11 -3.966391201767821e-10 -8.499757397230361e-11 -4.0516893447154855e-10 -2.5465198621972173e-11 2.080949711796887e-09 -5.826120389013699e-09 1.5811422417239753e-09 5.430046858558874e-09
sex -0.0028135262485713976 0.019546557839943152 -0.000526703380051689 4.4492164987697895e-06 0.5661602949921082 -0.04993629536859312 0.0013668111047790844 -1.1733734610733126e-05 -5.87685247378475e-06 -2.6031442672233375e-06 1.2114107858764795e-05 1.2188093762547838e-05 -2.5927055931321597e-05 2.475672160071417e-05 -1.840503983974866e-05 2.1168737323653046e-06 -8.65287980574005e-06 -9.728786357871001e-06 8.047621185728372e-06 2.0384415959095957e-05 7.28116361459991e-06 1.1858439181566304e-06 -6.688866362534265e-06 -4.673424282137555e-06 8.936639611489698e-06 5.7093545393540025e-06 4.089265890184054e-06 2.169895124464715e-05 -5.702825051329309e-05 -0.00010972217127194476 -0.00014968845511865552 0.0006394292719217777
agesex 0.0002871850445269546 -0.0017295254770816463 4.723707388330859e-05 -4.03608106226882e-07 -0.0499362953685966 0.004474438952395869 -0.00012411965112218827 1.0777039409370634e-06 4.830219994693806e-07 2.468798063625042e-07 -1.0224278241745679e-06 -1.0601110342132181e-06 2.1304411948530965e-06 -2.3988549743397694e-06 1.985377669109052e-06 -5.756427886343968e-08 6.315571630062075e-07 7.438013290201451e-07 -7.558065696843211e-07 -1.865914913577053e-06 -8.044697790960253e-07 -1.730562588687251e-07 3.8235753490876327e-07 8.408214133600905e-07 -9.082904915785545e-07 -7.359474501410508e-07 -3.242370160518654e-07 -2.02275737652671e-06 4.271140266120852e-06 1.540596644612391e-05 1.983806559838125e-06 -5.361547338935764e-05
age2sex -9.144168754145655e-06 4.731286379140701e-05 -1.3090422418718177e-06 1.1319719703924543e-08 0.0013668111047792778 -0.000124119651122197 3.487977008504647e-06 -3.064956887527216e-08 -1.0971363713638583e-08 -7.854995912928729e-09 2.623892764972433e-08 3.042113143390641e-08 -5.5460799649900476e-08 6.836704390495166e-08 -6.238285789657127e-08 -1.1212275245376152e-09 -1.216090271567475e-08 -1.503007538393099e-08 1.969843674939643e-08 5.321848208872428e-08 2.3485194217448495e-08 6.486441513488601e-09 -7.870584786184237e-09 -3.38092663227866e-08 2.6372724263860556e-08 2.5977345357793658e-08 8.49554836515434e-09 5.712613447603152e-08 -1.3498640862792174e-07 -4.7468312950604886e-07 9.489352603394889e-08 1.3802560271572785e-06
age3sex 9.107044376405424e-08 -4.047545772362588e-07 1.1333231396683471e-08 -9.919283892081872e-11 -1.173373461073561e-05 1.0777039409372123e-06 -3.064956887527419e-08 2.7256088790952173e-10 5.627198918011292e-11 8.973353552632254e-11 -2.1019527797475857e-10 -2.765198226152996e-10 4.5600938144415125e-10 -5.803026973833275e-10 6.017395355239137e-10 1.746851245383008e-11 5.970984266471083e-11 7.798906273191066e-11 -1.5730822465516228e-10 -4.69964686628435e-10 -1.9725322200923007e-10 -4.600635711762836e-11 5.2638553824022725e-11 3.668954417828439e-10 -2.3738414192242073e-10 -2.71912867361264e-10 -8.354200256921397e-11 -5.108002936631953e-10 1.4939541737728098e-09 4.1209497923412595e-09 -1.3420548159840316e-09 -1.1327993943014065e-08
pcs.V3 -2.4490978795140736e-06 -1.9240826533623497e-06 5.266316659447761e-08 -4.4582918057467206e-10 -5.876852473827745e-06 4.830219994730835e-07 -1.0971363713736826e-08 5.627198918092601e-11 2.4612887959314632e-06 9.407012323334313e-08 -6.476497445670216e-08 7.748734694493442e-09 4.634399789535957e-08 4.491234471454696e-08 4.454201461159255e-08 7.553545550698317e-08 -2.8268943686514815e-08 2.6167695161333332e-08 -4.156346960801225e-08 -2.6005423985763015e-09 1.866702457044331e-08 -1.5608839662767804e-08 -3.410399005235851e-08 3.1953734033159736e-08 1.7580254264469118e-08 -2.1424787127449832e-09 3.653860530965531e-08 -7.0638848582136025e-09 1.4920201215630053e-06 -7.721744816531762e-07 9.013820429172867e-07 1.8390050298355313e-06
pcs.V4 2.639653876678552e-06 7.496001076836882e-07 -1.634730081694692e-08 1.2842218044999812e-10 -2.6031442672126432e-06 2.4687980636167156e-07 -7.854995912908966e-09 8.973353552617808e-11 9.407012323334286e-08 2.4914696505732063e-06 5.0459690574658e-08 2.2919033380440006e-08 2.720707242101373e-08 -2.9357853708222697e-08 -4.313454705695523e-08 2.0017206434601375e-08 -1.759314462479197e-09 -2.094013289662497e-08 3.835657930073016e-08 -9.775090583308067e-08 -4.793425991358195e-08 3.778798475543558e-08 5.6344428259369346e-08 1.1572530400565035e-08 5.757342444630063e-08 5.843040984549815e-09 -2.948577323421948e-08 -9.718770687033152e-09 -8.966521621016967e-07 1.1616035914158758e-06 -1.5262855783947505e-06 -2.025257925986975e-06
