 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband maternal gpm gmm
intercept 0.002854752159661783 0.0009923649579827167 -3.1209372286424906e-05 3.0247231832683574e-07 -0.01748036361952897 0.0013729194717919354 -3.525338603468987e-05 2.95401258607736e-07 -3.983842242250003e-06 6.253326898841386e-06 1.2499065080772147e-06 2.3231984347061283e-06 2.7220251281361157e-06 -1.08350100264125e-06 4.130991299075964e-06 9.569014087762813e-07 -1.29451203241513e-07 -8.31988206562495e-07 -7.4106031201207e-07 -2.47905688544909e-06 -4.668018694609885e-07 1.6941074677136059e-06 2.407455582480924e-06 -7.244194715454271e-07 -3.057009588850753e-06 -5.425246879580829e-07 -2.2385402365803748e-06 -4.360307653855557e-06 1.4314632852216958e-05 -0.00010718589297068879 4.202041499079872e-05 0.00011517568921525577
age 0.0009923649579353844 0.030396077445794565 -0.0006860231135015622 5.022902406548115e-06 0.4111924441773962 -0.02852161322852772 0.0006421780527493547 -4.692076957445325e-06 -1.6297237729178116e-05 -2.5694502698500306e-06 4.4804086178596755e-06 -2.9719244143731613e-06 -1.2440066530729262e-05 -6.469559469976243e-06 9.813065586705179e-06 6.546426661642062e-06 5.41535690959729e-06 -4.966490257286728e-07 6.047743471937293e-06 -3.059895351750662e-06 3.526177951669503e-06 -5.977485689108386e-06 2.0412534087566514e-06 3.3633400845093995e-06 -5.218654924478745e-06 5.746671597739409e-06 -8.044969399690445e-06 1.6327177799788673e-06 9.677617679150178e-05 -5.842567890378201e-05 -0.00014416500862287113 3.687694332672387e-05
age2 -3.120937228507091e-05 -0.0006860231135033013 1.557086070113128e-05 -1.1464452881830477e-07 -0.00920115547126743 0.0006416515337389287 -1.4526203202540141e-05 1.0670924933296509e-07 3.760735365142242e-07 4.814311796769859e-08 -1.0175751054482154e-07 4.7723907489262137e-08 2.619487330863272e-07 1.5002797757315064e-07 -2.2589388273940271e-07 -1.5394852740106362e-07 -1.2477567818206613e-07 1.9298284601543125e-08 -1.430568165025847e-07 6.940841330361201e-08 -7.357658621034978e-08 1.1670754428011775e-07 -6.310986827509773e-08 -6.361013248881746e-08 1.331245836597218e-07 -1.294716589719471e-07 1.8984797045187036e-07 -2.2242597671468035e-08 -2.293453837610248e-06 1.6946566696890862e-06 2.9936556999838535e-06 -1.1207291129218034e-06
age3 3.0247231831902477e-07 5.022902406549828e-06 -1.1464452881807195e-07 8.489481230842413e-10 6.682849564894348e-05 -4.6843931790788955e-06 1.0662375677794353e-07 -7.876036021310566e-10 -2.8120940548265683e-09 -2.6362773703658747e-10 7.591694716382971e-10 -2.1502936281314795e-10 -1.7821174691858007e-09 -1.1343418794818211e-09 1.6864390943352806e-09 1.159188022894192e-09 9.386090696104655e-10 -1.6929533740271628e-10 1.0837482222925245e-09 -5.293391096176473e-10 5.022533137795059e-10 -7.206321058112189e-10 5.747006665804794e-10 3.6343501247191665e-10 -1.0847772892603599e-09 9.501912144912144e-10 -1.4541482122389e-09 4.6690204870292494e-11 1.7041492014905988e-08 -1.4624249880733393e-08 -2.0670690999462115e-08 1.0421659888815017e-08
sex -0.01748036362059549 0.41119244415740314 -0.009201155470816793 6.682849564565082e-05 17.01214980871652 -1.1888323482019387 0.026989119897662204 -0.00019906217663089807 -0.00013692124595138098 3.695446233792681e-05 0.00017121092068639353 -0.00010068562952849533 -0.00024095787738045275 -7.228187793384179e-05 0.00010881946394703074 0.00014397719182601823 -0.0001260809817479003 0.00021268151973227931 -0.00010151263649326335 -3.985814423131869e-05 0.00017730233702856579 0.00011102549188785518 -0.00028014026908584644 0.0002427405691284401 8.960556427126066e-05 0.00014674320838231256 2.5385323165222967e-05 3.305881360757955e-05 0.0014249671962655991 -0.001795795706021517 -0.008377025370254044 0.006194652159581894
agesex 0.0013729194718586895 -0.028521613227026565 0.0006416515337050874 -4.684393178831691e-06 -1.1888323482014929 0.08350930591298521 -0.0019055673288150149 1.4124043994730211e-05 9.373253370493097e-06 -2.2421795876532895e-06 -1.2020836569142849e-05 6.3419456580078186e-06 1.651178299709485e-05 4.4696845322633256e-06 -5.681480880456583e-06 -1.0172385628608241e-05 8.855561538247043e-06 -1.4821223380991307e-05 6.183966505298111e-06 2.2016062821481485e-06 -1.199776753949094e-05 -8.668679350230813e-06 1.8730704665343256e-05 -1.6108693439640408e-05 -6.72622039889379e-06 -1.0423081824257525e-05 -2.726380393554443e-06 -3.00362836007613e-06 -9.710347580101871e-05 0.00012562994425950984 0.0005581808052293923 -0.00043082092618214416
age2sex -3.525338603716847e-05 0.0006421780527200574 -1.4526203201877424e-05 1.0662375677307922e-07 0.02698911989764178 -0.0019055673288142928 4.370990746439505e-05 -3.256554687791529e-07 -2.0706382598654214e-07 4.429030639384338e-08 2.741959459731431e-07 -1.256914891436498e-07 -3.69353470401541e-07 -8.922852167509986e-08 8.446427764487344e-08 2.3085287895990227e-07 -1.9711573764689222e-07 3.3899084741640965e-07 -1.2370233163706877e-07 -3.286844675931941e-08 2.6297297605661555e-07 2.1693955804219378e-07 -4.0973060052100293e-07 3.408443678001308e-07 1.6302195902904733e-07 2.4347820837012266e-07 7.93658632484589e-08 8.466267375978894e-08 2.0887634185984846e-06 -2.8173857515305937e-06 -1.2049308064378714e-05 9.627274426735914e-06
age3sex 2.9540125862520113e-07 -4.69207695722782e-06 1.0670924932804503e-07 -7.876036020949517e-10 -0.00019906217663066922 1.412404399471941e-05 -3.256554687790284e-07 2.4391416645543087e-09 1.4571628226781665e-09 -2.6183830653111426e-10 -2.034186861360729e-09 7.882059293779725e-10 2.688403349587272e-09 6.034678736371807e-10 -2.776740570428459e-10 -1.7014711440226236e-09 1.4054572560728893e-09 -2.5439498999739803e-09 8.09837463541772e-10 1.048762636374913e-10 -1.860857517342281e-09 -1.7062333331507512e-09 2.9270483592431995e-09 -2.3156003349112693e-09 -1.2836976815570323e-09 -1.868882715288687e-09 -7.013738931503589e-10 -7.618323478966981e-10 -1.415851497993749e-08 2.0294840376119444e-08 8.47526935056335e-08 -6.992455659474683e-08
pcs.V3 -3.983842242220985e-06 -1.6297237729338836e-05 3.7607353651784706e-07 -2.8120940548530546e-09 -0.0001369212459631327 9.37325337132596e-06 -2.070638260057186e-07 1.457162822821584e-09 4.158372521587995e-06 2.4465882205842043e-07 -3.2533062174835016e-08 -9.067867539354919e-09 -1.5800183307079743e-08 1.8121993400129808e-07 -1.2327709190980672e-08 1.2554549633444805e-07 -1.2862745237438502e-07 2.2017760550664796e-08 -4.4024732925675165e-08 2.555513753767355e-08 1.7586038411311376e-07 4.852633539260858e-08 -2.984157865634246e-08 3.965530325937817e-08 -6.754059430984127e-08 -7.186438706537096e-08 9.884654413392845e-08 -1.2014057988939328e-07 2.570559316551523e-06 -1.241432518990152e-06 6.602952953132258e-07 2.4988517167362657e-06
pcs.V4 6.253326898842978e-06 -2.5694502699366885e-06 4.814311796964994e-08 -2.636277370508427e-10 3.695446233550751e-05 -2.242179587483566e-06 4.429030638997586e-08 -2.618383065024877e-10 2.4465882205845706e-07 4.131812100370528e-06 2.0267390391698236e-07 1.435622422903906e-07 -3.3272079866099735e-08 -1.7303446517540386e-09 -1.0692188468978533e-08 4.96811524395455e-08 1.0003892344654996e-08 -1.0629096061513692e-07 7.546253913284915e-08 -7.497172214150989e-08 -1.2658057398845217e-07 6.6437050025842074e-09 1.3097456782526847e-07 -3.071929578740215e-08 1.6777827929790063e-07 6.640946528778428e-08 -3.440709647571596e-08 -7.764936974735154e-08 -1.170757988271573e-06 2.926329282848457e-07 -1.9792413659769988e-06 -3.3133372279215113e-07
