 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 0.00012147657382332795 7.400505707157226e-06 -2.060136718961187e-07 2.0103259065718945e-09 -1.8324498348488963e-05 1.6400920482308266e-06 -4.6652411800027524e-08 4.403221259533165e-10 2.9076646925125894e-07 2.024798595960615e-07 -1.392245342630708e-07 -2.540197644368795e-08 -9.213798371282193e-08 6.388270312862036e-08 -6.756194919401617e-08 1.0051282750939655e-07 -1.5124432801379306e-08 -8.442240184488314e-08 -9.66717737895608e-08 -3.97828292753574e-08 1.5076663701579002e-08 6.320006523181227e-08 -3.128657585538958e-08 -5.34057781137669e-08 2.1327201981821026e-08 -5.175259270684937e-08 2.484404662442244e-08 -4.266006213123994e-08 -1.0124280617712586e-05 1.3033168670726478e-05 8.275922069540285e-06
age 7.400505707261195e-06 0.000267009614067379 -6.139855597164838e-06 4.384765120823848e-08 0.0032985955017905276 -0.00024948616983742124 5.719221449046432e-06 -4.067456618829508e-08 -7.47337000917506e-09 1.931817560215607e-07 -1.460739263357792e-07 2.364942309859655e-07 1.3132984279679477e-07 8.988155290357671e-08 1.208672345296368e-07 6.717652973435695e-08 8.945765752122964e-08 -3.489112480480142e-07 -1.5197669493145307e-08 3.07132412577251e-08 -1.5257211578100717e-07 -2.6613601719610367e-07 -2.1303007620122557e-07 2.4693669305200955e-07 1.794984729772968e-07 -1.7348896109837633e-07 1.4638561584897496e-07 3.489424126286677e-07 1.9018285324348406e-06 2.679378096790966e-06 9.817762840357133e-07
age2 -2.0601367189793172e-07 -6.1398555971646345e-06 1.4385894905044663e-07 -1.0445596885695971e-09 -7.412995914077144e-05 5.728219770822145e-06 -1.338590666373157e-07 9.682179693573066e-10 2.1171749299332414e-09 -4.0569245185723185e-09 2.5165356239143196e-09 -5.654037430971761e-09 -3.215740833053121e-09 -2.905114408230592e-09 -2.148789435886001e-09 -9.055991250143246e-10 -1.9928026840931915e-09 7.91895208916328e-09 6.832403934828472e-10 -5.983152226350084e-10 3.259268035721405e-09 5.2399075195792e-09 3.8098203340077116e-09 -4.939148302689434e-09 -4.7628193103919086e-09 3.733996171369259e-09 -3.826709052691709e-09 -8.013136944109493e-09 -4.2894956745643124e-08 -7.345886637557261e-08 -1.1485313687591888e-08
age3 2.010325906597696e-09 4.3847651208231444e-08 -1.0445596885694642e-09 7.706596678076465e-12 5.190102546713018e-07 -4.0799181641235707e-08 9.697542743032623e-10 -7.128978270849891e-12 -2.6756370419382036e-11 3.041146929710497e-11 -1.670273926937854e-11 4.0465383278026694e-11 2.2289009386919203e-11 2.5693176226886865e-11 1.193065143153645e-11 4.0660302378135e-12 1.5763449241331378e-11 -5.574263669244768e-11 -9.278938041864947e-12 2.347005842519561e-12 -2.266107835824017e-11 -3.123604657759855e-11 -2.1526134582961792e-11 3.0364083600134615e-11 3.7767998895136134e-11 -2.5122036783461835e-11 3.0039691089775414e-11 5.629587741127734e-11 2.7850570233018854e-10 5.601300080507113e-10 4.044381118218377e-11
sex -1.8324498348451114e-05 0.00329859550180291 -7.41299591410601e-05 5.190102546733882e-07 0.11426159466145436 -0.008555079768564507 0.00019532685571813747 -1.389624287741909e-06 -4.4768945957647655e-07 -1.3620903961738543e-06 3.1810399625397014e-07 2.4863088783432313e-06 -2.103740476865684e-06 -1.588597868814936e-06 2.535466027538041e-06 -6.815372410810357e-07 -2.04344998259057e-06 -2.8576519953314997e-06 -7.638160705115702e-07 2.754307323688427e-06 4.798205704364616e-07 -2.5721428355848267e-06 -4.1129142303088e-06 2.1121593995007422e-06 8.987788011001242e-08 -2.122756229210926e-06 3.897581268551884e-06 1.2961312381625911e-06 5.648442112614455e-06 2.1692825285096533e-05 6.90979210288782e-05
agesex 1.6400920481622734e-06 -0.0002494861698385547 5.728219770848239e-06 -4.0799181641422444e-08 -0.008555079768565019 0.0006578530628807714 -1.5329407452801965e-05 1.1085361210136294e-07 7.133173523218109e-08 1.2897005438768013e-07 -3.284594956923751e-08 -1.5333597446548442e-07 1.3194943522220324e-07 7.011441198615255e-08 -1.1127160903363429e-07 6.656088919763598e-08 1.481372527125949e-07 2.2238382166518847e-07 4.122312047697615e-08 -2.0325209712792734e-07 -7.70358160833772e-08 1.66653569274069e-07 2.7240788283276154e-07 -9.418537313141476e-08 -9.209044772058122e-08 1.7369045825232165e-07 -3.2945992468770597e-07 -1.0777484607547148e-07 -1.0668263742867103e-06 -2.3352629498442425e-06 -4.83442792693072e-06
age2sex -4.665241180735575e-08 5.719221449073487e-06 -1.3385906663794602e-07 9.697542743077987e-10 0.0001953268557181606 -1.5329407452802823e-05 3.6390229362642425e-07 -2.674953348717569e-09 -2.6617573492528153e-09 -3.3815618035347787e-09 6.724759005746451e-10 3.3356035751196312e-09 -2.8125947799233413e-09 -7.514253743863993e-10 1.4137553860156257e-09 -2.037492343765002e-09 -2.8714769238159513e-09 -4.967430314993602e-09 -1.1788095818585501e-09 4.4356087907553585e-09 2.521404336981371e-09 -2.8265430295487607e-09 -5.954620551253748e-09 6.235131049350824e-10 3.425023603933501e-09 -4.502909894544345e-09 8.055938977894073e-09 2.175475270144736e-09 4.12286850233102e-08 5.8451926495333984e-08 1.0574187924346916e-07
age3sex 4.403221259942013e-10 -4.0674566188487515e-08 9.68217969361767e-10 -7.128978270881871e-12 -1.389624287742153e-06 1.1085361210137493e-07 -2.6749533487177046e-09 1.997084376961197e-11 2.316686522355196e-11 2.8559003817536894e-11 -2.3344900847406314e-12 -2.541606772734277e-11 2.1689076962718086e-11 1.6608444287614069e-12 -5.025420401142073e-12 1.5808670720529573e-11 1.5876972003485663e-11 3.3428560271932076e-11 1.0268779641056309e-11 -2.983677978130289e-11 -2.1709525015434485e-11 1.3600503996261742e-11 4.1830189701696214e-11 6.826794745210579e-12 -3.112826888427698e-11 3.5958882392933615e-11 -6.080465158491408e-11 -1.3576903639944454e-11 -4.378849417854964e-10 -3.980239402734575e-10 -7.569423385070039e-10
pcs.V3 2.907664692512155e-07 -7.473370009591875e-09 2.1171749299430195e-09 -2.675637041945322e-11 -4.476894595832219e-07 7.133173523271417e-08 -2.661757349265543e-09 2.3166865223645933e-11 1.2816697123883387e-06 7.554605652336364e-08 -2.578359899687965e-08 3.701336582778163e-09 6.461176033801798e-09 1.6037785846818468e-08 -4.821471578160887e-09 1.735559141606975e-08 7.879959689717353e-09 2.8882446832154766e-09 -1.2342594406985032e-08 1.5458574852800818e-08 -2.0295173488700562e-09 -1.0817121300448937e-08 -9.862094203402718e-09 -1.3524739192340226e-08 -5.489604585388124e-09 -1.2011677880522084e-08 5.726979719363488e-09 -1.0003713055167454e-09 2.922822718216501e-07 8.18216862337799e-07 6.858812348664022e-07
pcs.V4 2.0247985959604156e-07 1.9318175602069829e-07 -4.056924518552069e-09 3.041146929695772e-11 -1.362090396196152e-06 1.2897005438943428e-07 -3.3815618035765083e-09 2.8559003817844172e-11 7.554605652336386e-08 1.3490869742751264e-06 2.389475652752054e-08 -5.523969656444965e-09 1.8679554322199974e-08 -2.2236739119532507e-08 -4.551923963199363e-09 1.835551467041747e-08 -3.678178913541332e-09 -5.635073555741008e-09 1.5112254420113044e-08 -1.2239868224279905e-08 -5.452771962076976e-09 1.4267539856681416e-08 1.3008655694337183e-08 6.775332280877537e-09 8.633054235917115e-09 -4.24598430357136e-09 -2.393345777955655e-09 2.101925563630171e-09 -8.619982124942257e-08 -6.570392654424929e-07 -5.417152422805706e-07
