 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gmp gpm gmm
intercept 0.02886888819438123 0.010723591900759796 -0.0003459654649542514 3.5463908524868545e-06 0.05021311791806988 -0.005154426274778508 0.0001674620762008837 -1.7337841397603393e-06 5.583354074385985e-06 2.8798184656891747e-06 6.743508717840368e-07 -6.490055611724251e-06 2.8193236995010657e-06 -1.2742362897865125e-05 3.902384134246666e-06 1.6763634794932325e-06 -2.7181246059884282e-06 -2.7745825923819496e-06 -2.2451941283016313e-05 -6.695826429485598e-06 -2.4731205379264715e-06 -5.031697372457472e-08 5.866032166774545e-07 -3.783486224560308e-08 6.184982836952409e-06 -1.679983929935767e-06 1.6949347809167622e-05 -9.695985237301886e-06 -7.044850959252322e-05 2.987798925895329e-05 0.0001018154125298936 -1.7969340231124e-05 -3.0614815250825854e-05 3.461784002574284e-05 -6.789391555178945e-05
age 0.010723591900735492 0.008272494483841247 -0.00024950819362564943 2.3823642136928606e-06 0.08215362913319305 -0.007888178744270892 0.00023768655255371315 -2.2680776066842428e-06 4.399817518270289e-06 -1.5137826097774112e-06 -5.8266135280071e-06 5.210525447989333e-07 7.620687610833025e-07 -1.1936604394173463e-07 1.9445630510735935e-06 1.285649819024906e-07 4.062999427518476e-07 -3.90041569180945e-06 -5.056758936853298e-06 1.5916205573000964e-06 -4.3455674176477253e-07 -1.739027987543651e-06 6.919623592747611e-07 7.097144470236975e-07 6.011800987465009e-07 -3.3277975443921124e-06 2.879894402001991e-06 -1.7218357404271544e-07 -1.562638391235245e-05 -1.555818880830237e-05 5.628402026426181e-06 0.00023245790021703678 -0.00019360513967373968 2.5138858102502838e-05 -1.6653509326544622e-05
age2 -0.00034596546495338515 -0.0002495081936254503 7.609193589899977e-06 -7.342365683885537e-08 -0.0024515808547638032 0.00023798409281324475 -7.249724127706035e-06 6.990522398073698e-08 -1.4842551735537577e-07 6.839053994394307e-08 1.6490397507773732e-07 -5.736739125939063e-09 -2.1393461621292443e-08 5.693032055772433e-09 -4.161858143688519e-08 8.484957232423793e-09 -1.2821371351640985e-08 9.956469017304145e-08 1.9028303420942845e-07 -4.499294254674875e-08 2.9180486123020437e-09 3.9432263937185555e-08 -1.4739556386537774e-08 8.828855449211961e-10 -3.212617361014649e-08 9.348322997752269e-08 -1.111122063206962e-07 2.6731809703905108e-08 6.23721249281894e-07 1.1818831825923772e-09 -4.0888058578372406e-07 -5.8958228875275966e-06 5.643116341864128e-06 -7.880437814436028e-07 6.530718033282105e-07
age3 3.546390852482577e-06 2.3823642136967324e-06 -7.34236568390103e-08 7.160934333736265e-10 2.3205606618959416e-05 -2.2747443507340038e-06 7.002115092766122e-08 -6.823533115746412e-10 1.5570618917340617e-09 -7.808210435427059e-10 -1.4855684928169855e-09 -6.416469033741846e-11 1.5690792273791744e-10 -1.178434576937651e-10 2.5027672510570973e-10 -1.391898541955405e-10 1.3829236357848072e-10 -7.665769924078201e-10 -2.1816271785011763e-09 3.8001148977813624e-10 5.408044249033683e-11 -3.150489452536214e-10 8.396510021886297e-11 -1.903681878465332e-10 4.699388396039048e-10 -8.288396985558844e-10 1.3451346892521792e-09 -4.3466228183553704e-10 -7.451032416863753e-09 3.3603248751159307e-09 7.3056111686117155e-09 4.880542998894984e-08 -5.365880440370004e-08 7.805902564716192e-09 -8.949344803898881e-09
sex 0.05021311791727329 0.08215362913261445 -0.002451580854747326 2.3205606618812456e-05 1.7264711508391317 -0.1623280547803294 0.0047831539683485524 -4.456143474937577e-05 6.915200880529488e-05 -4.1602855407617724e-05 -5.48149187474339e-05 2.2901401241531045e-05 -6.259741742577046e-05 0.00011876727428171576 -1.716542155379063e-05 1.547684167395769e-05 1.3028459944028073e-05 1.538244489899235e-05 2.9906833854579055e-05 8.197531002674856e-05 1.2351644251542022e-05 -3.578859550019987e-05 -3.852517184150543e-05 -6.631450256170837e-05 -2.8063272381161105e-06 -1.8220301276030397e-05 2.4681424929882313e-05 5.6285252975728535e-05 -0.0003316234835654168 -0.0015332469688378717 -0.000581348791389895 0.006019438185835728 -0.0032692432558464996 0.0013572857795339731 0.000311854675794212
agesex -0.00515442627473054 -0.00788817874425381 0.00023798409281273209 -2.2747443507291282e-06 -0.1623280547802968 0.015457748265253238 -0.0004606831658125029 4.335493893170156e-06 -6.8640551702621405e-06 4.440649629082042e-06 5.789354233976368e-06 -2.251974352099746e-06 5.711530299298834e-06 -1.1614946334274365e-05 2.2966404813970115e-06 -1.0183229679744922e-06 -2.01093049279971e-06 -1.7473733783818704e-06 -1.7988027619686953e-06 -7.991116527462948e-06 -1.981933002471696e-06 3.127494780405739e-06 3.226895148829922e-06 7.209040677181626e-06 -6.325445439347242e-07 1.7402208616880464e-06 -2.4384778677930514e-06 -5.113059298019145e-06 2.9403735387252957e-05 0.00012775840390904052 5.8813332896383034e-05 -0.0005345211526870857 0.0003151691289512286 -0.0001463080960899202 -1.9141243565597414e-05
age2sex 0.00016746207619821254 0.00023768655255176525 -7.249724127650192e-06 7.002115092715908e-08 0.004783153968346642 -0.0004606831658124135 1.388680482483949e-05 -1.3211817972384445e-07 2.1229008317639674e-07 -1.4910836005382897e-07 -1.888934147241584e-07 6.996750826943101e-08 -1.6873890902644066e-07 3.522582870229485e-07 -8.614107830042093e-08 1.652807904934318e-08 8.234744276084183e-08 6.419492725665199e-08 1.370996369613228e-08 2.4170192333329464e-07 8.010681788470029e-08 -8.539529013407353e-08 -8.886874416144551e-08 -2.3705923144960167e-07 4.327155073934878e-08 -5.6186987987057126e-08 7.787607404746679e-08 1.429485672749092e-07 -9.064900146959372e-07 -3.4176194102236904e-06 -1.6011876391092945e-06 1.508898833900753e-05 -9.719469056033719e-06 4.604117816314362e-06 1.5064520089013334e-07
age3sex -1.7337841397347043e-06 -2.2680776066658617e-06 6.990522398020683e-08 -6.82353311569846e-10 -4.4561434749349465e-05 4.335493893168526e-06 -1.3211817972382103e-07 1.2710238932889038e-09 -2.1024920932725753e-09 1.5769056990261582e-09 1.937744937863183e-09 -6.621691208000254e-10 1.6013342872284397e-09 -3.3369025016592154e-09 9.89597638310179e-10 -3.904640477959337e-11 -9.589406846551048e-10 -7.310293658127068e-10 2.660195669408614e-10 -2.2904051068488117e-09 -9.359115297879373e-10 7.918421641045389e-10 7.289673996865596e-10 2.3744231247373035e-09 -6.555734356732929e-10 5.614601229649972e-10 -8.710293914439685e-10 -1.260903588834011e-09 9.214902086106261e-09 3.04146144416049e-08 1.2803616564531627e-08 -1.3748028516349333e-07 9.530459161358142e-08 -4.4552878956756685e-08 2.7206215668388753e-09
pcs.V3 5.583354074355701e-06 4.399817518253172e-06 -1.4842551735489754e-07 1.5570618917299103e-09 6.915200880541068e-05 -6.864055170275088e-06 2.1229008317683858e-07 -2.1024920932772274e-09 3.6159868415653684e-06 8.611671299331002e-08 -1.4148354887721574e-08 -4.814490451631889e-09 1.2516079946585095e-07 8.631794699581699e-08 1.0964180079434959e-09 1.0540261729209367e-07 -9.536322860059268e-08 1.1670224191406127e-07 -1.1710180466092758e-07 1.5305919335906022e-08 4.4014855046690234e-08 -2.1526757466563502e-08 -1.68423003834566e-07 4.020661902873429e-08 4.316378173320904e-08 -3.2010767750611345e-08 8.496131452711514e-08 6.77023470850885e-08 2.0135980835432556e-06 3.993731156087895e-06 -9.167754441971549e-07 -1.15326489909648e-06 -1.0715903905427011e-06 2.8778541058615984e-06 1.3140555932295294e-06
pcs.V4 2.8798184657178586e-06 -1.5137826097622548e-06 6.839053994347501e-08 -7.808210435381084e-10 -4.160285540743137e-05 4.440649629064898e-06 -1.4910836005333464e-07 1.5769056990216411e-09 8.611671299332357e-08 3.4123685947184253e-06 3.9776453784598905e-09 8.920883849282314e-09 9.568286084624353e-08 -3.4598025187456175e-08 -8.819724877207099e-08 -1.0905157273201518e-08 9.733083999281144e-08 -4.8423599420400536e-08 3.763867002687946e-08 -1.4444222170378144e-07 -1.8872951682431342e-07 8.18230411213821e-08 1.1799995508637708e-07 8.274409383742228e-08 1.1561980042976279e-07 5.6406129994244236e-08 -2.4039131345895218e-08 3.826243833489021e-08 -4.154454141032493e-07 7.02918588199312e-07 3.3483655582946216e-06 -4.03751890031106e-06 -1.4886982243604015e-06 -5.330565010334196e-06 -2.2783492526852617e-06
