 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband
intercept 0.00010309892234444913 6.565802511740913e-06 -1.8230683462206827e-07 1.7818553135933572e-09 -1.3727357585057948e-05 1.2552575485391098e-06 -3.5479340666936854e-08 3.3742615037014803e-10 1.8257632843872943e-07 2.300591689268552e-07 -1.4717000108805709e-07 -5.703230626188998e-08 -6.408717397186251e-08 6.813479139993986e-08 -5.4904051265105404e-08 5.493383643390506e-08 -3.1424483843352625e-08 -8.03309459717912e-08 -8.36449403404516e-08 -4.8422003253331765e-08 2.501828080581661e-08 3.847972803563766e-08 -2.3259307012276636e-08 -3.741744671678024e-08 1.2496738368406049e-08 -1.2034507290796813e-08 4.5882895055384134e-08 -3.049295472825514e-08 -5.661164942647908e-07
age 6.565802511809329e-06 0.00023327225856346236 -5.37257152396095e-06 3.842642442871849e-08 0.002858984676374829 -0.00021654222186195943 4.9719650859537086e-06 -3.542215490077172e-08 -2.428602092257374e-08 1.7653859838698213e-07 -9.58234286059929e-08 1.9968236314217416e-07 9.101369534705129e-08 8.084667879512675e-08 1.0708790833845957e-07 8.115321984015953e-08 7.020961742889061e-08 -3.4227303445600474e-07 -3.922016488101821e-08 5.913518653601771e-08 -1.5006867052459645e-07 -2.2452233833558854e-07 -1.9888886874839006e-07 2.1945068836306297e-07 1.6027029708564944e-07 -1.5451852896155833e-07 1.0879710295213059e-07 2.8480567064757165e-07 3.0338464029500644e-06
age2 -1.82306834621098e-07 -5.372571523961037e-06 1.2609544023395664e-07 -9.170685110748034e-10 -6.434003523835718e-05 4.978693537686949e-06 -1.1653283424119105e-07 8.443995487782484e-10 2.3456750742670077e-09 -3.726459366267987e-09 1.5837932532067408e-09 -4.8258234738715065e-09 -2.303840847970773e-09 -2.633589880121397e-09 -1.946058297552207e-09 -1.2835241387674163e-09 -1.5460506384637914e-09 7.824011575906804e-09 1.3439680238770401e-09 -1.2287192675799929e-09 3.2061806644967555e-09 4.417986779207939e-09 3.519397453352963e-09 -4.476075070869099e-09 -4.179636566766217e-09 3.2554552301364917e-09 -2.9532871024637584e-09 -6.602579411547228e-09 -6.962890325229467e-08
age3 1.7818553135865115e-09 3.842642442872367e-08 -9.170685110748825e-10 6.777623839092656e-12 4.5118487462519565e-07 -3.5517729940132433e-08 8.456137934117071e-10 -6.22760659921963e-12 -2.7443553778285983e-11 2.779855337594023e-11 -1.0669773138699143e-11 3.498217236025936e-11 1.599945496557019e-11 2.3459719562397515e-11 1.1238079815151653e-11 6.771438618241003e-12 1.228382403242991e-11 -5.560955145158195e-11 -1.4430809938631388e-11 6.800570190021774e-12 -2.240681324548196e-11 -2.6158868071648697e-11 -1.9713846829296517e-11 2.8119313000003076e-11 3.2784175475418414e-11 -2.1400576824938166e-11 2.3870524271597635e-11 4.681220342380993e-11 4.716103214503902e-10
sex -1.372735758471492e-05 0.002858984676369657 -6.434003523824393e-05 4.5118487462442786e-07 0.09898943510348608 -0.007415633053052379 0.00016941630819916295 -1.2060651485710713e-06 -4.921360410019048e-07 -9.568092594582587e-07 3.7934533798207397e-07 1.2339275725874432e-06 -1.8155135716151331e-06 -5.522006436170136e-07 1.958172450588273e-06 3.838463633045904e-08 -1.9679349126093994e-06 -2.940906993757252e-06 -5.251174705130716e-07 3.0431977004508854e-06 -2.3041277576907467e-07 -2.395262429976127e-06 -4.391869554970406e-06 1.896786129370289e-06 -4.405196725881866e-08 -2.0318966983499585e-06 2.9213880649468143e-06 4.2287972258190834e-07 3.722226641674442e-05
agesex 1.2552575486745705e-06 -0.00021654222186164658 4.978693537680075e-06 -3.5517729940085264e-08 -0.007415633053051744 0.0005705675051814762 -1.3304408274045864e-05 9.627677719300943e-08 7.695605721255426e-08 9.130415583834287e-08 -2.857230494454736e-08 -6.783960482102424e-08 1.075412381795814e-07 -1.6253467709405865e-09 -7.956428565269194e-08 8.694388368545875e-09 1.4181401764938735e-07 2.250548438845679e-07 2.5364760158367102e-08 -2.2263020802730621e-07 -1.7088197951445432e-08 1.6329975816453587e-07 2.897336968103924e-07 -9.251209956204648e-08 -6.448876690803408e-08 1.5837668523345328e-07 -2.529695130510424e-07 -4.5780416631901736e-08 -3.5623589615376682e-06
age2sex -3.5479340661371854e-08 4.97196508594246e-06 -1.1653283424093872e-07 8.456137934099656e-10 0.00016941630819913354 -1.3304408274044751e-05 3.1606012373330555e-07 -2.324993957850301e-09 -2.7715612325165194e-09 -2.473923660479237e-09 5.006505967423711e-10 1.50224864090523e-09 -2.199803614757931e-09 8.134975961733109e-10 8.882457085171295e-10 -6.319384848566471e-10 -2.760777838167962e-09 -4.986641549238645e-09 -8.027241303996644e-10 4.783804273063609e-09 9.651254107988877e-10 -3.005883633861848e-09 -6.257659758829594e-09 9.454959012637943e-10 2.465642483242652e-09 -4.029713867407048e-09 6.303757189528703e-09 8.54625019844211e-10 9.72942612899403e-08
age3sex 3.374261504039624e-10 -3.542215490070122e-08 8.443995487767167e-10 -6.227606599209206e-12 -1.2060651485707596e-06 9.627677719299376e-08 -2.3249939578501234e-09 1.7371524986023574e-11 2.3976853692730737e-11 2.176344944274672e-11 -1.2692921756156003e-12 -1.292130288083043e-11 1.6930701209566403e-11 -9.141751135935997e-12 -2.473407854916879e-12 5.6906633481851215e-12 1.54170907931856e-11 3.372355354522913e-11 7.594389212349771e-12 -3.147799417315119e-11 -8.937344176748223e-12 1.6625874926432206e-11 4.3468780784762254e-11 1.870821932822719e-12 -2.2548026331114816e-11 3.189437902730317e-11 -4.8206963978472437e-11 -4.852876292283167e-12 -8.2118367287729e-10
pcs.V3 1.825763284387508e-07 -2.428602092251737e-08 2.3456750742658025e-09 -2.7443553778277918e-11 -4.92136041002373e-07 7.69560572126002e-08 -2.7715612325178176e-09 2.3976853692741723e-11 1.095201857751673e-06 7.12036521169091e-08 -2.1882741211088007e-08 4.259071743657465e-10 5.135191688306546e-09 1.4930672383174466e-08 -4.493357644163939e-09 1.4128653564476987e-08 6.2060555654695e-09 1.6688333303045872e-09 -9.20255137110252e-09 1.2572679193327342e-08 1.119315912947431e-09 -1.0617085707558756e-08 -9.018549364445871e-09 -1.1370718541959715e-08 -4.991245453726203e-09 -8.802642305534754e-09 8.280271711131119e-09 7.955997394410485e-10 8.558728547764039e-07
pcs.V4 2.3005916892681428e-07 1.7653859838716938e-07 -3.726459366272227e-09 2.7798553375969946e-11 -9.568092594539285e-07 9.130415583802168e-08 -2.473923660472028e-09 2.1763449442696493e-11 7.120365211690904e-08 1.1545615416435408e-06 2.2155233800422243e-08 -3.2647790483907645e-09 1.4910561031170524e-08 -2.0613786376357375e-08 -5.1233833175295995e-09 1.5885723404049243e-08 -2.0702880260715634e-09 -4.99336383361156e-09 1.3122647513972189e-08 -9.097194515126347e-09 -4.95795606801807e-09 1.2408334126670669e-08 1.1798510288177124e-08 7.071038818972641e-09 6.756751144655077e-09 -5.1765324901757815e-09 -2.2934101581335146e-09 3.3915954044366965e-09 -5.197617154149341e-07
pcs.V5 -1.4717000108807167e-07 -9.582342860608675e-08 1.583793253208946e-09 -1.0669773138715242e-11 3.7934533797921317e-07 -2.8572304944321044e-08 5.006505967369684e-10 -1.2692921755757452e-12 -2.1882741211087967e-08 2.2155233800422286e-08 1.1681005520355792e-06 4.7330060087335635e-09 -5.353719832207874e-10 -1.8599223698950467e-08 2.572411422658643e-09 -8.036366150769121e-09 1.5291869688171194e-08 1.2632385378213119e-08 1.0267532864463712e-08 2.553440419012034e-09 9.640554442937988e-09 9.163894963359464e-09 -8.205428841213098e-09 -3.503975597124661e-09 6.681710094741197e-09 8.32360725446051e-09 3.8424179575144725e-09 8.112617801292141e-10 1.78240651046075e-07
pcs.V6 -5.703230626187427e-08 1.9968236314231728e-07 -4.825823473874878e-09 3.498217236028406e-11 1.233927572593225e-06 -6.783960482147623e-08 1.5022486409159429e-09 -1.2921302880909264e-11 4.2590717436566803e-10 -3.2647790483908397e-09 4.73300600873359e-09 1.1596317308351264e-06 6.595414997859756e-09 -1.9440727112383574e-09 8.586594483714224e-09 -9.03483268420169e-09 1.945191008880752e-08 1.2065726490306356e-09 -1.4504606736071684e-08 -1.3204798042867542e-08 2.419218068667323e-09 7.236979228058057e-09 -4.6236552386651115e-10 2.5260262400325024e-09 -6.716232138911625e-10 4.020359435767543e-09 -2.5888131277199326e-08 -1.1670244601805434e-08 2.6556366540273914e-07
pcs.V7 -6.4087173971907e-08 9.101369534730826e-08 -2.303840847976637e-09 1.5999454965611638e-11 -1.8155135716091772e-06 1.0754123817913271e-07 -2.1998036147476775e-09 1.6930701209493562e-11 5.135191688306473e-09 1.4910561031170527e-08 -5.353719832207953e-10 6.5954149978599e-09 1.2970138472049519e-06 7.061615081606121e-09 -6.221148999846724e-09 -2.248917784652793e-08 1.8022127253789527e-09 -7.79091453678047e-09 9.319345460231935e-09 -3.294409198189735e-09 -5.836717305678045e-09 -3.849650263985541e-09 -1.998786864666847e-08 6.4388102067415035e-09 4.663547895340721e-09 -2.0480924209876e-08 -9.882630322362505e-09 1.4328162294999817e-09 -5.0520245257325354e-08
pcs.V8 6.813479139993212e-08 8.084667879517172e-08 -2.6335898801224584e-09 2.3459719562405267e-11 -5.522006436151452e-07 -1.6253467710860551e-09 8.134975961767397e-10 -9.141751135961061e-12 1.4930672383174443e-08 -2.0613786376357398e-08 -1.859922369895044e-08 -1.9440727112383793e-09 7.061615081606083e-09 1.2873047322019883e-06 1.5921105723915972e-08 -5.888585979784651e-09 -2.089028461358406e-09 3.624544291602233e-08 3.841319126518088e-09 -2.842699083337677e-08 4.255854399064425e-09 5.422977493467564e-09 -7.923739821011504e-09 1.4193283873017758e-08 2.2968277798785904e-08 8.31570251454159e-09 7.069226922033396e-09 2.3083574495032984e-09 -4.566085523094839e-08
pcs.V9 -5.4904051265070576e-08 1.070879083385228e-07 -1.946058297553699e-09 1.123807981516267e-11 1.958172450592704e-06 -7.956428565303895e-08 8.882457085253664e-10 -2.473407854977459e-12 -4.49335764416399e-09 -5.123383317529719e-09 2.5724114226586622e-09 8.586594483714183e-09 -6.22114899984688e-09 1.592110572391594e-08 1.270061164766717e-06 -5.698721204752573e-09 1.057900358420052e-08 3.6421446366744167e-09 5.516207746467384e-09 -1.0340612968928701e-08 -5.14273749100664e-09 -1.0146813912223888e-08 4.587686937559485e-09 -1.4309816268202904e-08 -1.9193168441853803e-08 -1.115032508627872e-08 -2.0113897136582242e-09 1.1235458639840486e-08 6.029627366766684e-08
pcs.V10 5.493383643389762e-08 8.115321984026699e-08 -1.2835241387698974e-09 6.771438618258755e-12 3.8384636333788526e-08 8.69438836828891e-09 -6.319384848506403e-10 5.690663348141572e-12 1.4128653564476944e-08 1.5885723404049203e-08 -8.03636615076913e-09 -9.034832684201668e-09 -2.248917784652794e-08 -5.888585979784632e-09 -5.698721204752536e-09 1.278835605985214e-06 4.929639106126932e-09 1.0053783950503887e-08 8.302124138273657e-09 -6.487307649755391e-10 -1.6455408953094987e-08 3.992385953597477e-09 5.160964382599351e-09 8.698031310195088e-09 -9.197104470013721e-10 1.5591627887500087e-08 1.3812269379443658e-09 -9.728043110574755e-09 3.3209251067008195e-07
pcs.V11 -3.1424483843280104e-08 7.020961742902383e-08 -1.546050638466719e-09 1.2283824032450112e-11 -1.9679349126072123e-06 1.4181401764923028e-07 -2.7607778381645474e-09 1.541709079316255e-11 6.206055565469471e-09 -2.07028802607153e-09 1.5291869688171157e-08 1.94519100888076e-08 1.8022127253790114e-09 -2.089028461358382e-09 1.0579003584200618e-08 4.929639106126983e-09 1.258128437623728e-06 3.2641077242577e-09 7.320977120092858e-09 -1.3769628126348413e-08 -3.926144009108962e-10 -8.870638899360088e-09 4.846950675096147e-09 7.597181473197614e-09 -5.068623489228556e-10 5.742144666974937e-09 -1.7573327706880943e-08 1.4809785353564174e-08 3.640194530253006e-08
pcs.V12 -8.0330945971714e-08 -3.422730344560889e-07 7.824011575908937e-09 -5.560955145159833e-11 -2.9409069937661578e-06 2.2505484388527568e-07 -4.986641549255659e-09 3.372355354535575e-11 1.668833330304685e-09 -4.9933638336112945e-09 1.2632385378213003e-08 1.206572649030776e-09 -7.790914536780115e-09 3.624544291602239e-08 3.642144636674467e-09 1.0053783950504016e-08 3.2641077242579064e-09 1.2594845779420792e-06 -1.7803447786711695e-08 -4.965736374008812e-09 -3.907945329157093e-09 7.040623429147654e-09 -1.2952308972370636e-08 -8.590457699472273e-09 -1.1254423095731581e-08 4.475024050099075e-09 -1.4385677353337265e-08 1.637664887540753e-08 -1.5178943741399023e-09
