 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.0007423730503707373 1.4798489912855145e-08 -2.3829470276139508e-05 1.742705636539747e-06 7.519979475730892e-07 2.0011409668744116e-07 2.643544953468653e-06 2.024584779449733e-06 -7.112214404348645e-07 2.595819041185384e-06 -1.2829608948434829e-06 2.8551131437996534e-07 -6.006122246029247e-07 -1.8821716659241284e-06 -2.058175242528722e-06 -1.8735723160621304e-06 1.4022223308604493e-06 -1.6751011443072375e-06 -8.664204597519754e-07 6.405797937703359e-07 -1.0224380752228858e-06 -1.4426294141918776e-05 8.968266141644203e-06 4.394078137402259e-05 7.175319114749447e-06 -1.1368588185034366e-05 2.8591379916755276e-05 -6.852331925538612e-05
PC1 1.4798489912854316e-08 2.5674503550677567e-06 -1.6478540080169025e-06 -1.912635282685342e-07 -1.1245153372793716e-07 -3.135215551155588e-07 9.1527272255129e-08 1.1371026004309502e-07 7.647115916440153e-08 7.451209434705737e-08 1.8556068150057118e-07 -8.934798443293472e-09 6.199872131551239e-07 -1.4617453015611536e-07 -2.842682425567401e-07 -7.031089388486718e-07 -6.643492831933717e-07 2.304352637907478e-07 6.811109884596617e-09 2.019105560227353e-07 5.256599538435942e-08 -2.4208418819876764e-06 3.260309870856581e-06 3.735179189750248e-06 4.457175504976691e-06 3.1351876510234173e-06 -3.4714108401529173e-06 4.6125680496389594e-06
PC2 -2.3829470276139514e-05 -1.6478540080169023e-06 4.9203194991181645e-05 7.897751706304408e-07 1.4045978872510946e-06 -6.542689344848779e-07 -5.407832838880138e-07 -5.421592166920389e-07 9.498972510278469e-07 -4.472666332262199e-07 -4.080614256414768e-08 -1.4898762717128418e-08 -1.047402542658089e-06 9.92670293718934e-07 -1.2282744847391478e-06 2.7487160888068735e-07 2.616863863265708e-07 6.909331739242468e-07 1.3366799553686082e-07 -4.6766724019186874e-07 -4.1081154123147684e-07 4.486354878868127e-06 -1.2971261249987292e-05 3.5768640615575954e-06 8.702455150431456e-06 -4.276752627063431e-06 1.339728781058638e-05 -1.4531069751870961e-05
PC3 1.7427056365397463e-06 -1.91263528268534e-07 7.89775170630441e-07 5.360109412887272e-06 2.9658003303014596e-09 1.2030109159466324e-06 -2.309712503097116e-08 5.913350936473896e-07 -2.5486944996453216e-07 -8.393544130661069e-07 -7.82420187686646e-08 3.396970742799919e-07 4.8837949207992934e-08 -7.477148550944883e-07 1.2092323015985364e-07 7.986577956572452e-08 3.0147318333969496e-07 -4.516262494322855e-07 -6.033540519143374e-07 3.846964861922088e-07 1.427855321248017e-07 7.040410548928365e-07 9.191490200137922e-06 7.752711078732808e-06 -9.106950580993995e-07 8.36936680925156e-06 3.2269021516025935e-06 5.814252631104655e-06
PC4 7.519979475730882e-07 -1.124515337279372e-07 1.4045978872510948e-06 2.9658003303015196e-09 9.33749570684427e-06 1.7463119065980503e-06 -4.1205186934955254e-07 2.0067407070819874e-07 -1.2736123137359897e-06 4.594987143705063e-07 3.68787774435266e-07 2.7494269970349575e-07 -1.0999055943055741e-06 -7.408026993537701e-07 4.782939775646483e-08 -8.5809080968149e-08 3.519353009002857e-09 -2.1007394810669996e-08 -4.74932361711572e-07 -1.4655541014526558e-07 1.3518282864055608e-07 -2.32933408051379e-06 8.971167268637197e-06 -3.828587635244879e-06 -3.944976855504971e-06 -9.799527194052225e-06 5.6840720635018055e-06 -1.0667766251272747e-05
PC5 2.0011409668743976e-07 -3.135215551155589e-07 -6.542689344848763e-07 1.2030109159466326e-06 1.7463119065980511e-06 1.706073985300734e-05 4.1724142443353955e-07 1.1456968316316254e-06 -7.562631512445209e-07 -5.922008300780756e-07 -3.397314598320409e-07 -9.602012608286132e-07 5.512806418819704e-07 -1.2965628479129554e-06 5.198035358252551e-07 3.223440841271838e-08 -9.032298427219859e-08 7.648564541471125e-07 -1.2087490417712425e-07 1.8523522569955694e-07 -1.6440926499985988e-07 -2.0548673262721545e-06 6.6796666731546855e-06 -3.781121816691611e-06 1.0825300428901299e-05 -1.9964807671780063e-05 -2.9929852459098202e-06 6.537710746870415e-06
PC6 2.6435449534686516e-06 9.152727225512903e-08 -5.407832838880137e-07 -2.3097125030971474e-08 -4.1205186934955207e-07 4.1724142443353955e-07 1.5982390282462852e-05 -3.812379204181753e-08 2.322782429210426e-07 1.9625172307293875e-07 1.4335987567622955e-07 -4.0063139581178466e-07 -6.279440035928163e-08 -1.9155871461655771e-07 -2.1378452598983937e-07 -1.463478061801212e-07 -1.3353345998846117e-07 2.650391182487805e-07 -3.9752742556506316e-07 -2.0448867664771076e-07 -6.062429471443411e-07 -1.402700782705316e-06 -2.340660188460459e-06 1.208490083430039e-06 1.3425463325760988e-05 -4.92701784595892e-06 4.814323758123222e-06 -1.1663271755662566e-05
PC7 2.0245847794497326e-06 1.1371026004309499e-07 -5.421592166920381e-07 5.913350936473899e-07 2.006740707081988e-07 1.1456968316316254e-06 -3.81237920418171e-08 1.3611076346615901e-05 9.676805570861868e-07 -2.8281908710215843e-07 -7.946531903840826e-08 1.223025173682281e-06 3.8316448700725364e-07 2.6646160709833827e-07 -3.5797936701548997e-07 -5.414047685787347e-07 1.4702400719602148e-07 -4.3578973690098414e-07 9.988220685511191e-08 5.930681082780643e-08 -4.840896071446042e-07 3.863301862335499e-07 -2.1602656367970704e-06 1.4360413607943502e-06 1.188409383656738e-05 -1.648541219976828e-06 -9.473146016953832e-06 6.294954746621838e-06
PC8 -7.112214404348636e-07 7.64711591644015e-08 9.498972510278471e-07 -2.548694499645321e-07 -1.27361231373599e-06 -7.562631512445212e-07 2.322782429210428e-07 9.67680557086186e-07 1.5177215626399523e-05 3.109586664657096e-07 3.461910786444546e-07 -7.754318336886865e-07 4.3977980269025097e-07 -7.901977407190979e-08 -5.368211220071324e-07 -5.558807420025655e-07 3.545920857760941e-07 1.8639991936867093e-07 -7.774502406641846e-07 -1.7708734056820007e-07 1.661579283105847e-07 -7.896646520076329e-07 1.0365478939757095e-06 -4.08194721478404e-06 -6.100591599762995e-06 8.174962649530836e-06 -1.0067932871126515e-05 8.339163303464466e-06
PC9 2.595819041185388e-06 7.451209434705741e-08 -4.472666332262204e-07 -8.393544130661068e-07 4.5949871437050624e-07 -5.922008300780754e-07 1.9625172307293833e-07 -2.828190871021582e-07 3.1095866646570984e-07 1.3108797909112848e-05 -2.4190358486842936e-07 -7.608032170249142e-08 -4.817032061665543e-07 3.23297404448946e-08 -8.826025249105828e-07 4.5655023519156825e-07 3.677082047811344e-07 4.827123863565848e-07 -5.779811554017993e-07 -3.4048432611753007e-07 -7.172650947748353e-07 -4.236191991712927e-06 1.4524706067884663e-05 1.0052157899894382e-05 -8.099324524986384e-06 -5.234551426897027e-06 -2.8134485869438584e-06 -1.635189443273505e-06
