 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.0006925836608004667 6.171078205033163e-08 -2.3939422295269038e-05 1.6184664924328853e-06 5.574436814349305e-07 3.538595207037091e-07 2.6227375228661186e-06 1.8371383171287142e-06 -6.411467649636379e-07 2.4865979041218953e-06 -1.1978675320240536e-06 5.177563616527576e-07 -6.321016764110845e-07 -1.6785171042022133e-06 -1.8388142743031416e-06 -1.980403812305454e-06 1.1273581460910503e-06 -1.8683095013686167e-06 -7.85108392326062e-07 8.438490528457843e-07 -9.318384166481124e-07 -1.2915037391469857e-05 7.04389048202994e-06 3.952647489464136e-05 8.256921844475783e-06 -1.1897119777406048e-05 2.7922906471630198e-05 -6.484064911518253e-05
PC1 6.17107820503321e-08 2.4039988130221605e-06 -1.6372844554403282e-06 -1.8439586988525156e-07 -1.2661411212015634e-07 -2.888162813251377e-07 7.796790168117781e-08 1.199448020891146e-07 5.65474937033797e-08 6.712653324059066e-08 1.8512614732439937e-07 -1.6089521581333723e-08 6.121879474578305e-07 -1.334999611867686e-07 -2.844688934444334e-07 -6.980974687222274e-07 -6.615345267751267e-07 2.421874985939104e-07 6.929398878670904e-10 1.8138246767405474e-07 4.231401759760435e-08 -2.3333012130854587e-06 3.066475174999875e-06 3.4467088435932186e-06 4.178237707288182e-06 2.960680200564841e-06 -3.3228163255215347e-06 4.391009536230149e-06
PC2 -2.3939422295269038e-05 -1.6372844554403288e-06 4.854265406848577e-05 8.253889223614863e-07 1.4085314405261983e-06 -6.30007332160922e-07 -4.235382732986553e-07 -6.12318407779469e-07 1.0141562644171994e-06 -4.0120128546818266e-07 -6.378419084543675e-08 -3.6998750170948096e-08 -1.0820296556299495e-06 9.319627435217932e-07 -1.0913533478230857e-06 1.469772891805922e-07 1.9564441169133554e-07 6.94255060160962e-07 1.8934853165504507e-07 -4.975445695123459e-07 -4.025559810172378e-07 3.936170569949017e-06 -1.2295312841701515e-05 3.863455421518543e-06 1.0268657106459952e-05 -5.227138482388503e-06 1.225088733499609e-05 -1.4191366558614296e-05
PC3 1.618466492432886e-06 -1.8439586988525156e-07 8.253889223614867e-07 5.0508135494923835e-06 2.4307090121892223e-08 1.182264893608823e-06 -2.4328733451345433e-08 5.698432211705957e-07 -2.567183537800889e-07 -8.21496399666464e-07 -7.139996433091117e-08 3.757389351415572e-07 2.6344234173060335e-08 -7.635980238518147e-07 8.493034904825565e-08 7.184071151470968e-08 2.82077935141512e-07 -4.531618389981045e-07 -6.111319311335943e-07 3.7676066553486745e-07 1.4994245554453256e-07 7.833235506404053e-07 8.581148110910038e-06 7.220618550024734e-06 -3.7122243875967623e-07 7.801144512855792e-06 2.999528434371625e-06 5.33108061403865e-06
PC4 5.57443681434931e-07 -1.2661411212015647e-07 1.408531440526198e-06 2.430709012189231e-08 8.880890624649566e-06 1.7908195029930228e-06 -3.725792425756173e-07 2.154379576517886e-07 -1.2925427631057103e-06 4.405468330540258e-07 3.707036115040519e-07 2.5468803982254167e-07 -1.069826990859825e-06 -7.344466564173487e-07 1.8630011452245008e-08 -9.162080998953134e-08 1.2923498646799208e-08 8.087524620059308e-10 -4.925931159169812e-07 -1.740749858029978e-07 1.3302503795149015e-07 -2.2318239661190215e-06 9.084541710036211e-06 -3.7275435786387664e-06 -4.060482320382214e-06 -9.841834422767057e-06 5.28973016578618e-06 -1.0114865188241602e-05
PC5 3.5385952070370907e-07 -2.8881628132513786e-07 -6.300073321609212e-07 1.1822648936088237e-06 1.7908195029930226e-06 1.6601390946221098e-05 4.087605948903988e-07 1.1169640719149242e-06 -8.154644908402934e-07 -5.824937894075259e-07 -4.0530859176845756e-07 -9.30494795067573e-07 5.422735795618905e-07 -1.355774856156282e-06 5.458142992513587e-07 2.313974864998126e-08 -6.948235560172873e-08 7.827782706230297e-07 -1.9424202581861222e-07 2.2484861126570248e-07 -1.5561726088467522e-07 -2.246431934519532e-06 6.549433313593796e-06 -3.3143046606988913e-06 9.972780468017929e-06 -1.9425264932090864e-05 -2.379586987670863e-06 5.460690933018743e-06
PC6 2.6227375228661194e-06 7.796790168117783e-08 -4.2353827329865606e-07 -2.432873345134543e-08 -3.725792425756176e-07 4.087605948903991e-07 1.565576579236251e-05 -6.917186172261031e-08 2.2128370866044076e-07 2.0877947452334748e-07 9.230112267925009e-08 -3.790713009245459e-07 -6.148879499957157e-08 -1.3517534155169838e-07 -2.3153545650844114e-07 -1.5222608921336456e-07 -9.302802902667122e-08 2.7943981110137107e-07 -4.433309405911535e-07 -2.1591143642873978e-07 -5.721831898108328e-07 -9.8234887696226e-07 -2.8516702508661797e-06 7.942866872432493e-07 1.3257057539348205e-05 -4.513660989002755e-06 5.163634374661578e-06 -1.1630056877813522e-05
PC7 1.8371383171287148e-06 1.199448020891147e-07 -6.123184077794691e-07 5.698432211705955e-07 2.1543795765178855e-07 1.1169640719149238e-06 -6.91718617226105e-08 1.3360761249692525e-05 1.002224347441429e-06 -2.5155666186339733e-07 -7.671472730301788e-08 1.3102674928138358e-06 4.072304955566376e-07 2.533507950392231e-07 -3.99339369330112e-07 -5.776557354748644e-07 1.2589447796493905e-07 -4.596405357983608e-07 7.210270371436051e-08 9.639163357594936e-08 -4.978089335577273e-07 3.3872883384577486e-07 -2.322698460618329e-06 1.1483851974847543e-06 1.2287151002227794e-05 -1.7489134810514244e-06 -8.742001799116053e-06 6.035237092148085e-06
PC8 -6.411467649636366e-07 5.6547493703379725e-08 1.0141562644171984e-06 -2.5671835378008875e-07 -1.2925427631057096e-06 -8.15464490840294e-07 2.212837086604408e-07 1.002224347441428e-06 1.492746637658486e-05 3.348664978975013e-07 4.061519039466048e-07 -8.16172932763077e-07 3.4259503999171514e-07 -1.1462506874009675e-07 -5.188746835091711e-07 -5.021151641194973e-07 3.3400802527543737e-07 1.5047218913291066e-07 -7.89169184671542e-07 -2.0371043513762438e-07 1.596921773108003e-07 -4.816409925931145e-07 9.506659458566747e-07 -4.081908361242381e-06 -5.8702569589506465e-06 7.852673544533183e-06 -1.0069520961036696e-05 8.361128024106151e-06
PC9 2.4865979041218974e-06 6.712653324059063e-08 -4.01201285468183e-07 -8.214963996664646e-07 4.405468330540261e-07 -5.824937894075257e-07 2.0877947452334753e-07 -2.515566618633975e-07 3.348664978975018e-07 1.2838129400083838e-05 -2.270426463879129e-07 -1.0984438951796058e-07 -5.142104107175127e-07 7.208206813243157e-08 -8.746563042044352e-07 4.68357257137211e-07 3.474131412027396e-07 5.041945011565403e-07 -5.622765610526116e-07 -3.617008030060979e-07 -7.441117922122562e-07 -4.0755094688842976e-06 1.4463779095792124e-05 9.83565767438328e-06 -8.576559497634218e-06 -5.374549187857394e-06 -2.584819581572365e-06 -1.2089176636396693e-06
