 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal gpp gmp
intercept 0.0004056177954150673 8.468017343365595e-07 3.7566268126683875e-08 3.0759417999964926e-07 4.111012296233021e-07 -1.4568188324894712e-06 9.731300303647577e-07 8.707538494332811e-07 2.5427282581965646e-07 1.5713603242931034e-06 4.95146954366207e-07 1.744404111858666e-06 -2.179197065570841e-06 1.7641596883981985e-06 -2.0395573805251544e-06 -1.578469919835363e-06 -7.966570197165598e-07 3.462992315192391e-08 -6.512649917185787e-07 1.954366739645424e-06 8.532014874176531e-07 -4.154480915167839e-06 4.508559951465582e-05 -4.5745070929751245e-05 -2.8201482760651165e-07
PC1 8.468017343365602e-07 1.4201154316648827e-06 -1.234355722941651e-06 -1.1762804372705696e-07 -7.265675215098774e-08 -1.4351599869137565e-07 3.916943696964693e-08 2.556807679690659e-08 2.511979945134739e-08 9.463527837737366e-09 -8.78628025737548e-09 -8.105524049341215e-08 4.556511209358845e-07 2.3454807404743748e-11 -2.753793295996801e-07 -4.373710333771239e-07 -4.156200740829519e-07 1.2825561029147608e-07 3.673710758148332e-08 1.2093917085813353e-07 -3.72078421924631e-08 -5.6250817602817e-07 3.5805529449315173e-07 -2.8184938852821873e-06 -1.83137170593214e-06
PC2 3.756626812668418e-08 -1.234355722941652e-06 3.351943566724688e-05 5.621160257561531e-07 1.0964886790632868e-06 -7.086536512858295e-07 -3.321905206011345e-07 -2.781704627970069e-07 1.0168214379163532e-06 -2.54071292186641e-07 2.964848462391302e-07 -2.6667339122412374e-09 -5.756854539929593e-07 4.303112047169117e-08 -1.9177440086063304e-07 6.0215424792677575e-09 -1.265226931034203e-07 4.23698702171253e-07 -2.0703957843233645e-07 -3.055093742644375e-07 -1.1996541963741774e-07 2.769238169078773e-06 -6.275199705905744e-06 1.2361060361464384e-06 5.16984540583575e-06
PC3 3.0759417999964894e-07 -1.1762804372705703e-07 5.621160257561533e-07 2.8707693524212277e-06 6.291106950998522e-08 8.101782462726185e-07 4.5705970361012155e-08 2.9515870615367753e-07 -1.0108639726305726e-07 -7.174529870895484e-07 1.6400002250709257e-07 2.625337150338217e-07 5.2426620486882e-08 -3.469162891808546e-07 1.5995394732845444e-07 -1.2340622711546466e-07 -2.5488638430949136e-08 -2.1551561575578602e-07 -2.607954517679689e-07 2.748881058964539e-07 1.1152334903641067e-07 -1.1602709360621142e-06 -6.290804968839603e-07 2.4130082569229223e-06 8.649285439190331e-07
PC4 4.1110122962330183e-07 -7.26567521509878e-08 1.0964886790632877e-06 6.291106950998524e-08 5.603174893256122e-06 1.3003036459858596e-06 -1.2511110979719132e-07 1.209475742556705e-07 -6.320461189476082e-07 4.2441989189861954e-07 1.0850638674254477e-07 2.3789324488061885e-07 -6.182163457156013e-07 -1.070754416306911e-07 -1.2164281032796496e-07 -7.223183661347766e-08 1.8779884596156098e-07 -2.0673020294573643e-08 -2.5148370665964054e-07 -1.4696566939998048e-07 8.248211235071766e-09 -1.4807018826945851e-06 1.1259438391638568e-06 -4.49143412067129e-06 -4.962109019261805e-06
PC5 -1.456818832489471e-06 -1.4351599869137555e-07 -7.086536512858291e-07 8.101782462726186e-07 1.3003036459858598e-06 1.1191626252383544e-05 3.2148346463092875e-07 9.038110019633324e-07 -4.488272723613513e-07 -3.593491603028168e-07 -2.653052450769336e-07 -8.199789614997562e-07 4.182353985764678e-07 -9.64413526578159e-07 4.812354879070025e-07 -6.879722527310154e-08 -7.944251521730873e-08 5.829221383103334e-07 -2.9781496629780763e-07 1.460344727949288e-07 -2.876162904401105e-08 -1.3387216691685703e-06 5.160528160595339e-06 -7.1705560875694205e-06 -1.905383456758426e-07
PC6 9.731300303647588e-07 3.916943696964699e-08 -3.321905206011347e-07 4.5705970361012e-08 -1.251111097971913e-07 3.214834646309286e-07 1.0720892191249947e-05 3.0599455840483726e-08 2.8483428615276033e-08 2.6239674708397445e-07 5.044664919438127e-08 -3.158020284579988e-07 -1.0079990949389753e-07 -3.517076919742397e-07 -9.704938204385417e-08 -8.54220493956087e-08 -9.48800837957592e-08 3.9409078746754853e-07 -2.3593400078219258e-07 -1.0653224777089944e-07 -2.9109742603077306e-07 -1.524233210118085e-06 -8.975105726968642e-07 -3.56137538802825e-06 5.919639789075454e-06
PC7 8.70753849433282e-07 2.5568076796906635e-08 -2.781704627970068e-07 2.9515870615367753e-07 1.2094757425567038e-07 9.038110019633327e-07 3.059945584048374e-08 8.643922729456228e-06 3.9235863491532087e-07 -2.875474590410587e-07 -1.3449068113984256e-07 7.56193809942909e-07 1.0517938636366145e-07 5.845955406728079e-07 -2.0354450690169894e-07 -2.311805042018544e-07 -3.619712914653755e-07 -2.1414202860026526e-07 1.4875720629291307e-07 5.1389821389223e-08 -1.596066275990152e-07 -2.6915536963163752e-06 2.8341431151436546e-06 5.541417967967282e-07 -1.2992033531087967e-06
PC8 2.5427282581965673e-07 2.5119799451347327e-08 1.0168214379163536e-06 -1.0108639726305725e-07 -6.320461189476087e-07 -4.488272723613516e-07 2.8483428615276092e-08 3.9235863491532066e-07 9.38039355264078e-06 3.134876002891017e-07 1.8196699209794438e-07 -5.838569352224089e-07 -4.319361745241363e-08 1.5114344595124084e-07 -2.347902107855558e-08 -2.349258020285314e-07 1.5250985069770214e-07 9.832297856990582e-08 -2.9987386743785917e-07 -2.681252144204551e-07 3.2089882843971953e-07 2.2748483677420915e-07 1.531334377377961e-06 -3.0919399509623436e-06 1.158119002306784e-06
PC9 1.5713603242931047e-06 9.463527837737387e-09 -2.5407129218664077e-07 -7.174529870895482e-07 4.2441989189861975e-07 -3.593491603028166e-07 2.623967470839742e-07 -2.875474590410587e-07 3.134876002891018e-07 8.328571003066574e-06 -2.925678743715129e-07 -1.1103800242727856e-07 -1.505350168899317e-07 -2.2137567170405117e-07 -3.746955211590566e-07 4.704477431379908e-08 1.5523064616034885e-07 1.957626622876192e-07 -4.2265080888189884e-07 -1.953289797563623e-07 -3.0901040697677105e-07 6.01868014660078e-07 -5.581556552341639e-07 3.258380159102361e-06 -3.084400915637396e-06
