 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.0008998863360526908 5.781518236438792e-07 -7.149392224943983e-06 -6.712477319639113e-07 3.1601202808240795e-06 -1.7700266961126726e-06 7.79355178150801e-06 -6.602998128597321e-07 2.77631283394658e-06 9.873184188780773e-07 8.118601108458506e-07 1.2158463861270346e-05 -5.574250479447566e-06 2.756200078276901e-06 -2.23255875751624e-06 -3.1205275664173544e-07 1.539786985434325e-06 -3.187098051589545e-07 9.96178997407511e-07 4.528624761209761e-06 -9.378531770990399e-07 -2.3819850854791425e-05 0.0001618412682958217 0.00012936116489802268 -0.0001885215948650666 -3.7355619573957884e-05 -6.171563515881952e-05 -7.334847986886127e-05
PC1 5.781518236438779e-07 3.3668651407147235e-06 -3.190780162606553e-06 -1.3641911380728033e-07 -2.3841257052329913e-07 -6.726463165482689e-07 2.481063320346846e-07 -5.097930855564652e-08 1.399803875282421e-07 9.606431799209562e-08 6.639913014218064e-08 -2.99638257093973e-07 1.0198368191062768e-06 -2.0805211943851978e-07 -7.046915799570881e-07 -1.3327314975390384e-06 -1.0933378262926564e-06 3.426509831476976e-07 -1.9757350913835824e-07 2.7572516992180896e-07 -8.442625235563652e-08 1.222945324913541e-06 -2.468733241293155e-06 3.17053495194309e-06 -3.097794617447667e-06 -4.3847638848234e-06 6.510083367370649e-07 -8.466352739934408e-06
PC2 -7.149392224943999e-06 -3.1907801626065534e-06 8.378534932098627e-05 2.090375181884525e-06 2.184373346772391e-06 -9.130401430071484e-07 2.8290883937698616e-07 -1.5203386434464599e-07 2.3389152100615726e-06 -8.361122746201208e-07 9.331722531245371e-07 -1.1253969996374589e-06 -1.267531128450803e-06 1.3384638468543089e-06 -3.291304678372192e-07 -6.917235180434415e-08 -1.3357671553372878e-06 1.539355189461407e-06 4.553142980763658e-07 -7.025538469781157e-07 -9.539438736861809e-07 -1.673971947289852e-06 -3.901626633390441e-06 -2.3670251643546237e-05 -1.1276481136937434e-05 3.397277948998839e-05 2.9415361450382414e-05 3.965325559219534e-05
PC3 -6.712477319639122e-07 -1.3641911380728035e-07 2.090375181884526e-06 7.052230653927277e-06 8.356517914532088e-08 2.13849705318685e-06 9.879369174687029e-08 1.1586432827873333e-06 -2.7324033350903015e-09 -1.5109224061230544e-06 3.358735871590419e-07 3.154088342056607e-07 2.1139475951531218e-07 -1.4093944297490198e-06 -4.231050674985749e-07 -3.3761059901502585e-07 4.6005193907076927e-07 -9.509285750424089e-07 -8.444536139960068e-07 6.396965387272911e-07 3.214059990400522e-07 1.2121168440368344e-06 -1.407151782980131e-07 -1.0336862137591219e-05 3.5194622073107444e-06 1.8134518169603166e-06 1.2400954963701906e-05 1.1224037432046878e-06
PC4 3.16012028082408e-06 -2.3841257052329934e-07 2.1843733467723914e-06 8.35651791453209e-08 1.1644769441018393e-05 2.853814816023405e-06 -4.963215568474347e-07 5.377365939274273e-07 -2.1334382315415646e-06 9.644554139803144e-07 2.24973578652234e-07 9.246273229796152e-07 -1.7326845369421801e-06 -5.774047215711461e-07 -4.3089302675707803e-07 1.4693605584010345e-07 1.581678738398547e-07 3.676431582152578e-07 -6.04024021046323e-07 -2.709932348026914e-07 2.8436427568314915e-07 1.1177970982988874e-06 -7.853669607309716e-07 -2.8842872934976205e-06 -6.386409110355256e-06 -1.0733348136845571e-05 9.291851041865284e-06 -8.397079311865794e-06
PC5 -1.7700266961126758e-06 -6.726463165482687e-07 -9.130401430071473e-07 2.1384970531868497e-06 2.8538148160234027e-06 2.6468879442193007e-05 1.062183258847936e-06 3.5536909326149494e-06 -1.3118916784714816e-06 -8.258098862832324e-07 -2.282059136149254e-07 -1.4174475389731795e-06 3.84132064258846e-07 -1.7399296780494105e-06 3.691520595869141e-07 2.4377284004029584e-07 -3.362214384011026e-07 1.141263704501261e-06 -3.269515606390296e-07 1.703896206768714e-07 6.661692156978737e-07 7.013038747929154e-06 1.4270473625807455e-05 -2.1679795181255647e-07 -2.0892775987768867e-05 -5.389966678615662e-07 1.24304725983842e-05 -1.7835233168190713e-05
PC6 7.793551781508009e-06 2.4810633203468414e-07 2.8290883937698695e-07 9.879369174687065e-08 -4.963215568474346e-07 1.062183258847937e-06 2.4831210667424287e-05 -1.9856398472981372e-07 -1.04715295064113e-07 6.768592415149192e-07 -2.890909919608062e-07 -1.5745114080535313e-07 -1.809142869688727e-07 -9.76577120940335e-07 5.355431798630933e-07 9.63358211995291e-08 -4.4670713120408844e-07 8.805705512651721e-07 -6.567559253969281e-07 -8.9605197390056e-07 -6.693694941079011e-07 -4.5113903491758374e-06 -1.5525300650099246e-05 -9.773362424167669e-06 1.2938651344377326e-05 1.9031161152586018e-05 -3.4697944644396627e-06 8.75452031720394e-06
PC7 -6.602998128597301e-07 -5.0979308555646726e-08 -1.5203386434464493e-07 1.1586432827873325e-06 5.377365939274285e-07 3.553690932614948e-06 -1.985639847298147e-07 2.1156297024690178e-05 1.1156085698505308e-06 -8.09501812263365e-07 5.326273164668921e-07 2.222929688543037e-06 5.7717670669054e-07 1.1783950662916204e-06 -4.4415709154172364e-07 -4.3374208237863596e-07 -4.0415885278203604e-07 1.1179984439646962e-07 5.184750549002061e-07 -2.735778735620157e-07 -5.589855690435073e-07 -3.7918464520858724e-06 1.750446822367335e-05 -3.11390106495516e-06 1.6251104915757853e-07 -9.801009595866206e-06 2.078667052345871e-05 -1.4362787130757281e-05
PC8 2.7763128339465753e-06 1.399803875282421e-07 2.3389152100615726e-06 -2.732403335090074e-09 -2.133438231541566e-06 -1.311891678471482e-06 -1.0471529506411264e-07 1.1156085698505312e-06 2.300370627804406e-05 2.4750468540664814e-07 7.042438993267981e-07 -1.5289287020139547e-06 2.0974525536495383e-07 -1.3323605934984265e-07 -1.1998778631732966e-07 -6.803372080871993e-07 -1.2063654190137154e-07 -2.9726026181266485e-07 -1.7752949264035337e-06 3.624769739398753e-08 2.827006030631617e-07 -3.0285592665558e-06 1.0869170717187845e-05 1.4876585589069383e-05 -1.5701829660849392e-05 2.5265791800296474e-06 -1.1119137071839652e-05 -1.3059665749370168e-06
PC9 9.873184188780754e-07 9.606431799209546e-08 -8.361122746201224e-07 -1.5109224061230544e-06 9.644554139803146e-07 -8.258098862832319e-07 6.768592415149197e-07 -8.095018122633648e-07 2.4750468540664836e-07 1.851909142322809e-05 -1.3993932884667398e-06 3.385159090630207e-07 -1.0449986405627963e-06 -2.490631727968001e-07 -1.418994090116799e-06 2.338308715450678e-07 3.766824718497873e-07 1.4298662400875578e-06 -1.8970073048945842e-07 -2.613967604337382e-07 -9.25205959150329e-07 1.1910194273437482e-06 -1.5847479046135682e-05 7.606744458169478e-06 1.8552287147403167e-05 -5.6757639030831625e-06 -3.1097427552495213e-06 -1.363179694073359e-05
