 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband maternal gpm gmm
intercept 0.0004500083420983852 6.07039520160133e-07 -4.0504100127854965e-06 -1.009665254592781e-06 9.422368331906922e-07 -4.0693836750068813e-07 1.565492713285535e-07 2.0578012501686245e-06 7.36442008433697e-07 2.9360704469016516e-07 -5.353837530619727e-07 2.9469142434426604e-07 -2.8867125275261667e-07 7.102196807103727e-07 5.948215835399843e-07 -8.968336043851373e-07 -2.839782569152659e-07 -5.438311081431256e-07 6.337818212118522e-07 1.2560936138427058e-06 5.659890286640021e-07 -5.607616090908439e-06 2.640110489257674e-05 -2.8440270554028554e-05 -4.7223767589438657e-07
PC1 6.070395201601335e-07 1.5681429379721523e-06 -1.1755444598902956e-06 2.5842299082176856e-09 -7.071704761381666e-08 -1.9602521261443914e-07 2.7091348926961444e-08 1.6130445504619528e-07 1.7040981060295733e-07 -7.115060278820054e-08 1.5136005382118238e-07 -9.360118843769254e-08 3.3821788538428765e-07 -9.956316153999293e-08 -1.5877424443856883e-07 -3.184358090988108e-07 -2.524560733031185e-07 1.0621210326224408e-09 -2.3240626158416727e-08 8.012670743421978e-08 1.981461979444027e-08 -1.4377671618340371e-06 -4.115765477904891e-07 1.542209882718147e-06 -2.1372008395141878e-06
PC2 -4.050410012785502e-06 -1.1755444598902956e-06 2.9654933123120132e-05 5.495796277370336e-07 9.473724792161091e-07 -2.686099897568022e-07 -6.3703070349763e-08 -1.6501916048336195e-07 2.1692539151636942e-07 -7.280746407122326e-08 -2.0798835236036342e-08 -5.575856079296271e-08 -1.674856960115884e-07 2.695606399390222e-07 -3.137422798009698e-07 3.0326651030114433e-07 -8.250022367168907e-08 7.029636495781734e-07 6.532778480348419e-08 -1.9360612007859106e-07 1.5065410695350746e-07 3.2337836814053987e-06 -6.0746348319423945e-06 -1.8109747555936222e-06 1.0008988258275713e-05
PC3 -1.0096652545927816e-06 2.5842299082177667e-09 5.495796277370336e-07 3.160405066773605e-06 6.479052959829373e-08 5.585094106434515e-07 2.0596789332659953e-09 1.2009560721145682e-07 -8.997151826216873e-08 -5.00105030275172e-07 4.0637562568839915e-09 1.6477609953422972e-07 1.3103224708056218e-07 -4.4224737077818597e-07 -4.221436862631409e-08 1.2218036238224713e-08 1.4646177829044247e-08 -1.1852936400542673e-07 -3.2489859941536574e-07 2.2006671045150746e-07 8.771819712427165e-08 -4.255380113032567e-07 -5.702441336843761e-07 3.097160811771817e-07 -2.5380314985941413e-06
PC4 9.422368331906919e-07 -7.07170476138167e-08 9.473724792161095e-07 6.479052959829377e-08 5.496479324419202e-06 1.1261399000884866e-06 -3.1258648792536347e-07 9.682993004982447e-08 -8.107084410305074e-07 1.8638626069675215e-07 1.849037647455567e-07 -2.9393628592876647e-08 -4.6441217604155556e-07 -2.1732631569066892e-07 -4.066815393686889e-08 -7.676902226784929e-08 7.145817236974719e-08 1.3971100838711433e-07 -1.7179393430563565e-07 -1.49677863244605e-07 -2.421530319835299e-09 -1.1974897800111012e-06 1.4005013994090103e-06 9.111483900341905e-07 -5.317477075618924e-06
PC5 -4.069383675006871e-07 -1.960252126144393e-07 -2.6860998975680184e-07 5.585094106434515e-07 1.1261399000884868e-06 9.705575747934447e-06 1.971098398424622e-07 7.836171014611917e-07 -4.400959414791221e-07 -1.2509590480438856e-07 -1.7502220480647205e-07 -7.332749568098252e-07 3.679264589511499e-07 -5.470747140391265e-07 2.1427021012987362e-07 -1.0873169280544423e-08 -1.2140099491507076e-07 4.366436190826266e-07 -1.3323243572921326e-07 2.602552149378431e-07 9.75393478783983e-08 4.984424324670138e-07 -2.0984368216451644e-06 1.2571049547548025e-06 8.856849171293992e-07
PC6 1.5654927132855353e-07 2.709134892696141e-08 -6.370307034976325e-08 2.0596789332659196e-09 -3.1258648792536336e-07 1.9710983984246225e-07 9.469405243944511e-06 3.4600591665776954e-08 7.89407190119956e-08 -4.609288875410649e-09 5.316476893124651e-08 -1.699787634172498e-07 1.0683546796921493e-07 -2.5061165066232476e-07 -3.572288200207415e-08 2.6891735176764604e-08 1.7735620985760942e-08 2.842020609260354e-07 -9.144337310423455e-08 -1.8729954502807474e-08 -2.719066392352797e-07 -4.916206776756184e-07 -2.881327916784602e-06 3.210592839404074e-06 1.3412784434003576e-06
PC7 2.057801250168627e-06 1.613044550461953e-07 -1.6501916048336187e-07 1.2009560721145685e-07 9.682993004982447e-08 7.836171014611922e-07 3.4600591665777146e-08 7.816037157246948e-06 4.2071166734814274e-07 -1.8929340720467915e-07 -1.2598427666840764e-07 5.447809458578431e-07 9.389297843993218e-08 2.526018919800423e-07 -2.0037700949360027e-08 -3.4099672447297327e-07 -1.298096976868852e-08 -3.350846243627871e-08 7.720360500609576e-08 -5.159876752826129e-08 -1.8312233884246614e-07 -1.1209102604414571e-06 -9.333501158096068e-07 2.6659139300168467e-06 -4.953472232273623e-06
PC8 7.364420084336982e-07 1.7040981060295725e-07 2.1692539151636958e-07 -8.997151826216875e-08 -8.107084410305074e-07 -4.400959414791223e-07 7.894071901199591e-08 4.207116673481429e-07 8.361969489606935e-06 1.343014457146267e-07 2.2019360241852023e-07 -2.584901828855557e-07 2.666289891103278e-07 -6.9859365401448975e-09 -7.302706586196845e-08 -2.2428406884367479e-07 9.32956818908995e-08 9.602182595163613e-08 -1.5650747759066445e-07 -2.1316100269843416e-07 1.2955072876869808e-07 -1.011762840173428e-06 -9.312484369673191e-08 -2.0155530951919364e-06 3.0910906310546014e-06
PC9 2.936070446901652e-07 -7.11506027882006e-08 -7.280746407122303e-08 -5.00105030275172e-07 1.8638626069675223e-07 -1.250959048043885e-07 -4.609288875410902e-09 -1.892934072046792e-07 1.3430144571462648e-07 7.590104541250833e-06 -5.586955779430655e-09 -1.810068136378394e-07 -1.2528193566012634e-07 -2.5542275563443494e-09 -3.1181687765012203e-07 1.5426003371305382e-07 3.5137050731117877e-07 2.971017550235887e-07 -2.0808562576205343e-07 -2.1312319087851356e-07 -2.2771700963677248e-07 3.4003236653875003e-07 -1.3820723572761898e-06 9.757826986807853e-07 3.7653344446310817e-06
