 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband maternal gpm gmm
intercept 0.00026305292510661897 3.3752909891480695e-07 -2.523831841349543e-06 -5.163475087592494e-07 2.675995377847531e-07 -1.0598569378676677e-07 5.143684191217894e-07 1.0733050583847773e-06 6.046004037355512e-07 2.4105707581988495e-07 -7.757149066404079e-08 6.809227233250651e-07 -4.346407166016722e-07 8.014508953058017e-07 1.1915182782985877e-08 -8.066360074254241e-07 -3.9271744535535725e-07 -6.196855245004443e-07 2.606889916240298e-07 9.690215866804816e-07 2.384030780106711e-07 -3.0207550848164966e-06 1.1786948354201847e-05 -1.839610269245944e-05 6.484445548537411e-06
PC1 3.375290989148074e-07 9.355371700459668e-07 -8.692921077476924e-07 5.02124315648224e-09 -6.776180115616831e-08 -1.386359583886141e-07 2.8116476353453724e-08 1.1479383718678561e-07 1.1279221182058948e-07 -4.0463787603026e-08 9.686214794449146e-08 -5.8306848222308275e-08 2.5476139627398966e-07 -7.13735713373165e-08 -1.1451907309352227e-07 -2.461909048553575e-07 -2.0490336093845086e-07 1.0246103892709585e-08 -6.324173523108902e-09 5.248164842767554e-08 -4.4378014335123856e-09 -9.111796143050621e-07 -1.6593396642510905e-08 7.2052137114473e-07 -1.476562649471388e-06
PC2 -2.5238318413495426e-06 -8.692921077476929e-07 2.19956912584655e-05 3.6674043965086146e-07 7.17394422875186e-07 -7.071974147121383e-08 -2.5918580885323377e-08 -2.1211202274115816e-07 2.096597565196926e-07 -1.3814872731357347e-08 -1.664295319546425e-08 -1.475916360617793e-07 -2.5948576741785723e-07 2.2765318209928108e-07 -3.251954929432827e-07 2.3525702700300606e-07 -2.918598940094324e-08 5.175503485491662e-07 5.047472704045535e-08 -2.602898699730485e-07 5.022006557610024e-08 1.828257922298824e-06 -3.6670157713550363e-06 -1.8479482666111322e-06 7.416454528631461e-06
PC3 -5.163475087592497e-07 5.021243156482257e-09 3.667404396508616e-07 1.9471814521963204e-06 6.693693700047972e-08 4.2176546803258903e-07 8.56471659070778e-09 9.63943360731388e-08 -9.96026149663527e-08 -3.940994702592522e-07 3.114569468014526e-08 1.5348301775147657e-07 8.598416783177114e-08 -3.502215847665259e-07 -4.434341028107896e-08 1.5709781390342047e-08 1.7830598709621853e-08 -1.2489791174600858e-07 -2.5384521296556616e-07 1.769599485475662e-07 3.843847545825574e-08 -4.0005995161239696e-07 -6.073837665304644e-07 4.051058878863034e-07 -1.193702642402076e-06
PC4 2.675995377847539e-07 -6.776180115616837e-08 7.173944228751864e-07 6.693693700047964e-08 3.5354166587338534e-06 8.884869000251475e-07 -2.41937316077204e-07 8.490207429563759e-08 -6.732136377674758e-07 1.3552300122228574e-07 1.3388284513813636e-07 1.4318415906834131e-08 -3.3664701635201156e-07 -1.546837241402051e-07 -6.644034778775093e-08 -5.030374187602769e-08 6.588277120279295e-08 1.1300508092188682e-07 -1.507617752988499e-07 -8.240591952255035e-08 2.0172500822168736e-08 -1.353878786876338e-06 9.814652172816058e-07 1.4383303700143842e-06 -4.005828684953637e-06
PC5 -1.0598569378676714e-07 -1.386359583886142e-07 -7.071974147121401e-08 4.2176546803258887e-07 8.884869000251478e-07 6.971632946661368e-06 1.5097404759419207e-07 6.585383904297028e-07 -4.528252704497369e-07 -1.6045972907778843e-07 -2.0386042123642618e-07 -5.574622824880221e-07 2.859345067884106e-07 -4.735392684102632e-07 2.0708618047465034e-07 1.2414193673093764e-09 -1.0357991155282476e-07 3.745524104683106e-07 -1.433251327303511e-07 2.9186128693094816e-07 1.0633593147453635e-07 2.0725562531581563e-07 -1.663744246262329e-06 1.6727306481295974e-06 -1.156975522580967e-07
PC6 5.143684191217897e-07 2.8116476353453758e-08 -2.5918580885323466e-08 8.564716590707749e-09 -2.41937316077204e-07 1.5097404759419215e-07 7.024917902656188e-06 8.020533104075947e-09 7.157973239180384e-08 4.225621197540214e-08 -8.509125441362782e-09 -1.2850341686005425e-07 9.199797294441212e-08 -2.2924582078001601e-07 1.7070025665378653e-08 -3.7172326518293673e-10 -1.1715479297413644e-08 2.370287442940796e-07 -7.790794058511496e-08 -3.0368889438116026e-08 -2.0882216710254402e-07 -5.138823825597588e-07 -2.1372144160514516e-06 1.936637861302795e-06 1.4536986378394264e-06
PC7 1.073305058384777e-06 1.1479383718678562e-07 -2.12112022741158e-07 9.639433607313874e-08 8.490207429563755e-08 6.585383904297025e-07 8.020533104076041e-09 5.742353487777665e-06 3.475957355453367e-07 -1.1341512256178586e-07 -4.302607941787245e-08 5.117549213170069e-07 7.824908231918252e-08 2.813503494545135e-07 -8.632002780759513e-08 -2.6354488572049636e-07 -3.926959014743477e-08 -1.1741959964001936e-09 3.821857607875167e-08 -1.535518901053637e-08 -1.2785940009218088e-07 -6.002362861361295e-07 -1.0889389365131902e-06 3.7977402674095503e-06 -4.66792516773949e-06
PC8 6.046004037355516e-07 1.1279221182058952e-07 2.0965975651969254e-07 -9.960261496635264e-08 -6.73213637767476e-07 -4.5282527044973686e-07 7.157973239180374e-08 3.475957355453367e-07 6.270189349595096e-06 1.6199980523283694e-07 1.71548313270139e-07 -1.9038120424334948e-07 1.5456492962286275e-07 1.2395827997121968e-08 -3.9261840289075894e-08 -1.4826987354434435e-07 8.841490072730574e-08 1.0649031402706228e-07 -1.4168491005726634e-07 -1.6570992408189332e-07 1.5357510868101046e-07 -8.414443058849373e-07 2.405423040805397e-07 -1.8609281748531864e-06 2.461890948881922e-06
PC9 2.41057075819885e-07 -4.046378760302606e-08 -1.3814872731357364e-08 -3.940994702592521e-07 1.3552300122228568e-07 -1.6045972907778835e-07 4.2256211975401944e-08 -1.1341512256178575e-07 1.6199980523283687e-07 5.5874056652791335e-06 -9.698045026728961e-08 -1.2505678258308735e-07 -1.3467628008806466e-07 -6.843242433673639e-09 -2.5097989163610064e-07 1.0449458941140093e-07 2.165213204127495e-07 2.5696685949717154e-07 -1.262888628394244e-07 -1.2306310867902e-07 -2.0398501542129575e-07 -1.7451020001116292e-07 -1.2858941911741915e-06 1.6911522617536498e-06 1.806657092148643e-06
