 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband
intercept 0.0002462909953799766 3.790677878092691e-07 -2.2649768652514512e-06 -4.064081245329699e-07 -1.3672370209259405e-07 -2.8216692842457835e-07 -2.1442733660568175e-07 6.438009641024602e-07 5.102104946166428e-08 8.069713133503983e-07 -2.7103227600610477e-08 -6.606435519250288e-08 -4.8103831145053865e-09 1.796246402827712e-07 5.5698736806448955e-08 -4.4624170328108845e-07 -2.389184845654641e-07 2.1094404126333717e-07 -1.6818775755542035e-07 6.609546432047969e-07 1.85480605688994e-07 -3.3554289424643497e-06
PC1 3.790677878092686e-07 7.961763523071789e-07 -6.335404592409243e-07 5.416604885726652e-08 -5.97851705378453e-08 -3.914093667558587e-08 -6.426743237812642e-09 5.111091522911123e-08 9.628871334088817e-08 -2.5905536070090512e-08 4.0804835765186904e-08 -3.453876735110797e-08 2.2225525818605188e-07 1.5973399572798097e-09 -1.0008575327479294e-07 -1.789158283149062e-07 -1.583592842779417e-07 3.235483495229706e-08 5.244161362502428e-08 2.6875493043979958e-08 1.2680717279226433e-08 -1.1270887096201738e-06
PC2 -2.26497686525145e-06 -6.335404592409245e-07 1.756387799491141e-05 2.036645487853888e-07 5.775696634991841e-07 -2.0620698465726462e-07 -6.758351716868456e-08 1.4729871489118393e-08 1.037487078553509e-07 3.4547249214388296e-08 -1.2526964080133733e-08 6.779911207743212e-08 -1.5746203696835306e-07 2.3870172806274297e-08 -1.6029996163276203e-07 1.040451243193552e-07 -1.6813308185595585e-07 1.5632525638010465e-07 -1.54443853976985e-08 -7.362218021641524e-09 -8.22260030531695e-09 7.776128808776784e-07
PC3 -4.0640812453296993e-07 5.4166048857266414e-08 2.0366454878538882e-07 1.7015655667523226e-06 2.5111698412884688e-08 2.551029200717856e-07 1.619147354849974e-08 5.993559095566816e-08 -6.286042401508589e-08 -3.2551273502728635e-07 3.5541180175090265e-08 1.3683915747774406e-07 6.367046163492804e-08 -1.72503545603069e-07 5.354240020830606e-09 -3.859913808955533e-09 1.7711611441794134e-09 -1.0047597274353882e-07 -1.378029382498249e-07 1.0849452323214452e-07 3.572163376437831e-08 -6.744995988324196e-07
PC4 -1.3672370209259415e-07 -5.978517053784532e-08 5.775696634991843e-07 2.511169841288466e-08 2.9508932279039575e-06 4.252559141922909e-07 -2.120760761283388e-07 -1.5659835101496004e-08 -3.55729618610101e-07 2.409860507587922e-07 8.723781083311108e-08 1.0402356134014841e-07 -2.0598589662039242e-07 2.8276457629304694e-08 -9.764453262761108e-08 -2.784539145656673e-08 5.981678043780677e-08 8.21347596415109e-09 -8.220456046747279e-08 -7.214704953762818e-08 -2.341417139519236e-08 -1.1249783309728809e-06
PC5 -2.82166928424578e-07 -3.914093667558589e-08 -2.0620698465726452e-07 2.5510292007178547e-07 4.2525591419229086e-07 5.064229806600953e-06 3.6874257979498196e-08 4.861644514362253e-07 2.1831228500449126e-08 -4.9759291912299184e-08 -7.88940238001342e-08 -3.074878671138554e-07 1.725334697820409e-07 -2.419046478827065e-07 2.6554283624672017e-08 6.415885384720288e-08 -5.634164927249252e-08 2.3803346971157587e-07 -1.0417694523099027e-07 8.441391898946486e-08 7.766103787096079e-08 4.80700484179618e-07
PC6 -2.1442733660568202e-07 -6.4267432378126686e-09 -6.758351716868447e-08 1.619147354849972e-08 -2.120760761283386e-07 3.6874257979498295e-08 5.941796032770047e-06 1.374675275570159e-08 5.034763949247431e-09 9.42939977816561e-08 -1.6799672567929862e-09 -1.4319720014902813e-07 2.376866885567383e-08 -1.7650207858340254e-07 -1.8644686619021202e-08 -2.9475333784696717e-08 -2.7473335315298682e-08 2.434855344323418e-07 -6.724177191700992e-08 -3.367644069708356e-08 -9.313502934001759e-08 1.0279648110543893e-07
PC7 6.438009641024605e-07 5.111091522911122e-08 1.472987148911834e-08 5.993559095566815e-08 -1.5659835101495895e-08 4.861644514362252e-07 1.3746752755701447e-08 4.9334630612134515e-06 2.35685532302479e-07 -7.677218613845955e-08 -3.8662612529498515e-08 3.6980628466275645e-07 7.099706018954333e-08 2.84717253055474e-07 -3.4345667039396434e-08 -1.668619351030824e-07 -1.1476443469048095e-07 -2.052692821060843e-08 6.425437959892212e-08 -4.2375780803543746e-08 -1.111678615161473e-07 -1.229891045423017e-06
PC8 5.102104946166378e-08 9.628871334088829e-08 1.0374870785535096e-07 -6.286042401508589e-08 -3.557296186101009e-07 2.183122850044904e-08 5.034763949247484e-09 2.3568553230247907e-07 4.9866319633013615e-06 4.5153789899882e-09 1.4630386191448926e-07 -2.284267448599462e-07 9.541005443592708e-08 -6.189916435564128e-08 6.361413859818344e-08 -9.267340499208323e-08 3.34493495317849e-08 7.88324163568658e-08 -3.7605981182620896e-08 -4.882165008414675e-08 8.879913787503789e-08 -1.202634806776319e-07
PC9 8.069713133503983e-07 -2.5905536070090462e-08 3.4547249214388395e-08 -3.255127350272864e-07 2.4098605075879224e-07 -4.9759291912299145e-08 9.429399778165624e-08 -7.677218613845953e-08 4.515378989988175e-09 4.717787019906019e-06 -4.134682518750801e-08 -1.485960489667024e-07 -5.219058579629774e-08 -1.4032617454645426e-07 -6.485824310547952e-08 2.0702744613701934e-08 1.1219401254049467e-07 1.3003743485220144e-07 -1.581852550132166e-07 -7.460313495532927e-08 -8.066157348272364e-08 4.7590563597909234e-07
PC10 -2.7103227600611297e-08 4.0804835765186904e-08 -1.2526964080133676e-08 3.554118017509027e-08 8.723781083311116e-08 -7.889402380013424e-08 -1.6799672567929556e-09 -3.866261252949852e-08 1.463038619144893e-07 -4.134682518750798e-08 4.349823493502245e-06 -2.1941808423434606e-07 1.4422798227548203e-07 -1.9790294028990747e-07 -1.0555582471567365e-07 -6.927283066141464e-08 -1.551142192127157e-07 2.108899278300389e-08 1.770758122745599e-07 1.4576285422422651e-07 5.090756850891951e-08 3.526335483306258e-07
PC11 -6.606435519250308e-08 -3.453876735110797e-08 6.779911207743205e-08 1.368391574777441e-07 1.0402356134014833e-07 -3.074878671138554e-07 -1.4319720014902821e-07 3.6980628466275634e-07 -2.2842674485994634e-07 -1.4859604896670243e-07 -2.1941808423434596e-07 4.268390694246398e-06 -6.074454872730163e-08 -5.676382256427643e-08 -1.1366945801108743e-07 9.28121078472561e-08 1.0057706111808657e-08 1.7808752738548833e-07 -2.2317635288550937e-08 7.197930281592578e-08 1.6460937691716548e-07 -1.0370516836478347e-06
PC12 -4.810383114505776e-09 2.2225525818605194e-07 -1.5746203696835298e-07 6.367046163492801e-08 -2.0598589662039255e-07 1.725334697820409e-07 2.3768668855673827e-08 7.099706018954327e-08 9.541005443592716e-08 -5.219058579629781e-08 1.4422798227548206e-07 -6.07445487273016e-08 4.133920361077904e-06 1.671716733879158e-08 -1.7267748230276655e-08 -8.558570040540298e-08 -1.0282336019173817e-07 -2.8334577336420737e-08 5.6085008195466165e-08 -7.044750235740484e-08 -8.430690262278677e-08 4.542849026063392e-07
PC13 1.7962464028277135e-07 1.597339957279829e-09 2.3870172806274374e-08 -1.72503545603069e-07 2.827645762930477e-08 -2.4190464788270673e-07 -1.7650207858340243e-07 2.8471725305547384e-07 -6.189916435564129e-08 -1.4032617454645426e-07 -1.979029402899076e-07 -5.6763822564276304e-08 1.6717167338791577e-08 3.925151223412138e-06 -5.878597825297014e-08 1.8917625541912895e-07 7.252750603709571e-08 2.7998638680260695e-08 -1.3117103490716442e-07 5.165312622862268e-08 3.2139273518049253e-08 6.742555978278202e-07
