 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal gpp gmp
intercept 0.0006980790470517398 1.6538827299650065e-06 -3.1965576300625905e-06 -3.3784411930550723e-07 -1.703385380224281e-07 -3.46722439743229e-06 2.3224394830308847e-06 1.7274941658444587e-08 -2.784243034991022e-07 2.079839376987738e-06 -6.14456240596186e-07 -9.16120418172954e-07 -2.809181204665869e-06 2.306368766438856e-06 -3.2850980552550026e-06 -3.3591794921002803e-06 -2.2494726098467253e-06 3.6609261401450816e-07 5.154738436807608e-07 1.4498237520503617e-06 1.7492165279026977e-06 -1.6391944891906305e-05 6.691938916125835e-05 -6.207646913037632e-05 2.5648052403620108e-05
PC1 1.653882729965007e-06 2.3534998561977965e-06 -1.9123479387945338e-06 -7.898936792225523e-08 3.0533785465501695e-08 -8.246333056166271e-08 -8.30076960506535e-08 2.7282805753462678e-08 1.2843234140777838e-07 -8.816452140387682e-08 -9.850637747118109e-09 -2.355494930961582e-07 7.126431721365392e-07 -3.2864673583863485e-08 -4.508760266126122e-07 -7.444159720026718e-07 -4.893529625991949e-07 3.9047993580441134e-08 6.873975679752531e-08 2.9094184004136235e-07 9.515708051405388e-08 -1.9127193008231767e-06 1.3867273332957917e-06 -2.902602263078096e-06 -5.971133115885207e-06
PC2 -3.196557630062585e-06 -1.912347938794534e-06 5.032533922805441e-05 1.2999796105453814e-06 1.230632662432508e-06 -1.3230902304163726e-06 -1.0874974112692586e-06 1.2146223516356252e-07 1.1817084118929002e-06 -4.6825662951291623e-07 -3.261158074218122e-07 2.0794243818817742e-07 -6.601288472016896e-07 3.00298921813749e-07 9.719487974371665e-07 -2.4923163317515345e-07 -2.488848354973738e-07 5.489884689518595e-07 -7.655184525475282e-08 -4.495636062409632e-07 -7.653592681994254e-07 3.227498992797997e-06 -4.8545146235587e-06 3.707375399128837e-06 4.515352731793898e-06
PC3 -3.3784411930550803e-07 -7.89893679222553e-08 1.2999796105453814e-06 4.855991051869288e-06 1.9261812792747008e-07 1.2001788785948263e-06 -2.547806750137561e-07 7.402255890859848e-07 -7.95095568339764e-08 -1.0165639252417875e-06 2.8302609047126204e-07 4.955910918807308e-07 4.650568962047451e-08 -4.7041220225519243e-07 2.1774072368353853e-07 -1.8137299929915495e-07 -1.1152948224036246e-08 -3.250998358719523e-07 -3.200740808712011e-07 4.239293781158862e-07 3.312291066470841e-07 -2.219349175121664e-06 -2.030600493720653e-06 4.395463896529026e-06 2.5751037313078065e-06
PC4 -1.703385380224269e-07 3.053378546550171e-08 1.2306326624325071e-06 1.9261812792747013e-07 8.820669493517586e-06 2.009965875925991e-06 -6.876449170609563e-09 -7.307241988988848e-08 -8.343869146210648e-07 6.150646993944444e-07 9.480381599384623e-08 5.899191178511785e-07 -7.828187898156383e-07 -1.249820495979687e-07 -5.2875068311476544e-08 -3.479143312531355e-08 3.450373703556424e-07 -2.7085510543055204e-07 -4.2027075879987226e-07 -9.543546141139333e-08 1.0757249151148017e-07 -3.7963986836720836e-06 3.908629460663421e-06 -5.746129458851139e-06 -1.2180657757670867e-05
PC5 -3.4672243974322874e-06 -8.246333056166255e-08 -1.3230902304163732e-06 1.2001788785948261e-06 2.009965875925991e-06 1.6464382699428673e-05 8.020775872025627e-07 1.1290190183410445e-06 -5.235682778560038e-07 -7.401524895319589e-07 -5.694666956793163e-08 -1.0117856187102635e-06 7.145541456363558e-07 -1.1334196528429978e-06 3.388316770255997e-07 1.4306017980950457e-07 -2.395838362127978e-07 3.3861485446476075e-07 -4.884551320314551e-07 1.3590305802809896e-07 -1.1354903456709431e-07 -3.5733338905882124e-06 7.137627684663038e-06 -8.746674122622398e-06 -1.458980605850668e-06
PC6 2.3224394830308855e-06 -8.30076960506535e-08 -1.0874974112692584e-06 -2.54780675013756e-07 -6.87644917061002e-09 8.020775872025631e-07 1.5342586014902643e-05 1.750599184930709e-07 2.000684024654636e-07 6.535875386099607e-07 4.6571575738956065e-07 -4.942077387967757e-07 -3.1858362507160065e-07 -5.862608675401868e-07 -3.297480499907858e-07 3.271653458323167e-07 -2.2926988931624095e-07 4.578103510878382e-07 -3.379415935337941e-07 -1.335126973994593e-07 -4.5594120685288073e-07 -3.174390505540785e-06 1.220695421626573e-07 -2.7446002114528356e-06 2.658463879739156e-06
PC7 1.7274941658446003e-08 2.728280575346263e-08 1.2146223516356305e-07 7.402255890859851e-07 -7.30724198898885e-08 1.1290190183410443e-06 1.7505991849307135e-07 1.2767868816901787e-05 3.1596619091264135e-07 -3.315053156061656e-07 -3.299095952736451e-09 9.846121986541674e-07 6.310440816128406e-09 6.822760907797169e-07 1.5569532838467116e-07 -2.8464035082454686e-07 -1.9509591225952085e-07 -5.300521538793147e-07 -3.836454995512751e-08 1.6929440523591733e-07 -2.5239240474466504e-08 -2.8508765623619465e-06 3.357193509447308e-07 9.971456742614586e-07 5.4605841576131145e-06
PC8 -2.784243034991006e-07 1.2843234140777846e-07 1.1817084118929006e-06 -7.950955683397652e-08 -8.343869146210646e-07 -5.235682778560032e-07 2.0006840246546416e-07 3.159661909126416e-07 1.3549633530949594e-05 1.844320202235566e-07 -1.239477309047573e-07 -8.930027471925545e-07 3.1328712334191815e-07 6.34038026092747e-08 -1.4435089887132254e-07 -3.714034595202861e-07 4.0405881993998786e-07 6.449832384005285e-07 -1.3270438286681416e-07 -8.282891724655337e-07 5.220537244399307e-07 -4.325101500131789e-07 7.894495448949526e-06 -1.0517934695770043e-05 -1.338481960563711e-07
PC9 2.0798393769877366e-06 -8.816452140387675e-08 -4.68256629512917e-07 -1.0165639252417869e-06 6.150646993944442e-07 -7.401524895319582e-07 6.535875386099612e-07 -3.3150531560616535e-07 1.8443202022355647e-07 1.2447708540926636e-05 -4.713269787218009e-07 -2.16204467410566e-07 -2.759723596353562e-07 -3.8554289185229816e-07 -2.1035213985268004e-07 -7.307690283246634e-08 5.029633969704525e-07 4.951908822432982e-07 -4.991364371836356e-07 -5.77151487077514e-07 -2.540313527460847e-07 8.398937905853761e-07 -1.5839856517178136e-06 1.1370966341527862e-05 -5.23924294675478e-06
