 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal
intercept 0.00021523178952298478 3.733194434277917e-07 -2.0728079116870863e-06 -3.6341321784134334e-07 -3.820125826215742e-07 -2.794562919350623e-07 1.1317974485969036e-07 5.246647302277123e-07 6.49434200591489e-08 6.230252712393648e-07 1.1125050891315776e-07 1.7924694706709804e-07 -1.4518419405107016e-07 2.3009861769821817e-07 -8.001318262156476e-08 -4.2360123053637824e-07 -2.599279016283448e-07 1.5737943722200704e-07 -1.689635845819917e-07 6.045099174766056e-07 1.52310907808964e-07 2.249912941382696e-06 -6.209662456587479e-06 -4.98983022696088e-06
PC1 3.7331944342779193e-07 7.077807804485234e-07 -6.09966078644582e-07 5.1051691808277064e-08 -6.221231790806162e-08 -2.7780208885534623e-08 1.169849957899017e-09 3.997065194340512e-08 8.802189394123782e-08 -1.7076677581835512e-08 3.541814316793268e-08 -3.175047742139744e-08 2.1722696089859463e-07 -7.98734355021686e-11 -9.26017923783172e-08 -1.7050543849458696e-07 -1.554322250607568e-07 3.788366927201634e-08 5.861002761322623e-08 1.3711968749719893e-08 9.618015945847002e-09 -1.946510804169067e-07 -1.150107260403759e-06 -7.764655069400877e-07
PC2 -2.072807911687086e-06 -6.099660786445822e-07 1.7189724532416167e-05 2.068070329331943e-07 5.629906882594798e-07 -2.1146817594800573e-07 -8.736725636696103e-08 3.555920366330465e-08 8.68371950968081e-08 -3.798194691133459e-08 4.101527482692752e-09 5.510270822847478e-08 -2.1950067867141048e-07 -2.6667898247674705e-08 -1.6896424719753054e-07 7.544111491470339e-08 -1.6809537761477772e-07 1.702942714980065e-07 -1.7452613210938894e-08 -6.793030559743942e-09 -3.1000045534621655e-09 1.4287729332505159e-06 -1.0745805026726702e-06 -3.2370352173827877e-07
PC3 -3.6341321784134323e-07 5.105169180827703e-08 2.0680703293319443e-07 1.5221370343434707e-06 3.460719298429013e-08 2.424716917370104e-07 1.0424760308138341e-08 6.52964930276033e-08 -6.080562803780279e-08 -3.276441094929466e-07 4.221058386934001e-08 1.4823876537293982e-07 5.6174034384439e-08 -1.774382012294732e-07 2.417232567188423e-09 1.0508305507032859e-08 -1.8571498788997158e-09 -1.0759373475445805e-07 -1.2973047722127007e-07 1.1146845808234188e-07 2.42158432302668e-08 -3.02198567834317e-07 4.829289939642848e-08 -8.64086208681393e-07
PC4 -3.820125826215744e-07 -6.221231790806159e-08 5.629906882594796e-07 3.460719298429013e-08 2.7246505925452756e-06 4.4170654504270583e-07 -1.8877913564108468e-07 -2.4122773339692158e-08 -3.5930207257460184e-07 2.460288395443091e-07 7.776791432426658e-08 1.1618167978048598e-07 -2.0241870351936213e-07 3.2766453296083675e-08 -1.0139336643305948e-07 -3.7027842612509286e-08 7.678553161319369e-08 6.57533672828846e-09 -1.0274109246376746e-07 -6.672510596654758e-08 1.2704991698075963e-09 -6.569471989204868e-07 -8.720453813137358e-07 -3.907786960702205e-07
PC5 -2.7945629193506136e-07 -2.7780208885534633e-08 -2.1146817594800552e-07 2.424716917370103e-07 4.41706545042706e-07 4.804091254870926e-06 6.321538541448399e-08 5.161365711412736e-07 1.6142034004374794e-08 -5.7533144658821124e-08 -8.003179235970736e-08 -3.020450591196342e-07 1.7582988911257968e-07 -2.5807276352563196e-07 1.6482175832033907e-08 6.810143234521875e-08 -6.846672046076274e-08 2.6338426294684887e-07 -1.1000247939812727e-07 7.792228322936569e-08 7.288393535475764e-08 -1.8994785914678453e-07 1.0739604868818166e-06 1.569008932869024e-07
PC6 1.1317974485969102e-07 1.1698499578990188e-09 -8.736725636696088e-08 1.0424760308138334e-08 -1.8877913564108465e-07 6.321538541448405e-08 5.78919869052111e-06 3.756537531140795e-08 7.119871050562411e-09 1.1643482616822449e-07 -1.384700374092455e-08 -1.4292176722062698e-07 2.2291521484759677e-08 -1.921915582407625e-07 1.7889670477704672e-09 -4.7423802961410815e-08 -6.012634968539212e-09 2.4254309265841575e-07 -6.187191870500191e-08 -4.0799447350699566e-08 -8.330232391442133e-08 -4.207377712507555e-07 7.242283821624325e-07 4.029697120334832e-07
PC7 5.24664730227712e-07 3.997065194340512e-08 3.555920366330461e-08 6.529649302760323e-08 -2.4122773339692178e-08 5.161365711412735e-07 3.7565375311407993e-08 4.78888247504117e-06 2.6101529422647334e-07 -7.794073237016161e-08 -2.718989784546985e-08 3.800672308314584e-07 6.111042576527435e-08 3.0137053230846645e-07 -6.971148152606616e-08 -1.5151339501301216e-07 -1.30935340160284e-07 -3.135467893332183e-09 7.562869467296869e-08 -6.759888647390751e-08 -1.0830013719237629e-07 -1.5851865561584985e-06 1.6189732647113968e-06 -7.257584797848717e-07
PC8 6.494342005915009e-08 8.802189394123784e-08 8.683719509680815e-08 -6.080562803780284e-08 -3.5930207257460163e-07 1.6142034004374737e-08 7.11987105056232e-09 2.610152942264734e-07 4.849196252650091e-06 2.959685837681701e-08 1.6795414402623628e-07 -2.3215051197005956e-07 9.296792320765845e-08 -5.4246120992609807e-08 5.744538046999917e-08 -9.882782904207748e-08 3.710611479996997e-08 1.0038359434275013e-07 -4.890464291632875e-08 -4.2570298057146897e-08 8.860112218366241e-08 -6.475297323918027e-07 2.384926260566862e-07 7.657767981196091e-07
PC9 6.230252712393652e-07 -1.707667758183552e-08 -3.798194691133465e-08 -3.276441094929467e-07 2.4602883954430926e-07 -5.7533144658821e-08 1.1643482616822448e-07 -7.794073237016161e-08 2.9596858376816964e-08 4.622887121937963e-06 -3.9880394857296515e-08 -1.3679267482044594e-07 -6.006492258344447e-08 -1.6056604962883806e-07 -6.608400246513229e-08 2.8429067744482423e-09 9.39113176598087e-08 1.3163943892480254e-07 -1.51913907134618e-07 -7.183077150034291e-08 -8.961141528308276e-08 -2.430142527794336e-09 1.5771379709238976e-07 6.796421365783434e-07
