 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband maternal gpm gmm
intercept 0.000464441057651164 7.211740938392381e-07 -3.3716266600660857e-06 -9.38808769207832e-07 1.0404157073712608e-06 -3.900447775814844e-07 8.771468852659871e-08 2.0173352442095256e-06 8.583112385482047e-07 3.8332683573251164e-07 -6.041353714547786e-07 3.738795559442373e-07 -4.1951908728078603e-07 9.608632285704843e-07 4.0546849701721165e-07 -9.89069476793906e-07 -3.656525974444223e-07 -5.402346399337842e-07 6.784824696738834e-07 1.3762421431426316e-06 4.6192846133859177e-07 1.2680604080787776e-06 -8.449840993269587e-06 -1.550899633972105e-05 1.4841471959136503e-05
PC1 7.211740938392382e-07 1.6161644877094478e-06 -1.188513301442724e-06 -2.6010293140694327e-08 -1.1297079639336054e-07 -2.123951239731465e-07 1.9158553803124483e-08 1.425059915363309e-07 1.5870642950826804e-07 -8.759125040794646e-08 1.36887585475314e-07 -8.294943340487842e-08 3.527729934670061e-07 -9.71878672325796e-08 -1.677094422572362e-07 -3.563483922635655e-07 -2.588103571155705e-07 -5.6090626596917155e-09 -2.294778629291292e-08 1.0157828880253109e-07 1.8531611074337857e-08 -6.691937069864781e-07 -9.479255714309453e-08 -5.933405603325513e-07 -2.9488934024015566e-06
PC2 -3.371626660066088e-06 -1.188513301442724e-06 3.100473960535264e-05 5.198399262733343e-07 1.0294700432182585e-06 -1.571729209110702e-07 -5.4458568726373494e-08 -2.0909247484932034e-07 2.901081713699772e-07 2.6849249557943363e-09 -3.691351468650017e-08 -7.290825308560852e-08 -2.0663152759934532e-07 2.827665956755305e-07 -4.0928308293493705e-07 3.2051867380498916e-07 -1.365284138309085e-07 7.342932127180421e-07 8.365758110380995e-08 -2.981107240657123e-07 1.3820420703474526e-07 -3.882348334488707e-07 6.903597029922262e-06 -4.796938822530649e-06 -7.0693133807940655e-06
PC3 -9.388087692078325e-07 -2.6010293140694353e-08 5.198399262733342e-07 3.294691923203696e-06 8.968537080101854e-08 5.788481152825264e-07 1.2700934133570676e-08 1.376182724178018e-07 -1.1454432551165737e-07 -5.410227524712629e-07 3.6573719636382286e-08 1.5906523733836223e-07 1.5633666578268474e-07 -4.798053898079195e-07 -5.4285918012735135e-08 -3.5796335183192798e-09 1.263627223601985e-09 -1.4114668454829346e-07 -3.5214542293918156e-07 2.1831137286400627e-07 7.876588406525278e-08 2.707732963833662e-07 2.3306179500570107e-06 -4.2276656768909524e-07 2.998191258015539e-06
PC4 1.0404157073712613e-06 -1.129707963933605e-07 1.0294700432182585e-06 8.968537080101844e-08 5.750429669595561e-06 1.1468432347159058e-06 -3.6054626898198096e-07 1.1128040128525765e-07 -8.680414626214839e-07 1.9599291315049804e-07 2.1375682954816564e-07 -4.223942061878614e-08 -4.779536682090599e-07 -2.1081840850091128e-07 -5.472276880723131e-08 -2.5456677229378935e-08 6.75568428319034e-08 1.1948116038957746e-07 -1.6625116370955845e-07 -1.4951128372456142e-07 8.031479295994523e-09 1.3163209802726064e-06 -1.5033307422838138e-06 1.407778113869218e-06 5.652118782954684e-06
PC5 -3.9004477758148434e-07 -2.1239512397314621e-07 -1.5717292091107015e-07 5.788481152825264e-07 1.146843234715906e-06 1.0353824145467617e-05 1.624248017144113e-07 8.433011318809968e-07 -5.070623428232597e-07 -1.888726349561528e-07 -2.740025639445778e-07 -6.969387635389527e-07 3.9957411070747977e-07 -5.958961540292392e-07 2.534998622699653e-07 -4.940095912544147e-08 -1.09246869133006e-07 4.4707598886193555e-07 -1.5017214553457335e-07 3.3166858396297307e-07 1.3007137592728197e-07 -1.3540798366920327e-06 4.038483112779677e-06 6.661245839888873e-07 -7.929615748166391e-06
PC6 8.771468852659866e-08 1.9158553803124572e-08 -5.445856872637341e-08 1.2700934133570754e-08 -3.605462689819812e-07 1.6242480171441132e-07 1.006920565168808e-05 2.0540320641098188e-08 1.0370359323983486e-07 1.623098047840595e-08 4.028445101957192e-08 -1.8233310482277602e-07 1.3578990733134807e-07 -2.9347740246085094e-07 -4.3011988554703584e-08 3.406679356618217e-08 -3.159403513131899e-08 3.1157231920521234e-07 -1.1589037463841763e-07 -2.0917639825149176e-08 -2.7439517334504145e-07 -1.0931846094053895e-06 2.1955172802e-06 -2.973625825532695e-06 1.350089942905423e-06
PC7 2.0173352442095264e-06 1.4250599153633082e-07 -2.0909247484932047e-07 1.3761827241780174e-07 1.112804012852576e-07 8.433011318809964e-07 2.0540320641097996e-08 8.293108291457287e-06 4.5328169331407653e-07 -1.5895031652879228e-07 -8.919323332480488e-08 6.023036288482174e-07 1.1827750218300901e-07 3.219630019506689e-07 -1.0575605280456933e-08 -3.784478152733828e-07 6.947042469557183e-09 -3.153992450308576e-08 6.175599016213029e-08 2.812215423329315e-10 -1.839176447261882e-07 -1.4896281940362978e-06 9.363055122459359e-07 4.238920668219212e-06 1.4351477788592234e-06
PC8 8.583112385482057e-07 1.5870642950826806e-07 2.901081713699773e-07 -1.1454432551165722e-07 -8.680414626214836e-07 -5.070623428232598e-07 1.0370359323983484e-07 4.5328169331407626e-07 8.92503751914186e-06 1.6610147396089216e-07 2.1224988979870072e-07 -2.66387167121364e-07 2.776219208575355e-07 -6.831029844375505e-09 -5.3633244328647784e-08 -2.1430956450590273e-07 9.633511758491248e-08 9.106030138627577e-08 -1.6082104485179082e-07 -2.5605767227377693e-07 1.7510527841702921e-07 -4.3626677399385046e-07 9.22757596372758e-08 -2.0160445477230758e-06 3.1991821855098442e-06
PC9 3.833268357325104e-07 -8.759125040794637e-08 2.68492495579404e-09 -5.410227524712629e-07 1.9599291315049796e-07 -1.888726349561527e-07 1.623098047840578e-08 -1.589503165287923e-07 1.6610147396089213e-07 8.057164384974118e-06 -6.462275689694591e-08 -1.9432418149423087e-07 -1.5597729493885053e-07 -8.672584406041154e-09 -2.8427646939007943e-07 1.6998087826184663e-07 3.470988105166172e-07 3.1244810884099327e-07 -2.2089938074888623e-07 -1.9525389827315008e-07 -2.2986547648613808e-07 4.372583288034795e-07 4.47561412973068e-07 -2.6401694063034976e-08 6.614086703566292e-07
