 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband
intercept 0.00028735837810751875 3.426602310557955e-07 -2.3431458088757984e-06 -4.1412307614809243e-07 7.034041889258184e-08 -4.5751136248015396e-07 -3.411957517254732e-07 9.345657968867679e-07 3.745296115838412e-08 7.98973812107647e-07 -3.519414339620439e-08 -4.147721769971926e-07 4.107867634702929e-08 1.0394521882475434e-07 4.9703751488616974e-08 -4.372916193610476e-07 -6.303776910071166e-08 2.3508130868375694e-07 -1.214415755074402e-07 5.177809153481235e-07 4.1336758705920266e-07 2.155294565423543e-06
PC1 3.4266023105579556e-07 9.188502259037815e-07 -6.508214596320694e-07 3.738752486141442e-08 -7.223430080224122e-08 -3.426094222682651e-08 -1.0897347488151695e-08 5.678746456861183e-08 1.106173726831686e-07 -3.124265556191398e-08 4.101212409889029e-08 -4.034394915072826e-08 2.2446082865077502e-07 5.075243106178244e-09 -1.1476484636177454e-07 -1.7049307200619955e-07 -1.2608742168333957e-07 1.6462317215082537e-08 4.6664111537854234e-08 3.78444228758602e-08 2.4292434463272414e-08 -9.349831353857282e-07
PC2 -2.3431458088757984e-06 -6.508214596320697e-07 1.7851982833396424e-05 2.2002529559861155e-07 5.449921181897455e-07 -2.6341056871890206e-07 -1.3979286623147254e-07 1.708090682154719e-08 2.801086054863863e-08 -2.8819011065047566e-08 -6.295829894973401e-08 1.174935701100447e-07 -1.1676888888653174e-07 2.4031827683703406e-08 -7.400140380788757e-08 1.5390019374493674e-07 -1.6295672061102266e-07 1.6863687587180795e-07 3.173264355672254e-08 6.122804215011153e-09 3.028497608657685e-08 -1.0094932849438459e-06
PC3 -4.141230761480927e-07 3.7387524861414406e-08 2.2002529559861155e-07 1.915335957965517e-06 2.786271261335228e-08 2.7560169160253186e-07 1.1687759724081345e-08 3.9114048417997694e-08 -7.526554598734004e-08 -3.0311851230991636e-07 3.2190683626503143e-08 1.1497975952279922e-07 7.183391557701708e-08 -1.6080398174026884e-07 3.0390579827070596e-08 -1.0854442862154415e-08 -1.626290712215268e-09 -8.275563468132156e-08 -1.2313243814500084e-07 9.920900595657801e-08 4.813624171004194e-08 7.292048292658213e-07
PC4 7.034041889258148e-08 -7.223430080224121e-08 5.44992118189745e-07 2.786271261335225e-08 3.3075322147331454e-06 4.885015019547645e-07 -1.9365899312628012e-07 -2.2284158111652207e-08 -3.555934046182849e-07 2.422516790479767e-07 8.341789623284017e-08 8.607868978014564e-08 -1.8744668651993518e-07 2.6278254913887104e-08 -6.781008443763394e-08 -5.059705536733815e-08 6.598148698267785e-08 1.3015069779976079e-09 -8.243028677509745e-08 -8.00804339108683e-08 -3.3115367646953836e-08 1.2722059154758369e-06
PC5 -4.5751136248015327e-07 -3.426094222682652e-08 -2.634105687189024e-07 2.756016916025319e-07 4.88501501954765e-07 5.451399947014434e-06 6.996236021820156e-08 4.693855565054528e-07 -1.3560287680858641e-08 -6.598242080636164e-08 -1.052547906766503e-07 -3.396259467802958e-07 1.843325086956228e-07 -2.673052520037237e-07 6.702605439164554e-08 4.894261238109761e-08 -6.027912955078724e-08 2.3487182905322313e-07 -8.986147269900812e-08 9.85288198583333e-08 6.852440652645855e-08 -9.979707745935703e-07
PC6 -3.4119575172547266e-07 -1.08973474881517e-08 -1.3979286623147246e-07 1.1687759724081262e-08 -1.9365899312628004e-07 6.99623602182015e-08 6.017916918591915e-06 1.2731881369124226e-08 -9.201341486849644e-09 4.190049637373347e-08 1.5243864897680892e-08 -1.459429116508544e-07 1.1746606708337823e-08 -1.6955874083640287e-07 -2.5218321653987122e-08 -1.1205782172278089e-08 1.0514385435015966e-08 2.5037120148517994e-07 -5.298210763931583e-08 -2.0386329393801446e-08 -1.0997575616178249e-07 -2.6506142138062276e-07
PC7 9.345657968867684e-07 5.678746456861185e-08 1.7080906821547184e-08 3.911404841799769e-08 -2.2284158111652224e-08 4.6938555650545243e-07 1.2731881369124135e-08 5.021265144826755e-06 2.3306341982133922e-07 -8.22969762900988e-08 -4.191533107052504e-08 3.0607591560797246e-07 5.507035162976189e-08 2.4752372542859925e-07 -2.699750997746423e-08 -1.4690296680637734e-07 -8.866582742564524e-08 -1.7544129982946017e-08 4.410539662286556e-08 -6.336249618910533e-08 -1.0902379364947297e-07 1.505435468622547e-07
PC8 3.745296115838406e-08 1.106173726831687e-07 2.8010860548638556e-08 -7.526554598734005e-08 -3.5559340461828485e-07 -1.3560287680858562e-08 -9.20134148684963e-09 2.3306341982133917e-07 5.024844133028611e-06 7.1469866037178204e-09 1.4407530609768232e-07 -2.225942301106921e-07 1.0690569056340507e-07 -3.1006162106284535e-08 5.3372852037113414e-08 -6.276186638086677e-08 3.195094711764135e-08 6.240074757566506e-08 -3.2423172660954e-08 -7.251734562595679e-08 9.45119138788689e-08 -8.987567243671158e-08
PC9 7.989738121076471e-07 -3.124265556191395e-08 -2.8819011065047626e-08 -3.031185123099163e-07 2.422516790479766e-07 -6.598242080636166e-08 4.1900496373733486e-08 -8.229697629009885e-08 7.1469866037178e-09 4.7817617069400815e-06 6.7164566674711675e-09 -1.4193068089533826e-07 -3.125583314961331e-08 -9.23031428338015e-08 -7.698232976410724e-08 3.4788341848225384e-08 1.3989283299182417e-07 1.216838935653484e-07 -2.0029734760046118e-07 -9.635533994483359e-08 -9.192908633631142e-08 -3.8568884957712967e-07
PC10 -3.519414339620479e-08 4.10121240988903e-08 -6.295829894973401e-08 3.219068362650317e-08 8.341789623284018e-08 -1.0525479067665042e-07 1.5243864897680843e-08 -4.191533107052513e-08 1.440753060976821e-07 6.716456667471154e-09 4.367103137517704e-06 -2.0818321772299386e-07 1.460961825028964e-07 -1.6702052983215355e-07 -1.2993963701236966e-07 -8.879726374692424e-08 -1.336342726232623e-07 5.250471120938871e-08 1.9354592946996552e-07 1.2587790661002163e-07 1.989247242876663e-08 2.2096454337692442e-07
PC11 -4.1477217699719225e-07 -4.034394915072827e-08 1.174935701100447e-07 1.1497975952279914e-07 8.607868978014558e-08 -3.3962594678029553e-07 -1.4594291165085442e-07 3.060759156079726e-07 -2.2259423011069212e-07 -1.419306808953383e-07 -2.0818321772299386e-07 4.321696535101538e-06 -6.33403289537313e-08 -4.2301915317067567e-08 -9.93851380589067e-08 8.720448648440113e-08 1.1486201453146949e-08 1.4234919379570766e-07 -3.6018675548616026e-08 7.788081440833878e-08 1.724591472361403e-07 -3.9477990866571996e-07
PC12 4.1078676347028964e-08 2.244608286507749e-07 -1.1676888888653141e-07 7.183391557701716e-08 -1.8744668651993518e-07 1.8433250869562266e-07 1.1746606708337836e-08 5.507035162976178e-08 1.0690569056340503e-07 -3.125583314961335e-08 1.460961825028965e-07 -6.33403289537313e-08 4.178221631689623e-06 -1.4805521913811338e-10 -1.4436312195536272e-08 -1.0479845165476202e-07 -6.986770930132688e-08 -2.6623990372812143e-08 3.671433117513566e-08 -2.851584637592862e-08 -4.8692631778152906e-08 -2.723713766245588e-07
PC13 1.039452188247538e-07 5.075243106178179e-09 2.4031827683703416e-08 -1.6080398174026886e-07 2.627825491388703e-08 -2.673052520037236e-07 -1.695587408364029e-07 2.4752372542859914e-07 -3.100616210628451e-08 -9.230314283380151e-08 -1.6702052983215358e-07 -4.230191531706759e-08 -1.4805521913814143e-10 3.965131485738018e-06 -8.889358390360736e-08 2.1120052799332662e-07 4.3453930892715794e-08 1.5209268150690067e-08 -1.1160980967210822e-07 2.76451896502388e-08 4.7894665691300694e-08 -7.373729526117007e-07
PC14 4.9703751488617497e-08 -1.147648463617746e-07 -7.400140380788745e-08 3.039057982707058e-08 -6.781008443763396e-08 6.702605439164559e-08 -2.5218321653987188e-08 -2.6997509977464163e-08 5.337285203711341e-08 -7.698232976410727e-08 -1.2993963701236974e-07 -9.938513805890669e-08 -1.4436312195536258e-08 -8.889358390360735e-08 4.3332055535320404e-06 4.362644472150588e-09 -7.23459384357143e-08 -3.071243694759806e-08 9.987764268801523e-08 1.1022395715130829e-07 1.4111875112391153e-08 8.906983615972195e-07
PC15 -4.372916193610478e-07 -1.7049307200619958e-07 1.539001937449366e-07 -1.0854442862154442e-08 -5.059705536733817e-08 4.8942612381097843e-08 -1.1205782172278099e-08 -1.4690296680637728e-07 -6.27618663808667e-08 3.478834184822537e-08 -8.879726374692433e-08 8.720448648440098e-08 -1.047984516547621e-07 2.1120052799332651e-07 4.362644472150533e-09 4.108875435593752e-06 1.1096923738478817e-07 -1.5772485673014677e-07 -7.218603664341412e-08 9.922872480591425e-08 8.06204099399396e-08 -7.121626499308521e-08
PC16 -6.30377691007116e-08 -1.2608742168333957e-07 -1.629567206110226e-07 -1.6262907122152567e-09 6.598148698267779e-08 -6.027912955078721e-08 1.0514385435016026e-08 -8.866582742564526e-08 3.1950947117641255e-08 1.3989283299182425e-07 -1.3363427262326227e-07 1.1486201453146886e-08 -6.98677093013268e-08 4.345393089271574e-08 -7.23459384357144e-08 1.109692373847882e-07 4.204138578782283e-06 3.992147627238413e-09 -4.482383277534143e-08 -1.344162535583703e-07 -8.907139518009402e-08 -1.9151148821687368e-07
PC17 2.350813086837573e-07 1.6462317215082524e-08 1.68636875871808e-07 -8.275563468132162e-08 1.3015069779976124e-09 2.34871829053223e-07 2.5037120148517984e-07 -1.754412998294605e-08 6.240074757566507e-08 1.2168389356534833e-07 5.250471120938879e-08 1.4234919379570763e-07 -2.6623990372812076e-08 1.5209268150690166e-08 -3.0712436947598056e-08 -1.5772485673014674e-07 3.99214762723841e-09 3.8607735096612014e-06 -4.892692255513332e-09 -4.837490315822466e-08 2.6970718340010356e-09 5.06254906828366e-08
