(Intercept) covarSEX covarYOB covarYOBsq covarSEX_YOB covarSEX_YOBsq covarPC1 covarPC2 covarPC3 covarPC4 covarPC5 covarPC6 covarPC7 covarPC8 covarPC9 covarPC10 covarPC11 covarPC12 covarPC13 covarPC14 covarPC15 covarPC16 covarPC17 covarPC18 covarPC19 covarPC20 proband
(Intercept) 0.00174430844341728 -1.73395675410945 -0.0813854287648095 0.0805993096358247 3.43773928260617 -1.70431665620673 5.90241619143138e-05 -7.72450221380939e-06 -0.000197075082355551 1.4578114652426e-05 -5.60910298953382e-05 4.63773604613733e-05 -4.50959141605716e-05 -4.38280371427605e-05 -1.02067321077203e-05 5.40227547569617e-05 1.01747904012493e-05 4.98075653439012e-05 3.39144530115725e-05 8.4264659876485e-05 4.44172804594246e-05 3.56470762423484e-05 -2.6415607876909e-05 5.91213742378106e-05 3.85470982485671e-05 -2.31627399556316e-05 5.26166563861173e-06
covarSEX -1.73395675410945 352278.169749996 7010.79179009053 -7001.79014699112 -704431.177922336 352204.392743922 0.320845242141732 0.141877067409744 -0.356313725546673 -0.0234606374901764 -0.23316844627515 0.279135922834409 -0.382687603703258 0.0621013691212091 -0.363451111550747 0.421709614570971 0.0631869464166079 0.182823928511108 -0.155455276944261 -0.416001204913447 -0.37964888089177 -0.417938545745718 0.0740855700015419 -0.139176329991491 0.223112879130381 0.339163283565966 0.0560778950358974
covarYOB -0.0813854287648095 7010.79179009053 230.43777421511 -230.143809836341 -14014.4965893838 7004.74132155388 -0.00076064610937466 -0.00350128432072835 0.001758839477254 -0.00831803637081512 0.00100777046320866 0.010450936602896 -0.00214370881110624 0.00509242314155517 -0.000560203115643947 0.00413754168538752 0.00513723002612196 0.00516265028401308 -0.00165701125031974 -0.00218445025993939 -0.0161928628436654 -0.0181642767522641 0.00897341566293587 0.00517514161316699 0.00399289616957066 -0.00210509786303058 -0.0015955325898336
covarYOBsq 0.0805993096358247 -7001.79014699112 -230.143809836341 229.854883358795 13996.7853362066 -6996.02981092583 0.000621004104733818 0.00357823384935343 -0.00159895953471991 0.0083657864071909 -0.00100410785353624 -0.0105192264653086 0.00216333394655328 -0.00508116757901437 0.000623642018240994 -0.0040987365255854 -0.00511465611062246 -0.0051848933781194 0.00169136911301593 0.00208796331804141 0.0161799713515058 0.0181895543983506 -0.00901629236918611 -0.00517416854874493 -0.00403865830071559 0.00213116600542878 0.00157617029075215
covarSEX_YOB 3.43773928260617 -704431.177922336 -14014.4965893838 13996.7853362066 1408640.43372251 -704311.957415752 -0.645336417323075 -0.282015430244126 0.714955838420911 0.0489695602446522 0.468997339444572 -0.561581445023396 0.767062366773444 -0.125102002647934 0.730054330014671 -0.83921991852037 -0.127371537630278 -0.362473340298432 0.313658545915234 0.829033887556061 0.759455863211129 0.834064485330557 -0.147299161410279 0.27660533513296 -0.449050879114354 -0.678567002441514 -0.109331605594904
covarSEX_YOBsq -1.70431665620673 352204.392743922 7004.74132155388 -6996.02981092583 -704311.957415752 352158.890818998 0.32446377578752 0.140159259719098 -0.358695008272686 -0.0254877742084349 -0.235859745742963 0.282512943173825 -0.384433081994627 0.0630182047457913 -0.366672001622325 0.417590021523618 0.064228523594723 0.179695944813011 -0.158217731460604 -0.413114352702608 -0.37984297053063 -0.4161775544418 0.0732671333017184 -0.137425343867608 0.225972883736636 0.339416593570235 0.053273860658027
covarPC1 5.90241619143138e-05 0.320845242141732 -0.00076064610937466 0.000621004104733818 -0.645336417323075 0.32446377578752 0.00185807789816719 -0.000308343045138345 0.00032015689865068 -8.13906966298988e-05 -4.091597823838e-05 7.7886902243694e-06 3.87934568505774e-05 9.19001168339667e-05 -1.59179429556974e-05 2.6749521118236e-05 -3.95370151118905e-05 0.000242788494203078 1.49217485762395e-06 -0.000116798751909691 -0.000179794979826686 -0.00018541166133332 3.11191266450933e-05 6.68232688982046e-05 3.49927157542332e-05 2.51309274457157e-05 -0.000133590726277797
covarPC2 -7.72450221380939e-06 0.141877067409744 -0.00350128432072835 0.00357823384935343 -0.282015430244126 0.140159259719098 -0.000308343045138345 0.00174930716928492 6.69623318165358e-05 0.00017567396538061 -2.79154991495868e-05 -3.47048670610734e-05 5.05012145401403e-06 1.32509304951012e-05 -3.55075184646282e-06 -3.9893938522549e-06 2.58550448434533e-05 -5.92485484503812e-05 -1.00375021167863e-05 -3.78004824439469e-05 6.59435589207087e-06 -3.30163511821343e-05 5.64023596885921e-05 -8.92257368992775e-08 -9.80073493961258e-06 8.00664017722113e-06 -3.47166214919206e-05
covarPC3 -0.000197075082355551 -0.356313725546673 0.001758839477254 -0.00159895953471991 0.714955838420911 -0.358695008272686 0.00032015689865068 6.69623318165358e-05 0.00195525749052313 1.84008976712649e-05 0.000166197139330687 1.16744268427744e-05 6.74069667639685e-05 -3.61026545180437e-05 -0.000213083895965311 3.44157062356856e-05 8.82945948318952e-05 3.62133136300339e-05 -0.000131103351102617 -2.76914609839704e-05 -7.57120318235928e-06 5.37238039259626e-06 -0.000100048549780864 -0.000114012957332912 7.30762574619192e-05 2.08613010179525e-05 3.5867337941973e-05
covarPC4 1.4578114652426e-05 -0.0234606374901764 -0.00831803637081512 0.0083657864071909 0.0489695602446522 -0.0254877742084349 -8.13906966298988e-05 0.00017567396538061 1.84008976712649e-05 0.00175094622643853 0.000217650529150016 -0.000103666248773059 1.72890833714684e-05 -0.000210495379269851 0.00011069997537649 3.36350691104178e-05 3.66877403679105e-05 -0.000117157386567751 1.2062554012761e-05 -6.34317030844883e-05 -1.55789923178522e-06 5.99685759854106e-05 1.78205731553835e-05 -6.88829362835099e-05 -4.2402821769123e-05 1.12100582844312e-05 8.60091241397054e-05
