 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.000679227139562224 2.172256086379244e-06 1.7423123095477122e-06 -4.86562720053273e-07 1.7621262437910382e-06 -1.6337595737271118e-06 1.3400081606020103e-06 7.79817133699254e-07 1.2483404160427384e-06 1.4309685369631567e-06 3.8631541143308494e-07 2.8864943534177706e-06 -3.1166857868841945e-06 1.5155511901009493e-06 -1.4766502158723714e-06 -1.937742222349213e-06 -2.1093849979276673e-06 -6.500054423288567e-07 -7.006607643157051e-08 2.806186898032262e-06 5.079579073656302e-07 2.4713600644698815e-06 6.794487274721213e-05 -7.902948179456029e-06 -7.369275491503562e-05 -5.755620786867778e-05 -3.1078594142559475e-05 5.716102831868864e-06
PC1 2.1722560863792447e-06 2.329609749198866e-06 -1.7090293286583114e-06 -1.9005360243599462e-07 -1.0689315535861925e-07 -3.279242688085174e-07 2.430431139809389e-08 1.4329867341254345e-07 3.991919813199018e-08 -1.1464645092034992e-07 7.312887558182411e-08 -2.7014256369946026e-08 5.52175781350936e-07 -1.419004232004206e-07 -3.7958057007957056e-07 -6.253199640087087e-07 -4.6740184214987753e-07 1.6013686336159189e-07 -4.395985011001215e-08 1.8352442482874045e-07 -6.112158877625132e-08 5.14962986750395e-07 1.8813284961995359e-06 -2.88901182327801e-08 -7.341218813892077e-06 -1.2461242604553966e-07 -1.2741964380343942e-06 -5.292834844695806e-06
PC2 1.742312309547716e-06 -1.709029328658311e-06 4.461063916496236e-05 9.443033261082071e-07 1.204638124114755e-06 -4.829055629234637e-07 -8.22628666361357e-08 -1.5746059691642408e-07 1.016556115854227e-06 -2.8712800569443876e-07 4.472955662093879e-07 -4.5837412053319545e-07 -7.534452574535214e-07 5.468336242347001e-07 -8.932401111763032e-07 3.604118286911903e-07 2.4824682528061955e-08 7.911753953502767e-07 3.2442438095670613e-07 -3.7853508623185337e-07 -2.514117871290784e-07 1.5668005529197425e-07 1.1559331362818828e-06 2.067450859547861e-06 -1.2449784581638082e-05 1.2737913101814601e-05 -2.537868171755996e-06 -8.889876712103654e-06
PC3 -4.865627200532728e-07 -1.9005360243599425e-07 9.443033261082069e-07 4.570378589055837e-06 2.0047864073564546e-07 9.486603570782504e-07 -2.0619255687835682e-08 3.9420294933117646e-07 -2.435179538771366e-07 -8.562337411811438e-07 1.2025709310478786e-07 2.651962061038604e-07 1.1426328301258628e-08 -5.484459909825076e-07 1.3823287682576418e-07 -4.5610020982779284e-08 1.243685296802817e-07 -2.8071841793317886e-07 -3.928651614555012e-07 3.185826644498127e-07 1.0500024263375595e-07 -2.306920016314327e-06 -4.345336388183035e-06 2.1151628282654385e-06 5.359717349034326e-06 7.528961211754428e-06 -1.0062108176766933e-06 6.389069885319677e-06
PC4 1.7621262437910373e-06 -1.0689315535861904e-07 1.204638124114755e-06 2.0047864073564552e-07 8.372367883181214e-06 1.4288365332036261e-06 -3.4902048247378617e-07 1.9616430210772265e-07 -1.1027718715889223e-06 4.444644582002722e-07 2.450204796440086e-07 8.531954528223836e-08 -8.652906636877039e-07 -3.9877270979526457e-07 -6.17591498059001e-08 -6.706175711035086e-08 -4.8674778629113134e-08 -1.5268861829339277e-08 -3.718097772702035e-07 -2.0328827473570722e-07 9.61229828724459e-08 -1.127091517074259e-06 -2.1998854619215655e-06 7.61785026191071e-07 1.4510190808285188e-06 1.3789024807404833e-05 -5.486018761368103e-07 8.080768372439255e-06
PC5 -1.6337595737271108e-06 -3.2792426880851747e-07 -4.829055629234631e-07 9.486603570782509e-07 1.4288365332036263e-06 1.5046941859716497e-05 3.4375147863241164e-07 9.50734775307065e-07 -6.066890504835404e-07 -3.521591263669328e-07 -1.6101167191631589e-07 -1.0153504883853911e-06 4.930847904407973e-07 -9.012408963007851e-07 4.764602640045675e-07 -1.5573699414569077e-07 -1.7961821625136444e-07 6.693889656951821e-07 -3.3372778691069454e-07 1.8620684783358569e-07 1.020162562158643e-07 -2.7575202270739977e-06 -8.416246474517996e-06 6.053104320721839e-06 9.915593421153514e-06 8.304285112448303e-06 -3.2523177415158194e-06 -9.082498891463475e-06
PC6 1.3400081606020105e-06 2.4304311398093862e-08 -8.226286663613578e-08 -2.061925568783545e-08 -3.4902048247378644e-07 3.4375147863241164e-07 1.414004352694567e-05 -2.97432242379072e-09 3.91769580812195e-07 1.8197395884710655e-07 9.729267098230155e-08 -4.4887969159995203e-07 2.425162885735542e-07 -3.5597378502739087e-07 -1.7346999730304207e-07 3.8176825967507005e-08 -4.8517099070510714e-08 2.2661993932932156e-07 -4.1182317668391015e-07 -2.0289113360223444e-07 -4.5634267345786337e-07 3.035769253973096e-07 6.031529937266272e-06 5.456885879067847e-08 9.259970649838793e-07 -7.32290576153968e-06 5.114614448176064e-06 -1.480630962317776e-06
PC7 7.798171336992548e-07 1.4329867341254337e-07 -1.5746059691642398e-07 3.9420294933117614e-07 1.9616430210772278e-07 9.507347753070647e-07 -2.9743224237907046e-09 1.1827898267533376e-05 7.137458141232349e-07 -3.104978996089348e-07 -2.2088106304801043e-07 1.0556901259379958e-06 1.6050395633750922e-07 4.7106293524880337e-07 -4.7231285380472174e-08 -3.365831263995701e-07 -2.58784378232723e-07 -8.978360905347505e-08 8.65269546758478e-08 8.329963845750296e-08 -2.0457512663940526e-07 -1.8961378558886328e-06 -1.394596786027546e-05 -3.1456314284723247e-06 6.657704289526901e-06 1.294310554289229e-05 8.495770075943375e-06 4.083949675533675e-06
PC8 1.24834041604274e-06 3.99191981319901e-08 1.0165561158542262e-06 -2.435179538771366e-07 -1.1027718715889223e-06 -6.066890504835404e-07 3.9176958081219457e-07 7.13745814123235e-07 1.256477960124367e-05 2.984907848202601e-07 4.725864547106775e-08 -6.98496508048211e-07 1.554349340571675e-07 2.0874172490497557e-08 -4.5453365431745714e-08 -4.75043660786601e-07 2.6989175522904283e-08 9.212178279507969e-08 -4.238250120717688e-07 -3.1902187221211915e-07 2.738341067350598e-07 1.146011813589401e-06 -6.404424428638445e-06 -2.320640856321293e-06 1.0125013586825425e-05 -2.993963379594027e-06 -1.5984519433031102e-06 5.798517074609054e-06
PC9 1.4309685369631556e-06 -1.1464645092034989e-07 -2.8712800569443887e-07 -8.562337411811441e-07 4.444644582002721e-07 -3.5215912636693267e-07 1.8197395884710658e-07 -3.1049789960893515e-07 2.984907848202598e-07 1.1145309752328419e-05 -3.3249690313234867e-07 6.940837966364327e-08 -4.659270248056692e-07 -7.262586550725315e-08 -7.292383469555492e-07 3.254822522939174e-07 5.24492743268109e-07 5.652405278409463e-07 -2.607871050858199e-07 -1.684689760598276e-07 -5.217931288999189e-07 -1.5653073397417848e-06 8.77339716575877e-06 5.012581887723515e-06 -7.621263808472419e-06 -2.5320994645199427e-06 -9.688445261019632e-07 -4.454198977105612e-06
