 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband maternal gpm gmm
intercept 0.0003257115035983846 5.125527052312382e-07 -1.7404992372551977e-06 -6.523815596690687e-07 9.308668151222118e-07 -2.66681681133088e-07 -1.3254612892492e-07 1.2427349023029324e-06 4.893217642876884e-07 1.951890296663175e-07 -5.125789391016174e-07 -3.1619203666082975e-08 -2.1176919184991244e-07 4.7320720478201746e-07 4.322992361309234e-07 -5.562347857250079e-07 -1.5315441469640557e-07 -1.7959639924268845e-07 5.112156970842797e-07 7.350258667350533e-07 3.5269072781851415e-07 6.182114362437852e-07 -3.6801393414238502e-06 -1.146309288294294e-05 1.1226716428746374e-05
PC1 5.125527052312382e-07 1.109537211168936e-06 -6.553975566850755e-07 -1.1673452457953786e-08 -5.788924834237726e-08 -1.2835961920730884e-07 1.0288494245735843e-08 8.037791406032498e-08 9.203391947316642e-08 -5.686111622581954e-08 7.434385176695467e-08 -5.149456428517177e-08 1.9619630310989705e-07 -5.497065713857013e-08 -9.309312147827723e-08 -1.92333217940926e-07 -1.3667366673692428e-07 -2.659677170751281e-09 -1.7080289900628647e-08 5.7716763975797454e-08 1.616939688920623e-08 -3.2475102951993944e-07 -1.0232452249151495e-07 -3.9227475073636664e-07 -2.198055856646507e-06
PC2 -1.7404992372551964e-06 -6.55397556685075e-07 1.7230546307632185e-05 2.828555130275856e-07 5.360409686673203e-07 -1.4326564632563654e-07 -3.404181529208069e-08 -6.293872548843389e-08 1.6710650530237747e-07 3.5120064415682584e-08 -1.0983797270053972e-08 -1.4458355929048759e-08 -5.8622448103021703e-08 1.4967533144906305e-07 -2.414862493451314e-07 1.8897420426280985e-07 -8.117704827527397e-08 4.0317106621707584e-07 6.633339994393527e-08 -1.3008158124678747e-07 8.513429470184583e-08 -1.9950560453929506e-07 3.931549649982312e-06 -2.8530678671413057e-06 -4.094834333479986e-06
PC3 -6.523815596690688e-07 -1.1673452457953832e-08 2.8285551302758544e-07 2.202220577912578e-06 3.89881037189964e-08 3.1952641826086294e-07 4.229018691128674e-09 7.6230400644553e-08 -5.139900954323273e-08 -2.9840830775027784e-07 6.9350745577546895e-09 7.737798710447205e-08 9.597412532191167e-08 -2.5803128908503195e-07 -2.9807186414877045e-08 -1.442943874515953e-08 -9.12966829727655e-09 -6.7497622052454e-08 -1.9276026769297592e-07 1.0646793229176167e-07 4.261925884315259e-08 2.2418840002897154e-07 1.4301403123179378e-06 -2.106607319182079e-07 2.129828263858029e-06
PC4 9.308668151222124e-07 -5.788924834237718e-08 5.360409686673205e-07 3.898810371899642e-08 3.684404521455333e-06 5.954956826787316e-07 -2.0465768299226698e-07 5.517400377625296e-08 -4.4659516868524334e-07 9.689225087680022e-08 1.2442004318531214e-07 -3.340257573559765e-08 -2.8435773482577536e-07 -1.1123495966444449e-07 4.002881705931643e-09 -1.6479195531651736e-09 8.186009333726246e-09 5.103423824013012e-08 -6.651875966908083e-08 -8.914064135549292e-08 7.146585172652573e-09 5.9912023661298e-07 -7.451561415197214e-07 9.58998089132298e-07 3.5530369752717613e-06
PC5 -2.6668168113308795e-07 -1.2835961920730884e-07 -1.4326564632563646e-07 3.195264182608632e-07 5.954956826787319e-07 5.9895953758904434e-06 8.390329926232436e-08 4.204592264096636e-07 -2.0834246421303444e-07 -9.737654353855053e-08 -1.087644326508669e-07 -3.223018999354897e-07 2.0462737031739258e-07 -2.989485024466075e-07 1.322267183167366e-07 -3.119480994796847e-08 -3.5723501392478645e-08 2.1079738456120636e-07 -6.070060542283982e-08 1.3792906024715548e-07 4.709594680626627e-08 -9.280500304425663e-07 2.1485843521340913e-06 3.64692729106976e-07 -4.538797173452861e-06
PC6 -1.3254612892492045e-07 1.0288494245735825e-08 -3.404181529208075e-08 4.229018691128607e-09 -2.046576829922669e-07 8.390329926232443e-08 5.715727747769785e-06 4.710560217048095e-09 5.787384744318891e-08 -1.791178059032536e-08 3.1382506346990275e-08 -1.0831569571809616e-07 7.702252905108906e-08 -1.3416530894567077e-07 -4.528227163395137e-08 2.948497801918569e-08 -9.975641025196129e-09 1.66800676272576e-07 -6.518744868285081e-08 3.9598374343271364e-10 -1.5110443489151995e-07 -6.113524312823995e-07 1.3947190450349021e-06 -2.1713457821578375e-06 8.678450923900783e-07
PC7 1.242734902302933e-06 8.03779140603251e-08 -6.293872548843416e-08 7.623040064455299e-08 5.5174003776253e-08 4.2045922640966377e-07 4.710560217048141e-09 4.722041647990833e-06 2.2037565924650408e-07 -8.74456227150957e-08 -7.341542667348091e-08 2.844677370149392e-07 5.730750791990805e-08 1.365274524136642e-07 3.135740092381121e-08 -1.9237542941207816e-07 7.398175388760732e-09 -1.4280695138298015e-08 4.533734454445722e-08 -1.1393299570944213e-08 -9.708503418822991e-08 -7.568375070848954e-07 5.702294627792884e-07 2.396291940874241e-06 7.886870911892926e-07
PC8 4.893217642876883e-07 9.203391947316645e-08 1.6710650530237741e-07 -5.139900954323272e-08 -4.4659516868524334e-07 -2.083424642130344e-07 5.787384744318897e-08 2.203756592465041e-07 5.02310966370498e-06 6.814413596477264e-08 8.514466727129508e-08 -1.4607703705673363e-07 1.8460223221138996e-07 -1.5535094150801084e-08 -3.665613825905057e-08 -1.2703830429263733e-07 6.435338476028943e-08 2.6980336839565007e-08 -8.314321380844402e-08 -1.4400754416020928e-07 6.995027551390235e-08 -7.956827086453245e-08 6.41268821999751e-08 -1.3548007168055088e-06 1.7458017853138855e-06
PC9 1.9518902966631753e-07 -5.686111622581952e-08 3.5120064415682603e-08 -2.9840830775027784e-07 9.689225087680021e-08 -9.737654353855053e-08 -1.791178059032538e-08 -8.744562271509566e-08 6.814413596477254e-08 4.584208500963206e-06 -3.0847754857669855e-08 -9.631358326854636e-08 -7.112994681910898e-08 2.384263213251094e-09 -1.2719697751244217e-07 1.0751799859088264e-07 2.0507971624283456e-07 1.5932715336059985e-07 -1.540442703202017e-07 -1.1068661799888566e-07 -1.0490476235378164e-07 1.8372295619757396e-07 2.2465610036470855e-07 -3.9814693625498753e-08 4.557228144810757e-07
