 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband maternal gpm gmm
intercept 0.00038634880934754434 5.824713077809319e-07 -2.6921568585082683e-06 -7.670535011851455e-07 9.035730595821609e-07 -2.082154751980454e-07 9.089556289483893e-08 1.7324035501151587e-06 7.846428984844429e-07 3.4281706724387857e-07 -5.129574387608585e-07 3.091100128072853e-07 -3.937869328106785e-07 7.246451372216235e-07 3.1852420310331533e-07 -8.592882824035606e-07 -2.394875794319776e-07 -4.0522753382557737e-07 5.273154216533913e-07 1.1647161558833381e-06 3.052764953241334e-07 1.7693240673036414e-07 -5.209213787275417e-06 -1.423733983794606e-05 1.2216167031252471e-05
PC1 5.824713077809312e-07 1.3465626637089546e-06 -9.941944579792568e-07 -2.031426584739913e-08 -9.283888106225838e-08 -1.8898918129276597e-07 2.639895179369669e-08 1.1306982567651052e-07 1.3879452686289268e-07 -6.855784794694292e-08 1.1393595040285575e-07 -6.536533353670978e-08 2.944955307880303e-07 -8.024760386648974e-08 -1.4263509205589446e-07 -2.90894425372699e-07 -2.1891938663030856e-07 -6.097845010902239e-09 -1.6934288062550462e-08 8.80320795995483e-08 2.0547186774271743e-08 -5.408971885749458e-07 -1.3589175345119305e-07 -4.769093646137686e-07 -2.4460875453899238e-06
PC2 -2.6921568585082696e-06 -9.941944579792568e-07 2.5953060909211774e-05 4.275412250494245e-07 8.724627634282157e-07 -1.23024025927435e-07 -4.62206814662588e-08 -1.832420156576874e-07 2.2779912819380948e-07 -4.9699655448899526e-09 -2.412483908312384e-08 -1.0165965779151667e-07 -1.759755785668905e-07 2.555871895640489e-07 -3.7795325497306374e-07 3.0012443906448353e-07 -8.20056154484246e-08 5.971121754677368e-07 3.294297101724071e-08 -2.4564459838551675e-07 1.0099265239696536e-07 -5.748600193691339e-07 6.296577352831959e-06 -4.360381302176245e-06 -6.071856148683613e-06
PC3 -7.670535011851461e-07 -2.0314265847399194e-08 4.2754122504942456e-07 2.751255543286655e-06 7.499503290077829e-08 4.901965402275028e-07 1.653839579654879e-08 1.224015468326175e-07 -9.365474487701593e-08 -4.5147224369221405e-07 2.575404545517702e-08 1.2070155900014734e-07 1.28775017879567e-07 -3.990219196581767e-07 -3.0884954958465154e-08 -6.890993581427274e-09 1.2502067562469457e-08 -1.2387330971235423e-07 -2.907428488487625e-07 1.910272891626162e-07 6.086895745302508e-08 1.5788031568967083e-07 1.9847989567827762e-06 -3.808776178551501e-07 2.5171875079694435e-06
PC4 9.035730595821614e-07 -9.283888106225838e-08 8.724627634282155e-07 7.499503290077826e-08 4.782594253037062e-06 9.568088874735e-07 -3.0358825667871496e-07 9.451081351267499e-08 -7.140342715756562e-07 1.6715488957244102e-07 1.7044094544943925e-07 -3.779688686766549e-08 -4.0346314602511544e-07 -1.766825200473675e-07 -4.069914623516106e-08 -1.675277901046449e-08 5.551909645334475e-08 1.0122353486045807e-07 -1.4649274881120494e-07 -1.2095425982506202e-07 7.224200507122322e-09 1.038762910680851e-06 -1.053311221477445e-06 1.0751320431329905e-06 4.667984927955101e-06
PC5 -2.0821547519804704e-07 -1.8898918129276603e-07 -1.2302402592743476e-07 4.901965402275029e-07 9.568088874735001e-07 8.641439846933716e-06 1.3059320997214503e-07 7.081626890703523e-07 -4.377741451665011e-07 -1.6479161398967931e-07 -2.2502574024084548e-07 -5.938794174808869e-07 3.0823189147664495e-07 -4.976754791910089e-07 2.042500827404183e-07 -3.269431031185496e-08 -6.730669209551782e-08 3.7133083101168347e-07 -1.2009377726955633e-07 2.7039819708904e-07 1.0753720908849151e-07 -1.0574768543520736e-06 3.398195312445524e-06 5.75139095233572e-07 -6.705267846854899e-06
PC6 9.089556289483791e-08 2.6398951793696647e-08 -4.622068146625872e-08 1.6538395796548717e-08 -3.035882566787146e-07 1.3059320997214506e-07 8.432189907507749e-06 2.3607184143785472e-09 9.108392848403254e-08 1.0578264469648012e-08 4.1630220981264535e-08 -1.6311018648838625e-07 8.812501064522793e-08 -2.754681855973139e-07 -2.990135620741567e-08 3.9157374245273615e-08 -2.7661728689833356e-08 2.4184902164077556e-07 -8.672514485253752e-08 -1.4438647002311096e-08 -2.3508237925050037e-07 -9.366376034311355e-07 1.9297754296927872e-06 -2.4931601401957654e-06 1.119725863473381e-06
PC7 1.7324035501151587e-06 1.1306982567651048e-07 -1.8324201565768725e-07 1.2240154683261754e-07 9.451081351267499e-08 7.081626890703523e-07 2.3607184143786142e-09 6.909763311960895e-06 3.863365102883239e-07 -1.4100816226159625e-07 -7.912931168209646e-08 4.953729721529817e-07 8.987950318363644e-08 2.7469988975707705e-07 -1.0521184709163971e-08 -3.149670148303499e-07 1.1011003927586738e-08 -2.1669579821902555e-08 5.127872156266512e-08 1.6657298281041478e-09 -1.5179093540416258e-07 -1.2565687658523284e-06 7.333743737668256e-07 3.473776977868013e-06 1.1703484332116556e-06
PC8 7.846428984844423e-07 1.3879452686289273e-07 2.2779912819380958e-07 -9.365474487701606e-08 -7.140342715756567e-07 -4.3777414516650125e-07 9.10839284840326e-08 3.8633651028832403e-07 7.478814598528205e-06 1.3241245152320323e-07 1.7235630741509073e-07 -2.0222710184591102e-07 2.4676087612365693e-07 -2.9861052384990225e-09 -5.0163445158054254e-08 -1.9213170451235017e-07 8.99633613712456e-08 8.735619394229676e-08 -1.4237422749232268e-07 -1.9953104616391959e-07 1.5017763990167517e-07 -3.234752907256584e-07 4.8297617410744686e-08 -1.7450412777158357e-06 2.681973930674175e-06
PC9 3.42817067243879e-07 -6.855784794694292e-08 -4.9699655448902e-09 -4.5147224369221437e-07 1.6715488957244105e-07 -1.6479161398967934e-07 1.0578264469647688e-08 -1.4100816226159622e-07 1.3241245152320328e-07 6.723287255310429e-06 -4.493774400237826e-08 -1.5612151442188018e-07 -1.1818122397034413e-07 -1.3844940874966319e-08 -2.3735881229893067e-07 1.4261536282853512e-07 2.761883866541718e-07 2.525432568643493e-07 -1.859383018792655e-07 -1.5036586481162876e-07 -1.8250444056674745e-07 2.941914280797009e-07 4.993495197421533e-07 -1.3790884622594944e-07 5.132522988858383e-07
PC10 -5.129574387608591e-07 1.1393595040285567e-07 -2.412483908312375e-08 2.5754045455176978e-08 1.7044094544943925e-07 -2.2502574024084548e-07 4.163022098126459e-08 -7.912931168209658e-08 1.7235630741509073e-07 -4.493774400237821e-08 6.3452676511064895e-06 -1.8654904160496988e-07 1.9175674009552528e-07 -2.841890075868896e-07 -3.679283694493661e-08 -1.1520053170207442e-07 -3.24915507020331e-07 1.4481713022006944e-07 1.9334474756285482e-07 2.148599753168358e-07 -2.855826688959196e-08 -2.9737623317917097e-09 -1.405803437954987e-06 -7.881602462661265e-07 5.369013295672505e-06
PC11 3.0911001280728565e-07 -6.536533353670973e-08 -1.0165965779151698e-07 1.207015590001473e-07 -3.77968868676655e-08 -5.938794174808872e-07 -1.6311018648838636e-07 4.95372972152982e-07 -2.0222710184591113e-07 -1.561215144218801e-07 -1.865490416049698e-07 6.3163673095452335e-06 -1.6126325740747718e-07 4.693457268637915e-08 -2.741643249639222e-07 1.5973459244074456e-07 1.4108476898985578e-07 1.565871277440195e-07 -2.3776960979357935e-08 2.480825491535374e-07 2.173650063952387e-07 -4.884476584188638e-07 -3.3980074994086173e-07 5.614005567943823e-07 -3.4505034542446154e-06
PC12 -3.9378693281067996e-07 2.944955307880302e-07 -1.7597557856689034e-07 1.2877501787956705e-07 -4.0346314602511555e-07 3.082318914766448e-07 8.812501064522788e-08 8.987950318363636e-08 2.467608761236568e-07 -1.1818122397034398e-07 1.9175674009552528e-07 -1.6126325740747704e-07 5.909665578472331e-06 -1.4658936465171144e-08 -7.756419216396207e-08 -1.8229148572573398e-07 3.711123202146773e-09 -6.447468752478357e-08 -2.253204151451067e-08 6.219737253550631e-08 -8.302004767393325e-08 -4.1057092050165585e-07 2.447209471297556e-06 -2.349976200935039e-06 -3.6780302594010065e-07
PC13 7.246451372216241e-07 -8.024760386648975e-08 2.555871895640487e-07 -3.990219196581766e-07 -1.7668252004736754e-07 -4.976754791910085e-07 -2.754681855973138e-07 2.74699889757077e-07 -2.9861052384991275e-09 -1.3844940874966468e-08 -2.841890075868896e-07 4.6934572686379086e-08 -1.465893646517118e-08 5.926534305057624e-06 -1.8020009078652943e-07 4.196331716505637e-07 2.2883007403683976e-07 5.714711937946467e-08 -6.837572017275188e-09 -9.12989465563711e-09 4.6135496866110884e-08 -4.572966015597798e-07 -4.5787146285839056e-06 3.705317833940876e-06 2.750854799928732e-06
PC14 3.185242031033142e-07 -1.4263509205589443e-07 -3.779532549730639e-07 -3.088495495846522e-08 -4.069914623516108e-08 2.0425008274041807e-07 -2.9901356207415696e-08 -1.0521184709164043e-08 -5.016344515805424e-08 -2.3735881229893067e-07 -3.6792836944936514e-08 -2.741643249639222e-07 -7.756419216396197e-08 -1.8020009078652943e-07 6.171923509455213e-06 -2.8705769453401286e-08 -8.985991110850294e-08 -2.6454274060258527e-08 1.8800404402377097e-07 1.0227899373142543e-07 -4.861682624316041e-08 2.2446698939880183e-07 -4.67755348240928e-06 2.030498728356224e-06 7.3484659322410695e-06
PC15 -8.592882824035599e-07 -2.908944253726989e-07 3.0012443906448327e-07 -6.8909935814273856e-09 -1.6752779010464513e-08 -3.2694310311855185e-08 3.915737424527364e-08 -3.149670148303498e-07 -1.9213170451235006e-07 1.42615362828535e-07 -1.1520053170207449e-07 1.5973459244074483e-07 -1.8229148572573398e-07 4.1963317165056383e-07 -2.870576945340133e-08 5.887525889402248e-06 1.850530327982053e-07 -2.056190146815997e-07 -4.229831657733175e-08 3.7332568713820045e-08 4.1385631919548115e-08 3.6039079369386713e-07 -2.7949587846330135e-06 7.444553099275249e-07 3.6684271335095047e-06
PC16 -2.394875794319758e-07 -2.1891938663030858e-07 -8.200561544842491e-08 1.2502067562469486e-08 5.551909645334471e-08 -6.73066920955179e-08 -2.766172868983349e-08 1.1011003927586743e-08 8.99633613712457e-08 2.761883866541718e-07 -3.249155070203309e-07 1.4108476898985596e-07 3.7111232021465607e-09 2.288300740368398e-07 -8.985991110850302e-08 1.8505303279820528e-07 5.886629532526113e-06 3.6848390857290786e-08 -2.0800692208756695e-07 -2.403767513673337e-07 -1.2389259814299632e-07 -6.775395053989098e-07 -2.8596729960727913e-06 7.552072516889274e-06 -2.7086564507080948e-06
PC17 -4.0522753382557753e-07 -6.097845010902198e-09 5.971121754677364e-07 -1.2387330971235425e-07 1.0122353486045814e-07 3.7133083101168347e-07 2.418490216407754e-07 -2.1669579821902584e-08 8.735619394229679e-08 2.525432568643491e-07 1.4481713022006936e-07 1.565871277440196e-07 -6.447468752478345e-08 5.7147119379464597e-08 -2.6454274060258623e-08 -2.0561901468159985e-07 3.684839085729078e-08 5.634564898747606e-06 1.6900886583567226e-07 -1.2170283527737616e-07 2.4373325296819188e-08 -3.528424795365689e-07 2.148727621755909e-06 -2.5607467004168015e-06 -6.782252405114101e-07
PC18 5.273154216533905e-07 -1.6934288062550436e-08 3.2942971017240396e-08 -2.9074284884876256e-07 -1.4649274881120504e-07 -1.2009377726955625e-07 -8.672514485253752e-08 5.1278721562664994e-08 -1.4237422749232276e-07 -1.859383018792654e-07 1.9334474756285474e-07 -2.3776960979357975e-08 -2.253204151451065e-08 -6.8375720172751904e-09 1.8800404402377078e-07 -4.229831657733174e-08 -2.080069220875669e-07 1.6900886583567224e-07 5.468041556250354e-06 -9.017057995534914e-08 5.841512635530624e-08 4.869575143983427e-08 -4.3793163613949924e-07 -3.580204988506113e-07 1.6102933417089655e-06
PC19 1.1647161558833381e-06 8.80320795995483e-08 -2.456445983855166e-07 1.910272891626163e-07 -1.2095425982506202e-07 2.7039819708904e-07 -1.4438647002311106e-08 1.6657298281041447e-09 -1.995310461639195e-07 -1.5036586481162874e-07 2.1485997531683595e-07 2.4808254915353734e-07 6.219737253550634e-08 -9.12989465563701e-09 1.0227899373142546e-07 3.7332568713820124e-08 -2.4037675136733347e-07 -1.2170283527737608e-07 -9.017057995534905e-08 5.638195802866659e-06 1.616561371588367e-07 -2.150542760576835e-06 9.15844531687172e-07 -2.697975433988937e-06 1.9709873547805946e-06
PC20 3.052764953241333e-07 2.054718677427172e-08 1.0099265239696542e-07 6.086895745302504e-08 7.224200507122376e-09 1.075372090884916e-07 -2.3508237925050064e-07 -1.5179093540416266e-07 1.5017763990167515e-07 -1.8250444056674745e-07 -2.8558266889591875e-08 2.1736500639523869e-07 -8.302004767393316e-08 4.613549686611083e-08 -4.861682624316049e-08 4.13856319195481e-08 -1.2389259814299648e-07 2.4373325296819198e-08 5.841512635530608e-08 1.6165613715883675e-07 5.195328190445406e-06 3.9706387105844363e-07 3.5627915303189833e-06 -1.912042563206578e-06 -4.268460563232966e-06
proband 1.7693240673036062e-07 -5.408971885749462e-07 -5.748600193691352e-07 1.5788031568967128e-07 1.0387629106808502e-06 -1.057476854352075e-06 -9.366376034311352e-07 -1.2565687658523293e-06 -3.234752907256593e-07 2.941914280797012e-07 -2.9737623317921076e-09 -4.884476584188643e-07 -4.1057092050165543e-07 -4.572966015597791e-07 2.2446698939880257e-07 3.6039079369386613e-07 -6.775395053989122e-07 -3.528424795365672e-07 4.869575143983351e-08 -2.150542760576834e-06 3.970638710584442e-07 0.0003778669289697971 -0.00018674642211251988 -8.213648522095061e-06 -2.6932316303786446e-05
maternal -5.209213787275408e-06 -1.3589175345119387e-07 6.29657735283196e-06 1.984798956782772e-06 -1.0533112214774361e-06 3.39819531244553e-06 1.929775429692791e-06 7.333743737668321e-07 4.82976174107433e-08 4.993495197421568e-07 -1.405803437954988e-06 -3.398007499408508e-07 2.4472094712975527e-06 -4.578714628583901e-06 -4.677553482409275e-06 -2.7949587846330075e-06 -2.859672996072786e-06 2.1487276217559058e-06 -4.3793163613949797e-07 9.15844531687174e-07 3.562791530318982e-06 -0.0001867464221125202 0.0016470669845395575 -0.0011106246787004309 -0.0010689698769402454
