(Intercept) covarSEX covarYOB covarYOBsq covarSEX_YOB covarSEX_YOBsq covarPC1 covarPC2 covarPC3 covarPC4 covarPC5 covarPC6 covarPC7 covarPC8 covarPC9 covarPC10 covarPC11 covarPC12 covarPC13 covarPC14 covarPC15 covarPC16 covarPC17 covarPC18 covarPC19 covarPC20 proband paternal maternal
(Intercept) 0.0012505660749731 -1.37116338947073 -0.0624100362123056 0.0619162337583495 2.73178498015195 -1.36087902911859 4.93259053531349e-05 -5.65875897547765e-06 -5.57796254167253e-05 -4.70464921120744e-06 -9.47205880321375e-06 5.42175355877579e-06 2.65556645966465e-06 -1.98819389245922e-06 1.92424315177061e-05 3.07282582066966e-06 -1.13647177713243e-06 3.71695495736448e-06 -1.69955265907867e-06 1.53025183301765e-05 -1.26089571883294e-05 -1.05421565261261e-05 1.59933417600555e-05 -5.42815537317026e-06 2.11628620550583e-05 -2.82223564917002e-08 2.25744946603232e-05 -2.9830803623251e-05 1.50766765288888e-06
covarSEX -1.37116338947073 224037.019496673 4202.31739031412 -4196.67887791073 -447943.39565643 223939.586533915 0.18174775834086 0.0766004294274578 -0.208240195798974 -0.00496842015044226 -0.121627595606519 0.138340161018031 -0.162240669936273 0.0857046414591823 -0.234176194208906 0.167723364639563 -0.0176271491709743 0.0892220017248349 0.00475788167571228 -0.214250746911913 -0.265917255665868 -0.320704027568404 0.0760386169866533 -0.0240003837486585 0.134354199608013 0.278286149084025 -0.195198950067679 0.180513618352635 0.254954467056354
covarYOB -0.0624100362123056 4202.31739031412 144.901311008388 -144.707635063631 -8399.95492737164 4198.27443915001 0.00180523885034115 -0.0039803133372153 0.00300345446266481 -0.00385582427235206 0.000828568872862407 0.00624130681099318 0.00222052331393322 0.00488987774492685 -0.00139375130604761 0.00165556182083758 0.00037392282445852 0.00101689392108586 -0.000383120235296716 -0.00044801847740839 -0.0116538201455632 -0.0128789741938424 0.00630258816383606 0.00487421863062657 0.00292126958909426 -0.00185565670072468 -0.00484384765053164 -0.00518393261237623 0.00949922923109655
covarYOBsq 0.0619162337583495 -4196.67887791073 -144.707635063631 144.517085149516 8388.84812102797 -4192.80498380028 -0.0019113964599691 0.00403348407520102 -0.00291066888841003 0.00387775774242737 -0.000809062842007078 -0.00626769350280445 -0.00219830382426216 -0.00487445754605026 0.00140830956443649 -0.00164168060274197 -0.000355474993958589 -0.00103292994913582 0.000419826761162477 0.000401778923797998 0.011663077182369 0.0128871472021328 -0.00633925794459044 -0.00486590557744428 -0.00295385168766517 0.00189054118961428 0.00485854801350886 0.00517938376075114 -0.00953422352255838
covarSEX_YOB 2.73178498015195 -447943.39565643 -8399.95492737164 8388.84812102797 895643.263262386 -447766.236506954 -0.366772288440681 -0.152058244911441 0.417332298517727 0.0109913854831905 0.245522423459422 -0.278580952672576 0.325274378389446 -0.172133390682785 0.4687791673434 -0.333739735490681 0.0343806176564506 -0.176155160746078 -0.00720960825749883 0.427552842850164 0.533037470238929 0.639840953004591 -0.15249559495959 0.0477476639494884 -0.270498773299777 -0.555941299572595 0.392380588580404 -0.35988799835907 -0.510314469713349
covarSEX_YOBsq -1.36087902911859 223939.586533915 4198.27443915001 -4192.80498380028 -447766.236506954 223859.814391612 0.185005997876603 0.0754709516517488 -0.2091302104273 -0.00600713507882629 -0.123917180582131 0.140274813057023 -0.163059135102105 0.0864411019140515 -0.234654013882984 0.166047746004107 -0.0167326981110907 0.0869621346204774 0.00246011433614472 -0.213345255338198 -0.267136412834036 -0.319176598155282 0.0764914436870447 -0.0237268220940928 0.136164203709692 0.277677078706061 -0.197197306292659 0.179391781032442 0.255400190044964
covarPC1 4.93259053531349e-05 0.18174775834086 0.00180523885034115 -0.0019113964599691 -0.366772288440681 0.185005997876603 0.00129843675572621 -0.000212225404191817 5.71248904539468e-05 -6.4621133276991e-05 -2.11467384433079e-05 -1.83948345268081e-06 2.33500518278491e-05 5.91990288056778e-05 -1.15112460728538e-05 2.33111812324118e-05 -2.53421854200091e-05 0.000159462262599098 -7.44477673229072e-07 -7.99972427810447e-05 -0.000131306331155146 -0.000117445788255589 2.10996212241998e-05 3.21372982026936e-05 2.8089738268553e-05 6.14689883673565e-06 -3.23959862001752e-06 -9.72643705141508e-05 -7.34268193453376e-05
covarPC2 -5.65875897547765e-06 0.0766004294274578 -0.0039803133372153 0.00403348407520102 -0.152058244911441 0.0754709516517488 -0.000212225404191817 0.00116763045679165 4.98422603460064e-05 0.000105575397943713 -2.47737741899669e-05 -1.27882169420085e-05 -8.57493292372987e-07 1.30557298657954e-05 -2.12243637616568e-07 -5.66815629437175e-06 9.19110664197942e-06 -2.87612449281881e-05 6.76182820878878e-06 -2.39818016644036e-05 1.55679077440655e-05 -2.11272835765211e-05 2.59648487114939e-05 -8.56490792488065e-07 -4.63710442669006e-06 1.50769386975067e-06 -1.69147523762322e-07 -2.03978055808717e-05 -1.47981416172712e-05
covarPC3 -5.57796254167253e-05 -0.208240195798974 0.00300345446266481 -0.00291066888841003 0.417332298517727 -0.2091302104273 5.71248904539468e-05 4.98422603460064e-05 0.0012392776887515 2.23717251172462e-05 0.000117026192600217 9.59039830837095e-06 3.37400716664687e-05 -1.96388968778072e-05 -0.000140175341177868 1.81857380020095e-05 5.80827383034609e-05 2.60225635223311e-05 -8.88857285202854e-05 -7.77538765823315e-06 3.83733948784338e-07 5.90664009806858e-06 -5.79386857747347e-05 -6.82262248199755e-05 5.20658181670269e-05 2.03601033656292e-05 -2.68081489282344e-05 2.34594930528821e-05 0.000121382600478654
covarPC4 -4.70464921120744e-06 -0.00496842015044226 -0.00385582427235206 0.00387775774242737 0.0109913854831905 -0.00600713507882629 -6.4621133276991e-05 0.000105575397943713 2.23717251172462e-05 0.00129225994742611 0.000149507273094369 -5.99163540622061e-05 -6.8762240453285e-07 -0.000129653709327974 7.91494563329622e-05 3.20719927829081e-05 3.10398840328353e-05 -7.75052435009413e-05 5.18222691684382e-07 -3.72982616401614e-05 -1.13898618369614e-05 2.62081895707352e-05 7.47895183243201e-06 -3.59472998541002e-05 -2.56357157485269e-05 -3.87163984298682e-06 1.70090289068894e-05 1.70839544194509e-05 6.22111686142557e-05
