 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.000582222286112734 1.9889064174997596e-06 4.693186642396085e-08 -2.213792657982684e-07 1.07480578293814e-06 -1.2522418658622545e-06 1.6322093937375847e-06 1.642745682999374e-07 9.72943325673116e-07 1.2759846519288625e-06 2.5068887596270003e-07 3.9571014119508105e-06 -2.952180868798289e-06 1.4489135137919326e-06 -1.7187089292633936e-06 -1.926704105679812e-06 -2.2109912977221593e-06 -1.1721125081828744e-06 -3.929961934046372e-07 2.545837192001603e-06 4.942836530321198e-07 2.635980972413589e-06 5.079906563830659e-05 -8.591985348563877e-06 -5.9742050782643795e-05 -4.851765232459115e-05 -3.401174453500099e-05 1.3123052546590383e-05
PC1 1.988906417499759e-06 2.0444284182700483e-06 -1.6591364525943823e-06 -2.267212076619614e-07 -1.1424285497301836e-07 -3.0246956767269075e-07 2.7722933884598724e-08 1.4038825725795494e-07 8.971850291861364e-08 -6.289868864406758e-08 7.581160201486228e-08 -2.470653878101516e-08 5.620630684094611e-07 -1.3043281122143703e-07 -4.0557851128365774e-07 -6.433322243551549e-07 -5.34792909183258e-07 1.8437477516355032e-07 -4.448331051997075e-08 1.846412678997838e-07 -6.348957475341053e-08 4.312392678239108e-07 9.430568798798875e-07 -6.234701857500285e-08 -6.34794957437838e-06 3.2847013296277516e-07 -2.2270386349790432e-07 -5.116044877513435e-06
PC2 4.693186642395838e-08 -1.6591364525943823e-06 4.441324520173338e-05 9.245989799005079e-07 1.269694865826307e-06 -4.337628186833659e-07 -7.288420735988977e-08 -2.3869237753594297e-07 1.0198822722514706e-06 -2.986928541652366e-07 3.4052847502853174e-07 -4.791278163356129e-07 -8.079799029396004e-07 5.520505089282084e-07 -9.602496632489544e-07 3.195848672488819e-07 -2.7397748244783873e-08 7.474582263744212e-07 3.499695285822454e-07 -4.4487724418992306e-07 -2.645525439384043e-07 1.7279619255518334e-07 -6.19215865482105e-07 3.786367455048569e-06 -9.714938387901882e-06 1.2231454427637201e-05 -3.669474074216008e-06 -1.006793578014697e-05
PC3 -2.2137926579826836e-07 -2.267212076619614e-07 9.245989799005082e-07 4.003067048838864e-06 1.9861062275430032e-07 1.022056974487079e-06 1.6753812171860588e-08 4.140020140288901e-07 -1.4867931718902148e-07 -8.889756064346224e-07 1.1444217120513673e-07 2.36728077110559e-07 4.0246281593790255e-08 -5.7374884594689e-07 9.7663971710625e-08 -3.701139304316206e-08 1.1445073878328604e-07 -3.2353246331745125e-07 -4.440216926593645e-07 3.4320526089522396e-07 9.804617699798416e-08 -2.5310008234882435e-06 -4.543921132720496e-06 2.3269177558316058e-06 4.843232717103433e-06 8.514061434627127e-06 -1.9462399412906382e-06 6.624620050522869e-06
PC4 1.0748057829381412e-06 -1.1424285497301838e-07 1.269694865826307e-06 1.986106227543004e-07 7.6263654484066855e-06 1.552559353541182e-06 -3.157501845379394e-07 2.09245868737515e-07 -1.1219660859711196e-06 4.0834476768547893e-07 2.399971898117245e-07 1.500838666686286e-07 -8.553668689842874e-07 -4.4784226995383e-07 -7.992358179443044e-08 -1.3034848859173922e-07 -8.866510583700592e-09 2.5278995216352457e-08 -4.2009964472820517e-07 -1.7334013301125733e-07 1.208398449824513e-07 -1.13636314804358e-06 -2.552866100550392e-06 9.364160431826604e-07 1.37665259531226e-06 1.2188467247024753e-05 -1.1724617358032096e-06 7.137316616017056e-06
PC5 -1.2522418658622526e-06 -3.024695676726909e-07 -4.3376281868336553e-07 1.0220569744870799e-06 1.5525593535411827e-06 1.4615397921126683e-05 3.5093157035024374e-07 1.0608332199085002e-06 -7.15342076666971e-07 -3.746893246310681e-07 -2.607689741822884e-07 -1.0513690838454774e-06 4.697522465959814e-07 -1.035619905947416e-06 5.073598840546711e-07 -1.4208371858278095e-07 -1.7076761280051467e-07 6.823928857822815e-07 -3.511295147488891e-07 2.7873100340259295e-07 1.225146371199192e-07 -2.6191250434953376e-06 -8.779362089237136e-06 7.35129906420245e-06 9.639888414587033e-06 9.20631843360568e-06 -2.3703712799991273e-06 -1.1425561504142104e-05
PC6 1.632209393737585e-06 2.7722933884598734e-08 -7.288420735989e-08 1.6753812171860734e-08 -3.157501845379393e-07 3.5093157035024395e-07 1.3864435802016248e-05 -4.027536415279686e-08 3.414554887589659e-07 2.2332571082709395e-07 8.817540569515042e-08 -4.278575938148072e-07 1.785716773127427e-07 -2.834670349773616e-07 -1.9882481249516685e-07 9.843297850682294e-09 -1.0272023129597013e-07 2.386444584388771e-07 -3.8232504205476483e-07 -1.9295461805296977e-07 -4.667901985425001e-07 5.89739025720821e-07 6.289947405931572e-06 -4.694856865447495e-07 9.028160578392251e-07 -8.210393489729342e-06 5.495346802368405e-06 -7.282269853526082e-07
PC7 1.6427456829993572e-07 1.4038825725795494e-07 -2.386923775359436e-07 4.1400201402889015e-07 2.0924586873751502e-07 1.0608332199085e-06 -4.027536415279656e-08 1.1624275560051534e-05 7.278587027289077e-07 -2.6125426213874234e-07 -1.642186020593825e-07 1.1330569931237589e-06 1.3187125557986187e-07 4.438575590015186e-07 -1.5788141174658507e-07 -3.5409580062238566e-07 -2.839451146444499e-07 -1.5333600634346462e-07 1.0053923625540859e-07 9.958469221269183e-08 -2.7220796515029975e-07 -1.9544257842437276e-06 -1.355319981510582e-05 -3.585199745352911e-06 5.169567856067204e-06 1.3594043121820148e-05 7.891621701551857e-06 4.780791591425708e-06
PC8 9.729433256731174e-07 8.971850291861375e-08 1.0198822722514712e-06 -1.486793171890215e-07 -1.1219660859711194e-06 -7.153420766669707e-07 3.4145548875896585e-07 7.278587027289084e-07 1.2458075616768459e-05 3.102994810866095e-07 1.0890923759646578e-07 -7.098928719400535e-07 1.4382730613029072e-07 3.4181647390164424e-08 -8.765115141322481e-08 -5.053956922431929e-07 2.144601063140461e-08 1.0976869764982535e-07 -4.651395828641156e-07 -2.9185256581546604e-07 2.543169408836349e-07 1.3582561653513483e-06 -7.119803830796553e-06 -1.660612600571629e-06 1.1908415007768033e-05 -3.527939853519353e-06 -1.095302802961614e-06 4.270355420008337e-06
PC9 1.2759846519288619e-06 -6.289868864406779e-08 -2.9869285416523587e-07 -8.889756064346221e-07 4.08344767685479e-07 -3.74689324631068e-07 2.2332571082709398e-07 -2.6125426213874213e-07 3.1029948108660916e-07 1.0944328956630555e-05 -3.4403573240620283e-07 3.986312003519164e-08 -4.4712145155416026e-07 -8.446098825167649e-08 -7.446408717972692e-07 2.9945444200403687e-07 4.921250459759361e-07 6.101849528814794e-07 -2.0763434489173294e-07 -1.6690749432777363e-07 -5.360884929377899e-07 -1.7568256093693027e-06 8.478034299536318e-06 5.261606402902735e-06 -6.675928024685707e-06 -3.260651636782085e-06 -9.230083347136668e-07 -4.90373752341475e-06
