 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband maternal gpm gmm
intercept 0.002311155795145659 0.0008030547819968989 -2.452700871082805e-05 2.376517131022842e-07 -0.003032420438893983 0.00030672788132285553 -9.693424061776752e-06 9.613779318948465e-08 -2.1587548182259733e-06 2.2825584219063136e-06 4.7566212952028465e-07 6.499212482794627e-07 1.0712056166964763e-06 -7.457728641920907e-07 1.8015563935703883e-06 1.0431534337527172e-07 -5.6014180759568384e-08 -5.086492803294044e-08 -3.774262297849455e-08 -1.3013303946544266e-06 -2.489068837664295e-07 1.1744527880447352e-06 8.869679495614741e-07 4.542592767832404e-07 -1.6516396477181824e-06 -3.8124372696398624e-07 -1.0495423344630512e-06 -1.8704015527409497e-06 1.767310796917725e-05 3.048967381834694e-06 -3.968434048721293e-05 -1.3552280313325062e-05
age 0.0008030547819967487 0.001657737256339509 -4.5600010722792734e-05 3.9193027717049173e-07 0.0174180076983374 -0.0015476939310491997 4.2504626935433836e-05 -3.648112715805402e-07 -1.2513556533351861e-06 6.782511203648369e-07 -8.013391802194571e-07 1.2853992810374817e-06 5.0535168865331184e-08 -1.9306725377546823e-07 1.161797304854965e-06 7.901105570309249e-07 3.485426176385321e-07 -1.5481280858237615e-06 6.655930173039746e-07 3.0175840480483864e-07 -5.653119973021105e-07 1.768428849658395e-07 4.0139914022386545e-07 7.581293756744388e-07 -1.3137547058386257e-06 7.467934193081706e-08 -1.0712764350545533e-06 2.352305482497922e-07 3.9002737629777646e-08 8.104880744410394e-06 -3.0033051895604823e-05 1.7792071083984265e-05
age2 -2.452700871081005e-05 -4.560001072270687e-05 1.2707274995576887e-06 -1.1053812114602552e-08 -0.0004713512428115074 4.244298113525914e-05 -1.1806474240539664e-06 1.0253864243138778e-08 3.4995887649570805e-08 -1.4830353009845556e-08 1.8309103235085073e-08 -3.601345207524943e-08 -3.424800704992897e-09 4.482595088889471e-09 -3.116533392657522e-08 -1.85665612371898e-08 -1.0309257064585988e-08 3.791579966965916e-08 -1.9423497663796266e-08 -6.911147280000626e-09 1.3161446299855468e-08 -1.0418076233108533e-08 -1.3046733660498508e-08 -1.3796323691419641e-08 3.7823916579412485e-08 -3.0588311358397505e-09 3.239042714793225e-08 -3.4120726505878452e-09 -6.916535604538016e-09 -2.3698059791480714e-07 7.792012619894427e-07 -4.6457504050154764e-07
age3 2.3765171310221065e-07 3.919302771700231e-07 -1.1053812114608675e-08 9.732996156488544e-11 3.994864022215356e-06 -3.637914603834112e-07 1.0240383786092627e-08 -9.000630721237261e-11 -3.010159798910904e-10 1.1627888746018369e-10 -1.2952842668594642e-10 3.1372104877272774e-10 4.436965895298991e-11 -4.060220199948257e-11 2.603991323813257e-10 1.405833298052709e-10 9.712285330594819e-11 -2.814056866737103e-10 1.6570093048177857e-10 4.128982655073048e-11 -1.0048711452428077e-10 1.279640303595535e-10 1.2244924330959621e-10 6.989433088805081e-11 -3.386861500292583e-10 3.277955249066179e-11 -2.9490998742309884e-10 1.1135286609822876e-12 3.4209661961303935e-10 2.0937131421619558e-09 -6.723999557633783e-09 3.845979284349729e-09
sex -0.0030324204388776192 0.0174180076983691 -0.0004713512428122698 3.994864022221071e-06 0.5136087225388013 -0.045459270676127234 0.0012485803301556528 -1.075300933579725e-05 -1.650815102858756e-06 1.0792746603108958e-06 3.9730355030366795e-06 1.1784755011422762e-05 -2.1445922430835344e-05 2.0173478012106353e-05 -1.1777947075353997e-05 5.547811285820065e-06 -5.72372173403096e-06 -1.4676923694631567e-05 1.1371955102569043e-05 1.9498940591859078e-05 -1.4595254249713552e-06 3.450144671063799e-06 -1.0124664611546337e-05 -4.756669645667782e-06 1.829495158676558e-06 1.0485564585559982e-05 3.571927863154345e-06 2.0500762228521918e-05 -9.529980672572822e-05 0.0003412543267121259 -0.00035216269488195574 4.65077827042838e-05
agesex 0.0003067278813232201 -0.0015476939310451589 4.244298113514933e-05 -3.6379146038249054e-07 -0.04545927067613042 0.004086227678500865 -0.00011371776333377517 9.903711419317884e-07 1.5571776507812334e-07 -9.968055368885942e-08 -3.369013700711833e-07 -1.000835914776959e-06 1.8108512480790011e-06 -1.9827474437426026e-06 1.3623986281994447e-06 -4.3162054199478726e-07 3.8979967190069437e-07 1.1597103123629884e-06 -1.046224522439069e-06 -1.8134763237843394e-06 1.7607997554133865e-08 -3.910066791074625e-07 7.030472959645217e-07 8.505236203433447e-07 -3.102543398415023e-07 -1.0712153683946018e-06 -2.712347476411359e-07 -1.907703079210974e-06 9.454370461161372e-06 -3.131948345931822e-05 3.514103118027341e-05 -9.965074600405348e-06
age2sex -9.69342406179107e-06 4.2504626935470984e-05 -1.1806474240548361e-06 1.024038378609857e-08 0.001248580330155834 -0.00011371776333378348 3.205424166252314e-06 -2.8247669269016913e-08 -2.9710637153699954e-09 2.1173931260930675e-09 8.44651241645742e-09 2.8469991809482226e-08 -4.8659535497710876e-08 5.739782935847063e-08 -4.5161317257446104e-08 1.042608495421228e-08 -6.366186841929347e-09 -2.628130280885709e-08 2.7151906675882976e-08 5.1976538134271565e-08 4.354114476664815e-10 1.3139102239691323e-08 -1.6889157514639663e-08 -3.356700748632979e-08 1.1132377261523971e-08 3.311248466075522e-08 6.0496415696206574e-09 5.440219338311208e-08 -2.6814403855663543e-07 9.052430569250027e-07 -1.0170117175539877e-06 3.5225915297349576e-07
age3sex 9.613779318960372e-08 -3.6481127158067116e-07 1.0253864243141464e-08 -9.000630721238651e-11 -1.0753009335799629e-05 9.90371141931933e-07 -2.8247669269018924e-08 2.5189411552019856e-10 -3.2823342965358252e-12 3.859188764831477e-13 -6.610613522258037e-11 -2.5943330699023377e-10 4.1372395306007605e-10 -4.956002096831148e-10 4.5645280875952554e-10 -8.91941828438262e-11 1.699866451631928e-11 1.7409539985523518e-10 -2.1496470211531974e-10 -4.6015829185710425e-10 8.354374319721331e-13 -1.1134283588502924e-10 1.3075364893761013e-10 3.6019167219771975e-10 -1.1543115662116126e-10 -3.166399525924239e-10 -4.9759900623541675e-11 -4.929619323535491e-10 2.190076001404387e-09 -8.051186783547141e-09 8.940127903111718e-09 -3.4764612228064053e-09
pcs.V3 -2.1587548182256527e-06 -1.2513556533357638e-06 3.499588764958314e-08 -3.0101597989116655e-10 -1.6508151028678868e-06 1.5571776507879748e-07 -2.971063715384694e-09 -3.2823342964414277e-12 2.021643420992199e-06 8.000542621155966e-08 -6.853156577821996e-08 6.647995538668729e-09 3.774232982852341e-08 4.042799640739193e-08 3.9072476848684404e-08 5.73598246983696e-08 -1.954894344741375e-08 2.5311052172458285e-08 -3.203908379714721e-08 -6.200825623883627e-09 1.4803791309849702e-08 -1.2492257746529399e-08 -3.633346280424022e-08 1.7415005031382735e-08 1.1929346346233465e-08 -1.5189916620753722e-08 4.161690565047591e-08 2.693000945485769e-09 9.227840635428655e-07 -6.93378168254758e-07 1.416127087154499e-06 1.107951908070115e-06
pcs.V4 2.2825584219053607e-06 6.782511203636715e-07 -1.4830353009811268e-08 1.1627888745986816e-10 1.0792746602883944e-06 -9.96805536868082e-08 2.1173931260352335e-09 3.859188769928999e-13 8.000542621156035e-08 2.0258913977881218e-06 3.9355441691583405e-08 1.7308022351862455e-08 1.827842279083871e-08 -2.0896943354688982e-08 -4.246365189438753e-08 2.044340593513398e-08 -4.2798176332597685e-09 -2.0814938368311748e-08 3.668682513575562e-08 -6.211290123563083e-08 -4.7003777877221685e-08 4.322487593913446e-08 4.73656848277859e-08 1.3556912098009293e-08 4.0245790492975744e-08 -1.1179830656016753e-09 -2.529058588357271e-08 3.826557310842838e-09 -6.942952231722707e-07 9.444034932405798e-08 -1.249744010365898e-06 -5.062050958276555e-07
