 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband
intercept 9.863807286034884e-05 1.0744805014557037e-05 -3.022385309910478e-07 2.833392752647217e-09 -2.9458728226383602e-05 2.792508322066603e-06 -8.365142753596379e-08 8.00820528117834e-10 3.1419175608752407e-07 1.7789387255525734e-07 -1.402676468285409e-07 -5.911813509553562e-08 -9.391318323805335e-08 8.017374520150747e-08 -8.522901838317668e-08 1.1598092946191263e-07 -6.428505660380965e-08 -9.382728361559922e-08 -6.368633884879307e-08 -1.7110895749235026e-08 -3.755792666145605e-08 6.020848322731848e-08 -9.868115114024118e-08 -7.1582680603755e-08 -1.2172892452150738e-08 -2.1590275404916853e-08 6.720407307428651e-08 3.9472898910536105e-08 1.4232779152642286e-06
age 1.0744805014605495e-05 0.00029090550279754264 -6.742554552551312e-06 4.8562015871992067e-08 0.0037147441619095165 -0.00028357407882489944 6.5719592227626825e-06 -4.7308002307378095e-08 6.225401302409133e-08 2.2648379228285198e-07 -1.562650762957669e-07 2.3606528026383798e-07 5.0922227029295204e-08 1.6202971805831474e-07 1.3388861146958938e-07 2.767377102991635e-07 1.7912745296310093e-07 -4.946670159507107e-07 -6.635261688458639e-08 4.698161607836196e-08 -2.587682274243362e-07 -1.8994746473870245e-07 -1.479600323333529e-07 1.8930535212621778e-07 1.1909723106353324e-07 -2.3951516055124977e-07 3.414035649854832e-07 4.315393153565483e-07 -3.1473138968826286e-06
age2 -3.0223853098880106e-07 -6.742554552553442e-06 1.592606565838238e-07 -1.1664192073234282e-09 -8.431450253618747e-05 6.574825690762082e-06 -1.5531610231946982e-07 1.1370564635579174e-09 2.2794985824952243e-10 -5.644980363636457e-09 2.405489845791184e-09 -5.444367578899926e-09 -1.3346071677902137e-09 -4.422723695016069e-09 -2.301942608482e-09 -6.187333107810372e-09 -4.1704118720961705e-09 1.0968372094617258e-08 1.5602018427245667e-09 -8.390542412270213e-10 5.672211952331425e-09 3.2645013435295824e-09 2.2742620105127163e-09 -3.456541957937652e-09 -3.4382965193074482e-09 5.250525133764253e-09 -8.243148644888783e-09 -9.872266683631665e-09 7.734073228415433e-08
age3 2.8333927526325064e-09 4.856201587199042e-08 -1.166419207323055e-09 8.681037106307955e-12 5.968733426875449e-07 -4.734620686085877e-08 1.137541201037898e-09 -8.463194234309162e-12 -1.0664239170562372e-11 4.7694045063117145e-11 -1.3971368269829682e-11 3.7863466630763225e-11 8.096299271484164e-12 3.666445494871249e-11 1.1945128577638184e-11 4.4994441138570966e-11 3.19636592472057e-11 -7.557500877749488e-11 -1.4713208725152227e-11 4.315173804712593e-12 -3.97577567913027e-11 -1.5070152620650034e-11 -1.0280118337654072e-11 1.9315495968515204e-11 2.7889705865839572e-11 -3.6027501544291114e-11 6.215257080561325e-11 7.068054205825351e-11 -5.740431710365085e-10
sex -2.945872822487371e-05 0.003714744161908917 -8.431450253616736e-05 5.968733426873624e-07 0.12812876571430104 -0.00967628505602502 0.00022322880900305098 -1.6063064916104021e-06 -1.687913191456549e-07 -2.0617340652135383e-07 5.13856078167513e-07 1.3292305033724846e-06 -1.928176994844217e-06 -1.1349876450964319e-06 2.5253741140539767e-06 2.915960933362775e-06 -1.0136163213207349e-07 -4.338529302071357e-06 -2.550520708817504e-06 3.4233675829914966e-06 1.7063855834069625e-07 -2.8970491252179384e-06 -4.422551103017753e-06 1.88313099692645e-06 6.709259225552355e-07 -3.4372059566916806e-06 8.324388280631683e-06 4.685064273138819e-06 -5.314788348173882e-05
agesex 2.792508321646485e-06 -0.0002835740788247613 6.574825690758435e-06 -4.7346206860830894e-08 -0.009676285056025725 0.0007502295967713537 -1.7661348668169223e-05 1.291658052099746e-07 7.323358504865415e-08 2.3133092482960587e-09 -8.00728660524557e-08 -3.906770244608488e-08 1.06428040745132e-07 8.557083706083513e-08 -9.825463933115301e-08 -2.202823847025381e-07 -3.553460543030541e-08 3.300228481129542e-07 1.5147871590713399e-07 -2.444635203038254e-07 -3.5517235938781384e-08 1.8852395159568223e-07 2.930303885439705e-07 -5.1478626219048696e-08 -1.5476883301601486e-07 2.900036651408509e-07 -6.662080832555913e-07 -3.704727330937982e-07 5.115054397127279e-06
age2sex -8.365142753247879e-08 6.571959222766222e-06 -1.5531610231954338e-07 1.1375412010383813e-09 0.000223228809003083 -1.766134866817043e-05 4.2349721634690013e-07 -3.147855643504326e-09 -3.184494721185525e-09 4.3413764230872715e-10 2.423564820698791e-09 2.819605489739596e-10 -2.0687828611747486e-09 -2.2003898738264045e-09 9.230283079149884e-10 5.101826820176751e-09 1.895664341117748e-09 -7.139906009426216e-09 -3.3093469020544364e-09 5.180365059623001e-09 1.1167208200457065e-09 -2.9680352759559765e-09 -6.294717753237871e-09 -6.731892868421011e-10 5.075550536183112e-09 -7.467724573819558e-09 1.5974993055364572e-08 8.69649714738126e-09 -1.4390122986386386e-07
age3sex 8.008205281305987e-10 -4.7308002307446116e-08 1.1370564635593358e-09 -8.463194234318287e-12 -1.606306491610742e-06 1.2916580520999166e-07 -3.14785564350452e-09 2.3759767590308502e-11 2.997629570122809e-11 -5.757280456877622e-12 -1.8897719107105946e-11 -5.517555561002238e-13 1.606426326495786e-11 1.9121370131226614e-11 -1.0349037083001943e-12 -3.980495905174905e-11 -2.1209952315373444e-11 4.697179591025846e-11 2.3925828291645386e-11 -3.453882525557901e-11 -8.174664938934814e-12 1.1912212132260696e-11 4.4097290458892695e-11 1.6469168183428367e-11 -4.382856747493105e-11 5.88351984663947e-11 -1.185782199647227e-10 -6.558326963526198e-11 1.2461896361322334e-09
pcs.V3 3.141917560875191e-07 6.225401302395089e-08 2.2794985825272305e-10 -1.066423917058508e-11 -1.6879131914999202e-07 7.323358504898452e-08 -3.184494721193176e-09 2.997629570128319e-11 1.0268913119271337e-06 8.885686820098401e-08 -2.6471589794056643e-08 1.863578053154982e-09 6.265832674655368e-09 1.9889531855999662e-08 -1.3563549625669282e-08 6.708843707663946e-09 8.482765968766387e-09 1.5926989212059047e-09 -4.4899677943072145e-09 1.8627671294708505e-08 -4.048762488108967e-09 -1.971314414433317e-08 -9.566083034714227e-09 -7.530883725162001e-09 -3.2167825266028004e-10 -1.9886220901398967e-08 1.0620629396210135e-08 7.216735497136656e-09 5.403221061761151e-07
pcs.V4 1.7789387255525715e-07 2.2648379228276982e-07 -5.644980363634573e-09 4.769404506310376e-11 -2.061734065231631e-07 2.313309248432256e-09 4.341376423056161e-10 -5.757280456855551e-12 8.8856868200984e-08 1.1126660353618676e-06 3.2286952519243294e-08 -2.8924677909073426e-09 1.8119670969314568e-08 -2.3278180731510233e-08 -9.747863926059025e-09 2.3234503602434048e-08 6.0850487287263905e-09 -1.3252416534190512e-09 1.6522617239968264e-08 -2.7646166556550154e-09 -5.746724604886975e-09 1.0682339615863923e-08 1.1012829168195356e-08 3.6637254477944337e-09 4.560913310377971e-09 -5.6503474042707145e-09 1.0677553964185154e-09 5.393196129385888e-09 -6.509232201040597e-07
