 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gmp gpm gmm
intercept 0.03013457569259312 0.011169429269272453 -0.00036029807258808344 3.692644840501526e-06 0.051875678711866414 -0.005323977919546313 0.00017289545618427704 -1.789097745875118e-06 5.979681395789106e-06 2.9379030500918397e-06 7.608841116693062e-07 -7.044518056941648e-06 2.690119272148688e-06 -1.3279216008791101e-05 4.05191789906363e-06 1.8555605916827727e-06 -2.932977962521535e-06 -2.649280679893572e-06 -2.2821521229831107e-05 -6.908586101807622e-06 -3.1120868610549635e-06 1.0306835193745433e-07 3.2751226186220484e-07 5.147089381841316e-07 6.761126716276543e-06 -1.266296276833622e-06 1.6818044197681516e-05 -9.847252332370362e-06 -8.820239108819729e-05 0.00015654980983142135 4.612654964319931e-05 0.00016334030946834333 -0.0002910906781148942 -0.0002329969585892221 0.00017845266495715065
age 0.011169429269305853 0.008606006120892119 -0.0002595087661924135 2.477120740001011e-06 0.08498973661181433 -0.008158265230046206 0.00024573079714572854 -2.3437780872230934e-06 4.1557243114710745e-06 -9.88583970169305e-07 -6.126301253050819e-06 2.8398019258799835e-07 8.317666177992898e-07 -9.251111734100606e-08 1.8437722794244552e-06 3.7052940826274326e-07 3.824343639396199e-07 -4.218591981831247e-06 -5.338662915898918e-06 1.705627978950615e-06 -6.046936807113924e-07 -1.6995933955565401e-06 2.2398421201681485e-07 9.520726394887399e-07 7.214729027544877e-07 -3.5980490231259434e-06 2.7450627165333212e-06 -3.6323106453067927e-07 -1.5487399036906622e-05 7.711413635264159e-05 1.8780164219640487e-06 -0.00011693717386814023 -6.840923285901141e-05 -0.00016022995862062045 0.00017005781795549204
age2 -0.000360298072589283 -0.0002595087661925303 7.912514612576637e-06 -7.632852721958708e-08 -0.0025361748060080042 0.0002461285929307352 -7.494942075231532e-06 7.22372699034109e-08 -1.457211875161189e-07 5.9053733104837756e-08 1.7179146951193746e-07 5.690008880497845e-10 -2.3646960184378162e-08 4.853280972653692e-09 -3.88847498732836e-08 9.338147242485099e-10 -1.1131981658028339e-08 1.089213645073938e-07 1.992224318363197e-07 -4.930405398723792e-08 9.646236754917297e-09 3.7117853387460906e-08 -2.3410611215270513e-09 -5.1770950196575505e-09 -3.68660774500658e-08 9.923943885215655e-08 -1.0702125905477447e-07 3.2738115173187975e-08 5.557440182199986e-07 -2.2036253074168405e-06 -8.381383940561874e-09 3.1282372259953385e-06 1.8921270552040812e-06 4.196133636244809e-06 -4.909844286333466e-06
age3 3.6926448405098457e-06 2.4771207399981063e-06 -7.632852721947631e-08 7.442160369525005e-10 2.4006385281000195e-05 -2.3525859459172967e-06 7.23887167797089e-08 -7.051077256534349e-10 1.568015873563192e-09 -7.368266206946541e-10 -1.5331136014499128e-09 -1.2309202556704638e-10 1.7470304770621466e-10 -1.085615150151998e-10 2.279253689063579e-10 -6.395070011102135e-11 1.1469764058714749e-10 -8.489434596518026e-10 -2.274695935299707e-09 4.285748676511736e-10 -2.4232633856988797e-11 -2.8715445330742513e-10 -2.1325344797023148e-11 -1.3553418513738064e-10 5.247706517817545e-10 -8.626128309207705e-10 1.3091824555056513e-09 -4.955172332423292e-10 -5.687654205150882e-09 2.0433472632283357e-08 -4.0955685799304565e-10 -2.8070043187473226e-08 -1.577232502569772e-08 -3.704880467910455e-08 4.562570366172107e-08
sex 0.051875678713589016 0.08498973661289881 -0.0025361748060398815 2.4006385281295776e-05 1.7886092351926695 -0.1681502541140181 0.004953589743439183 -4.613545297464275e-05 6.539383051974526e-05 -3.148604241975902e-05 -5.687743561548394e-05 2.1772586889391402e-05 -5.965926180808179e-05 0.0001244463352359353 -1.905404476412395e-05 1.9095511223006215e-05 1.1927199036624035e-05 1.35527658176443e-05 2.5211271626935608e-05 8.023935157060996e-05 7.5803342940008786e-06 -3.722775786018992e-05 -4.433590463203261e-05 -6.531379020613936e-05 -6.458508886241722e-06 -2.3946615523674538e-05 3.154012550698721e-05 5.393346194158051e-05 7.188920893958452e-05 0.00048177135905714587 0.00041519168696463993 -0.005775908734736523 0.003994237694133716 -0.002028801353514783 0.001720831936661294
agesex -0.005323977919688754 -0.008158265230122542 0.0002461285929330275 -2.3525859459390346e-06 -0.16815025411402248 0.016010051217842453 -0.0004770288701049423 4.48794088564127e-06 -6.631950288591851e-06 3.6529326028994263e-06 5.9964028133415e-06 -2.197393084729479e-06 5.396865643896747e-06 -1.2206877707481849e-05 2.462898100868867e-06 -1.3951071377370427e-06 -1.936412618622885e-06 -1.574358614317831e-06 -1.280196195433344e-06 -7.853154494816533e-06 -1.5132465126684756e-06 3.21796349047365e-06 3.6908710480662466e-06 7.1512236659595875e-06 -3.7194936390763684e-07 2.2543962409169795e-06 -3.0670978699608746e-06 -4.85503223929288e-06 -6.95810328123289e-06 -4.631056388856987e-05 -4.4148259344582225e-05 0.0005418902767179489 -0.0003840730703538438 0.00018341840991296782 -0.00015481037695212657
age2sex 0.00017289545618951843 0.00024573079714913326 -7.494942075331782e-06 7.238871678063785e-08 0.004953589743439294 -0.00047702887010494046 1.4375807228760515e-05 -1.367263580030433e-07 2.1100493946162016e-07 -1.322833457719503e-07 -1.9435967588746735e-07 7.039318709198652e-08 -1.5910151127940823e-07 3.713146520278231e-07 -9.078556586914452e-08 2.8951043892196886e-08 8.059772171011609e-08 5.930852659534079e-08 -4.176725313279511e-09 2.3986668501485186e-07 6.566718421863583e-08 -8.659824682029348e-08 -1.012743574977821e-07 -2.3583291995663704e-07 3.7593704946775574e-08 -6.992782169061552e-08 9.475931374104265e-08 1.3450524544090517e-07 2.3488871566834127e-07 1.3424940278048472e-06 1.3207191797561666e-06 -1.5692251466605e-05 1.1350894546107966e-05 -5.089381031684189e-06 4.330770083012599e-06
age3sex -1.7890977459211281e-06 -2.3437780872512327e-06 7.223726990424544e-08 -7.051077256612268e-10 -4.6135452974642135e-05 4.487940885641088e-06 -1.3672635800303829e-07 1.3149193677736714e-09 -2.1536919289390932e-09 1.48319566557425e-09 1.9782102038782876e-09 -6.843248410422971e-10 1.5132021396519265e-09 -3.5246074336272302e-09 1.0320302105018036e-09 -1.6507951201440314e-10 -9.453711411391554e-10 -6.906613419313909e-10 4.621290083414032e-10 -2.3001649619365057e-09 -7.962373954869326e-10 7.947060555681529e-10 8.370261420913836e-10 2.362361982059952e-09 -6.161757817400966e-10 6.761078902969469e-10 -1.0151680344597044e-09 -1.1750244081544589e-09 -3.3916549515697186e-09 -1.1562479081013123e-08 -1.0385468818770069e-08 1.429585768884415e-07 -1.0598480136136969e-07 4.428939014002362e-08 -3.94002878333585e-08
pcs.V3 5.979681395854788e-06 4.155724311502125e-06 -1.4572118751704604e-07 1.5680158735719356e-09 6.539383051963638e-05 -6.631950288580947e-06 2.1100493946128506e-07 -2.1536919289359107e-09 3.808569469071711e-06 8.1774759224414e-08 -5.829881783011216e-08 -2.51314376882567e-08 1.3313644882585248e-07 8.826296956046098e-08 9.200803072993095e-09 9.385111710524323e-08 -9.303630619304942e-08 1.20767836411359e-07 -1.2031035543339334e-07 -2.6400773426148506e-08 3.432292889894217e-08 -3.210054988546738e-08 -1.4497175619375746e-07 3.451359525812118e-08 7.29681813431427e-08 -2.7458960839287435e-08 1.2940000919009906e-07 7.494921635309416e-08 4.3463845180872045e-08 5.823572480906506e-07 -3.376931630064794e-06 4.349069454001814e-06 2.8438540733521174e-07 5.80131562449537e-06 3.0214408063761885e-06
pcs.V4 2.937903050034425e-06 -9.885839702037815e-07 5.9053733105864446e-08 -7.368266207043028e-10 -3.148604241978624e-05 3.6529326029021783e-06 -1.3228334577204155e-07 1.4831956655752469e-09 8.177475922440797e-08 3.630948701170157e-06 3.299685404504673e-08 1.0961848336540726e-08 8.633903780733899e-08 -1.8135650503638682e-08 -9.985189824882846e-08 3.237876621585911e-09 9.545376475273886e-08 -4.900310786325036e-08 3.32476972799553e-08 -1.0989298440699996e-07 -1.8618482838635614e-07 8.640803735490748e-08 1.0142884272410092e-07 9.544840423857459e-08 1.1247024816735674e-07 5.070714380045879e-08 -6.088725447609046e-08 3.090821264717959e-08 2.739242320054032e-08 3.5715179959533265e-06 2.6723204960729935e-06 -7.387457849068398e-06 -3.782673172373752e-06 -8.011605602504317e-06 -1.0382521654865381e-06
