 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gpm gmp gmm
pcs.V5 -7.817937498601339e-07 -6.950165979497481e-06 1.9501019893943643e-07 -1.739673817616584e-09 -4.9387064920832754e-05 5.220505808127574e-06 -1.6854716080422923e-07 1.7134202215595953e-09 6.665417793657181e-08 2.1712774683295096e-07 3.7202142051673938e-06 3.8877838317441274e-08 4.98428802709725e-08 -3.7876474784236333e-08 -3.927295345230119e-09 -9.210171179240726e-08 5.343522809213949e-08 9.140186604245063e-08 -8.532469031852111e-08 -6.286872290738886e-08 -6.29505510161571e-10 -4.1508911753451344e-08 -1.4861289242553348e-07 -1.312213983143164e-07 1.0839473855945806e-07 1.5957636987047883e-07 5.242396307135907e-08 9.079217231136878e-08 -1.407062700761219e-06 -6.752319156036827e-07 -3.4922104060155003e-06 -5.58044505588869e-06 5.2065761617669854e-06 4.05193137456283e-06 2.3688189841017663e-06
pcs.V6 -7.968113124886209e-06 1.1557201428592152e-06 -2.402169615107369e-08 9.885878794630147e-11 5.034107597975177e-05 -4.833714054099002e-06 1.484973965117457e-07 -1.4260189881229078e-09 -5.984264389745452e-08 -1.9839737707316027e-08 3.8877838317481105e-08 3.5354384830829796e-06 3.811813399598991e-08 1.4371885542918667e-07 -1.0963400687259085e-08 -1.1971550451158555e-07 1.3658424614340654e-07 -1.027665849773318e-07 -5.444485799812666e-08 -6.80828047842091e-08 3.2090097155512654e-08 5.616470954757485e-08 -8.429707217322165e-08 3.295517890839014e-08 -4.8173630305666364e-08 9.578603863489143e-09 -1.2708173023210786e-07 3.6092354530557195e-08 -5.441487187196949e-07 1.2833748379716478e-06 1.2032093431714298e-06 -3.206155758758501e-07 3.3646413731956246e-07 5.035595562501726e-06 -3.069928674470133e-06
pcs.V7 3.0363467607176875e-06 3.668265661133009e-07 -1.1036930076974879e-08 6.475514353826519e-11 -8.208512657847541e-05 7.411582617923767e-06 -2.1476302380357969e-07 1.996659090268647e-09 1.7660849221107256e-07 1.4194568191356117e-07 4.984288027092251e-08 3.811813399598576e-08 4.278822949494465e-06 3.6858379246487895e-08 -4.49142860814104e-08 -1.4404453604697057e-07 -4.279356895308771e-10 -1.354947966645842e-07 -1.0322174652415116e-07 -1.745209560385446e-07 7.453714942817341e-08 -7.815579335805829e-08 -1.617408094497818e-07 -3.332822464568249e-08 2.5076220820567406e-08 5.519230763280822e-08 -8.102062774967832e-08 -1.0805133737550485e-08 1.960223912619436e-07 -1.939099888022865e-06 3.5821013344944724e-06 2.9093278565946705e-07 1.5167358923964152e-06 -1.1222183688429862e-07 -2.99149052114531e-06
pcs.V8 -1.5801066767619513e-05 -6.053450791541077e-07 1.7630866922721083e-08 -2.12344684298899e-10 0.00012325422310919027 -1.2292109248483737e-05 3.7947495338602983e-07 -3.6669097588395742e-09 9.265173878482983e-08 -7.46712610357793e-08 -3.787647478415477e-08 1.4371885542919834e-07 3.685837924648074e-08 4.163589864656892e-06 9.28693597400003e-08 5.667863967547237e-08 1.018262033759294e-07 2.692051834714607e-07 -6.01327594788773e-08 -2.2556686338651673e-07 -4.562451564699891e-08 -9.062293009612866e-08 5.605407828594736e-08 1.0053324386282471e-07 1.3421615423207627e-07 8.571813944797532e-08 -2.502440392936192e-08 -7.332679216603777e-08 2.5885592087398426e-07 4.77465690364112e-06 2.1432887038673957e-06 -4.652995191026768e-06 -3.873295743445072e-06 2.4827848267196606e-07 -3.523002840903745e-06
pcs.V9 4.779485387855726e-06 2.5530048259038815e-06 -5.5602290293509917e-08 3.451489587796263e-10 -1.949687442414415e-05 2.6495669207334707e-06 -1.0039494099798262e-07 1.1643461810473758e-09 2.3464418538417375e-08 -7.831611128547962e-08 -3.927295345248715e-09 -1.0963400687261626e-08 -4.4914286081407377e-08 9.286935974000026e-08 4.032915438299422e-06 6.000840101630581e-08 2.4602886173015653e-08 -6.023891953407173e-08 -3.744098739889651e-08 -1.8858917828997358e-07 -3.602406765653045e-08 -2.8441778080998256e-08 7.45746744471742e-08 -8.524839145381427e-08 -1.9223947983113151e-07 -1.2533811107365043e-07 9.518666228814025e-09 1.3229049142844425e-08 -6.726045762425565e-07 -9.77797753788751e-07 -9.214686067646374e-07 -1.0570697125594518e-06 3.4322298825921905e-06 3.3635456799935106e-06 -1.4595084169958196e-06
pcs.V10 5.450088617418934e-07 7.864874553049272e-07 -7.56414548874924e-09 -8.130326442690193e-12 3.337516005429072e-05 -2.666262930218402e-06 6.656958817623696e-08 -5.312094989353296e-10 1.318870235707296e-07 8.791886484934667e-08 -9.210171179239683e-08 -1.1971550451157816e-07 -1.4404453604697928e-07 5.667863967548492e-08 6.000840101630405e-08 4.264588192887364e-06 -7.225757878012897e-09 3.7213048759371065e-08 4.254243183168408e-08 -4.837067182836823e-10 -5.7365163769783655e-08 -7.425290498519947e-09 2.385354267655742e-07 8.115781611948906e-08 6.725295242534748e-09 4.532228764091203e-08 8.60957387462392e-08 -3.322267242106364e-08 3.1800271097517654e-07 1.8365627039518548e-06 4.23002613936817e-06 -2.6183312417939347e-06 -7.666440991736003e-07 -2.2155092020632153e-06 -1.1586962824992915e-06
pcs.V11 -2.0652484871544175e-06 -8.411780572986657e-08 3.1140440328900273e-09 -1.480885104572202e-11 1.313569610261444e-05 -1.8795684254426752e-06 7.32322602877992e-08 -8.263910329374836e-10 -6.30666259142548e-08 1.308952608564243e-07 5.343522809215552e-08 1.365842461434076e-07 -4.2793568953077043e-10 1.0182620337592677e-07 2.4602886173015226e-08 -7.2257578780154545e-09 4.2195705105999596e-06 1.5299386232152413e-07 3.8617629599978616e-08 -1.2322758996414292e-07 1.0900499803700533e-07 -1.7366219669287775e-07 -8.592571625676865e-08 1.8079765899063452e-07 -1.345218794493529e-07 9.72383066037193e-08 -7.200537049871233e-08 1.4204731932288443e-07 9.772469181447288e-07 -2.225264247448532e-06 1.828815477892457e-06 3.984081074935612e-06 -5.070908240389365e-07 -6.187518132827408e-06 2.0077416284087515e-06
pcs.V12 -1.983843977924078e-06 -3.957013695556825e-06 1.0124834674385662e-07 -7.711405823133857e-10 1.7785956751234326e-05 -1.9017384673991544e-06 6.702299595491761e-08 -7.551379880035619e-10 1.235267712804442e-07 -8.226624497781386e-08 9.140186604247695e-08 -1.02766584977344e-07 -1.3549479666456695e-07 2.6920518347142715e-07 -6.023891953406327e-08 3.7213048759363256e-08 1.5299386232151777e-07 4.0964536503234885e-06 -2.177747112594105e-07 -2.5138557026502167e-08 3.468273198402784e-08 -1.07905119710809e-07 -6.691789735342651e-08 -1.4207426476854837e-07 -1.1189784646867374e-07 -4.4273350099160646e-08 -6.098053056469684e-08 6.651637990719652e-08 1.744550079826302e-07 2.2527894974966372e-07 -4.006816284118729e-07 9.612745718480098e-07 2.460269711768019e-07 -2.458488101772941e-06 1.0819959213759267e-07
pcs.V13 -2.7687069293970685e-05 -6.42725148768276e-06 2.366871810639738e-07 -2.6944653582984495e-09 2.9317374575018952e-05 -1.5838695857915412e-06 -1.6419233533552545e-09 5.118780018297214e-10 -1.9049136933707874e-07 -2.3806921060250556e-08 -8.532469031846405e-08 -5.4444857998170564e-08 -1.032217465240932e-07 -6.013275947898027e-08 -3.7440987398871464e-08 4.2542431831663144e-08 3.861762959995944e-08 -2.1777471125942352e-07 4.37678672577545e-06 -8.953635695280808e-08 1.1195251668664306e-07 3.4675539359559756e-08 -1.6454084422429783e-07 -5.3853132558859377e-08 -2.356159072706006e-07 2.0008401210845206e-08 -3.6779789562479446e-08 -4.199972580992107e-08 -1.2355002571809079e-06 -1.5088815277452546e-06 1.8068862132808358e-06 4.842307758106058e-06 -4.1801267642456185e-06 2.920352647890547e-06 -4.585780691317752e-06
pcs.V14 -1.0169997764293244e-05 2.5088694489117064e-06 -7.169694041731106e-08 6.188113217206692e-10 0.00010686362506609885 -1.0606137582634636e-05 3.292976119188726e-07 -3.2079516139088633e-09 -3.068009358944354e-08 -1.5525001733598912e-07 -6.286872290732084e-08 -6.80828047841945e-08 -1.7452095603855795e-07 -2.2556686338650474e-07 -1.885891782899774e-07 -4.837067182926433e-10 -1.2322758996413828e-07 -2.513855702646942e-08 -8.953635695271306e-08 4.1733998345776635e-06 -6.830171967537685e-08 1.370689149179483e-08 -3.077582282895919e-08 -1.3100013788403586e-07 1.0838950431023979e-08 -1.4228395731169437e-07 -1.358734263138835e-07 1.213847528745752e-07 3.972989991226311e-07 2.533237578545056e-07 -2.4987025006314157e-06 2.432406019891369e-07 -3.692950339253918e-06 2.759842904600375e-06 2.7699070214463665e-07
pcs.V15 -2.6767271517108843e-06 -3.978930437149716e-07 2.7784245005710857e-09 4.9694911333381727e-11 5.625619281489715e-06 -1.3940967498571403e-06 6.413232516695683e-08 -8.022935048082351e-10 3.943608247843815e-08 -2.0007120216044923e-07 -6.295055101465895e-10 3.2090097155510993e-08 7.453714942817751e-08 -4.56245156470081e-08 -3.602406765652932e-08 -5.736516376978682e-08 1.0900499803700411e-07 3.468273198403179e-08 1.1195251668665752e-07 -6.830171967538654e-08 4.217970591197851e-06 -7.788196858078291e-08 -9.302628946242881e-08 8.926626240504422e-10 1.9682772536764933e-08 -2.09167344469721e-07 -4.4888672368190704e-08 -1.2525603987972567e-07 3.6089583627019546e-07 -1.0024297417155257e-06 -7.872166585376217e-07 3.89885636715901e-06 -2.715897224033777e-06 -2.365449425588355e-06 5.835726377400902e-07
pcs.V16 -8.022671409941337e-07 -2.211671922638028e-06 5.008059940678443e-08 -3.9767948190194866e-10 -2.1416613685471333e-05 1.7340111926537157e-06 -4.5815345793159664e-08 4.581458783505319e-10 1.6772931835419868e-09 1.4037386076831678e-07 -4.150891175346111e-08 5.61647095475705e-08 -7.815579335805417e-08 -9.062293009613506e-08 -2.8441778080996867e-08 -7.425290498519154e-09 -1.7366219669287947e-07 -1.0790511971081514e-07 3.467553935954271e-08 1.3706891491790967e-08 -7.788196858078492e-08 4.238558375496674e-06 -1.1143829021749433e-09 -1.877379335485822e-08 -1.6994380766416999e-07 -5.3889453147130896e-08 -1.475362333094502e-07 -4.002937315526275e-08 -1.4310685913428305e-06 -3.942777014569922e-06 2.6646244663284306e-06 5.249070869167728e-06 9.285734157770168e-07 -2.453879736882386e-06 -1.4206333620580489e-07
pcs.V17 2.3190114090315932e-07 -1.3353892200087453e-07 9.477465553708022e-09 -1.452234461837353e-10 -4.856488230283135e-05 4.129625418044099e-06 -1.1649829122187632e-07 1.0074862975287657e-09 -1.6526888198316463e-07 1.1933826939359702e-07 -1.4861289242556527e-07 -8.42970721732192e-08 -1.6174080944978907e-07 5.6054078285964754e-08 7.457467444716712e-08 2.385354267655807e-07 -8.592571625676549e-08 -6.691789735343215e-08 -1.6454084422432954e-07 -3.077582282894078e-08 -9.302628946242785e-08 -1.1143829021777886e-09 4.37465191520497e-06 1.450274923612572e-07 2.531658198121519e-07 6.216649457820444e-08 -7.867175593761055e-09 -2.6334153212037347e-07 5.133592451529379e-07 3.2482070413390837e-07 -3.014598852737325e-07 -4.2148324048503915e-06 5.617154888328411e-06 5.592427136994684e-06 -4.9216610518168185e-06
pcs.V18 -1.034271807134563e-06 -3.934265673867483e-07 3.974620806057337e-08 -5.988229872617439e-10 -9.365589525561303e-05 9.986336211049858e-06 -3.2382499116949166e-07 3.217700828641179e-09 1.6647665879395714e-07 2.1818501928847203e-07 -1.3122139831437593e-07 3.2955178908375566e-08 -3.3328224645672375e-08 1.0053324386281779e-07 -8.524839145381434e-08 8.115781611949712e-08 1.8079765899063167e-07 -1.42074264768574e-07 -5.385313255894179e-08 -1.3100013788403393e-07 8.926626240428808e-10 -1.877379335486079e-08 1.4502749236127448e-07 4.128571848472604e-06 -9.112713483289903e-08 4.994449297131378e-08 -6.641968027078451e-08 1.7855158063228655e-07 -7.665299250956292e-07 1.6639008429076138e-06 4.815275845806922e-07 -1.3710710697399403e-06 4.7550159602840023e-07 -1.6031699802356055e-06 -2.4281058195768503e-06
pcs.V19 8.294779826874318e-06 8.701797785882366e-07 -4.153329658758406e-08 5.822944524735262e-10 -9.752070754156094e-06 -5.208127076198336e-08 2.7137010786195104e-08 -5.176771786294135e-10 8.174905693514984e-08 1.2145052094760138e-07 1.0839473855945045e-07 -4.8173630305657205e-08 2.5076220820555835e-08 1.3421615423209573e-07 -1.922394798311371e-07 6.7252952425384e-09 -1.345218794493491e-07 -1.1189784646866946e-07 -2.3561590727059655e-07 1.083895043104157e-08 1.968277253676827e-08 -1.6994380766417306e-07 2.5316581981214394e-07 -9.112713483291503e-08 4.152206036614415e-06 1.6586142330743657e-07 1.7014151392588856e-07 -2.024296633503462e-08 -2.3216932785691424e-07 3.803487554786175e-06 1.2744957913446826e-06 1.460723099922087e-06 -5.712225961635113e-06 -9.055356854251811e-07 2.0628232314838075e-06
pcs.V20 -1.8149622715452307e-06 -3.3909093791919256e-06 9.584166277906232e-08 -8.497997890143633e-10 -1.855662014609329e-05 1.821411370572286e-06 -5.785406486458229e-08 5.591848878079089e-10 1.0265077228345411e-08 1.1835828635872679e-07 1.59576369870485e-07 9.578603863469522e-09 5.5192307632833486e-08 8.571813944793317e-08 -1.2533811107364103e-07 4.5322287640905616e-08 9.72383066037114e-08 -4.4273350099171995e-08 2.0008401210823557e-08 -1.422839573117302e-07 -2.0916734446972798e-07 -5.3889453147125245e-08 6.21664945782195e-08 4.994449297134504e-08 1.6586142330743914e-07 4.007387024495605e-06 1.5067455807614345e-07 2.0025646701464358e-07 -1.5056642819636029e-06 4.6253780158037017e-07 3.6620168315276456e-07 4.172045605188552e-06 -1.7216103751943538e-06 6.290094464521356e-06 -3.7550772435367144e-06
pcs.V21 2.2242110264060416e-05 3.735868444002682e-06 -1.3875974692583098e-07 1.6451298973848545e-09 3.5864209452003824e-05 -3.210101486341912e-06 9.16750044927662e-08 -9.288412141146188e-10 1.2479868142112272e-07 -8.361690009425205e-08 5.24239630713538e-08 -1.2708173023208552e-07 -8.102062774970457e-08 -2.502440392932117e-08 9.51866622881003e-09 8.609573874624595e-08 -7.20053704987056e-08 -6.098053056468768e-08 -3.6779789562452024e-08 -1.358734263138466e-07 -4.488867236818536e-08 -1.4753623330945857e-07 -7.867175593778025e-09 -6.641968027081341e-08 1.701415139258825e-07 1.5067455807614353e-07 4.229232891491296e-06 3.775562472934109e-09 2.4916968785825466e-06 -2.2428461977093788e-06 1.438044018724094e-07 -2.9012925141776586e-06 6.859695950019267e-06 -1.7785801858627257e-06 1.5649311630430309e-06
pcs.V22 -1.3026613697268415e-05 -1.2061749143588314e-06 6.381604831222171e-08 -8.349732286288008e-10 6.0886595604256026e-05 -5.417476264960503e-06 1.4859112055111357e-07 -1.2891056130310768e-09 1.6205748710669354e-07 1.230768173229253e-07 9.079217231142195e-08 3.609235453054697e-08 -1.0805133737533404e-08 -7.332679216607271e-08 1.3229049142852725e-08 -3.322267242107624e-08 1.42047319322879e-07 6.65163799072061e-08 -4.199972580987868e-08 1.2138475287453735e-07 -1.2525603987972683e-07 -4.002937315525418e-08 -2.633415321203692e-07 1.7855158063231865e-07 -2.0242966335044065e-08 2.0025646701466854e-07 3.775562472905713e-09 4.181219610941507e-06 -1.5224200166058333e-06 1.2082186257072336e-07 -4.826305717515887e-07 4.037335682093607e-06 -2.950143270340921e-06 3.335344826521811e-06 -1.3301278304943345e-06
proband -6.749696774928981e-05 -1.2784962403867835e-05 4.3696348143407134e-07 -4.218996376798784e-09 3.0618340028615413e-06 -7.829486730509009e-07 7.61670108391701e-08 -2.1112707656299984e-09 5.8018379407061504e-08 -2.418616596658806e-07 -1.4070627007613734e-06 -5.441487187195065e-07 1.9602239126164937e-07 2.5885592087449047e-07 -6.726045762427095e-07 3.180027109752609e-07 9.772469181448215e-07 1.7445500798275887e-07 -1.2355002571808429e-06 3.972989991230441e-07 3.608958362702824e-07 -1.431068591342873e-06 5.133592451527785e-07 -7.665299250960582e-07 -2.3216932785688816e-07 -1.5056642819636458e-06 2.491696878582648e-06 -1.5224200166056207e-06 0.0006969680765630466 -0.0003662326232525848 -0.0003459198671382168 -1.7376393591965475e-05 3.6804948299604466e-05 2.7381070580153166e-05 -3.2047398417960284e-06
paternal -4.4998372856341707e-05 6.676022257816155e-05 -1.9452021451154392e-06 1.7998782449159216e-08 0.0006250289618815653 -6.59712310480163e-05 2.120366627750361e-06 -2.063424493372276e-08 4.889273634991923e-07 4.337961398702338e-06 -6.752319156033845e-07 1.2833748379718123e-06 -1.9390998880229743e-06 4.7746569036413186e-06 -9.777977537888204e-07 1.8365627039517968e-06 -2.225264247448437e-06 2.252789497498683e-07 -1.5088815277447796e-06 2.533237578546574e-07 -1.0024297417154e-06 -3.942777014569938e-06 3.2482070413378285e-07 1.6639008429075032e-06 3.803487554786124e-06 4.6253780158055705e-07 -2.242846197709623e-06 1.2082186257098538e-07 -0.0003662326232525876 0.0024826181699896073 0.0002251244039973549 -0.0017267043168433724 -0.0019403531167030994 -8.881028812933145e-05 -3.0204332508678924e-06
maternal -2.8933430783030833e-06 1.0852636713334287e-05 -2.8353365087551147e-07 2.1693685777148687e-09 0.0007308016870829162 -7.577689474768199e-05 2.3042663500154315e-06 -1.980785357577576e-08 -3.862689871671102e-06 3.5768437489281847e-06 -3.492210406014736e-06 1.203209343171211e-06 3.582101334494863e-06 2.1432887038666393e-06 -9.214686067644195e-07 4.230026139367962e-06 1.8288154778923374e-06 -4.0068162841184975e-07 1.8068862132814255e-06 -2.498702500632107e-06 -7.872166585376954e-07 2.6646244663285436e-06 -3.0145988527360997e-07 4.815275845813831e-07 1.274495791344502e-06 3.662016831530988e-07 1.438044018719776e-07 -4.826305717516489e-07 -0.0003459198671382183 0.00022512440399734856 0.002256968599879107 -0.00014108150299662464 3.3873797166511054e-06 -0.0018028488647604997 -0.001382802081894037
gpp 0.00041637240864689375 -0.0001061497176527058 2.7574319140590166e-06 -2.387542721276656e-08 -0.006770769467603775 0.0006396033278095328 -1.8665959564492875e-05 1.7114505196389638e-07 4.134116107377489e-06 -9.522294348836823e-06 -5.580445055892517e-06 -3.206155758765878e-07 2.9093278565997934e-07 -4.652995191026984e-06 -1.0570697125596315e-06 -2.618331241793421e-06 3.984081074935509e-06 9.61274571846518e-07 4.84230775810084e-06 2.43240601989323e-07 3.89885636715864e-06 5.249070869167558e-06 -4.2148324048494945e-06 -1.3710710697404058e-06 1.4607230999231671e-06 4.172045605186561e-06 -2.901292514175463e-06 4.03733568209155e-06 -1.737639359193926e-05 -0.0017267043168433752 -0.0001410815029966648 0.006739948634131582 -0.0033025509944757934 0.00022278664601722386 -6.4713517956099376e-06
