 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband maternal gpm gmm
intercept 0.002234550535002702 0.0007743634892979856 -2.3631185407799883e-05 2.2876193730329373e-07 -0.002660519284018551 0.0002707888925372039 -8.613857229446463e-06 8.592016029790416e-08 -2.133521120553716e-06 2.2920248548877456e-06 5.935255000456735e-07 9.285210463879742e-07 8.152960787298222e-07 -1.0023548437141228e-06 1.7606997679672824e-06 -2.442415850503518e-07 -2.5691802563230944e-07 1.0307206677189169e-07 5.990140275810221e-08 -1.104963961455129e-06 -3.0423964029419185e-07 1.0972865049898603e-06 1.1279111115488486e-06 3.7308954766328975e-07 -1.5960451798261298e-06 -2.288389016937149e-07 -1.233302970291335e-06 -1.8768164487033286e-06 1.7630781278927142e-05 3.040336442002616e-06 -5.952603671016992e-05 1.3334413272449144e-06
age 0.0007743634892952236 0.0015816225602949304 -4.3439126126214326e-05 3.7279247595541634e-07 0.01596764721247816 -0.0014170081352540616 3.88465589194565e-05 -3.327885052857801e-07 -1.448346627776244e-06 7.485381812348187e-07 -7.12660619675039e-07 1.358864078201883e-06 2.942931056281451e-08 -2.019311175949357e-07 1.056002380107742e-06 5.888231653395281e-07 3.4700532388009906e-07 -1.5431470800705132e-06 5.056136705573908e-07 3.9294017119278217e-07 -3.767304945205161e-07 -3.024915054960873e-08 2.7841973286288396e-07 1.0361615761982647e-06 -1.0652514652914492e-06 -1.8709422987727433e-07 -9.72981171263386e-07 2.436723511227017e-07 6.30517839657045e-07 5.341337114818395e-06 -3.250771393292801e-05 1.740541183832863e-05
age2 -2.3631185407700543e-05 -4.343912612617586e-05 1.2085200918054922e-06 -1.0495710131372185e-08 -0.00043069478923016806 3.8733519913453845e-05 -1.0754984402511747e-06 9.322180001544371e-09 3.9731329297053054e-08 -1.6667099581806518e-08 1.636532664649349e-08 -3.761889673545241e-08 -2.9556096319421813e-09 4.823265241193953e-09 -2.826923429598269e-08 -1.2623509729678718e-08 -1.0101500022898675e-08 3.7539491403855956e-08 -1.4829462332578138e-08 -9.617906501936038e-09 7.537573552325896e-09 -4.687667062226959e-09 -1.0758569370751735e-08 -2.2040199273512985e-08 3.096632764251946e-08 3.6943800055320295e-09 2.979792100306374e-08 -3.778001476926708e-09 -2.1121956082341997e-08 -1.5905956812983627e-07 8.652918103947517e-07 -4.6619736334378986e-07
age3 2.2876193730259374e-07 3.727924759553416e-07 -1.0495710131379069e-08 9.225593399447254e-11 3.6399676269599263e-06 -3.310563126365233e-07 9.301387741225073e-09 -8.158220709258811e-11 -3.3683402993037267e-10 1.3070555394033646e-10 -1.1522736223455672e-10 3.255026562189772e-10 4.1152052567149695e-11 -4.6701054080841756e-11 2.38623354347785e-10 8.509664296193386e-11 9.417920494195078e-11 -2.7672806813793235e-10 1.2854850092762254e-10 6.561220977466124e-11 -5.1559177399925674e-11 7.949812621095981e-11 1.1094639208847899e-10 1.4364074539029332e-10 -2.796479095403079e-10 -2.1445762744324716e-11 -2.732817139317141e-10 4.963804099782544e-12 4.403177645220515e-10 1.4046257371017692e-09 -7.775574253726618e-09 4.151919468090254e-09
sex -0.0026605192840966556 0.015967647212399464 -0.0004306947892279433 3.6399676269403573e-06 0.4721453983049355 -0.041705069559911136 0.0011427370117839525 -9.816903346279499e-06 -7.408835648650037e-06 -3.81906583886278e-07 4.938070737087348e-06 1.071883435899805e-05 -1.9050528346715867e-05 1.7959118911244036e-05 -1.3383827095718053e-05 6.445657535487913e-06 -5.335077658208888e-06 -1.4584066846719245e-05 1.1835154743862266e-05 1.8903312638994854e-05 -7.774991595121476e-07 8.85329528114304e-07 -1.372060877005479e-05 -3.147434940110418e-06 5.99941519112256e-06 7.087086510301484e-06 5.1537220535225886e-06 1.8827172201716382e-05 -4.835527911883397e-05 0.0002722696744315911 -0.0003582950124813084 4.742494814755022e-05
agesex 0.0002707888925412383 -0.001417008135255339 3.8733519913481364e-05 -3.310563126366771e-07 -0.041705069559909526 0.0037419751895605203 -0.00010390483703922684 9.027505974536658e-07 6.65425440897927e-07 2.5704008802235677e-08 -4.2181548944542937e-07 -8.956403627769979e-07 1.5809506308820023e-06 -1.7744674772448927e-06 1.4865602848315481e-06 -5.07294310321912e-07 3.3486238119076244e-07 1.1399350978892317e-06 -1.0443661457416091e-06 -1.7185823214806142e-06 -6.448213518621933e-08 -1.4871054209362853e-07 9.844125395527107e-07 6.264081144785188e-07 -6.625132273033826e-07 -7.782487457636202e-07 -4.412259594031137e-07 -1.7949520986788972e-06 5.504787240105111e-06 -2.5070733463184413e-05 3.567519276407046e-05 -1.0092740879670147e-05
age2sex -8.613857229647095e-06 3.884655891932511e-05 -1.075498440247464e-06 9.301387741191903e-09 0.0011427370117838564 -0.00010390483703922224 2.922673787946567e-06 -2.56971443683842e-08 -1.6851768987900575e-08 -1.2982907822471793e-09 1.0756818904867705e-08 2.499489342105587e-08 -4.152731276656565e-08 5.184948833430225e-08 -4.753666477144423e-08 1.2324072215477778e-08 -4.215261664993966e-09 -2.5795156374790805e-08 2.662639785808159e-08 4.82409571499547e-08 3.18989419782635e-09 6.24936745909305e-09 -2.392143635557904e-08 -2.541830596014724e-08 2.0401775370093845e-08 2.5100283188740104e-08 1.1751381887749194e-08 5.1727300877750683e-08 -1.6768602956650054e-07 7.291551271952707e-07 -1.0385637554265753e-06 3.7175746835195237e-07
age3sex 8.59201602994011e-08 -3.3278850528522567e-07 9.32218000152712e-09 -8.158220709241974e-11 -9.816903346278169e-06 9.027505974535812e-07 -2.569714436838296e-08 2.2864481742776878e-10 1.1475875104174695e-10 2.9983854253078117e-11 -8.653645769223268e-11 -2.2390251032996264e-10 3.4229950792896545e-10 -4.506329849523355e-10 4.621299054287204e-10 -1.0311752349523175e-10 -7.608810941608615e-12 1.7299689097728132e-10 -2.0895516291602568e-10 -4.197310647194138e-10 -2.5951386904164904e-11 -5.3910924070983355e-11 1.8844829631565543e-10 2.7585645293059785e-10 -1.9195001802966445e-10 -2.471570441374754e-10 -1.1000682123364859e-10 -4.710879042775448e-10 1.4084020325631241e-09 -6.490536353362629e-09 9.275542423778128e-09 -3.918428344039148e-09
pcs.V3 -2.1335211205526974e-06 -1.448346627780043e-06 3.973132929715768e-08 -3.368340299312691e-10 -7.4088356487457785e-06 6.654254409066422e-07 -1.685176898814613e-08 1.1475875104391154e-10 2.1772987946446873e-06 5.096592830175844e-08 -7.210095705555756e-08 4.89427328076285e-09 4.272024664221748e-08 4.24426820081925e-08 4.084625094178116e-08 5.694786225874653e-08 -2.1605726052981458e-08 2.0234182229044955e-08 -4.046710425797315e-08 -6.05102393429887e-09 2.2909380394113537e-08 -1.2542738978796274e-08 -3.247258841864147e-08 1.162668694219023e-08 1.7789840727878587e-08 -5.920348752783833e-09 4.3319668658076216e-08 5.192869382778106e-09 8.542395231186421e-07 -6.066682267138799e-07 1.6536652917201554e-06 1.0299450271409516e-06
pcs.V4 2.292024854887777e-06 7.485381812376615e-07 -1.666709958188557e-08 1.30705553941024e-10 -3.819065838112663e-07 2.5704008795470606e-08 -1.298290782058416e-09 2.9983854251430224e-11 5.0965928301757147e-08 2.1763694203524954e-06 2.3317857789508847e-08 2.0431539984602744e-08 1.7211455903548316e-08 -2.524191879048439e-08 -3.22893296336766e-08 1.3052690758600636e-08 -5.4209203507060066e-09 -2.134007316020071e-08 3.846919577363054e-08 -6.559986015470326e-08 -4.1971978740748384e-08 4.106926186406798e-08 4.3478056608316813e-08 1.4973690807647093e-08 3.587485980757529e-08 -8.730793553975232e-09 -3.043921770005752e-08 4.323774125938468e-09 -5.995230024374697e-07 -6.139174759545797e-08 -1.1744021599618724e-06 -4.945872066889899e-07
