 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband maternal gpm gmm
intercept 0.0028100425698153395 0.0009888189903902442 -3.011299720320405e-05 2.907725964861627e-07 -0.003881279964991707 0.0003938446832391358 -1.2483031196187378e-05 1.2413808821023257e-07 -2.5985051416356628e-06 2.7295327540727693e-06 6.182110092705756e-07 8.99469618274927e-07 1.3447306753435799e-06 -9.320012433100245e-07 2.34038088495714e-06 1.2821907420472104e-08 -1.1926551034032196e-07 -1.4253478717246215e-07 -3.0767203364769936e-08 -1.5756892097377802e-06 -1.3720898347172767e-07 1.5159735244087648e-06 1.3311110236290898e-06 5.704501098161962e-07 -1.9849696508809395e-06 -4.880579403954471e-07 -1.3372825471143988e-06 -2.3814460433133103e-06 2.1677687709216088e-05 3.6445463055248773e-06 -5.41389277306167e-05 -1.1463526122556491e-05
age 0.0009888189903939687 0.0020617044852723715 -5.6681931099088965e-05 4.869698897214705e-07 0.02194214504060004 -0.001949948292258188 5.355459635027095e-05 -4.59619178488729e-07 -1.6872694257017785e-06 8.606643961454251e-07 -9.610335794872508e-07 1.689679037734922e-06 1.250513127751527e-07 -1.2289759094503025e-07 1.457616309057718e-06 8.852138591751113e-07 3.867613082059966e-07 -2.0067433379092435e-06 7.841894224736595e-07 5.064373132362523e-07 -6.110895717622028e-07 1.989958193222025e-07 4.825109226838848e-07 1.0366209964078672e-06 -1.6199954232432411e-06 9.204782333785181e-08 -1.2711968981224502e-06 3.0585527165086103e-07 8.686700168207717e-07 7.163566395088609e-06 -3.740433665381968e-05 2.419194368689324e-05
age2 -3.011299720330141e-05 -5.668193109909954e-05 1.5784390031262218e-06 -1.3722502613576524e-08 -0.0005939195565883092 5.348733247712402e-05 -1.4879526561774146e-06 1.2921757201269656e-08 4.7277563700939866e-08 -1.9020866785352156e-08 2.2146588060081993e-08 -4.72218525502211e-08 -5.685533160415483e-09 2.0469550903708346e-09 -3.9191562072258075e-08 -2.0390011357948248e-08 -1.1592840893544638e-08 4.938995503093034e-08 -2.286992387904079e-08 -1.2576149455906323e-08 1.3643672866934892e-08 -1.2672665727973645e-08 -1.614211178183469e-08 -1.9702950417104896e-08 4.6704110035667354e-08 -3.746121362868789e-09 3.8984275474155834e-08 -4.6052901406778105e-09 -3.3463486271328134e-08 -2.1533644418819832e-07 9.749382020733908e-07 -6.372120524681471e-07
age3 2.9077259648700863e-07 4.869698897215948e-07 -1.3722502613577277e-08 1.2073682815988728e-10 5.03481439303027e-06 -4.585581768532321e-07 1.2908553727960113e-08 -1.1344638426506897e-10 -4.0720662384357777e-10 1.4923627539190992e-10 -1.575621456699299e-10 4.104759978055146e-10 6.54628760578414e-11 -1.834981566729544e-11 3.281230820710226e-10 1.5184550871211536e-10 1.1147067013296063e-10 -3.6959060228442775e-10 1.9569519444190918e-10 8.773312532734896e-11 -1.0014762971781274e-10 1.5870349683520257e-10 1.561026720814653e-10 1.0687736993472952e-10 -4.1773717835069e-10 3.890206049469924e-11 -3.5873310654946835e-10 5.097015085306366e-12 6.44275325889654e-10 1.9472240517135037e-09 -8.494877882641794e-09 5.349699330415734e-09
sex -0.0038812799649050396 0.02194214504063709 -0.0005939195565892625 5.03481439303816e-06 0.6478905418825429 -0.057368364059638084 0.0015762786239853208 -1.3580243919337335e-05 -4.352138076562901e-06 1.5468039247682189e-06 5.495419528611836e-06 1.240764201290715e-05 -2.546666409357866e-05 2.6749493511882765e-05 -1.6346129900363716e-05 8.935833019435427e-06 -7.637607371843078e-06 -1.8423183884333073e-05 1.488147494451661e-05 2.8310457989574645e-05 -2.172556035951848e-06 3.568948852841988e-06 -1.5132813089685689e-05 -6.357278944652388e-06 4.588214328155656e-06 1.3454218054653498e-05 4.3394496373922735e-06 2.6179013724156615e-05 -0.00010210997359108543 0.0003987337677776153 -0.00043532454057588544 5.922191205799973e-05
agesex 0.00039384468323135687 -0.001949948292261524 5.348733247720832e-05 -4.585581768539229e-07 -0.05736836405965019 0.00515904215315672 -0.00014363332772392352 1.2514010050430572e-06 3.930894363260658e-07 -1.3448092934766095e-07 -4.900713173216032e-07 -1.0420128117872563e-06 2.1567790963296036e-06 -2.6333231663585323e-06 1.859892977069623e-06 -6.901656838913982e-07 5.228850427561495e-07 1.4519050119706344e-06 -1.3790982816608505e-06 -2.627135234486482e-06 6.307049717146887e-08 -4.2898753719221575e-07 1.0999895033806483e-06 1.088517888068137e-06 -5.700750638193558e-07 -1.3801356461898138e-06 -3.282661740838186e-07 -2.4708780376201422e-06 1.0205844953761272e-05 -3.646536507539785e-05 4.369523230597759e-05 -1.3145032978478117e-05
age2sex -1.2483031195991461e-05 5.355459635037319e-05 -1.487952656180044e-06 1.2908553727981768e-08 0.0015762786239860067 -0.00014363332772395496 4.050474963508891e-06 -3.570954551672011e-08 -9.135454533991243e-09 2.7550657185681446e-09 1.3124454440909678e-08 2.9825828642867014e-08 -5.816385869014146e-08 7.648791279589259e-08 -6.101179886979833e-08 1.678402959653643e-08 -8.612762646447964e-09 -3.291798257332625e-08 3.630470116424188e-08 7.515383072908447e-08 -1.029523953823712e-09 1.4895771972802194e-08 -2.725265091986227e-08 -4.2748451570249435e-08 1.8372538255606204e-08 4.23112800247612e-08 7.181290422637757e-09 7.121930148293039e-08 -2.9005697136365995e-07 1.0549872711275078e-06 -1.2698705878761212e-06 4.7174789535009297e-07
age3sex 1.2413808820832386e-07 -4.596191784906935e-07 1.2921757201321524e-08 -1.1344638426549851e-10 -1.3580243919346337e-05 1.2514010050436035e-06 -3.5709545516727696e-08 3.185716664722407e-10 4.237693209442432e-11 1.0440978158225851e-12 -1.0907748806756636e-10 -2.7431534860618997e-10 4.960088028441726e-10 -6.64057006408356e-10 6.114376040792546e-10 -1.4240191226758353e-10 2.258743215553482e-11 2.185372877747458e-10 -2.9197960395834516e-10 -6.639073408482908e-10 1.842139507210572e-11 -1.265337061574425e-10 2.1546625694321856e-10 4.5934667509570345e-10 -1.7857101308503452e-10 -3.997939413450528e-10 -5.786167333255614e-11 -6.499978632430907e-10 2.347770976836197e-09 -9.398220083223849e-09 1.1211387500533566e-08 -4.700297161318203e-09
pcs.V3 -2.5985051416371417e-06 -1.6872694256994835e-06 4.7277563700874856e-08 -4.0720662384300494e-10 -4.3521380764770226e-06 3.9308943631811937e-07 -9.135454533763709e-09 4.237693209238857e-11 2.435503951076297e-06 1.087443302124891e-07 -8.262506942979532e-08 1.3345914016853828e-08 5.2207367697381e-08 5.3211920166843906e-08 4.369806333226215e-08 6.868826664246353e-08 -2.086748536882119e-08 2.2689709860664454e-08 -3.894273816166787e-08 -1.0490201682130491e-08 1.814092792770879e-08 -1.498141471883919e-08 -4.6273355901690015e-08 2.356449518573457e-08 1.5875750964302385e-08 -2.0663847290329145e-08 5.0298379856934627e-08 7.59058682116421e-09 1.1535279278531954e-06 -7.991505374501222e-07 1.8632023210804457e-06 1.1161113584921692e-06
pcs.V4 2.729532754073365e-06 8.606643961415607e-07 -1.9020866785244957e-08 1.4923627539098252e-10 1.5468039246698919e-06 -1.344809293386803e-07 2.7550657183142994e-09 1.0440978180660853e-12 1.087443302124898e-07 2.458100143764591e-06 5.3262224060502276e-08 1.5314004089190583e-08 2.253976003565022e-08 -3.431769079355789e-08 -5.3260393338155436e-08 2.7792065561255157e-08 -5.538151578247444e-09 -2.0588216929332235e-08 4.5845331162987894e-08 -7.912893882562238e-08 -5.970106544499199e-08 5.348739769202789e-08 5.4749517889291665e-08 1.3780599833928629e-08 5.1258995486510484e-08 4.896940275816304e-10 -3.0027880308679384e-08 4.1884272839009756e-09 -8.739097349386769e-07 8.142375877443048e-08 -1.5088860583474797e-06 -5.46811546254226e-07
