 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gmp gpm gmm
intercept 0.0213255651856412 0.007915606903014781 -0.00025538549098876425 2.619298250038185e-06 0.03712453491733377 -0.003814179233004392 0.00012412876614445836 -1.288286354154174e-06 4.106865961708726e-06 2.1563077034378204e-06 4.179329357559993e-07 -4.888272025662037e-06 2.015084405358687e-06 -1.0625434500639487e-05 2.9546528827374826e-06 -2.42266370027605e-07 -1.8337950402406551e-06 -2.22312415484064e-06 -1.643191695648557e-05 -4.874594548209519e-06 -2.6000527704079322e-06 -3.544159731647259e-07 -1.397783938487344e-07 4.6655207218319777e-07 5.33449245190865e-06 -7.011518255832615e-07 1.27734010635624e-05 -7.030749336882384e-06 -5.9319548493161784e-05 8.735826022078235e-05 2.6953749986616384e-05 0.0001300973284243336 -0.00017060586774106224 -0.00014221510687276656 0.00010516906700962788
age 0.007915606903092563 0.006115781148951146 -0.0001844414090727463 1.7613250832429602e-06 0.06103999244109721 -0.005861065998429147 0.00017662502834864643 -1.6858451114553635e-06 3.258326852674885e-06 -5.962389776316465e-07 -4.130717864824807e-06 1.3827179508414767e-07 4.301230755820704e-07 -5.903459394204337e-07 1.4658741460443005e-06 6.633335131103625e-08 -2.408143125672429e-07 -2.8356497054647934e-06 -3.8855604358207295e-06 1.2667725147147566e-06 -2.6203727157270257e-07 -1.269062831317831e-06 1.351177286058304e-07 3.1267626186629914e-07 7.645196737160244e-07 -2.335469212534077e-06 2.0716189210973805e-06 -4.912038238526141e-07 -4.868272382396848e-06 4.678156053974632e-05 4.2984242212874685e-06 -7.200184786902815e-05 -4.2988437213913954e-05 -0.00012732234516797978 0.00012511089341597892
age2 -0.0002553854909907962 -0.00018444140907230178 5.624111516025341e-06 -5.42747274237234e-08 -0.001821377573358526 0.00017679789424985157 -5.385950476652973e-06 5.194376236304039e-08 -1.1124327109826588e-07 3.867671177730589e-08 1.1582501672783846e-07 7.577486380898755e-10 -1.2236375699789483e-08 1.9285828453164112e-08 -3.191770223767261e-08 7.333131629937905e-09 5.937022181948076e-09 7.33042777138628e-08 1.4501693895113242e-07 -3.6541652640589146e-08 2.5572755311174807e-09 2.95404318126459e-08 8.176816457005855e-10 6.8171240106867415e-09 -3.380500060848578e-08 6.458424617429178e-08 -7.979795747859445e-08 3.0170197686628476e-08 2.0880964305573435e-07 -1.3523317028325846e-06 -1.1635135614275748e-07 1.8851377172882102e-06 1.2368067166277554e-06 3.395326414697203e-06 -3.5893529866724906e-06
age3 2.6192982500611908e-06 1.761325083242807e-06 -5.427472742382693e-08 5.29390279754257e-10 1.724023176893627e-05 -1.6897726767327838e-06 5.201258311315598e-08 -5.069337246212765e-10 1.1771949630124964e-09 -4.933505197184672e-10 -1.0356596827060167e-09 -7.71893944177132e-11 8.445144809440343e-11 -2.2507841399960144e-10 1.9603957684666288e-10 -1.1773675586213821e-10 -3.6504783039597276e-11 -5.68095342743437e-10 -1.656591388810601e-09 3.159595576703682e-10 2.1762523455250292e-11 -2.461195976810172e-10 -5.35166729464055e-11 -1.9275152385933084e-10 4.501927417102717e-10 -5.615767216611755e-10 9.671981199649487e-10 -4.186727326504138e-10 -2.2952209456506295e-09 1.2691919917034378e-08 9.343580725546728e-10 -1.6619513260422873e-08 -1.0730252235065146e-08 -2.99757765393692e-08 3.279653055183429e-08
sex 0.03712453491998179 0.06103999244259932 -0.0018213775734033826 1.724023176935963e-05 1.2806649371647751 -0.12047032115700641 0.003551179413074867 -3.309553516242617e-05 5.125161046697535e-05 -1.8019026584611867e-05 -3.707482353773225e-05 1.5679982259959138e-05 -4.5290361066624063e-05 8.252649961271905e-05 -1.2533409065475105e-05 1.4275224941612926e-05 1.2179921190560674e-06 1.3454996309309832e-05 1.4960294393712794e-05 5.621876722044819e-05 1.2012295243322659e-05 -2.4922732451652745e-05 -2.50950739192683e-05 -5.151726274346528e-05 -2.4075408519222653e-07 -1.6948056071587966e-05 1.9125375085378512e-05 2.9143617828323477e-05 0.00010532975301038547 0.0004346434895136168 0.0004039368475113713 -0.004112957166026589 0.0026229383897029878 -0.0017114633021047079 0.0012555259509691794
agesex -0.0038141792332300477 -0.005861065998537537 0.00017679789425314204 -1.6897726767644827e-06 -0.12047032115699265 0.011475869374426722 -0.000342102914404719 3.220255361416174e-06 -5.12438324503613e-06 2.2186386132738818e-06 3.943292043061239e-06 -1.6088233899704662e-06 4.1417298111477195e-06 -8.17987582145675e-06 1.6690552214838192e-06 -1.0689684124203331e-06 -6.875033693541543e-07 -1.4754346485940035e-06 -6.208517344338846e-07 -5.525015227338474e-06 -1.6931489776895793e-06 2.1528298465183202e-06 2.147280410465263e-06 5.585937346126348e-06 -6.347627938634064e-07 1.632117373354662e-06 -1.8045681737026027e-06 -2.5614738383365746e-06 -1.0467973002503497e-05 -4.184843028801713e-05 -4.268092361142529e-05 0.00038472481415018024 -0.0002499613678183037 0.00015796348976805015 -0.00011331769646659109
age2sex 0.00012412876615103008 0.00017662502835170545 -5.38595047674647e-06 5.2012583114061715e-08 0.003551179413073819 -0.0003421029144046581 1.031357464572645e-05 -9.81305090629246e-08 1.614833962555834e-07 -8.362845454901316e-08 -1.2870641421095047e-07 5.255985913026033e-08 -1.2258003295510004e-07 2.5167621558752e-07 -6.313192894350162e-08 2.4448898757712317e-08 3.692751668857815e-08 5.314155189698139e-08 -1.2215401649142133e-08 1.691174640219479e-07 6.547080489776954e-08 -5.876797364755255e-08 -6.128252122116721e-08 -1.8322467542448756e-07 3.72642015011442e-08 -5.049047302909648e-08 5.4754928403628874e-08 6.902393960179033e-08 3.470499019902048e-07 1.2405669973167235e-06 1.3134067603731696e-06 -1.1095677006429309e-05 7.276478644233812e-06 -4.472560048224119e-06 3.1422017387367255e-06
age3sex -1.2882863542174874e-06 -1.6858451114845777e-06 5.194376236393193e-08 -5.069337246299052e-10 -3.3095535162407886e-05 3.220255361414795e-06 -9.813050906290045e-08 9.439880936699338e-10 -1.6378646555812688e-09 9.651810913640298e-10 1.318995250887642e-09 -5.223041274845816e-10 1.1657398380882742e-09 -2.420517277715502e-09 7.332704627921559e-10 -1.7473602794985946e-10 -4.813320497220075e-10 -6.052785265020217e-10 4.214766615585094e-10 -1.6208674336068079e-09 -7.544845607552951e-10 5.547980990753584e-10 5.273555561874015e-10 1.8341924318131215e-09 -5.380747822018962e-10 4.831275056184956e-10 -5.920755104691441e-10 -5.894124733410725e-10 -4.210366166328601e-09 -1.1237747510780352e-08 -1.1336693765700009e-08 1.004851399705181e-07 -6.651239238064696e-08 3.969963225288599e-08 -2.8115632037527302e-08
pcs.V3 4.106865961812889e-06 3.2583268527193243e-06 -1.1124327109960533e-07 1.1771949630253048e-09 5.125161046674115e-05 -5.124383245014153e-06 1.6148339625494807e-07 -1.6378646555755876e-09 2.6171654887762306e-06 7.033506995118003e-08 -3.411007350386306e-08 -1.1213842128996386e-08 8.530732314309918e-08 6.015286412692652e-08 1.1795887469406e-08 6.999489948343148e-08 -6.194528378034051e-08 8.50260242242072e-08 -7.6257552866245e-08 -1.371146281132108e-08 1.0327315665288312e-08 -1.7523759330092595e-08 -9.539908371982533e-08 3.103925426179377e-08 4.7607642928786546e-08 -1.784898410980031e-08 9.280806770423615e-08 4.760053765073162e-08 8.966894679746598e-08 3.1683994781414466e-07 -2.4583398201185845e-06 2.652603678207927e-06 5.130555993623055e-07 3.7359393311720876e-06 2.545100080892471e-06
pcs.V4 2.1563077033663486e-06 -5.962389776755164e-07 3.867671177863246e-08 -4.933505197311612e-10 -1.8019026584820782e-05 2.2186386132943562e-06 -8.362845454964626e-08 9.651810913702643e-10 7.033506995116387e-08 2.4916491513483945e-06 3.524245502752027e-08 1.707292288159015e-08 6.091002985525502e-08 -4.5273935810299175e-09 -7.108205637394381e-08 7.4038566483762365e-09 7.354459392296062e-08 -3.1413552214382215e-08 2.243530799087172e-08 -7.384761945835603e-08 -1.2725787947567141e-07 6.624498180530086e-08 7.25628800104767e-08 5.9282773990377265e-08 7.969721732684366e-08 3.6390590310981224e-08 -3.885158785664889e-08 1.95198824826349e-08 -8.191540609111615e-08 2.5329856545592073e-06 1.9780345888098898e-06 -5.194135511143074e-06 -2.598287516264392e-06 -5.633308610428372e-06 -7.50815944481318e-07
pcs.V5 4.1793293568806216e-07 -4.130717864843884e-06 1.1582501672839526e-07 -1.0356596827111655e-09 -3.707482353717282e-05 3.943292043007848e-06 -1.2870641420936323e-07 1.3189952508728354e-09 -3.411007350384507e-08 3.5242455027498754e-08 2.237761999634366e-06 3.444685678628878e-08 1.8696816131042578e-08 -3.215782658346641e-09 -1.0609517359885068e-08 -7.243299967744386e-08 1.904813600192903e-08 6.557119264585333e-08 -2.6567514438403555e-08 -3.530928740727264e-08 -7.801589878666077e-09 -3.6430895049797696e-08 -7.658024038058405e-08 -1.1210647288552033e-07 6.450569458257087e-08 8.213421930776425e-08 5.081578057649695e-08 2.801701936969282e-08 -8.39516404795402e-07 -5.642828474811971e-07 -2.233294677969611e-06 -3.11668504764942e-06 3.3313982545143534e-06 2.6462619024656475e-06 1.350664278098904e-06
pcs.V6 -4.888272025618126e-06 1.3827179511499765e-07 7.577486371539375e-10 -7.718939440872928e-11 1.567998226020378e-05 -1.6088233899943375e-06 5.255985913099253e-08 -5.223041274917037e-10 -1.1213842128981268e-08 1.7072922881586205e-08 3.4446856786272353e-08 2.1506938921850097e-06 2.7766046764997366e-08 6.844967206542287e-08 2.201154411061797e-09 -7.28783096040686e-08 7.540825589887273e-08 -4.9769339086513284e-08 -3.305622576483815e-08 -5.322567200789008e-08 2.4787584226612144e-08 4.759624533038239e-08 -5.2618688409587833e-08 2.4530257541393712e-08 -2.345971030458274e-08 1.0697546472983785e-08 -7.465383814023514e-08 3.2873791541745905e-08 -5.073862070766291e-07 8.801439227621e-07 5.171439952947458e-07 -1.2183844625652765e-07 1.514651325219093e-07 3.5110093890338733e-06 -1.7596156246414875e-06
pcs.V7 2.0150844052288485e-06 4.301230754772103e-07 -1.2236375696622513e-08 8.445144806413892e-11 -4.529036106768481e-05 4.141729811250364e-06 -1.2258003295821683e-07 1.1657398381182293e-09 8.530732314304126e-08 6.091002985527436e-08 1.8696816131098938e-08 2.776604676499145e-08 2.6005821631417577e-06 3.964813237197919e-08 -3.02030835603957e-08 -9.484343761736092e-08 -1.5331805788859355e-09 -7.73698922811349e-08 -5.1118717310703214e-08 -9.57815334920179e-08 4.9309924056631185e-08 -3.941089678591239e-08 -8.956884271743594e-08 -3.850960625438505e-08 1.7332198406822943e-08 1.763369410559927e-08 -2.7022757914807106e-08 -1.9653744226537264e-08 7.275474805628278e-08 -1.0423237496222584e-06 2.0110285707902796e-06 1.4122553397454142e-07 9.126478882263732e-07 5.7518797928166784e-08 -1.7567264231218047e-06
pcs.V8 -1.062543450040638e-05 -5.903459392459328e-07 1.9285828447838485e-08 -2.2507841394814693e-10 8.252649961459197e-05 -8.179875821638414e-06 2.5167621559305083e-07 -2.4205172777688152e-09 6.01528641270325e-08 -4.527393581064111e-09 -3.2157826584517765e-09 6.84496720654316e-08 3.9648132371987794e-08 2.51963171947821e-06 6.533737702382471e-08 5.5709122168285963e-08 6.638176118973899e-08 1.7816027323007333e-07 -4.358751396984106e-08 -1.5487540511739427e-07 -5.104224892812176e-08 -5.472402410910562e-08 3.6990310894137576e-08 6.653806103812911e-08 8.235085110894073e-08 6.686916799063624e-08 -1.7973559621585752e-08 -4.00533047050766e-08 1.703088240603694e-07 2.881332985226179e-06 1.2522971809410659e-06 -3.2073944225725636e-06 -2.3116763387658793e-06 1.4372261156412496e-07 -2.1417629857154687e-06
pcs.V9 2.9546528826554297e-06 1.4658741459715567e-06 -3.19177022354575e-08 1.9603957682530293e-10 -1.2533409066476988e-05 1.6690552215804112e-06 -6.31319289464214e-08 7.332704628200617e-10 1.1795887469354782e-08 -7.108205637392312e-08 -1.0609517359840069e-08 2.2011544110532805e-09 -3.0203083560380434e-08 6.53373770237916e-08 2.4760100646597452e-06 3.3605479373933884e-08 2.017066156322775e-08 -3.897782286646507e-08 -2.4851725184679667e-08 -1.1584655912311225e-07 -1.8056123553484394e-08 -1.7330272239736613e-08 3.942390273738324e-08 -4.860162138809936e-08 -1.2166385238378561e-07 -8.00017969568976e-08 3.794549390653397e-09 -3.43695335170588e-10 -2.474285375219e-07 -3.2823799601148647e-07 -6.974937404866017e-07 -9.255535957367004e-07 1.7680373757562924e-06 2.0235349506069344e-06 -7.10431857567692e-07
pcs.V10 -2.422663700031422e-07 6.633335133183403e-08 7.333131629310911e-09 -1.177367558561546e-10 1.4275224941838163e-05 -1.068968412442101e-06 2.444889875837238e-08 -1.7473602795619447e-10 6.999489948344334e-08 7.4038566483718905e-09 -7.243299967745499e-08 -7.287830960406676e-08 -9.48434376173623e-08 5.570912216829061e-08 3.3605479373936227e-08 2.6049287225404765e-06 -1.1045794408939967e-08 2.076170436744165e-08 2.993783234205741e-08 -4.086337353800086e-09 -4.70459040301549e-08 -4.021247528342562e-09 1.369492960561371e-07 2.685007566071888e-08 7.742501801064262e-09 1.9925403227938648e-08 3.634933394618322e-08 -2.6244816771968337e-08 2.667447261697574e-07 1.4671852255128761e-06 2.3328648923699876e-06 -1.6736722339910111e-06 -9.028516623836742e-07 -1.0712655841155521e-06 -6.999020610045489e-07
pcs.V11 -1.8337950402061351e-06 -2.408143125416668e-07 5.93702218117313e-09 -3.650478303216614e-11 1.2179921192859822e-06 -6.875033693765239e-07 3.69275166892615e-08 -4.813320497286191e-10 -6.19452837803268e-08 7.354459392295637e-08 1.9048136001915605e-08 7.540825589887303e-08 -1.5331805788838548e-09 6.638176118973596e-08 2.0170661563231945e-08 -1.10457944089409e-08 2.577046886321908e-06 8.524585691478877e-08 2.7354910157313136e-08 -6.057222577337131e-08 5.738103435660686e-08 -1.1041175836153638e-07 -4.223067912150273e-08 9.079518104130537e-08 -8.983537385142352e-08 6.159338844008079e-08 -5.2187652486557416e-08 7.953711760401753e-08 5.49713585677638e-07 -1.2982254624805095e-06 7.999859051074637e-07 2.4326931483884787e-06 -3.2688820865435566e-07 -3.385036419322774e-06 1.2211574012996093e-06
pcs.V12 -2.2231241547573416e-06 -2.8356497053861003e-06 7.330427771147339e-08 -5.680953427204782e-10 1.3454996310391825e-05 -1.4754346486985413e-06 5.314155190014676e-08 -6.052785265323139e-10 8.502602422426254e-08 -3.141355221440717e-08 6.557119264580624e-08 -4.976933908650289e-08 -7.73698922811549e-08 1.7816027323011777e-07 -3.897782286647053e-08 2.0761704367444235e-08 8.524585691479524e-08 2.496879292061379e-06 -1.4835111440464473e-07 -1.4084748256357444e-08 2.140824628028744e-08 -6.764454558608219e-08 -3.1779233984478735e-08 -8.038592408238733e-08 -7.678116164114886e-08 -2.0655185446075894e-08 -3.9540626054082163e-08 3.5545310656109184e-08 3.230893347008401e-08 9.702896451348711e-08 -1.6381283815632944e-07 4.299766677954905e-07 4.521212652641404e-07 -1.4271044039436864e-06 -9.781173682162346e-09
pcs.V13 -1.6431916956437462e-05 -3.885560435742461e-06 1.4501693894873486e-07 -1.6565913887873443e-09 1.4960294395447221e-05 -6.208517346009215e-07 -1.2215401644106468e-08 4.214766615105855e-10 -7.625755286616525e-08 2.2435307990826654e-08 -2.6567514438461497e-08 -3.305622576481182e-08 -5.111871731076937e-08 -4.3587513969707816e-08 -2.485172518471641e-08 2.9937832342069073e-08 2.7354910157332224e-08 -1.483511144046093e-07 2.654245931211439e-06 -5.880946660142363e-08 6.753545044057768e-08 2.268245184132008e-08 -1.0580417241675698e-07 -2.9163807522354307e-08 -1.4892864043828954e-07 1.9892539170694768e-08 -2.587012134877936e-08 -2.3660669749491293e-08 -5.964153689066604e-07 -1.2771789286186943e-06 1.101664231775711e-06 3.0106392968845686e-06 -2.4577543423274136e-06 1.6946208663474986e-06 -2.6036142955311056e-06
pcs.V14 -4.874594548055521e-06 1.2667725148249092e-06 -3.654165264388756e-08 3.1595955770160036e-10 5.6218767221106364e-05 -5.525015227402576e-06 1.6911746402391225e-07 -1.6208674336259197e-09 -1.3711462811278813e-08 -7.384761945836305e-08 -3.530928740732237e-08 -5.3225672007892604e-08 -9.578153349199079e-08 -1.5487540511743747e-07 -1.1584655912307768e-07 -4.086337353806709e-09 -6.057222577337568e-08 -1.4084748256397905e-08 -5.8809466601509427e-08 2.5186469451459834e-06 -5.0194970218850157e-08 1.25897316580691e-08 -2.500366218484416e-08 -7.230151120162003e-08 1.121706289233773e-08 -6.576366423405788e-08 -7.309380798598381e-08 6.560875679501478e-08 3.00899580857739e-07 6.75719421338616e-08 -1.5359116644138137e-06 2.921523043032638e-07 -2.226519934390795e-06 1.7127511946646669e-06 4.655710510726814e-08
pcs.V15 -2.600052770341431e-06 -2.6203727152283123e-07 2.5572755296097898e-09 2.1762523469675608e-11 1.2012295243767068e-05 -1.6931489777327452e-06 6.547080489908603e-08 -7.544845607680122e-10 1.0327315665314289e-08 -1.2725787947567938e-07 -7.801589878692237e-09 2.4787584226613156e-08 4.9309924056635394e-08 -5.104224892812687e-08 -1.8056123553475113e-08 -4.704590403015653e-08 5.738103435660685e-08 2.140824628027435e-08 6.753545044054159e-08 -5.019497021884144e-08 2.578772907967051e-06 -4.9044159351958574e-08 -6.41287330678824e-08 -2.146633186789361e-08 2.296202089969902e-08 -1.2423125285196939e-07 -3.6658352025951617e-08 -7.632562265614087e-08 3.8846787684040824e-08 -7.035470107368673e-07 -5.020840590514692e-07 2.3519047672133637e-06 -1.3281425283848589e-06 -1.3156870648605809e-06 3.452490541787034e-07
pcs.V16 -3.5441597320039897e-07 -1.2690628313325932e-06 2.954043181308515e-08 -2.461195976851539e-10 -2.4922732451503125e-05 2.1528298465042082e-06 -5.87679736471397e-08 5.547980990715881e-10 -1.7523759330089687e-08 6.624498180529433e-08 -3.643089504979405e-08 4.75962453303883e-08 -3.941089678593473e-08 -5.4724024109064997e-08 -1.7330272239755483e-08 -4.021247528337721e-09 -1.1041175836153163e-07 -6.764454558606272e-08 2.2682451841348416e-08 1.258973165808631e-08 -4.904415935194899e-08 2.5638048521064764e-06 2.651219406743352e-10 -1.6760380919551287e-08 -1.1183601565725099e-07 -4.0714992309630586e-08 -1.0923603365083839e-07 -2.9469927798129012e-08 -9.057590820757651e-07 -2.3725731280138857e-06 1.9183665851480173e-06 3.261066907922061e-06 3.478524354097697e-07 -1.691026377692889e-06 -2.404113219040497e-07
pcs.V17 -1.397783939161239e-07 1.3511772855145823e-07 8.176816473365096e-10 -5.351667296197595e-11 -2.509507391978212e-05 2.1472804105149215e-06 -6.128252122267337e-08 5.273555562018625e-10 -9.539908371985315e-08 7.25628800104853e-08 -7.658024038055622e-08 -5.2618688409590547e-08 -8.956884271743694e-08 3.69903108941351e-08 3.942390273737455e-08 1.3694929605613778e-07 -4.223067912150318e-08 -3.1779233984467346e-08 -1.0580417241672413e-07 -2.500366218485674e-08 -6.412873306788367e-08 2.6512194068528136e-10 2.6680566406694857e-06 8.521077022806133e-08 1.4625885439417635e-07 4.838972792329334e-08 -3.175955511339243e-08 -1.5038704285780628e-07 3.7981689713255953e-07 1.7167606431484239e-07 -1.193037684088881e-07 -2.534971069861135e-06 3.472170004158236e-06 3.35038597000112e-06 -3.0463162106382017e-06
pcs.V18 4.6655207201323664e-07 3.1267626174145326e-07 6.817124014500917e-09 -1.927515238962437e-10 -5.1517262744837316e-05 5.585937346259155e-06 -1.832246754285227e-07 1.8341924318519405e-09 3.1039254261717245e-08 5.928277399040024e-08 -1.1210647288544323e-07 2.453025754138815e-08 -3.850960625439268e-08 6.653806103813281e-08 -4.8601621388125587e-08 2.6850075660721942e-08 9.079518104130495e-08 -8.038592408235149e-08 -2.916380752225721e-08 -7.230151120165047e-08 -2.1466331867895185e-08 -1.6760380919521472e-08 8.521077022805949e-08 2.493688088424895e-06 -6.47182067318428e-08 2.165662309107388e-08 -4.358251022550907e-08 9.43184372429461e-08 -5.18346579024272e-07 9.870535853934435e-07 8.987604139182245e-08 -6.920883694249231e-07 4.4955155973045066e-07 -6.045517091606823e-07 -1.569458005182948e-06
pcs.V19 5.3344924519347866e-06 7.645196737283645e-07 -3.380500060884544e-08 4.501927417135723e-10 -2.407540853141878e-07 -6.347627938517469e-07 3.7264201500797334e-08 -5.380747821986595e-10 4.760764292878348e-08 7.96972173268494e-08 6.450569458256943e-08 -2.345971030458767e-08 1.7332198406838527e-08 8.235085110891054e-08 -1.2166385238377304e-07 7.742501801061242e-09 -8.983537385142787e-08 -7.678116164116306e-08 -1.4892864043830717e-07 1.1217062892324519e-08 2.296202089969117e-08 -1.1183601565725024e-07 1.4625885439418366e-07 -6.471820673182195e-08 2.5400577333888393e-06 9.767759263357276e-08 1.0723798655000545e-07 -4.0643349306043146e-09 -1.911057552543764e-07 2.2173038669588876e-06 9.15593976327344e-07 1.1520553188995135e-06 -3.3778854221097443e-06 -6.249595863055166e-07 1.0604484458209404e-06
pcs.V20 -7.011518255978385e-07 -2.3354692125252884e-06 6.458424617401006e-08 -5.615767216583192e-10 -1.694805607101034e-05 1.6321173732992447e-06 -5.049047302743508e-08 4.831275056028052e-10 -1.7848984109776576e-08 3.6390590310963946e-08 8.213421930775175e-08 1.0697546472995081e-08 1.763369410556459e-08 6.686916799070228e-08 -8.000179695692189e-08 1.9925403227945302e-08 6.159338844008929e-08 -2.06551854460523e-08 1.989253917071593e-08 -6.57636642340217e-08 -1.2423125285195258e-07 -4.071499230963789e-08 4.8389727923276104e-08 2.1656623091024714e-08 9.767759263357712e-08 2.4370768778255605e-06 7.830672224715814e-08 1.1270883617523895e-07 -8.670683027208897e-07 2.0148242009299804e-07 1.291400186251225e-07 2.732670524682829e-06 -1.2366119454708738e-06 4.182590219584409e-06 -2.583791376302921e-06
pcs.V21 1.2773401063593544e-05 2.071618921102546e-06 -7.979795747873007e-08 9.671981199660426e-10 1.9125375084961745e-05 -1.8045681736623566e-06 5.475492840241574e-08 -5.920755104576375e-10 9.280806770421988e-08 -3.885158785663255e-08 5.0815780576502316e-08 -7.465383814024609e-08 -2.7022757914773145e-08 -1.797355962164987e-08 3.794549390680763e-09 3.6349333946177334e-08 -5.218765248656745e-08 -3.9540626054110175e-08 -2.5870121348805205e-08 -7.309380798601622e-08 -3.6658352025969523e-08 -1.0923603365083435e-07 -3.175955511337619e-08 -4.358251022546113e-08 1.0723798655000147e-07 7.830672224715364e-08 2.5786279066475503e-06 3.543840172792951e-08 1.6016107683627695e-06 -8.307098712014998e-07 8.291193552181318e-08 -2.246952240360408e-06 3.61863799897894e-06 -1.3006032068712264e-06 1.1506176942987717e-06
pcs.V22 -7.03074933681862e-06 -4.912038238017952e-07 3.0170197685062564e-08 -4.186727326351099e-10 2.91436178290598e-05 -2.56147383840786e-06 6.902393960395497e-08 -5.894124733618685e-10 4.7600537650770515e-08 1.9519882482619578e-08 2.801701936965714e-08 3.2873791541752105e-08 -1.9653744226544252e-08 -4.005330470505762e-08 -3.4369533516676836e-10 -2.6244816771968122e-08 7.953711760402137e-08 3.5545310656103275e-08 -2.3660669749527063e-08 6.560875679503824e-08 -7.632562265613423e-08 -2.9469927798143918e-08 -1.5038704285781012e-07 9.431843724293206e-08 -4.064334930593875e-09 1.1270883617521854e-07 3.5438401727950115e-08 2.5377680966736813e-06 -9.155768983458825e-07 -1.458357342261063e-08 -3.759910447194141e-07 2.5227405124918928e-06 -1.899072471376419e-06 1.9649489529207783e-06 -4.412904381308959e-07
proband -5.931954849276633e-05 -4.8682723820875904e-06 2.088096430462721e-07 -2.2952209455589514e-09 0.00010532975301412353 -1.0467973002866068e-05 3.470499020012367e-07 -4.210366166434843e-09 8.96689467976732e-08 -8.191540609119651e-08 -8.395164047955895e-07 -5.073862070766074e-07 7.275474805626237e-08 1.703088240604316e-07 -2.4742853752187105e-07 2.6674472616975574e-07 5.497135856776505e-07 3.230893347003774e-08 -5.964153689068796e-07 3.008995808578475e-07 3.884678768406678e-08 -9.057590820758372e-07 3.798168971325435e-07 -5.183465790243301e-07 -1.9110575525431553e-07 -8.670683027210002e-07 1.6016107683628915e-06 -9.155768983459021e-07 0.00043901124360869013 -0.00022709632514444407 -0.00021578786845842963 -1.2718164606361547e-05 2.2306261410153594e-05 1.5158825280527266e-05 -3.048245405289581e-06
paternal 8.735826022156156e-05 4.6781560540229235e-05 -1.3523317028473141e-06 1.2691919917177037e-08 0.00043464348951776423 -4.184843028841459e-05 1.2405669973287134e-06 -1.1237747510895353e-08 3.1683994781438093e-07 2.532985654559216e-06 -5.642828474815262e-07 8.801439227620933e-07 -1.0423237496220693e-06 2.881332985225874e-06 -3.2823799601121717e-07 1.467185225512856e-06 -1.2982254624805493e-06 9.702896451317792e-08 -1.2771789286191722e-06 6.757194213383332e-08 -7.035470107369482e-07 -2.3725731280140267e-06 1.7167606431494167e-07 9.870535853937205e-07 2.21730386695894e-06 2.0148242009276066e-07 -8.307098712013401e-07 -1.4583573422747781e-08 -0.0002270963251444446 0.0015324191815884946 0.0001329532014997535 -0.0010589222662110906 -0.0012072570754534163 -4.4510388406782674e-05 1.3579463292534367e-06
