(Intercept) covarage covarsex covarpcs.V3 covarpcs.V4 proband maternal gmm gpm
(Intercept) 0.00359165817041784 0.00252949721662718 7.57029596034684e-05 -3.96787734012884e-05 0.000141214568180511 5.86330692294855e-05 7.23742252388534e-05 -0.000142462177553985 -0.000182378955772904
covarage 0.00252949721662718 0.00278785526117487 9.36654907630907e-05 -5.90423313232597e-06 0.000136030948967437 0.000241299195332595 2.1843571955681e-05 -5.326123496614e-07 -0.000216807695975264
covarsex 7.57029596034684e-05 9.36654907630907e-05 0.00108045269641901 -4.76131366104875e-06 1.6062674096232e-05 3.43610108763588e-05 5.28036770458584e-05 -9.95095921543323e-05 4.64868923820197e-05
covarpcs.V3 -3.96787734012884e-05 -5.90423313232597e-06 -4.76131366104875e-06 0.00122116618253627 9.3721439533212e-05 5.77213290702809e-05 -5.40902886783733e-05 7.62863697313329e-05 0.000104470894940052
covarpcs.V4 0.000141214568180511 0.000136030948967437 1.6062674096232e-05 9.3721439533212e-05 0.00110540971751902 -4.20587130458379e-05 1.70209751919182e-05 -4.39484344728963e-05 -8.12718053213746e-05
proband 5.86330692294855e-05 0.000241299195332595 3.43610108763588e-05 5.77213290702809e-05 -4.20587130458379e-05 0.00175371258382564 -0.00080991107552946 -7.79422349306224e-07 4.26452251180341e-05
maternal 7.23742252388534e-05 2.1843571955681e-05 5.28036770458584e-05 -5.40902886783733e-05 1.70209751919182e-05 -0.00080991107552946 0.00611139588263753 -0.00384764099711306 -0.00468912877866485
gmm -0.000142462177553985 -5.326123496614e-07 -9.95095921543323e-05 7.62863697313329e-05 -4.39484344728963e-05 -7.79422349306224e-07 -0.00384764099711306 0.0130509852424333 -0.00574750040420405
gpm -0.000182378955772904 -0.000216807695975264 4.64868923820197e-05 0.000104470894940052 -8.12718053213746e-05 4.26452251180341e-05 -0.00468912877866485 -0.00574750040420405 0.0147997679926555
