 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gmp gpm gmm
intercept 0.030726134860783818 0.011368892273617124 -0.00036677108363908286 3.758516483230735e-06 0.05259547244747911 -0.005396666340030784 0.00017512402782320367 -1.8108237277501598e-06 4.2507597309818775e-06 2.2634956530236257e-06 2.053395244406346e-06 -8.065511123162895e-06 3.252538694466974e-06 -1.6228946717644025e-05 4.188294650134476e-06 1.075641627583388e-06 -3.702445308552322e-06 -3.920041926307864e-06 -2.1182494762827765e-05 -5.541277178083616e-06 -6.46678807978795e-06 -2.352636838349886e-07 6.067252412532686e-07 1.1889732233630355e-06 7.098232191642905e-06 -6.151796163779085e-07 1.5820204556226085e-05 -1.0197363311213817e-05 -9.051278994802956e-05 0.000179318521425505 4.792960820318977e-05 0.00016247106315258174 -0.00030621453742738663 -0.00023467581886370566 0.00020410534946072641
age 0.011368892273626514 0.008774368978969327 -0.0002643373161604876 2.5198833616434065e-06 0.08529509790128273 -0.008182114577067785 0.000246186453344566 -2.34515463291534e-06 3.5953818418604093e-06 -1.7726654883337385e-06 -6.1012145043230755e-06 1.0607446729994853e-07 1.0685331688335355e-06 -1.0355065303742497e-06 2.167055493468252e-06 1.805851507018212e-07 3.750860976610047e-07 -4.254548067431692e-06 -5.497994656098323e-06 2.316528196576333e-06 -2.287736924282322e-06 -2.1306187320306462e-06 3.365330899927843e-07 1.277693438084296e-06 1.0012399569391104e-06 -4.067064274286403e-06 2.1463857751714057e-06 -5.871199055771393e-07 -1.2199056486332904e-05 6.650380761062652e-05 1.0949615003453445e-05 -9.692549915986309e-05 -7.087576099977778e-05 -0.0001725261658914242 0.00015813523224138804
age2 -0.00036677108363912303 -0.0002643373161601657 8.053069572248567e-06 -7.758973300674253e-08 -0.0025434768804850753 0.0002466766943678041 -7.503758854471267e-06 7.223275238209816e-08 -1.2947954087897032e-07 8.549605486324087e-08 1.6958503983088667e-07 6.326411656366215e-09 -3.2876502934130894e-08 3.513070809532157e-08 -4.780333465578048e-08 5.9538916228312215e-09 -9.05162845227553e-09 1.1357725545542583e-07 2.041928161360522e-07 -7.092094927541245e-08 6.214663339401379e-08 4.76994380298665e-08 -5.7071365858268425e-09 -1.52376171866609e-08 -4.470591897581793e-08 1.1385071022060601e-07 -8.826574228526055e-08 4.124798422067098e-08 4.3231293818236424e-07 -1.8695415588718735e-06 -2.5406577727120505e-07 2.476409476079985e-06 1.9658359675777485e-06 4.4975876836770015e-06 -4.592836187909977e-06
age3 3.7585164832329487e-06 2.519883361642738e-06 -7.758973300680105e-08 7.556739975258531e-10 2.4056663502410374e-05 -2.3559981659776403e-06 7.24187159521514e-08 -7.045446977035892e-10 1.4176961781954496e-09 -1.003459064442384e-09 -1.5045609231542068e-09 -1.8303576270017682e-10 2.772585430808604e-10 -4.1274272675235127e-10 3.11309356966197e-10 -9.74510168566478e-11 7.554277685253917e-11 -9.220391994263443e-10 -2.3183777067806965e-09 6.619499716996643e-10 -5.35103898268333e-10 -3.665534724237218e-10 9.459250382893214e-12 -4.2262465822357697e-11 5.888502663452649e-10 -1.0014383553948373e-09 1.123643103586892e-09 -5.877735258292606e-10 -4.273752684979501e-09 1.724137892482598e-08 1.6018127064512005e-09 -2.1744068699393776e-08 -1.6441153770591265e-08 -3.9585771356916554e-08 4.33360287308458e-08
sex 0.05259547244770523 0.08529509790133562 -0.00254347688048673 2.405666350242678e-05 1.7884704349656826 -0.1680238005309014 0.004945681260592089 -4.6017894570006386e-05 6.64636363598233e-05 -3.9666359129941086e-05 -6.34252136341135e-05 2.669733867993543e-05 -6.151607057662262e-05 0.00011540802589038909 -1.6242506368774346e-05 1.296917997892631e-05 1.4652689362434622e-05 1.618245576464648e-05 7.0130513506547765e-06 9.206858087358216e-05 -4.1633303075877826e-07 -3.8458504343551876e-05 -3.9529209342631426e-05 -6.218860188563975e-05 -6.848364523710319e-06 -3.496091246361445e-05 3.126111093912881e-05 4.971540038126482e-05 0.00027190231164620675 0.00028101557595483647 0.00040486196350140405 -0.0057877650829090705 0.00419438888260385 -0.0024058881284125004 0.0016782007066857255
agesex -0.005396666340045549 -0.008182114577064869 0.0002466766943677315 -2.3559981659771554e-06 -0.1680238005309127 0.015987315644709784 -0.0004759462011900798 4.4734042908355534e-06 -6.738701270208402e-06 4.51576438004473e-06 6.6376375032247085e-06 -2.667166228567123e-06 5.499787174596072e-06 -1.1472843018093663e-05 2.099543084823772e-06 -9.824643841393813e-07 -2.1332209166284225e-06 -1.799864213076789e-06 5.432588865675264e-07 -8.986616491324724e-06 -7.539826166158107e-07 3.261043880840876e-06 3.2575337383408748e-06 6.858678564046771e-06 -2.969722078886995e-07 3.4295956792538607e-06 -2.9536436824416246e-06 -4.3356845047982485e-06 -2.631269569762651e-05 -2.392539797392158e-05 -4.4435550865056455e-05 0.0005360910472605657 -0.00040272277426472384 0.00021608508882975288 -0.00014789417602045456
age2sex 0.00017512402782335243 0.0002461864533442033 -7.503758854461869e-06 7.241871595207649e-08 0.004945681260592795 -0.0004759462011901153 1.4330707352994502e-05 -1.3616031574079366e-07 2.1480116068875734e-07 -1.6001270140182792e-07 -2.1573561631101825e-07 8.493273861037954e-08 -1.5983179051607026e-07 3.5380104450515974e-07 -7.745888685632487e-08 2.2969060825225003e-08 8.469624367503076e-08 6.477994523813638e-08 -6.096571204913054e-08 2.7421093355659135e-07 4.388877570077046e-08 -8.597528082887067e-08 -8.869562485697799e-08 -2.276240688677576e-07 3.4106776071458496e-08 -1.07738608708028e-07 8.895126512845856e-08 1.1674717715146502e-07 8.389350322275159e-07 5.773398384195852e-07 1.350459755484391e-06 -1.5326100733344218e-05 1.1888808733354167e-05 -6.00400586342503e-06 4.081521833280436e-06
age3sex -1.8108237277621413e-06 -2.345154632923605e-06 7.22327523823347e-08 -7.045446977057194e-10 -4.6017894570016537e-05 4.473404290836218e-06 -1.3616031574080348e-07 1.3080917518739038e-09 -2.20308890294714e-09 1.7582874933952672e-09 2.205348082657768e-09 -8.268902608652617e-10 1.497954494915083e-09 -3.40632874253075e-09 8.811347910270461e-10 -1.8067246374949097e-10 -9.654093116101578e-10 -7.36321861928044e-10 1.0140170161914906e-09 -2.6323359251583778e-09 -5.989534230456131e-10 7.710879619497899e-10 7.268952800568658e-10 2.3009068146664845e-09 -5.652385413657493e-10 1.055870680804851e-09 -9.393564962310472e-10 -9.963679695250265e-10 -9.364763986230137e-09 -3.3507478989845092e-09 -1.0745488848053627e-08 1.3763212467383932e-07 -1.1085634402229959e-07 5.253943615756497e-08 -3.6899748217968946e-08
pcs.V3 4.2507597309918945e-06 3.5953818418604085e-06 -1.2947954087898313e-07 1.417696178195716e-09 6.646363635984931e-05 -6.738701270210362e-06 2.1480116068879877e-07 -2.2030889029473754e-09 4.21797027964976e-06 5.789574639061763e-08 -8.912694151993139e-08 -3.624019036176455e-08 1.31042974389171e-07 9.461449451257535e-08 -6.884109464421083e-09 1.0672824238381778e-07 -9.860879596541446e-08 1.3832502976496238e-07 -1.4749437648686172e-07 -1.2102582436482265e-08 2.8863080791112243e-08 -3.557781974644698e-08 -1.5122212656409698e-07 3.3528423724717704e-08 8.156000160073682e-08 -2.1735221171523556e-08 1.4259943495220506e-07 7.457385451256113e-08 4.075854130193316e-08 6.350683960301988e-07 -3.894196629466213e-06 5.364497644594179e-06 1.8298450260276036e-07 6.297346615104862e-06 3.4119257691675428e-06
pcs.V4 2.2634956530015757e-06 -1.772665488350612e-06 8.549605486374283e-08 -1.0034590644470902e-09 -3.966635913007414e-05 4.515764380057157e-06 -1.6001270140219014e-07 1.7582874933986038e-09 5.789574639061233e-08 3.9653745640682105e-06 2.1089706148714436e-08 2.4645297355926426e-08 9.153653665389299e-08 -1.0167087329975311e-09 -1.0882420533770273e-07 4.321048749999057e-09 9.040378024380856e-08 -5.697572453815984e-08 4.14228059472793e-08 -1.1451440249261864e-07 -1.881012041518552e-07 1.0271552629434877e-07 1.1433843813689375e-07 8.706104039028622e-08 1.1653570938842213e-07 5.1382005296964915e-08 -7.405062459393453e-08 3.16734800964059e-08 1.0405177642067356e-07 3.87785954381405e-06 2.7320059944078385e-06 -7.820625590537201e-06 -4.181863313997712e-06 -8.41820471800011e-06 -1.2143457889830347e-06
