 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal gpp gmp
intercept 0.012818922509142273 0.0047405542927277085 -0.0001497077316829231 1.5004123344907841e-06 0.013689091296242758 -0.0013231969875162166 4.0122887558851704e-05 -3.8637974627125534e-07 -4.794886735596541e-07 3.224267383411407e-06 2.6423554289826183e-06 -8.735145650584925e-07 1.2266803045388427e-06 -1.1425857636133484e-05 -3.846380229953608e-06 -2.8829520995430893e-06 -2.032665320104449e-06 -5.142503386465941e-06 -1.3505676619727093e-05 -5.720751928463558e-06 -2.366940783572584e-07 3.3951846947548913e-06 4.445199911143962e-06 -1.2626773842219397e-06 -4.204924068988866e-07 -4.812182825985364e-06 8.696589315070365e-06 -5.671302521085009e-06 -6.732242452178043e-05 7.232835805930443e-05 -4.2817140940452126e-05 3.799548191759877e-07
age 0.004740554292703021 0.005341888814964522 -0.00015497585788088448 1.415062604073496e-06 0.05506785488814202 -0.005111933360618201 0.000148059235527684 -1.349979376155662e-06 -4.931919851926754e-07 3.202352705881712e-07 -3.351378759105737e-06 1.5316199661526731e-06 -2.925570412570461e-07 -1.679114288198323e-06 -1.1032798406908042e-07 -1.698913779839217e-06 -1.174032354684831e-06 -4.819727483676404e-06 -2.3240407436314493e-06 1.2201555769660334e-06 7.38940454483327e-08 2.241645703227695e-07 1.4037089695231655e-06 8.175333814887738e-07 -2.868812133625411e-06 -3.368575099869169e-06 2.735388754489844e-07 7.931046614291986e-07 -2.6165096665434745e-05 1.4916460816945658e-05 -3.0754916229936627e-06 -3.1910731652894436e-05
age2 -0.00014970773168215097 -0.00015497585788082358 4.550285647066742e-06 -4.202736939512229e-08 -0.0015768324243866638 0.0001481322404697856 -4.3415909300725755e-06 4.003934044423797e-08 4.351209299111928e-09 1.1328360320965534e-08 8.720113512989534e-08 -4.301707826681247e-08 5.24370977186604e-09 5.5547554174372405e-08 2.241097764730563e-08 6.627589788312927e-08 3.237005036570105e-08 1.4063325658393145e-07 9.026514812989563e-08 -3.0853402690422115e-08 -1.1446269856067727e-08 -1.995300799034407e-08 -4.420894166575557e-08 -8.011667359072045e-09 7.041666140518618e-08 9.61777002228479e-08 -2.3869433555722236e-08 -3.6049301424152355e-09 7.166872116402712e-07 -4.719535162432293e-07 2.6731327345413183e-07 6.839502871222739e-07
age3 1.500412334484758e-06 1.415062604075114e-06 -4.2027369395181876e-08 3.927978452386408e-10 1.4232273978011e-05 -1.3512266597383196e-06 4.0055711889903735e-08 -3.737832654382062e-10 5.817420436352964e-11 -2.2430156951300476e-10 -6.994593784363736e-10 3.6137586875982884e-10 -3.0049341596199315e-11 -6.039188734267861e-10 -3.858515391816275e-10 -7.376716357858119e-10 -2.6343427262840066e-10 -1.282047980278184e-09 -1.0463708633032325e-09 2.321070377200236e-10 1.8781295985316644e-10 2.6968734749727914e-10 4.321656099336099e-10 -7.117768113729466e-11 -5.022420400267509e-10 -8.857780378867239e-10 3.8408250460313366e-10 -1.292050113333583e-10 -6.488642618340514e-09 5.205299446719458e-09 -4.329629948492167e-09 -4.464792708098367e-09
sex 0.013689091295617037 0.05506785488782252 -0.0015768324243767718 1.42322739779148e-05 1.2337744323234432 -0.11308690789366913 0.0032371481437298002 -2.918452238612374e-05 2.5082878014111908e-05 4.590237098622353e-07 -2.1076461545039946e-05 2.6224608752022296e-05 -3.632054244151774e-05 6.328557544449384e-05 -1.7382932126772277e-05 -2.560420933904951e-05 -1.0407648890150022e-05 -1.6123653908366665e-05 3.6971240207140205e-05 7.29602996465189e-05 3.4899567928907716e-06 -1.4200389312009853e-05 -2.7912067069229537e-05 -2.4711576152823812e-05 -2.188050476098161e-05 -3.0304372149087293e-05 -1.253157786297227e-06 4.357194329896953e-05 9.626323677051726e-05 0.00013923120630734612 -0.0005993691182480628 -4.189063525187816e-05
agesex -0.0013231969874544017 -0.005111933360578714 0.00014813224046859728 -1.3512266597271095e-06 -0.11308690789368445 0.010514235967178459 -0.0003048123867394043 2.779145655864471e-06 -2.3124879860200587e-06 5.152927900380268e-07 2.139249004698531e-06 -2.49088253757539e-06 3.144087111198292e-06 -6.001083136529466e-06 2.1488022303185063e-06 2.8897998915126938e-06 4.422984496382759e-07 1.5966139444078358e-06 -3.1740813435860193e-06 -6.8374478495644875e-06 -8.907894724111525e-07 8.461596180932647e-07 2.542755801223775e-06 3.0321619248223113e-06 1.2376245924481902e-06 2.8129513512178436e-06 2.23218530020793e-07 -3.93330814464268e-06 -1.1276309429484021e-05 -1.2415321214748606e-05 6.478496546576232e-05 -1.5707431919143396e-05
age2sex 4.012288755692489e-05 0.00014805923552679685 -4.3415909300451104e-06 4.005571188963542e-08 0.0032371481437307222 -0.0003048123867394487 8.949543761284636e-06 -8.259708496345104e-08 6.787578585371538e-08 -3.214351287229957e-08 -6.561528628098723e-08 7.526301196360217e-08 -8.77798922944635e-08 1.7661926783694755e-07 -7.619064908497987e-08 -9.9604663971439e-08 4.214123366063006e-09 -4.708373699981501e-08 7.95702278477613e-08 1.999770367407378e-07 4.2558144855707884e-08 -1.3332870321056678e-08 -7.419339450176717e-08 -1.0901302374510257e-07 -1.5118566281264495e-08 -8.402506003680495e-08 -1.0761603497680523e-08 1.0888509408648804e-07 3.873961598527714e-07 3.790387203306271e-07 -1.948625085440389e-06 7.243536511168912e-07
age3sex -3.863797462577439e-07 -1.3499793761512605e-06 4.003934044409481e-08 -3.737832654367318e-10 -2.9184522386136786e-05 2.7791456558653067e-06 -8.259708496346352e-08 7.71961210663553e-10 -6.680044497969188e-10 4.6535801127325633e-10 6.309837740862672e-10 -6.990767192546439e-10 7.794891609165804e-10 -1.623354883455476e-09 8.351513375130163e-10 1.0500440566683728e-09 -1.9482196809201785e-10 4.219395680343918e-10 -6.006365487783504e-10 -1.8454034897691205e-09 -5.583079704544784e-10 7.083159995485858e-11 6.413488561916733e-10 1.163547979598167e-09 -7.719027303941571e-11 7.905361153687012e-10 9.722276306741271e-11 -9.440297654561061e-10 -3.909407508819772e-09 -3.695297487094813e-09 1.7506979956289592e-08 -8.107203503444178e-09
pcs.V3 -4.794886735764949e-07 -4.93191985210053e-07 4.351209299629669e-09 5.8174204358675105e-11 2.5082878013877317e-05 -2.312487985998061e-06 6.787578585307154e-08 -6.680044497909883e-10 3.5054280095140526e-06 1.5355593043591988e-07 -2.1030874343505944e-08 -2.611558607047512e-08 9.152038248784645e-08 3.8258416047318044e-08 -1.7650163995265604e-08 6.835743253331018e-08 -9.180415592473276e-08 1.194683202708462e-07 -8.517828042493506e-08 -1.1544485000402051e-09 -1.404287391245637e-08 3.856068151561743e-09 -8.961172392187521e-08 3.662495016332968e-08 2.7309939565876684e-08 -1.542028359683691e-08 1.026643618940356e-07 3.8120447370580064e-08 6.543083820372663e-07 9.70279338341333e-07 1.709829019885031e-06 1.3514113749123805e-06
pcs.V4 3.224267383413332e-06 3.2023527058975226e-07 1.1328360320921948e-08 -2.2430156951262736e-10 4.5902370984824256e-07 5.152927900393215e-07 -3.214351287233673e-08 4.6535801127358746e-10 1.5355593043591872e-07 3.3978189976733252e-06 6.892014032455673e-08 2.7717932035410764e-09 4.0800604596658924e-08 -5.7788049268123396e-08 -6.756160457331551e-08 4.5935648255933866e-08 9.641822691277829e-08 -5.7622301361508664e-08 5.666748176513517e-08 -4.923512173714459e-08 -1.5382756855648647e-07 8.225186050498188e-08 9.523288265218678e-08 4.69257919063773e-08 4.994031314630637e-08 3.8114461939932845e-08 4.147421561282047e-09 5.023164848202759e-08 -8.776674877290518e-07 4.0432275498784e-06 -6.944973381784794e-06 -3.826406596981713e-06
