 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal gpp gmp
intercept 0.011495608722073372 0.004310998505728936 -0.00013605057777592495 1.3628726971299728e-06 0.013329757971123634 -0.0012965390903152435 3.956460363345256e-05 -3.8354726670161687e-07 -2.6810132285859717e-07 2.9784323126136487e-06 2.940366959059759e-06 -1.00515833966565e-06 1.077739998145772e-06 -1.1267031367152784e-05 -2.7255026724636836e-06 -1.7522306924238969e-06 -1.5020698554125739e-06 -4.790283803527639e-06 -1.2881815258351112e-05 -5.3071331953469885e-06 1.341850227900119e-07 3.0013915661414315e-06 4.4023709774209775e-06 -1.2636326940412504e-06 -7.087184887842418e-07 -5.344334364396243e-06 9.230499875201466e-06 -5.1316203254842115e-06 -5.006431732677977e-05 6.779260056275395e-05 -8.565061406201786e-05 4.671129062670372e-05
age 0.004310998505749653 0.005029785987238506 -0.00014543688708331146 1.3228462891794504e-06 0.05207431567520711 -0.004822051541212788 0.0001391956716479603 -1.264132229039264e-06 -9.324050914294244e-07 8.58943762352001e-07 -2.9222455462306043e-06 1.0193580971112358e-06 7.509318348280549e-07 -7.998927970662542e-07 2.4206981945389846e-07 -8.125445574803749e-07 -1.1950868478003318e-06 -5.849572341743823e-06 -1.8244004630363177e-06 9.872583991898432e-07 3.1507053871250005e-07 -7.912627539132785e-08 1.8221808201874918e-06 7.648393890119926e-07 -3.458250550531864e-06 -3.8144828318907536e-06 1.0748519257823851e-06 1.8175444913656234e-06 -1.9431115185009396e-05 1.0240269372960127e-05 -4.476662793050841e-05 6.337502419286061e-06
age2 -0.0001360505777763795 -0.00014543688708310295 4.256896093781326e-06 -3.9174636914395176e-08 -0.0014862442598523218 0.00013929504677177154 -4.069617632860509e-06 3.738952971126627e-08 1.6475869877996507e-08 -5.895978602596058e-09 7.290757681637859e-08 -2.6591682149174425e-08 -2.333039105617088e-08 3.305055036563142e-08 9.82421703949964e-09 3.993152270050531e-08 3.373111590666623e-08 1.6306550753051995e-07 7.138586948411515e-08 -2.4201224266976654e-08 -2.125907321222613e-08 -1.0760122109698464e-08 -5.541557891440377e-08 -9.095985862539941e-09 8.501317524462314e-08 1.0930112965807513e-07 -4.1124941863999616e-08 -3.1952291746721936e-08 5.075395977970853e-07 -3.3461016932859233e-07 1.35144564362375e-06 -3.135183918849825e-07
age3 1.3628726971331812e-06 1.3228462891759975e-06 -3.9174636914348795e-08 3.6489884074912315e-10 1.3362507699928266e-05 -1.2658429748823234e-06 3.7412183237128726e-08 -3.478743044252649e-10 -4.572121757928825e-11 -5.66595527811936e-11 -5.603543780508348e-10 2.1142459201207833e-10 2.086857153729217e-10 -4.157431687172418e-10 -2.4607011872885374e-10 -4.938507249063785e-10 -2.758753663209604e-10 -1.4233117134027252e-09 -8.562110963187077e-10 1.729070431588447e-10 2.9715819803155724e-10 1.819093018437731e-10 5.278581407626605e-10 -2.949851033954644e-11 -6.168164459153198e-10 -1.0016157131190375e-09 4.98724593914241e-10 1.2126704739830824e-10 -4.558407387713708e-09 4.0666284838303156e-09 -1.3317090145617201e-08 3.845782256654571e-09
sex 0.013329757971399483 0.05207431567527167 -0.0014862442598548218 1.3362507699957213e-05 1.1687633566147158 -0.10669648257907194 0.0030397214243877086 -2.7259832284920972e-05 1.3574765162095816e-05 8.688529947170391e-06 -1.201965758315112e-05 1.4493210818039075e-05 -1.8555432262172916e-05 6.122098569412837e-05 -1.2288832761384222e-05 -1.2450731338703341e-05 -7.548457376239694e-06 -2.0641165441005975e-05 3.30689799778525e-05 5.816673594393937e-05 1.1713566308885282e-05 -1.781633097807633e-05 -2.4606105700299385e-05 -1.9373125435633823e-05 -2.276223866910981e-05 -3.559497988191377e-05 1.1594778642259288e-05 6.674621403715999e-05 0.0001414541825880231 2.2477785877415954e-05 -0.0010650890933699125 0.0007132895907216659
agesex -0.0012965390903505963 -0.004822051541234326 0.0001392950467724435 -1.265842974888842e-06 -0.10669648257905294 0.009881740740988323 -0.0002851545552467701 2.586477864300392e-06 -1.167414944176052e-06 -3.9324656311742934e-07 1.1694359181763614e-06 -1.417235800595917e-06 1.5479980903281242e-06 -5.704802271648675e-06 1.6696719052022083e-06 1.6156424242335285e-06 9.853491819772807e-08 1.8776711430725658e-06 -2.888605247235577e-06 -5.506597213693537e-06 -1.6848451775822333e-06 1.1884859841923187e-06 2.1589272296832746e-06 2.3496054652596606e-06 1.1910040349452707e-06 3.4481835756329955e-06 -5.751522238122471e-07 -5.81819276901047e-06 -1.52881768939278e-05 -4.882191397161641e-06 0.00010152722798159216 -6.91732902089528e-05
age2sex 3.956460363458431e-05 0.00013919567164879506 -4.069617632885232e-06 3.741218323735873e-08 0.0030397214243865775 -0.0002851545552467163 8.334975631940935e-06 -7.65389228660702e-08 3.331209625388736e-08 -2.6794807724691526e-09 -3.5984957248057705e-08 4.681351439590809e-08 -4.397639070440129e-08 1.6792729743067794e-07 -6.10438298772928e-08 -5.981603181970294e-08 1.4383831530235929e-08 -5.0221494636091544e-08 7.334130648847262e-08 1.6252605795113306e-07 6.72115502776051e-08 -2.2360206173437893e-08 -6.049215017379237e-08 -8.227362099392037e-08 -1.0545623279888605e-08 -1.017506009232193e-07 2.4733572489494986e-09 1.5797887595459593e-07 4.783667076388145e-07 2.6762812959329635e-07 -2.847836062664513e-06 1.8586063780998873e-06
age3sex -3.835472667130894e-07 -1.2641322290461354e-06 3.738952971147664e-08 -3.4787430442727773e-10 -2.7259832284905387e-05 2.5864778642994104e-06 -7.653892286605593e-08 7.118729373873727e-10 -3.576013240994584e-10 1.750690712860402e-10 3.5849377375102204e-10 -4.771536510137243e-10 4.0945588594168906e-10 -1.5709830381512354e-09 6.800458614037881e-10 6.736203499669044e-10 -2.790865732538131e-10 4.072014225281201e-10 -5.475041618453162e-10 -1.5182130160057223e-09 -7.945926324523449e-10 1.508360711393033e-10 5.011575784763252e-10 8.517985452504251e-10 -1.4172444315903435e-10 9.254649433013959e-10 5.839287516514479e-11 -1.3560636420538877e-09 -4.37148726140098e-09 -3.564530321031023e-09 2.4120136308591368e-08 -1.5227828493415893e-08
pcs.V3 -2.6810132285713615e-07 -9.324050914288129e-07 1.6475869877976377e-08 -4.5721217579083966e-11 1.357476516208287e-05 -1.1674149441750032e-06 3.331209625386186e-08 -3.57601324099271e-10 3.3153809797306343e-06 8.532731423113481e-08 -4.668469220005941e-08 -1.759760502214222e-08 8.457036057495747e-08 6.093661640391969e-08 -3.842884831728923e-09 3.6956681662938666e-08 -1.224991510512759e-07 1.156807634209015e-07 -9.037685877625424e-08 2.4456294208750924e-08 -2.85287768943496e-08 -1.543766137276947e-08 -8.453438922292499e-08 2.792981866816256e-08 3.366467631742999e-08 -3.7620216926113596e-08 8.157174350167242e-08 3.0555604524626464e-08 6.45104701167312e-07 9.090974241391634e-07 2.2121330468334184e-06 1.213786316409673e-06
pcs.V4 2.9784323126166273e-06 8.58943762356607e-07 -5.895978602731799e-09 -5.665955277993447e-11 8.688529947246121e-06 -3.932465631245671e-07 -2.679480772259466e-09 1.750690712841048e-10 8.532731423113558e-08 3.172973128062454e-06 3.2820630299720757e-08 -4.013277791452513e-09 2.468994529902234e-08 -3.621104090174723e-08 -1.0861830094519823e-07 4.6970258013981827e-08 1.0216752042109488e-07 -7.315504739520286e-08 7.665270206588121e-08 -3.2011374349819606e-08 -1.5563347097170038e-07 5.584876342051139e-08 7.4060886129932e-08 3.874188486869153e-08 5.22030255868197e-08 4.485429059474567e-08 1.918927503697478e-08 7.730121033179439e-08 -9.824407625843034e-07 3.683180187980073e-06 -6.5611549644805155e-06 -3.0002721669146363e-06
pcs.V5 2.9403669590569354e-06 -2.92224554621711e-06 7.290757681599938e-08 -5.60354378047491e-10 -1.2019657582797748e-05 1.1694359181438487e-06 -3.598495724712573e-08 3.584937737426224e-10 -4.668469220005569e-08 3.282063029972301e-08 2.9786931786859806e-06 5.805313371961709e-08 1.883720574391309e-08 5.045207095280525e-09 -3.928818416292331e-08 -8.739969123296099e-08 6.886022620663405e-08 1.0906152619093773e-07 -1.9008734887061788e-08 -3.0412362412247915e-08 2.26683644098522e-08 -4.0939835181339e-08 -4.163232417839285e-08 -1.0006301595287112e-07 3.131823566629267e-08 5.738147161439209e-08 7.250352287028605e-08 -1.2480476722988858e-08 -8.807287391413428e-07 -1.0806430642537389e-07 -3.1580877771942826e-06 2.3943331540482575e-06
pcs.V6 -1.0051583396588037e-06 1.0193580971157656e-06 -2.6591682149316032e-08 2.1142459201345566e-10 1.4493210818057239e-05 -1.4172358005979278e-06 4.681351439597612e-08 -4.771536510144336e-10 -1.7597605022142086e-08 -4.0132777914538215e-09 5.805313371961155e-08 2.9129443396363895e-06 3.2907696484404206e-10 3.6802248942807115e-08 -4.906757128186478e-09 -9.024745333343102e-08 1.4826309523721916e-07 -6.2415725507026e-08 -8.862597310060043e-08 -1.308501426179592e-08 8.07831502612745e-08 4.442810739728918e-08 -1.1077241779328325e-07 4.6661160982318933e-08 1.604481768247055e-08 3.1098499033252973e-08 -1.0297685595245362e-07 1.7061587681529696e-08 9.382192949823965e-09 9.17491228455042e-07 7.05467398795573e-07 -1.7562161244929192e-06
pcs.V7 1.0777399981390228e-06 7.509318348186642e-07 -2.333039105589321e-08 2.086857153703379e-10 -1.8555432262309132e-05 1.5479980903411342e-06 -4.397639070478858e-08 4.094558859453134e-10 8.45703605749567e-08 2.468994529902322e-08 1.883720574392118e-08 3.29076964841803e-10 3.4217844456925958e-06 4.410606503187917e-08 -2.166862065156272e-08 -1.5140471718477394e-07 -1.1027180587452906e-08 -8.926603621707751e-08 6.7446608101080755e-09 -8.025429939768484e-08 1.1181659584480836e-07 -5.199624131826216e-08 -1.6314970539216984e-07 -7.161589706897586e-08 -2.3720412481596513e-08 3.34234224470323e-08 -2.8183810871548653e-08 -5.193112260602117e-08 7.80261767532987e-07 -1.4050858724711283e-06 -8.137446342970177e-08 1.9424037044215184e-06
pcs.V8 -1.126703136712767e-05 -7.998927970415702e-07 3.305055036488352e-08 -4.1574316871014027e-10 6.12209856944297e-05 -5.704802271677655e-06 1.679272974315469e-07 -1.5709830381594239e-09 6.093661640392094e-08 -3.621104090174992e-08 5.045207095253543e-09 3.6802248942811615e-08 4.410606503188327e-08 3.33416818367665e-06 7.919250378649627e-08 8.093534430036078e-08 2.9660632386099162e-08 1.9758204133248914e-07 2.5679581058461484e-08 -1.3818427891914612e-07 -8.63944821355901e-08 -2.2722533186127362e-08 7.100854346768173e-09 4.899826465439137e-08 1.1373448913553663e-07 1.3336250516472001e-07 -1.9256286139656e-08 -3.845044065273744e-08 2.161371973214889e-07 1.4307830050377624e-06 -4.809534399532637e-07 -1.9745366069406817e-06
pcs.V9 -2.7255026724680746e-06 2.420698194551402e-07 9.824217039467345e-09 -2.4607011872859406e-10 -1.2288832761266115e-05 1.6696719051914903e-06 -6.104382987699041e-08 6.800458614011104e-10 -3.8428848317282624e-09 -1.0861830094519671e-07 -3.928818416291936e-08 -4.906757128184329e-09 -2.1668620651566243e-08 7.91925037865054e-08 3.3227278174557744e-06 5.510856639974662e-08 -7.1977135346004305e-09 -3.869826187596908e-09 -6.287657344134341e-08 -1.41490141744587e-07 -1.85975785148865e-08 5.859997950083882e-10 4.0230446614449545e-08 -7.42759180389768e-08 -1.7958777775442196e-07 -9.426569610016595e-08 -6.416360526230341e-08 -3.343525444675849e-08 -3.56206025158582e-07 4.028758757923087e-07 -1.9803145644685776e-06 1.5528856953491289e-06
pcs.V10 -1.7522306924236523e-06 -8.12544557471328e-07 3.993152270025411e-08 -4.938507249042029e-10 -1.2450731338541953e-05 1.6156424242188265e-06 -5.981603181928618e-08 6.736203499631925e-10 3.695668166293951e-08 4.697025801398388e-08 -8.739969123295834e-08 -9.024745333342801e-08 -1.5140471718477818e-07 8.093534430037316e-08 5.510856639974635e-08 3.420361501745702e-06 2.534080908507076e-08 8.274558109346287e-08 -1.2604011241327955e-08 -1.8797840519308908e-08 -4.1724930342985924e-08 3.870547383730053e-08 1.3805756216650622e-07 3.7812378527365945e-08 4.0287055566724355e-09 4.284818354329305e-09 3.316149551896943e-08 -4.2327718683301223e-08 1.043448288163265e-06 8.001205319599078e-07 -9.518062564643027e-07 -5.645396784475936e-07
pcs.V11 -1.50206985541275e-06 -1.1950868477998905e-06 3.373111590665594e-08 -2.758753663208904e-10 -7.548457376243731e-06 9.853491819811753e-08 1.4383831530224224e-08 -2.790865732537057e-10 -1.224991510512764e-07 1.0216752042109491e-07 6.88602262066331e-08 1.4826309523721913e-07 -1.1027180587452313e-08 2.9660632386099708e-08 -7.197713534600023e-09 2.5340809085071175e-08 3.3226672626083924e-06 8.423310027160697e-08 -5.479188665779412e-09 -4.484366903373671e-08 6.602015094128779e-08 -8.381921782846784e-08 -4.032317346588236e-08 9.156083593225937e-08 -9.189212560224494e-08 7.521040140190573e-08 -7.733144670098967e-08 3.525525723454925e-08 9.68784085546754e-07 -1.2101620101951222e-06 2.007735226446026e-06 -7.942468109211148e-07
pcs.V12 -4.790283803531867e-06 -5.849572341726527e-06 1.630655075300333e-07 -1.42331171339843e-09 -2.0641165440541876e-05 1.8776711430297049e-06 -5.022149463485898e-08 4.0720142251698236e-10 1.1568076342090412e-07 -7.315504739520005e-08 1.090615261909357e-07 -6.241572550701738e-08 -8.926603621708668e-08 1.9758204133252345e-07 -3.869826187601219e-09 8.274558109345977e-08 8.423310027160826e-08 3.2463203926534914e-06 -1.4876124322415287e-07 -5.377131138287116e-08 1.564840519824619e-08 -5.888460589896118e-08 -7.167372522121686e-08 -8.17021960485209e-08 -1.0042957988788436e-07 -2.8908881114359777e-08 -1.1693337359958045e-08 6.450690514740934e-08 -3.3005192179760995e-07 4.521192468480417e-07 7.710357133512905e-07 -1.0999225373240582e-08
pcs.V13 -1.2881815258339452e-05 -1.8244004630209714e-06 7.138586948365854e-08 -8.562110963144279e-10 3.306897997809948e-05 -2.88860524725909e-06 7.334130648917032e-08 -5.475041618518226e-10 -9.037685877625378e-08 7.665270206588075e-08 -1.9008734887078186e-08 -8.862597310059583e-08 6.744660810108491e-09 2.5679581058466536e-08 -6.287657344134926e-08 -1.260401124133525e-08 -5.479188665779515e-09 -1.4876124322417325e-07 3.4163949629367432e-06 -6.966853751593987e-08 -1.662839477904469e-08 1.2620594648636257e-08 -1.0152862287565415e-07 -5.1385792597677566e-08 -2.2422110221183874e-07 5.1831899511504835e-08 -8.300901299015915e-08 7.574495856582337e-09 -2.0485726817732787e-07 -1.1440378444988603e-06 2.0252708363140153e-07 -2.7587598035165095e-07
pcs.V14 -5.307133195325296e-06 9.872583992026688e-07 -2.4201224267367136e-08 1.7290704316261138e-10 5.816673594398768e-05 -5.5065972136989435e-06 1.6252605795131748e-07 -1.518213016007658e-09 2.4456294208750858e-08 -3.2011374349822815e-08 -3.041236241226883e-08 -1.3085014261795683e-08 -8.025429939767781e-08 -1.3818427891915925e-07 -1.4149014174459264e-07 -1.8797840519317243e-08 -4.484366903373722e-08 -5.377131138289813e-08 -6.96685375159531e-08 3.299569505653146e-06 5.3362419509999885e-09 -8.879755649622138e-08 -1.4846459248765846e-08 -8.061523074821219e-08 6.733036262731687e-08 -6.120158194915204e-08 -7.845352249984351e-08 1.0484688561935223e-07 1.2036380500309986e-07 3.2544096018372867e-07 3.017229638367322e-07 -1.3706829024937616e-06
pcs.V15 1.3418502279613474e-07 3.150705387126067e-07 -2.1259073212234152e-08 2.9715819803167444e-10 1.1713566308771774e-05 -1.6848451775719772e-06 6.721155027731708e-08 -7.945926324498059e-10 -2.8528776894350267e-08 -1.5563347097170226e-07 2.266836440984786e-08 8.07831502612723e-08 1.1181659584481244e-07 -8.639448213560023e-08 -1.8597578514886765e-08 -4.172493034298666e-08 6.602015094128801e-08 1.5648405198240566e-08 -1.6628394779051166e-08 5.3362419509941495e-09 3.3911885928396933e-06 -1.592314078945008e-08 -4.092787958781509e-08 9.50094028361484e-10 9.223439403180936e-08 -1.5066148848064712e-07 -6.274228659119956e-08 -6.113097857720983e-08 -7.084569988024303e-07 -1.564896627412523e-07 9.937571808331778e-07 7.877111974241501e-08
pcs.V16 3.001391566134939e-06 -7.912627539982122e-08 -1.076012210944954e-08 1.8190930184147615e-10 -1.7816330978187366e-05 1.188485984202826e-06 -2.2360206173747884e-08 1.508360711421778e-10 -1.543766137276985e-08 5.5848763420511445e-08 -4.093983518133264e-08 4.442810739728734e-08 -5.199624131826219e-08 -2.272253318612944e-08 5.859997950106679e-10 3.870547383730377e-08 -8.38192178284675e-08 -5.888460589895323e-08 1.2620594648636449e-08 -8.879755649622606e-08 -1.592314078945278e-08 3.313700330539393e-06 -1.1735259170914094e-09 -2.6573100580942177e-08 -9.106672977002606e-08 -2.766524285844413e-08 -1.1709637223161621e-07 -2.681490172488428e-08 -1.205249264842614e-07 -3.1139342047716385e-06 3.7341851920036963e-06 5.823635343320959e-07
pcs.V17 4.402370977412669e-06 1.8221808201746633e-06 -5.541557891402683e-08 5.27858140759174e-10 -2.4606105700502853e-05 2.1589272297024544e-06 -6.049215017435615e-08 5.011575784815319e-10 -8.453438922292587e-08 7.406088612993214e-08 -4.163232417838093e-08 -1.1077241779328665e-07 -1.631497053921696e-07 7.1008543467613605e-09 4.023044661445344e-08 1.3805756216651122e-07 -4.032317346588222e-08 -7.167372522120286e-08 -1.0152862287565593e-07 -1.484645924877623e-08 -4.092787958781969e-08 -1.1735259170903308e-09 3.4438763198481336e-06 5.570905836430931e-08 1.5182487143785013e-07 9.636132707962855e-08 -3.6780070371380765e-09 -1.973717216927971e-07 4.065852182899561e-07 2.80278205692284e-07 -1.68353172034747e-06 1.8004038171002183e-06
pcs.V18 -1.2636326940499456e-06 7.648393890065881e-07 -9.095985862377607e-09 -2.949851034106631e-11 -1.9373125435588785e-05 2.349605465255893e-06 -8.227362099382399e-08 8.517985452496643e-10 2.7929818668163012e-08 3.8741884868693346e-08 -1.0006301595286313e-07 4.6661160982319814e-08 -7.161589706897937e-08 4.8998264654398145e-08 -7.427591803897524e-08 3.781237852736816e-08 9.156083593225879e-08 -8.170219604851184e-08 -5.1385792597671464e-08 -8.061523074821033e-08 9.50094028359907e-10 -2.6573100580944467e-08 5.570905836430516e-08 3.275987102621553e-06 -9.516569212088726e-08 7.246389068280746e-08 -9.71498040390074e-08 1.1281307166353416e-07 -7.856490788714722e-07 9.586609870681436e-08 -1.2655731983032206e-06 1.9781699579719527e-06
pcs.V19 -7.087184887900058e-07 -3.4582505505338793e-06 8.501317524469085e-08 -6.168164459160297e-10 -2.2762238669108728e-05 1.1910040349454295e-06 -1.0545623279900626e-08 -1.4172444315885765e-10 3.366467631742902e-08 5.2203025586820686e-08 3.1318235666295e-08 1.6044817682471066e-08 -2.3720412481597873e-08 1.1373448913554263e-07 -1.795877777544199e-07 4.0287055566752e-09 -9.189212560224443e-08 -1.0042957988787964e-07 -2.2422110221183397e-07 6.733036262731903e-08 9.22343940318078e-08 -9.106672977002835e-08 1.518248714378464e-07 -9.516569212088643e-08 3.325347112955021e-06 1.0880224864809691e-07 1.2825417290477541e-07 2.3257439067495134e-08 3.2393456054244995e-07 3.412377789992705e-07 2.690993448204656e-06 -1.2450310382235382e-06
pcs.V20 -5.344334364407633e-06 -3.8144828318907315e-06 1.0930112965808881e-07 -1.0016157131192923e-09 -3.559497988173943e-05 3.448183575617333e-06 -1.0175060092278197e-07 9.254649432975623e-10 -3.7620216926113364e-08 4.4854290594748524e-08 5.738147161439935e-08 3.109849903325697e-08 3.3423422447025486e-08 1.333625051647401e-07 -9.426569610016428e-08 4.284818354332053e-09 7.521040140190601e-08 -2.8908881114349196e-08 5.1831899511518235e-08 -6.120158194914091e-08 -1.5066148848064776e-07 -2.7665242858449755e-08 9.636132707961895e-08 7.246389068280556e-08 1.0880224864809476e-07 3.2873043327163374e-06 4.253192657846426e-08 9.267880245111918e-08 -2.733196226045902e-07 -5.562871866443664e-07 3.4144645067102755e-06 -1.953164487932252e-06
pcs.V21 9.230499875200675e-06 1.074851925777395e-06 -4.1124941863857077e-08 4.987245939129634e-10 1.1594778642154066e-05 -5.75152223802482e-07 2.4733572486673853e-09 5.839287516770497e-11 8.157174350167263e-08 1.9189275036974145e-08 7.25035228702877e-08 -1.0297685595245578e-07 -2.8183810871547916e-08 -1.925628613966206e-08 -6.41636052623024e-08 3.3161495518970546e-08 -7.733144670098912e-08 -1.169333735995443e-08 -8.300901299016139e-08 -7.845352249985079e-08 -6.274228659120135e-08 -1.1709637223161485e-07 -3.6780070371369354e-09 -9.714980403900713e-08 1.2825417290477862e-07 4.2531926578469005e-08 3.3522768375287377e-06 3.6961125240372425e-08 1.6351707518034897e-06 -3.8388099697151294e-07 -2.896925454250439e-06 3.7432685673520936e-06
pcs.V22 -5.131620325450781e-06 1.817544491399776e-06 -3.195229174772149e-08 1.21267047407502e-10 6.674621403739169e-05 -5.8181927690330495e-06 1.5797887595528152e-07 -1.3560636420604193e-09 3.055560452462788e-08 7.730121033179128e-08 -1.248047672301361e-08 1.706158768153283e-08 -5.1931122606016236e-08 -3.8450440652742957e-08 -3.343525444676739e-08 -4.2327718683313406e-08 3.525525723454876e-08 6.450690514737603e-08 7.574495856572735e-09 1.048468856193606e-07 -6.113097857720034e-08 -2.6814901724880497e-08 -1.9737172169278872e-07 1.1281307166352831e-07 2.32574390674903e-08 9.267880245110128e-08 3.6961125240379096e-08 3.361836602698244e-06 -3.27321572760384e-07 -1.1095621825030775e-07 1.2706574069526067e-06 -1.4894737030936981e-08
