 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 0.0003501818243485378 -0.00047687729791769204 8.900840929383409e-06 -5.312775977497309e-08 0.0021038527534042134 -0.0001358924573691346 2.8082912780742808e-06 -1.8629583882554162e-08 -2.9565728974790103e-07 1.1060022274277425e-06 -3.379195122292539e-07 2.391158506162112e-08 -9.429151458599934e-08 -7.60660061094882e-08 3.0725932130572435e-07 4.832758770205534e-07 -5.198186171043191e-08 -2.276551073250105e-07 -5.805222315980767e-07 2.1163670213879072e-08 -1.170715390930377e-07 2.44426263404835e-07 -7.436439165969288e-08 1.5410621159710483e-07 -7.295837061716644e-07 -2.834644159525234e-08 5.457487084400305e-08 -3.329262709796141e-07 -6.969449887532262e-09 6.557916365535832e-06 -4.001382676270257e-06
age -0.00047687729792200543 0.0022850421709649654 -4.442947092067988e-05 2.7771868979401375e-07 0.03465617335507166 -0.0021009930876190906 4.0804403568743674e-05 -2.54903951050714e-07 1.035966998078859e-06 -6.989529451413676e-07 3.022139276932277e-07 -6.688752456448882e-07 -4.249759445162554e-09 2.2994680537346167e-07 8.254847735169222e-08 -3.964041660578983e-07 5.439505270243029e-07 4.86507504227957e-07 5.68004565381757e-07 -3.020757117323376e-07 5.481693440353167e-07 -4.7132540039425436e-07 -1.3710113326355463e-06 -2.2342921551321858e-07 2.2228733611478023e-06 7.973044587718797e-08 1.0336461710143806e-07 6.673891769042843e-07 1.4990496505327495e-06 -1.2724683601642948e-05 -2.7442298771081383e-06
age2 8.900840929492412e-06 -4.4429470920738275e-05 8.716570402208347e-07 -5.49734714961741e-09 -0.0006669543537343057 4.0794694921279926e-05 -7.994589768706987e-07 5.038741027456153e-09 -1.6657602804491483e-08 1.1927505011454324e-08 -6.42073081184567e-09 1.1537087870988454e-08 -1.2892492093361434e-09 -6.53377960831681e-09 -1.4837519380678621e-09 8.051303216808399e-09 -1.0880268092869534e-08 -8.069996865390897e-09 -9.837870606642638e-09 6.845115363494952e-09 -9.896063275439989e-09 8.012939962770198e-09 2.5430490497009023e-08 4.274565183737914e-09 -4.433957523972149e-08 -9.782653201370467e-10 -4.00227517615356e-09 -1.2998224796392203e-08 -2.2017005090262868e-08 2.592949930240879e-07 6.568982505966025e-08
age3 -5.312775977564072e-08 2.777186897942582e-07 -5.497347149615761e-09 3.499356315261724e-11 4.130551104849154e-06 -2.547872036575931e-07 5.037958882002582e-09 -3.204685964432182e-11 8.108725894226347e-11 -6.090021907210778e-11 3.95142843965123e-11 -6.48803706610935e-11 1.3247959397329865e-11 5.428224654383322e-11 8.322110972592544e-12 -5.216825737617528e-11 7.21877411857627e-11 4.283788650318502e-11 5.051131733455639e-11 -5.014991884920243e-11 5.7171119530635795e-11 -4.023302451492538e-11 -1.5185496782106488e-10 -2.830950970575001e-11 2.843867958456517e-10 3.741307460710979e-12 3.6800501529754055e-11 7.956535100718901e-11 1.0268670751295944e-10 -1.7322392318010318e-09 -4.5186273300851843e-10
sex 0.0021038527532532864 0.03465617335547038 -0.0006669543537419745 4.130551104896547e-06 1.5971735903274518 -0.0974955456262054 0.001908963201803904 -1.2040580541312561e-05 -2.411573838301206e-05 1.9556848870228298e-05 6.328182521500893e-06 -2.2941777568548567e-05 -9.00817780266154e-06 -2.1885208849764663e-05 4.268044312171982e-05 1.5034063892538225e-05 8.327306573677741e-06 2.4543789167625835e-05 -1.3588194350783657e-05 -7.792797848521946e-06 1.6178449333837702e-05 7.854825823291974e-06 -4.8873701882021495e-05 7.573217445237677e-06 4.084385003501019e-06 1.8950214321027346e-05 -2.467082825711281e-06 -1.0910143653156655e-05 -0.00011517497590013664 -5.180473124557116e-05 1.1772782464608037e-05
agesex -0.0001358924573530056 -0.0021009930876544967 4.079469492195556e-05 -2.547872036617315e-07 -0.09749554562622875 0.006006053252137632 -0.00011861875642096668 7.542512311252374e-07 1.6377781279301343e-06 -1.1572270816184048e-06 -3.5106611063341135e-07 1.4245463915458061e-06 5.015931992724186e-07 1.3026972176325458e-06 -2.545154751175023e-06 -9.025180643979741e-07 -4.731613636386433e-07 -1.4661997685726038e-06 8.237966894318068e-07 6.063798464248474e-07 -9.86975825346418e-07 -5.554819378499622e-07 2.9559253546637365e-06 -4.1242304311592473e-07 -3.041545127508991e-07 -1.033131598564426e-06 -7.936945003692879e-08 7.388594438626121e-07 8.584847350453324e-06 2.7866900147706894e-06 1.3956479015610207e-06
age2sex 2.8082912776852495e-06 4.080440356952235e-05 -7.994589768855092e-07 5.0379588820929496e-09 0.001908963201804835 -0.00011861875642099556 2.3631465985189023e-06 -1.5154531410021183e-08 -3.5761711435290017e-08 2.213590196593938e-08 6.141444855107485e-09 -2.7935213336632622e-08 -9.25205853023339e-09 -2.4616501416860033e-08 4.9103946072980534e-08 1.6938196883618734e-08 9.296011058434657e-09 2.835005283723079e-08 -1.6776704704225158e-08 -1.4227842760294086e-08 1.9601204744003043e-08 1.3081106738626245e-08 -5.770345138527162e-08 6.2727363910334785e-09 7.09942973907167e-09 1.7656835359163388e-08 5.702777229787718e-09 -1.626513338841456e-08 -2.029922181823975e-07 -5.266025240859843e-08 -5.966846830383506e-08
age3sex -1.862958388086217e-08 -2.5490395105464715e-07 5.038741027532064e-09 -3.2046859644792326e-11 -1.2040580541321448e-05 7.542512311256036e-07 -1.5154531410024792e-08 9.802777668828194e-11 2.4714812957107347e-10 -1.3526521059984432e-10 -3.283488433760632e-11 1.7356778099102393e-10 5.90308613743295e-11 1.507080462411205e-10 -3.074886785254015e-10 -1.0341293033574471e-10 -6.145790574265187e-11 -1.7761689888898342e-10 1.1012232116745678e-10 1.0359937239859531e-10 -1.253066048017201e-10 -9.765611883848283e-11 3.645428671132652e-10 -2.3839472962751558e-11 -5.2043219937200874e-11 -9.60037674792612e-11 -6.034564623843755e-11 1.134378273019539e-10 1.5443603109178092e-09 3.3338499637353466e-10 5.684411572504008e-10
pcs.V3 -2.956572897453035e-07 1.0359669980593536e-06 -1.665760280411197e-08 8.108725893988974e-11 -2.4115738383525823e-05 1.6377781279615746e-06 -3.576171143590676e-08 2.4714812957496814e-10 1.6583745434545026e-06 1.174334950622627e-07 -4.29771378912543e-08 -1.0412524568600948e-08 -4.356273576563389e-09 4.0264702061606256e-08 -3.362578191458163e-08 3.3272381193201002e-09 8.229991001452126e-09 -1.9487661458512378e-08 -2.3928751696389686e-09 2.146900126940698e-08 7.4378097977235145e-09 -2.5602460671215415e-08 -1.4162974204539846e-08 -2.59339878433985e-08 -7.824163623583735e-09 -3.0114552207192026e-08 2.9048735709093833e-08 6.61260899931288e-10 -1.4432494839026954e-08 1.2387369974479688e-06 7.906331816745366e-07
pcs.V4 1.1060022274243478e-06 -6.98952945131332e-07 1.1927505011262175e-08 -6.090021907092649e-11 1.955684887034668e-05 -1.15722708162543e-06 2.2135901966072773e-08 -1.3526521060065927e-10 1.1743349506226638e-07 1.7636340594127589e-06 6.102897911729494e-08 1.4827860785234246e-08 1.0835781138071067e-08 -4.461222432421887e-08 -4.2926900070808724e-09 4.825136327530265e-08 -9.07789918583265e-10 -9.254068642310598e-09 4.500042503843534e-09 1.096588272158904e-08 -8.92057099124737e-09 9.030442258699753e-09 5.636667623777443e-09 8.182144281996506e-09 1.202375647190889e-08 7.333655843303208e-09 -1.6217165164697565e-08 -6.750436674224609e-09 -1.005687357409975e-07 -8.955335791331331e-07 -9.841980885019607e-07
