 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband maternal gpm gmm
intercept 0.002406569635510367 0.000830275821070518 -2.53314558218617e-05 2.452766945646674e-07 -0.002436979063046653 0.0002491530527174595 -7.953572274212637e-06 7.945670186259351e-08 -2.4340041756906024e-06 2.6491105324053034e-06 8.567734611152411e-07 9.961187401912946e-07 6.186636008487959e-07 -1.4208260874960952e-06 1.8225412788015296e-06 -5.449401171542096e-07 -6.516062450769479e-07 2.797394780222784e-07 3.4718393695983084e-07 -1.0267101094833926e-06 -4.998942327534028e-07 9.543556345578116e-07 1.089314785451671e-06 1.3634493558878184e-07 -1.5601074904827331e-06 2.0023654645729383e-07 -1.8092951483649356e-06 -1.9850142575956086e-06 1.9141898432065897e-05 4.96734691436279e-07 -7.052347217098738e-05 2.302398797962936e-06
age 0.0008302758210665439 0.001680804304974053 -4.6069744633403924e-05 3.9465232764792364e-07 0.016155480460120112 -0.0014306658734866207 3.913636745524975e-05 -3.3467273363026147e-07 -1.578417161419953e-06 8.490745868311326e-07 -8.519801760141734e-07 1.4711439671543234e-06 1.4235055955286798e-08 -3.0303949921953794e-07 1.143791473203187e-06 2.750644488454007e-07 3.0654615606227845e-07 -1.6575217641891664e-06 4.1388429598276655e-07 2.6164055931366723e-07 -4.829419590792642e-07 -1.40862389763312e-07 2.778295259813995e-07 1.0512874177581635e-06 -8.95960977546107e-07 -1.268632294614789e-07 -1.055128106559558e-06 2.931452426433525e-07 6.22402558356686e-07 8.846439162206209e-06 -4.074112870742244e-05 1.560901039282458e-05
age2 -2.533145582173481e-05 -4.6069744633357195e-05 1.2791440400822309e-06 -1.1089053311892976e-08 -0.0004340152451167836 3.894903881273245e-05 -1.0790453892948178e-06 9.33502090785022e-09 4.343893715303838e-08 -1.824307513591942e-08 1.9416537670687784e-08 -4.027495104931312e-08 -3.0912821334822776e-09 9.053043315278202e-09 -3.0412864159350666e-08 -3.2937505987634286e-09 -8.855650037002963e-09 4.079397329291187e-08 -1.2791588583271926e-08 -6.217277386465333e-09 1.0770873225375352e-08 -1.5295940845410206e-09 -1.1493772578374146e-08 -2.1996120451137817e-08 2.6283706502060417e-08 1.1757921675200502e-09 3.231921712448382e-08 -4.386968685048076e-09 -2.0275348094790818e-08 -2.4240520164973247e-07 1.0909001705448832e-06 -4.312610004334722e-07
age3 2.452766945636138e-07 3.94652327647747e-07 -1.1089053311898897e-08 9.729478211622747e-11 3.656056503237247e-06 -3.3180377876417697e-07 9.300574819547568e-09 -8.140738119846678e-11 -3.6913133669783634e-10 1.382310744494941e-10 -1.3410728695757004e-10 3.4445843015701563e-10 4.7940284705922734e-11 -9.559905776209739e-11 2.5858870895822033e-10 -1.9221826183131508e-12 8.286363661846838e-11 -3.0341173175178474e-10 1.1606334529215925e-10 3.7951275326957026e-11 -8.278422723770572e-11 4.926739054628685e-11 1.20314094498265e-10 1.3957394568172657e-10 -2.367474285969903e-10 9.02745165547502e-12 -2.968840788847409e-10 3.488572348209369e-12 4.659767077535801e-10 1.951688899405368e-09 -9.76856593062999e-09 4.070615570203372e-09
sex -0.002436979063134081 0.01615548046004075 -0.0004340152451145269 3.656056503217201e-06 0.47654198778258217 -0.041976205793016245 0.0011466529581721564 -9.820794099230768e-06 -9.437993784439489e-06 8.492140610859055e-07 5.525554266647244e-06 1.4281745361580863e-05 -1.840219942749516e-05 1.7828591560346328e-05 -1.2079228498356349e-05 -5.162137397371193e-07 -4.553852277992879e-06 -1.739330273829976e-05 1.082702268877886e-05 1.7763054199290173e-05 -2.101110281453361e-07 1.801447481996885e-06 -1.2105606341017495e-05 -3.031433130088532e-06 1.1774404679730489e-05 7.14511075236263e-06 1.1089882612469937e-05 2.0893084455758293e-05 -3.6507198262575866e-05 0.00034694524190422927 -0.0005228159230916874 6.4211850381344e-05
agesex 0.0002491530527249598 -0.0014306658734815668 3.894903881258397e-05 -3.3180377876281515e-07 -0.041976205793016974 0.0037563840514969102 -0.00010399651711007161 9.00866894180665e-07 8.629609731685362e-07 -6.039436612836252e-08 -4.562998906696805e-07 -1.1860676655907463e-06 1.4877543699835867e-06 -1.7279918479261375e-06 1.3505176022692298e-06 7.999227813725012e-08 2.179513654658776e-07 1.3984487277877767e-06 -9.027595854492422e-07 -1.5828297309819113e-06 -8.713464686634992e-08 -2.001417459925563e-07 8.197869631326841e-07 6.012541175073332e-07 -1.1335571383605309e-06 -7.871536284637017e-07 -9.878228532398555e-07 -1.9446274306776405e-06 4.62657070766559e-06 -3.140779359873095e-05 5.024534346054686e-05 -1.2286315691784536e-05
age2sex -7.953572274402264e-06 3.91363674551359e-05 -1.0790453892914822e-06 9.300574819516877e-09 0.0011466529581721856 -0.00010399651711007255 2.916808859359927e-06 -2.5570232568460455e-08 -2.266440700986535e-08 3.491618364038607e-10 1.1149919040285368e-08 3.245124287119826e-08 -3.7495455001844396e-08 4.98993703898219e-08 -4.299144964830764e-08 -3.4675816617927817e-09 4.929401496074289e-10 -3.313885254598435e-08 2.1560477916232997e-08 4.335107027993354e-08 3.10525777831601e-09 6.6884183577217784e-09 -1.889780221860272e-08 -2.403281691535647e-08 3.294330501409004e-08 2.573404148687698e-08 2.7733650676775086e-08 5.473272683258117e-08 -1.433068168839641e-07 8.866905494654785e-07 -1.4384099740529826e-06 4.641089617240597e-07
age3sex 7.945670186454504e-08 -3.3467273362880177e-07 9.335020907807912e-09 -8.140738119808366e-11 -9.820794099231043e-06 9.00866894180674e-07 -2.5570232568460465e-08 2.2684225818280018e-10 1.6675054743711223e-10 2.144394796910923e-11 -8.704081675646667e-11 -2.835274106449257e-10 2.916567628361744e-10 -4.291242114249151e-10 4.126048311481264e-10 3.174556848995736e-11 -6.125104015077692e-11 2.379787524282332e-10 -1.5762646248491534e-10 -3.6870436351256277e-10 -1.9697599567667036e-11 -4.845549827992223e-11 1.4383739212528303e-10 2.5866316878741875e-10 -3.0075320029245757e-10 -2.57353721265098e-10 -2.6052951819570806e-10 -4.870927010364356e-10 1.168218015469396e-09 -7.65224614781832e-09 1.2705326836621251e-08 -5.079523136891797e-09
pcs.V3 -2.4340041756881032e-06 -1.5784171614221175e-06 4.343893715309792e-08 -3.6913133669834857e-10 -9.437993784558092e-06 8.629609731792726e-07 -2.266440701016622e-08 1.6675054743975016e-10 2.745580319043805e-06 3.196910217243014e-08 -1.0102291176017358e-07 -7.114085775669118e-10 4.5213767706366006e-08 4.079229817638669e-08 5.263454662148309e-08 6.830380274658557e-08 -2.9247972968690476e-08 3.362685475979389e-08 -3.2682733665143865e-08 4.365451390197083e-09 1.8806671275689225e-08 -1.1216879104025706e-08 -2.9099281608428856e-08 7.330039966254916e-09 2.0137182576956057e-08 -1.6224690990238822e-09 4.784855372004947e-08 1.8998011259897604e-09 9.903908840511066e-07 -7.742960372590897e-07 1.8521976841640386e-06 1.5089713612707857e-06
pcs.V4 2.649110532404959e-06 8.490745868346424e-07 -1.824307513601658e-08 1.3823107445033515e-10 8.492140611803962e-07 -6.039436613692884e-08 3.4916183664410405e-10 2.1443947967002525e-11 3.1969102172428154e-08 2.704976811274067e-06 1.2336019206185537e-08 3.1481591493548836e-08 2.54709329713237e-08 -1.850151860298019e-08 -4.4409701788370575e-08 8.790499954859344e-11 -1.7879026707247754e-08 -2.728116769566515e-08 2.752642237753154e-08 -8.342570355997614e-08 -3.920308546964e-08 4.8374564215783e-08 4.945086315890185e-08 1.7051050698953044e-08 4.768066900416971e-08 -1.3180143542361437e-08 -4.204820970583038e-08 1.2438459151826789e-08 -5.465280337992253e-07 -2.385178261273405e-07 -1.1424785779432006e-06 -7.017157464830324e-07
