(Intercept) covarage covarsex covarpcs.V3 covarpcs.V4 proband paternal gpp gmp
(Intercept) 0.00732923345597127 0.0052612734137251 3.38512074861878e-05 -9.09981409572774e-05 0.000297541938008678 -0.000144835731125955 0.000104383410196494 9.99873408143138e-05 3.70233036224768e-05
covarage 0.0052612734137251 0.00524641509855912 0.000199906754354204 -2.9500680880867e-06 0.000234562220634765 0.00019146113464303 0.000161886257301549 -0.000116839552692929 -7.58067366786977e-05
covarsex 3.38512074861878e-05 0.000199906754354204 0.00159887759333984 -1.48615166302269e-05 1.28192206797472e-05 0.000101535160991968 1.86427618318147e-05 0.000191610654503027 -0.000297582096297535
covarpcs.V3 -9.09981409572774e-05 -2.9500680880867e-06 -1.48615166302269e-05 0.00175522752938055 0.00015243815722644 5.4180744823524e-05 7.13363470131519e-05 5.66455822231067e-05 5.86302795382423e-05
covarpcs.V4 0.000297541938008678 0.000234562220634765 1.28192206797472e-05 0.00015243815722644 0.00153693786798935 -6.98801102672924e-05 0.000257885404363123 -0.000438349055496097 -0.000222842522142468
proband -0.000144835731125955 0.00019146113464303 0.000101535160991968 5.4180744823524e-05 -6.98801102672924e-05 0.00265887980440457 -0.00121238031101871 0.000161643437830786 -0.000166838688831789
paternal 0.000104383410196494 0.000161886257301549 1.86427618318147e-05 7.13363470131519e-05 0.000257885404363123 -0.00121238031101871 0.0100689077966763 -0.0076221944407945 -0.00723922810163687
gpp 9.99873408143138e-05 -0.000116839552692929 0.000191610654503027 5.66455822231067e-05 -0.000438349055496097 0.000161643437830786 -0.0076221944407945 0.0283082252737583 -0.0134888355261672
gmp 3.70233036224768e-05 -7.58067366786977e-05 -0.000297582096297535 5.86302795382423e-05 -0.000222842522142468 -0.000166838688831789 -0.00723922810163687 -0.0134888355261672 0.0273861259197223
