 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal gpp gmp
intercept 0.011096545415190815 0.004028771403574188 -0.00012785515792686827 1.2867667025539655e-06 0.012213301300254057 -0.0011943238891008036 3.665396869250465e-05 -3.5783537457268716e-07 -1.766435271183055e-06 2.575373764939832e-06 3.587620676589228e-06 -5.528274803915744e-07 7.830875549852263e-07 -9.564071532392204e-06 -2.968330965366904e-06 -1.7690990623031077e-06 -2.1373803143527655e-06 -4.003718627727469e-06 -8.03712835509244e-06 -3.336731611054282e-06 -1.0145034195354917e-06 2.724131255741929e-06 5.46613092718028e-06 -1.7275740085703838e-07 -4.0611421804626264e-07 -2.4622352384028366e-06 5.362387413813695e-06 -5.35315718502712e-06 -4.801807554803331e-05 8.687150448344569e-05 -9.354749657518615e-05 1.3025233649318062e-05
age 0.004028771403564423 0.004365241973419092 -0.00012650354214733704 1.1528663374709753e-06 0.04104094437989196 -0.0037953373794265637 0.00010944076749952357 -9.932827014960984e-07 -1.0857388811487237e-06 2.8216928090109427e-08 -3.643040190632596e-06 1.5004101147241462e-06 -4.364534449501245e-07 -1.1875052061241197e-06 6.827106914512577e-07 -6.978440769906478e-07 -6.865660563458488e-07 -3.3500657422101696e-06 -2.174129218378286e-06 6.35083155062335e-07 -6.386437703984179e-07 3.5433544349405486e-07 1.7736834686356288e-06 1.1863311634514021e-06 -2.390432645078259e-06 -2.5780103831408868e-06 1.295226612338938e-07 7.663294266324295e-08 -2.703875833398871e-05 4.930513397104013e-06 1.4047515646181066e-05 -3.7380984258155425e-05
age2 -0.000127855157926681 -0.00012650354214741285 3.712315173565809e-06 -3.4239242270991076e-08 -0.0011712830402226297 0.00010963113335537258 -3.1995947687618213e-06 2.9379605907923544e-08 2.1748888639830215e-08 2.0031379613871132e-08 9.635866685326527e-08 -3.999068903732978e-08 8.619274778110914e-09 4.274848585954027e-08 -1.7524236394265266e-09 3.2507785236587595e-08 2.0664580936133433e-08 1.0074588051488566e-07 7.851923278099304e-08 -1.8205080934331907e-08 1.336632798148223e-08 -2.270991232682382e-08 -5.903799448015907e-08 -2.4803314568098732e-08 5.764384274411151e-08 7.097217235458244e-08 -1.7753015590527894e-08 1.6771655350733112e-08 7.49485962456025e-07 -1.4135644671160965e-07 -2.456269770433384e-07 7.94255724111219e-07
age3 1.2867667025531752e-06 1.1528663374730679e-06 -3.423924227103123e-08 3.1971651109895755e-10 1.0534043261337857e-05 -9.966181812425357e-07 2.9425455189213753e-08 -2.734776844240254e-10 -1.1109420126808992e-10 -3.0224244792516094e-10 -7.93785132909705e-10 3.2470181379821136e-10 -5.49343931527817e-11 -5.013014287435106e-10 -1.4767923931632995e-10 -3.8324712516582713e-10 -1.7597424622807323e-10 -9.424662788429264e-10 -8.600361066038187e-10 1.6714139425723887e-10 -7.360942188886833e-11 2.9385784772095357e-10 6.037946197535953e-10 1.3441847677600405e-10 -4.088970149007979e-10 -6.327346205196004e-10 2.96028465176601e-10 -3.1434882190053165e-10 -6.6564586048352975e-09 1.846451729471448e-09 7.035768803431426e-10 -5.425166510418302e-09
sex 0.012213301300083856 0.04104094437974363 -0.0011712830402180838 1.0534043261294467e-05 0.9023022498303785 -0.08221469819211921 0.002337707143346143 -2.0925426090362524e-05 1.643217457496497e-05 -3.0967439642804507e-06 -3.270384532934561e-05 3.090401758106834e-05 -3.886775374335514e-05 4.251664078958215e-05 -6.2273180400673415e-06 -1.3197545221083668e-05 -3.1912400988919634e-06 -6.012637120052621e-06 5.133922978115192e-06 5.643771903839719e-05 2.2910704095721895e-06 -4.374086087687809e-06 -1.751704887512202e-05 -1.1721799628388223e-05 -1.7799126144870757e-05 -2.5617600856823977e-05 1.3541166076040284e-05 2.877636464951061e-05 6.753046930665789e-05 -2.6388693779415565e-05 5.505136628780005e-05 -0.00037827900825840413
agesex -0.001194323889093111 -0.0037953373794238077 0.00010963113335526327 -9.966181812412637e-07 -0.08221469819213822 0.007600079194981782 -0.00021889640642891206 1.9819087244595975e-06 -1.5187898057743886e-06 7.521667398813987e-07 3.310710869295294e-06 -2.8717978698895756e-06 3.3833057271209504e-06 -3.975169730750809e-06 9.164444928713224e-07 1.4186102991964105e-06 -1.14990076867043e-07 6.590674645709244e-07 -2.2457010543620293e-07 -5.229793446931302e-06 -5.823455393731843e-07 3.2954272857804056e-08 1.3853479344965067e-06 1.5219675009203147e-06 1.0354246151274131e-06 2.4266519481863525e-06 -1.2798185334869739e-06 -2.401985727140092e-06 -7.203604336466773e-06 5.3241329529776265e-06 -6.386371483544497e-06 2.239736511372202e-05
age2sex 3.6653968692358196e-05 0.00010944076749951114 -3.1995947687605953e-06 2.9425455189194622e-08 0.0023377071433472725 -0.0002188964064289657 6.386508117849863e-06 -5.854529594519271e-08 4.452547885253152e-08 -3.613524592787272e-08 -1.0536808005672979e-07 8.406164072205001e-08 -9.347614182703449e-08 1.1572573000243662e-07 -3.616656271035305e-08 -4.744345364987751e-08 1.6884400700731133e-08 -2.123430452306471e-08 -4.032747568542018e-09 1.521893431185559e-07 2.78414324639658e-08 9.227816750015637e-09 -3.420756787813476e-08 -5.6544061713596985e-08 -1.4154257046605117e-08 -7.357273342885372e-08 3.6297320891607083e-08 5.99459844588164e-08 2.423375931553082e-07 -2.505931194197075e-07 4.2603355244287555e-07 -5.196713878545973e-07
age3sex -3.578353745726623e-07 -9.932827014989794e-07 2.9379605907996078e-08 -2.734776844245733e-10 -2.0925426090378052e-05 1.9819087244605732e-06 -5.854529594520683e-08 5.436310533992324e-10 -4.406863588885148e-10 4.624670631472733e-10 1.0563069251741266e-09 -7.633269333548028e-10 8.129968347441945e-10 -1.0457704922711541e-09 4.2882133836432473e-10 4.864064860404882e-10 -2.8312657353570526e-10 2.0577141286969867e-10 1.3990833572272524e-10 -1.4144073658817963e-09 -3.6302634466542156e-10 -1.532715010044615e-10 2.315527022267658e-10 6.252273002933784e-10 -2.903890109182738e-11 7.047610710850084e-10 -3.5285188456117226e-10 -4.5898726929984013e-10 -2.425014536617284e-09 3.3965899528438438e-09 -7.3175910433604355e-09 4.490533353977137e-09
pcs.V3 -1.7664352711811665e-06 -1.0857388811444542e-06 2.1748888639713936e-08 -1.1109420126711339e-10 1.6432174574966734e-05 -1.5187898057744227e-06 4.452547885252863e-08 -4.406863588884537e-10 3.898870835866377e-06 5.212661331346935e-08 -6.604516297425404e-08 -6.664153050319641e-08 6.010586634612434e-08 2.784544239315097e-08 -5.2409330791072275e-08 5.6386512326892385e-08 -1.0479186823586018e-07 1.3033136315545696e-07 -1.1627676277863498e-07 -4.888591236083221e-09 -2.440525358470395e-08 1.8961980957887494e-09 -7.046234198524967e-08 1.0822895424111895e-08 3.411889473376457e-08 -6.221071164938733e-09 9.421209448500737e-08 3.2241280412081496e-08 5.341320354120681e-07 9.432748560502912e-07 2.946299202746709e-06 1.043696068843454e-06
pcs.V4 2.5753737649359312e-06 2.821692808512369e-08 2.003137961400929e-08 -3.0224244792635756e-10 -3.096743964302683e-06 7.521667398832445e-07 -3.613524592791959e-08 4.624670631476416e-10 5.212661331346982e-08 3.666616707638836e-06 2.2789630028799185e-08 2.6429130392370953e-08 4.649353017643837e-08 -2.2107275785905904e-08 -5.970588724784598e-08 3.834668751993054e-08 8.358729381031013e-08 -7.084140592974655e-08 7.128291549021722e-08 -6.560746961154377e-08 -1.0289859547554977e-07 5.454334115204077e-08 8.94555221792623e-08 2.5197587631464626e-08 4.6544703518242e-08 2.4331747842878738e-08 2.7186034075291823e-09 4.6107048248659346e-08 -5.952591324717232e-07 3.955321741605351e-06 -6.663376830407553e-06 -3.866193432395314e-06
