 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband maternal gpm gmm
intercept 0.0025509513362261165 0.0009252708971214767 -2.815359681507844e-05 2.7148644614523574e-07 -0.003024703567792088 0.00030910945766686644 -9.87364173542084e-06 9.903171075179411e-08 -2.6075139340340007e-06 2.1664428247323778e-06 7.502989695014151e-07 6.856321024264667e-07 1.8387472615103351e-06 -8.505819572043116e-07 2.4140083449326352e-06 4.7592608566961373e-07 1.0800192989230337e-07 -2.006122385789503e-07 3.519739450758196e-08 -1.6237740550277889e-06 -9.949493557296954e-08 1.568147574862366e-06 1.6533888441175194e-06 9.669086018225084e-08 -1.7287936556254545e-06 2.638063280028998e-08 -1.6491577558584128e-06 -2.4541444779952093e-06 1.9848909099852805e-05 1.3700338484768068e-05 -3.421736090565997e-05 -2.8887948275701004e-05
age 0.0009252708971268861 0.0019487579968340593 -5.351521124943238e-05 4.593063469084075e-07 0.021013312647197115 -0.0018656116163171367 5.118407639584276e-05 -4.388687022662984e-07 -2.123777403801516e-06 8.107292473106198e-07 -1.4203764012868672e-06 1.3763548820634744e-06 1.8440185495557822e-07 -2.1237816053295428e-08 1.7026244047542028e-06 1.3559375088065241e-06 6.752509986445582e-07 -2.5463604881557174e-06 1.2810790995770742e-06 4.240435320809129e-07 -5.177408397542632e-07 1.8027660081513927e-07 1.048851230415794e-06 7.873967582893896e-07 -1.7090640677694797e-06 -1.5012725108856512e-07 -8.968421431067181e-07 7.29580258952993e-07 -5.577745276685082e-06 1.021906338992052e-05 6.109253843139356e-06 -1.5658197380795703e-05
age2 -2.815359681523783e-05 -5.351521124941298e-05 1.4887789844916605e-06 -1.2931990573815305e-08 -0.0005681547525191958 5.112445272474382e-05 -1.4209260107322821e-06 1.2329921658852556e-08 5.97948201517971e-08 -1.955244430056937e-08 3.352011726320932e-08 -3.656809168551871e-08 -8.91368840934167e-09 1.37312708791722e-09 -4.62353756983343e-08 -3.1814944561656264e-08 -1.842843794560297e-08 6.216936826491082e-08 -3.840232824452247e-08 -8.800623366109078e-09 1.0998730983809711e-08 -1.1600033855699107e-08 -3.0576496385463156e-08 -1.3170731109335075e-08 4.806382150922623e-08 2.729234947709556e-09 3.024115622272425e-08 -1.4009903501974588e-08 1.356416301514991e-07 -3.256646532473488e-07 -1.2775016281688386e-07 3.9411505459606655e-07
age3 2.7148644614653715e-07 4.593063469081619e-07 -1.2931990573812663e-08 1.1369711161111827e-10 4.81104424171157e-06 -4.3786451737611196e-07 1.231644683238412e-08 -1.0816851519748583e-10 -5.219577009840398e-10 1.643658482471055e-10 -2.497833224544843e-10 3.048393621258487e-10 1.0441328625424435e-10 -2.306772432003324e-11 3.9167178294148034e-10 2.3688160222477966e-10 1.6343124778322532e-10 -4.6451178508999877e-10 3.366709301944694e-10 4.571191388390658e-11 -7.399321138480329e-11 1.4650082978803927e-10 2.734973858666933e-10 5.7571757149479086e-11 -4.2151174536101144e-10 -1.3082255604090277e-11 -2.973143008854991e-10 7.071209327728661e-11 -7.693338250495788e-10 3.183459279668278e-09 2.77037353529619e-10 -3.056060709285967e-09
sex -0.003024703567649655 0.021013312647362337 -0.0005681547525237782 4.811044241751171e-06 0.6089536412388094 -0.05381357808335118 0.001475444759763778 -1.2683184078190438e-05 -9.000358700282312e-06 2.5308159490899012e-06 -4.143612756203052e-06 6.782496943583614e-06 -2.4640372442105247e-05 2.393331681931648e-05 -1.1680181021947186e-05 1.3993494384690075e-05 -2.8866044641652363e-06 -2.5540511783401475e-05 1.8465935538168266e-05 2.397261005635252e-05 6.783412201595598e-06 -1.4451998793806634e-06 -1.1121696819622807e-05 -1.5772515048513714e-06 1.5445875596140687e-06 7.8588380145039e-06 1.2858542414287754e-05 3.897382761329177e-05 -0.00020284853263398685 0.00036291547496926493 6.854423981726696e-05 -0.000275904195941898
agesex 0.0003091094576574117 -0.0018656116163249718 5.112445272496345e-05 -4.3786451737804214e-07 -0.05381357808335384 0.004830848297955403 -0.00013423222153218149 1.1670533165389896e-06 8.930388892546769e-07 -2.9683320909537807e-07 2.9712211865550663e-07 -4.3020024557747166e-07 2.0835648238446903e-06 -2.244272527330546e-06 1.4623632822129525e-06 -1.12508189774162e-06 6.825464941275076e-08 2.031550631942733e-06 -1.8242973548850234e-06 -2.1849679866355597e-06 -6.698400097669036e-07 6.938985348828797e-08 7.575943575927002e-07 6.515719337683305e-07 -3.619401184339097e-07 -7.911051434611473e-07 -9.841912866047345e-07 -3.481387130564594e-06 2.0106103541258504e-05 -3.719971748624725e-05 5.163272264503968e-06 1.5182599242879084e-05
age2sex -9.873641735128047e-06 5.118407639610138e-05 -1.4209260107395478e-06 1.2316446832447995e-08 0.0014754447597639395 -0.0001342322215321894 3.7785452344607523e-06 -3.3247503732124654e-08 -2.5743855660558798e-08 9.528289973259338e-09 -7.517167525392962e-09 1.1411689067388977e-08 -5.645557145415961e-08 6.323443560264266e-08 -5.002392816246965e-08 2.8122350357059673e-08 3.206952394451022e-09 -4.7123529748817165e-08 5.137586415107783e-08 6.161462184448517e-08 1.8431240988489972e-08 8.028224490570418e-10 -1.856963953017344e-08 -2.9097515885883683e-08 1.3561548264105403e-08 2.407174747648851e-08 2.2411126503271566e-08 9.613952359566408e-08 -5.768234156736714e-07 1.158550172583982e-06 -3.635367948252698e-07 -2.6950041161692833e-07
age3sex 9.903171074885609e-08 -4.3886870226967916e-07 1.232992165894648e-08 -1.0816851519829913e-10 -1.2683184078192671e-05 1.167053316539134e-06 -3.324750373212677e-08 2.96075835736425e-10 2.0862569304692086e-10 -7.523502553457866e-11 6.62342088605428e-11 -1.0544100146529343e-10 4.907792369258723e-10 -5.390269721712489e-10 5.146050878144258e-10 -2.2640893669087433e-10 -6.858287345087442e-11 3.266069523609918e-10 -4.3627290743042264e-10 -5.411487801120273e-10 -1.4666644916443441e-10 -2.726115479227342e-12 1.500216432546216e-10 3.2059640234853073e-10 -1.4180508025423363e-10 -2.2560530321834491e-10 -1.6517566787658638e-10 -8.433452094780309e-10 4.857406428529386e-09 -1.0815095461513675e-08 4.54262255418929e-09 1.350301711433474e-09
pcs.V3 -2.607513934037829e-06 -2.1237774037975876e-06 5.979482015168838e-08 -5.219577009830971e-10 -9.000358700086037e-06 8.93038889236774e-07 -2.5743855660053173e-08 2.0862569304245414e-10 2.1570124784187024e-06 9.805845710311962e-08 -7.803943412786128e-08 1.6999941502867606e-08 5.9452948497598134e-08 5.7652926134583017e-08 4.511877175494955e-08 6.145740433948215e-08 -3.5799509364573696e-08 2.9526489820545886e-08 -3.2852978524150965e-08 4.338265823439593e-09 1.6040135763386234e-08 -1.9451336629484957e-08 -4.310840864448002e-08 1.9754507199819518e-08 2.1608408633205804e-08 -3.6022908193943163e-08 4.9768798615472035e-08 7.2686062052299584e-09 1.2879677405421359e-06 -8.77553160426456e-07 1.5690004135865274e-06 1.0536903680118707e-06
pcs.V4 2.1664428247341155e-06 8.107292473092585e-07 -1.9552444300532218e-08 1.6436584824678916e-10 2.5308159490179e-06 -2.968332090888227e-07 9.528289973074527e-09 -7.523502553294848e-11 9.805845710311903e-08 2.1849653192999017e-06 4.6790140156970295e-08 5.69751954127533e-09 1.620730008666138e-08 -1.7660712803084983e-08 -4.981346396954901e-08 3.273358892046442e-08 4.026211893625182e-09 -2.1079770070992237e-08 5.901264749941294e-08 -5.871656828618154e-08 -5.091132229186392e-08 4.482531656546088e-08 4.856766851236501e-08 8.579285358000636e-09 6.616367556883351e-08 3.4994362936730007e-09 -1.3082986036134555e-08 2.309510369530816e-08 -8.546104761010234e-07 2.0274246151592825e-07 -1.5442732387375672e-06 -2.6583120816402225e-07
