 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 0.00011275588605822304 6.879549157338492e-06 -1.9025081411515552e-07 1.862742328008735e-09 -1.5949278755146803e-05 1.440566692175641e-06 -4.016969124499776e-08 3.7432016630750994e-10 1.9468880130410057e-07 2.4399921354073653e-07 -1.4942011405703e-07 -4.932523877304e-08 -7.742938034437488e-08 7.0199755157694e-08 -5.4333209403014377e-08 6.135127355550632e-08 -3.6975024277367575e-08 -7.913676438963451e-08 -8.760467033703427e-08 -5.26839964537167e-08 3.3261503740549306e-08 4.078546636775589e-08 -2.3649820304847597e-08 -3.906503847811309e-08 6.695927238285377e-09 -1.6762484690475332e-08 4.639702228490845e-08 -3.6822531857002516e-08 5.578558676423105e-07 9.030856878235917e-07 -2.100262652260284e-06
age 6.879549157335098e-06 0.0002428115323338676 -5.5909683679835345e-06 3.998323153786238e-08 0.002951364779398492 -0.0002233837921340755 5.125396946811504e-06 -3.648945456340545e-08 -9.810141837509132e-08 2.482768914299395e-07 -1.0934760684290243e-07 1.908383146405816e-07 1.0718512796895545e-07 8.996789224835905e-08 1.1628819682219876e-07 6.56394650729205e-08 7.343125492377159e-08 -3.5690859821796146e-07 -2.8113007297246163e-08 5.882504466334339e-08 -1.5085145520788366e-07 -2.3196515313440298e-07 -2.0693485815553341e-07 2.3310203351602584e-07 1.5918207468477953e-07 -1.5640332264338656e-07 1.0864409228290628e-07 2.9445146088263617e-07 1.2452775763128707e-07 -3.0800390617048024e-06 -2.1298272495003563e-06
age2 -1.9025081411468825e-07 -5.5909683679836226e-06 1.3119148963005376e-07 -9.540108835156982e-10 -6.638953913655986e-05 5.13391041882694e-06 -1.2008361732416866e-07 8.695379489516365e-10 4.151181828045505e-09 -5.368736424584921e-09 1.8470958763009836e-09 -4.627050329532102e-09 -2.7215046942067248e-09 -2.8783529745534687e-09 -2.1652176060224487e-09 -9.10496842124956e-10 -1.5988375643211176e-09 8.201885179177238e-09 1.088652953599092e-09 -1.2328918375454445e-09 3.2239769409491797e-09 4.53036762901872e-09 3.6462701702209393e-09 -4.799077856624086e-09 -4.156857158572536e-09 3.2430588772561598e-09 -2.944770812020548e-09 -6.8388640069476824e-09 5.262222926105207e-09 7.767236153081483e-08 3.966278284294811e-08
age3 1.862742328019467e-09 3.998323153785412e-08 -9.540108835154788e-10 7.049840532802114e-12 4.6537335672032406e-07 -3.661181455111247e-08 8.710919297687002e-10 -6.4111038855331865e-12 -4.060774016623163e-11 3.940104093589372e-11 -1.235133398823416e-11 3.36617609746484e-11 1.916089567401925e-11 2.5417226063971905e-11 1.2898941740006571e-11 4.228714786856625e-12 1.2636376192942259e-11 -5.854579126668817e-11 -1.2705722835769556e-11 6.8713433497901276e-12 -2.2602543204357076e-11 -2.6532619251528946e-11 -2.03717496652805e-11 3.0557624854387256e-11 3.2593735759302215e-11 -2.1000253141447806e-11 2.3707286763667777e-11 4.851925753970789e-11 -7.403276036095475e-11 -6.105459731619501e-10 -2.287683125003492e-10
sex -1.5949278754979202e-05 0.0029513647793975965 -6.638953913653914e-05 4.653733567201757e-07 0.10255768056348867 -0.007680726559714627 0.00017543160655278755 -1.2486833260750495e-06 -1.2958002927060267e-06 -2.809029637657188e-07 4.6993980479952913e-07 1.1231909823451954e-06 -1.7845720384040498e-06 -4.899519365249866e-07 2.0097754718333647e-06 -2.95453938080481e-07 -2.1717516384695224e-06 -3.1161863412599928e-06 -2.4586314090759645e-07 3.1570803521893243e-06 -1.7342153352881366e-07 -2.388093079686509e-06 -4.60292517114826e-06 1.94306570384843e-06 -3.962413664713894e-08 -1.9626584447251787e-06 2.9493464603249035e-06 3.2134512911558057e-07 -1.0441162725915684e-05 -4.576264821881326e-05 -4.576467975162048e-06
agesex 1.4405666924010692e-06 -0.00022338379213411293 5.133910418827695e-06 -3.661181455111656e-08 -0.0076807265597146025 0.0005907942697792204 -1.3772713078153563e-05 9.964845741216504e-08 1.5261986402254654e-07 3.001526497278775e-08 -3.379881595029057e-08 -5.6195826104050295e-08 1.0499446899549982e-07 -7.60517471666602e-09 -8.232489174117506e-08 3.776082982881292e-08 1.574971974658154e-07 2.388451958876061e-07 2.0637319554993797e-09 -2.2921121463102346e-07 -2.286637732829124e-08 1.628376398964579e-07 3.0098656228868177e-07 -9.6219793002775e-08 -6.85519674369768e-08 1.5160037802592437e-07 -2.566404056040848e-07 -4.050092867594692e-08 1.6922107163408255e-06 3.1047185754555083e-06 3.782593900880362e-07
age2sex -4.016969125217803e-08 5.125396946812437e-06 -1.200836173241888e-07 8.710919297688155e-10 0.00017543160655278628 -1.3772713078153523e-05 3.2710091378928964e-07 -2.4057643698492658e-09 -4.828495546971356e-09 -8.56638301131276e-10 5.755561604128845e-10 1.1897033937017186e-09 -2.1332795031616325e-09 9.912200556645064e-10 9.49299408535178e-10 -1.3788763200380702e-09 -3.1079281346633575e-09 -5.3113203617752534e-09 -2.358529405586267e-10 4.87932945087166e-09 1.1227396640653486e-09 -2.9765513446421945e-09 -6.444191167247262e-09 1.0396777896733134e-09 2.6359058205760803e-09 -3.8550599836349865e-09 6.395224975130861e-09 7.506915720412032e-10 -5.8283763041688674e-08 -6.680348917049857e-08 -6.51238052966192e-09
age3sex 3.7432016629477756e-10 -3.6489454563377094e-08 8.695379489509698e-10 -6.41110388552836e-12 -1.2486833260750364e-06 9.964845741216438e-08 -2.4057643698492575e-09 1.7971419768293982e-11 4.115560143609521e-11 8.506521646776799e-12 -1.4019454962468977e-12 -1.038726469559032e-11 1.6523901432105023e-11 -1.0669102781171453e-11 -3.068565551727201e-12 1.1509288174890085e-11 1.7779744043904152e-11 3.60366473011454e-11 3.294010998969834e-12 -3.172241001879881e-11 -1.0153421140612469e-11 1.6223845080952858e-11 4.4425754671725045e-11 1.1555390476596558e-12 -2.416027884255931e-11 3.0586266224829084e-11 -4.89364781212053e-11 -4.2050201514130275e-12 5.661557628865835e-10 4.4798576312045346e-10 3.9424158626431465e-11
pcs.V3 1.9468880130405335e-07 -9.810141837532524e-08 4.151181828050853e-09 -4.060774016626972e-11 -1.29580029271442e-06 1.526198640231979e-07 -4.8284955469866615e-09 4.1155601436206836e-11 1.1852900221228055e-06 7.224889882625244e-08 -2.764467771509059e-08 -1.5584892129446348e-09 5.577937588429685e-09 1.639877178659455e-08 -7.3062742620635995e-09 1.0233380229470533e-08 4.938857864432751e-09 1.8546384233754967e-09 -9.384829289457586e-09 8.266472799789017e-09 1.5107129897138114e-09 -1.4525757819118185e-08 -7.744879215776899e-09 -1.296975249776468e-08 9.337056602238634e-10 -9.944011538515293e-09 1.3881941604978965e-08 2.68965542499997e-09 4.204444529948301e-08 7.099168733387687e-07 4.7512168698476136e-07
pcs.V4 2.439992135407565e-07 2.4827689143013984e-07 -5.368736424589599e-09 3.9401040935927605e-11 -2.80902963758877e-07 3.001526497225478e-08 -8.566383011187168e-10 8.506521646685108e-12 7.224889882625223e-08 1.2558860393977326e-06 2.5833450537151302e-08 -3.0749247502212636e-09 1.5340368887354967e-08 -2.1838378108313056e-08 -2.3686146024447285e-09 1.939637344061354e-08 -1.3531601539403643e-09 -4.482757489894402e-09 1.3628745360639376e-08 -6.029750614353877e-09 -4.498910025501534e-09 1.667051912113853e-08 1.1825893902072632e-08 7.484419214052166e-09 1.2813521100127673e-09 -5.088723932308375e-09 -7.126429173744295e-09 1.2748417944351766e-09 -8.205042189145247e-08 -6.254780404189431e-07 -6.847611764212847e-07
