 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal gpp gmp
intercept 0.010972743547507742 0.0040253714120341445 -0.00012730973056897138 1.2774045147005347e-06 0.011661066009524197 -0.00112882223022395 3.4263066491544286e-05 -3.3015430756102876e-07 -4.475833269818306e-07 2.5778397204892244e-06 2.314638727061325e-06 -5.216415134935875e-07 9.777056811232104e-07 -8.961455358381055e-06 -3.305120862374607e-06 -1.7027613654590533e-06 -1.8512705235676985e-06 -4.074550342278035e-06 -1.0675406658217287e-05 -4.458311309173128e-06 -5.849372830524042e-08 2.9921645128663054e-06 4.132019030562994e-06 -9.540923869688424e-07 -5.716773124798733e-07 -3.868047625281789e-06 6.605904646055481e-06 -4.957207773257032e-06 -5.190821235344707e-05 7.11658754797868e-05 -6.583135974175537e-05 4.269112286662685e-06
age 0.004025371412000747 0.004483060249674554 -0.0001300317781087717 1.1866834849689807e-06 0.045056936227092045 -0.004178368549012919 0.00012087219773405885 -1.1005944523561438e-06 -6.417411858655087e-07 2.1315083866197535e-07 -3.0720028357160137e-06 1.4008787810809567e-06 -3.234311344385392e-07 -1.1124032491589764e-06 -3.5949956004313416e-08 -1.157811184628722e-06 -7.435460996417386e-07 -3.820371836681917e-06 -1.7885421210181512e-06 7.41028003337405e-07 3.627704703026759e-08 2.705266412415517e-07 1.2765941463797216e-06 1.11322926627287e-06 -2.665095538986674e-06 -2.8414398618550777e-06 1.1289376051720497e-08 6.631727560940665e-07 -2.39475649915505e-05 1.1521497570769208e-05 -2.1561947387036607e-06 -2.957795006517139e-05
age2 -0.00012730973056825553 -0.00013003177810918048 3.817645052200045e-06 -3.524701122942414e-08 -0.0012890001606444918 0.00012097518037034872 -3.541556854282661e-06 3.261935568002492e-08 8.670175273458769e-09 1.1938815471594716e-08 8.024193410334299e-08 -3.877475189022004e-08 6.203697254574724e-09 3.810060891960655e-08 1.7095253263751802e-08 4.737053023670016e-08 2.0814674695843906e-08 1.1166720067703148e-07 7.034304824876076e-08 -1.8417303722829928e-08 -8.840975194701673e-09 -1.9636688138324718e-08 -4.1757366810281914e-08 -1.930877937718577e-08 6.611601283341146e-08 8.022140746148409e-08 -1.4299385283217678e-08 -2.3814864170039344e-09 6.645394171481232e-07 -3.6284352587545653e-07 2.3423031447332625e-07 6.139129760065918e-07
age3 1.277404514692183e-06 1.1866834849697255e-06 -3.524701122935023e-08 3.293444216028708e-10 1.162197795491961e-05 -1.1023926697483166e-06 3.264400474726775e-08 -3.0425796090483214e-10 1.1591468200102979e-11 -2.1327262609950518e-10 -6.48338069371733e-10 3.2326035730732675e-10 -3.773662588995718e-11 -4.3425943652232875e-10 -3.078480995901196e-10 -5.39044209126447e-10 -1.6729862569650304e-10 -1.0211823329805613e-09 -8.208523236799229e-10 1.3688832327377605e-10 1.4864666553332414e-10 2.5768636958317586e-10 4.205302091457865e-10 5.6572632375576076e-11 -4.828436630619076e-10 -7.306394354657128e-10 2.7268404291253725e-10 -1.1999692032531895e-10 -6.032206264995516e-09 4.066867095210778e-09 -3.9557141459991605e-09 -3.7996031393369696e-09
sex 0.011661066008991791 0.04505693622670058 -0.0012890001606332309 1.1621977954818051e-05 1.0053479453141143 -0.092020980836002 0.0026297327938535515 -2.3664367114149273e-05 1.8446406703199295e-05 -1.5207785843506233e-06 -2.1898706927348917e-05 2.5936792236649652e-05 -3.2964084005408774e-05 5.359684224280759e-05 -1.2701369883530215e-05 -1.8049127223088858e-05 -3.7730810257000554e-06 -9.898919058147578e-06 2.9972221034650876e-05 5.604700684903455e-05 3.7802593748054947e-06 -1.052757903697977e-05 -2.5522975055426103e-05 -1.5338731920828464e-05 -2.1872005686077677e-05 -2.4422336918280527e-05 2.1043105850874296e-06 3.8167038494718266e-05 6.275375003089881e-05 2.834511184948995e-05 -0.0002303039212044563 -0.00010004009460899032
agesex -0.001128822230166587 -0.004178368548968089 0.00012097518036905873 -1.1023926697367e-06 -0.09202098083599196 0.008544199807110686 -0.0002473032457348871 2.2507875579779218e-06 -1.7219399934731406e-06 5.914139988393832e-07 2.179528514825817e-06 -2.4565007675413795e-06 2.83649629103701e-06 -5.0534238457997556e-06 1.6014091728549017e-06 2.0719959967320674e-06 -7.281038307060787e-08 1.0040988391465248e-06 -2.552410858571869e-06 -5.2293244428768e-06 -8.238661781198489e-07 5.869569202375481e-07 2.1882074118475424e-06 2.0016354428507354e-06 1.3207413836723493e-06 2.2631988530965767e-06 -1.6126906964683141e-07 -3.4294510253194746e-06 -6.968181757957198e-06 -1.9602855500550385e-06 2.725657193488003e-05 -7.14042962820907e-06
age2sex 3.426306648969529e-05 0.0001208721977325806 -3.5415568542407523e-06 3.264400474689402e-08 0.0026297327938529656 -0.00024730324573485975 7.250073010993152e-06 -6.680064219158088e-08 5.0675402997964244e-08 -3.091408961115596e-08 -6.659839043870474e-08 7.318339820960067e-08 -7.837702806206949e-08 1.47237544351845e-07 -5.741647026381478e-08 -7.334788073470299e-08 1.5987966163516428e-08 -3.035805650969094e-08 6.343924576229873e-08 1.5276327151499948e-07 3.746355774853127e-08 -7.2336932405667085e-09 -5.999947128617773e-08 -7.433302984201352e-08 -1.993262311609552e-08 -6.743683500316192e-08 2.3322311853207047e-09 9.44811774161778e-08 2.26932441031895e-07 5.909030440770228e-08 -8.057466607757618e-07 4.4629684346411323e-07
age3sex -3.3015430755165655e-07 -1.1005944523525585e-06 3.261935567991546e-08 -3.0425796090377134e-10 -2.366436711414138e-05 2.2507875579774347e-06 -6.680064219157397e-08 6.233709522563566e-10 -4.972259611939991e-10 4.153911218021844e-10 6.400215165073941e-10 -6.692943576730103e-10 6.864783692875229e-10 -1.3312312774589856e-09 6.359378503074959e-10 7.95523456586596e-10 -2.758573494011997e-10 2.8189949746503023e-10 -4.736741985458054e-10 -1.4138994276959914e-09 -4.739519101385327e-10 1.636624071623301e-11 4.862101497862463e-10 8.089366863389207e-10 -5.6421859419838746e-12 6.333428654452326e-10 -3.208746725569934e-11 -8.131109041457205e-10 -2.1522984523851294e-09 -5.559624535627597e-10 6.772271914816387e-09 -5.548042614543521e-09
pcs.V3 -4.4758332699332145e-07 -6.41741185881553e-07 8.670175273930967e-09 1.1591468195725788e-11 1.8446406702934916e-05 -1.7219399934484255e-06 5.067540299724384e-08 -4.972259611873951e-10 3.1797035471623975e-06 1.0343920406340582e-07 -2.8208286482934973e-08 -3.271914302486968e-08 7.804055446323897e-08 3.588065567265712e-08 -1.4745679429800947e-08 6.219224218949692e-08 -8.727966916592599e-08 1.1117428513560602e-07 -8.694677862000584e-08 -6.224155053498907e-09 -5.987634771091304e-10 2.1333315224561605e-09 -7.670423280945456e-08 1.775498504040475e-08 2.6441604749657847e-08 -1.8923813640300648e-08 8.484925412569592e-08 3.053246805076257e-08 5.64195840633158e-07 8.047255237505931e-07 1.829083624274672e-06 1.1474411443670297e-06
pcs.V4 2.577839720497582e-06 2.1315083867019867e-07 1.1938815471354683e-08 -2.1327262609730119e-10 -1.5207785842725796e-06 5.914139988321601e-07 -3.091408961094766e-08 4.1539112180029633e-10 1.0343920406340412e-07 3.0595734192460242e-06 4.328510390062019e-08 -1.2734262542310322e-09 3.355991728198227e-08 -4.432918949747676e-08 -6.021766393363926e-08 3.0748436589492505e-08 7.94439027941254e-08 -5.33421546248843e-08 5.884922048453505e-08 -4.512525946675954e-08 -1.311044941285453e-07 5.915405718600766e-08 8.548168128848668e-08 4.3551201655603467e-08 3.73220649376371e-08 2.99294341488797e-08 1.0631402561689825e-09 4.539488364974981e-08 -6.817551654334767e-07 3.5057077688050006e-06 -6.082930617897198e-06 -3.3618800646577864e-06
