 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 9.519595494179491e-05 7.853842676123065e-06 -2.2391310442007705e-07 2.1651011062906046e-09 -3.2056001222925284e-05 2.491739125046147e-06 -6.536641770853505e-08 5.832781663433331e-10 2.461363124571362e-07 3.305533664950192e-07 -2.446709044563197e-07 -2.015803381788145e-07 -4.1528810727519933e-08 5.665962063014551e-08 -7.915617245362358e-08 7.49389340670115e-08 1.4097593912384432e-08 -1.119520676611105e-07 -1.3536717291182563e-07 -2.3277215751735424e-08 -3.578113625052396e-08 1.3226343057833931e-08 -2.0515094853302972e-08 -2.8061503549553302e-08 6.500322129663929e-08 -1.3420661621297629e-08 4.137396231455771e-08 -3.3370355115063724e-09 8.260940270490309e-07 1.8561967516542293e-06 -1.7236903543823349e-06
age 7.853842676000437e-06 0.00031495056346525003 -7.232933565398796e-06 5.158790970505126e-08 0.004092634967179524 -0.00030937280831608196 7.098821819475454e-06 -5.057339413413484e-08 -1.4334594692854084e-07 3.1415238470965104e-07 9.820595978815821e-09 2.407493441273967e-07 -1.719748052860593e-08 2.054616785797171e-08 1.1345172583456468e-08 9.529725323435025e-08 1.6647056108961395e-07 -3.944712068344269e-07 -1.4152208209448385e-07 4.1402570763477666e-08 -1.0737194705181243e-07 -1.4315703039356104e-07 -1.9561620701183115e-07 2.231782252067391e-07 2.618318387566764e-07 -3.7314464006009446e-07 1.5453209424903443e-07 3.200377861539905e-07 1.5910729985867613e-06 -5.346827283498775e-06 -2.643928962164945e-06
age2 -2.2391310442013875e-07 -7.232933565398599e-06 1.6931591063013102e-07 -1.2281675562832149e-09 -9.196253032568462e-05 7.10287331437884e-06 -1.6615153898649902e-07 1.2039415913018042e-09 6.025017374762309e-09 -7.136013346077216e-09 -1.181737399365704e-09 -5.96878465041709e-09 3.0521668056437727e-10 -1.3294801804191302e-09 4.1822408972313577e-10 -1.2514014315155421e-09 -3.969343462127018e-09 8.530538679551778e-09 3.758770839078662e-09 -8.086352892444544e-10 2.0775454632534707e-09 1.998595951973615e-09 3.687364073360637e-09 -4.019718677672e-09 -6.7027366982597974e-09 8.319713046655755e-09 -4.007418300351613e-09 -7.399364217521755e-09 -2.4774284642540412e-08 1.2217645962504093e-07 5.1899305700519245e-08
age3 2.165101106286701e-09 5.1587909705038805e-08 -1.2281675562829547e-09 9.053277227725e-12 6.443080543521455e-07 -5.062768455918006e-08 1.2045706205347737e-09 -8.870563018270246e-12 -5.89996749631213e-11 5.407767117551207e-11 1.07553903745811e-11 4.416313272633415e-11 -3.5638596637440242e-12 1.4034749874982675e-11 -6.838470112379834e-12 4.620455901018199e-12 3.129649987345027e-11 -5.715269408361831e-11 -3.315890778696426e-11 4.80085521274959e-12 -1.3564477166544256e-11 -5.784965181771947e-12 -2.3038870895386826e-11 2.1017331462830358e-11 5.2171506626051856e-11 -5.81197038751093e-11 3.12044432980218e-11 5.192967450894423e-11 1.3229989226025347e-10 -8.928037009775613e-10 -3.294842145520445e-10
sex -3.205600122507678e-05 0.004092634967180672 -9.196253032571966e-05 6.443080543524481e-07 0.13868016624589982 -0.010374668072520857 0.0002368568338659852 -1.6854659286400402e-06 -2.8199564664416306e-06 2.604852637269094e-07 2.3406031438356706e-06 1.5871473510730794e-06 -4.340644200461519e-06 -1.7279933327796292e-06 2.9614547711303214e-06 5.954997280773889e-07 -6.241578924595443e-07 -3.0503785333620456e-06 -3.4172403290164313e-06 3.1889308287384e-06 1.567952004064195e-06 -5.09445102232331e-08 -3.5589035113693246e-06 1.0985570761378157e-06 1.4148186893583503e-06 -4.2736702431308225e-06 3.406032640832695e-06 3.171686077860936e-07 1.5480571873200708e-05 -9.602788974242215e-05 1.6699364940441772e-05
agesex 2.4917391252246155e-06 -0.0003093728083163941 7.10287331438663e-06 -5.06276845592393e-08 -0.010374668072520396 0.0007972290195993972 -1.857926639022327e-05 1.3440388568138223e-07 2.9260312228325386e-07 -1.2334435833927934e-08 -1.819969240240329e-07 -7.474126566502447e-08 2.8099730465404983e-07 6.690121282972444e-08 -1.2760849291112687e-07 -6.309264089979003e-09 4.773872505503134e-08 2.3684768729450553e-07 2.4113104658347253e-07 -2.2527672195025527e-07 -1.8008436116041425e-07 -4.854161926218605e-08 2.4573115229197497e-07 -6.852469958445479e-10 -1.8550004687303159e-07 3.422355806666845e-07 -3.006643423244884e-07 -4.062784885733447e-08 1.432532506463991e-07 6.540629988352045e-06 -1.404768783700804e-06
age2sex -6.53664177137944e-08 7.098821819483754e-06 -1.6615153898670027e-07 1.204570620536267e-09 0.00023685683386596442 -1.8579266390222492e-05 4.4115382775559046e-07 -3.244240715728167e-09 -8.56836856489367e-09 5.305465167832863e-11 4.392443074140184e-09 1.3830534808752566e-09 -5.880019805169011e-09 -7.588808986362253e-10 1.5989997088360435e-09 -8.55491288243272e-10 -6.580427890128567e-10 -5.093582894245629e-09 -5.78597467607578e-09 4.85029652974387e-09 5.261053817658501e-09 2.6148450542323747e-09 -5.7572085483482065e-09 -2.034587239392308e-09 5.266975702081694e-09 -8.720720074314212e-09 7.590593742674836e-09 6.131004349612247e-10 -2.90157165385837e-08 -1.4155735287994254e-07 3.5081537874346535e-08
age3sex 5.832781663306195e-10 -5.0573394134107066e-08 1.203941591301276e-09 -8.870563018267272e-12 -1.6854659286398238e-06 1.344038856813715e-07 -3.2442407157280487e-09 2.4232324628536042e-11 7.063870587150016e-11 3.073100207316879e-12 -3.2071397470438744e-11 -1.0470362916155905e-11 4.129750204690708e-11 3.5147438186766976e-12 -5.043436034926322e-12 1.0973547823478605e-11 6.655629696485542e-13 3.2945168322387164e-11 4.2925516641188694e-11 -3.288040804277617e-11 -4.3537494447576405e-11 -2.7599522286202575e-11 4.3538173073896514e-11 2.9609272751999176e-11 -4.247871661968898e-11 6.870456036547422e-11 -5.766643399565257e-11 -1.7567257493423596e-12 3.905615393852148e-10 9.806450155832986e-10 -2.498775512399716e-10
pcs.V3 2.461363124573039e-07 -1.4334594692809697e-07 6.025017374752114e-09 -5.899967496304815e-11 -2.819956466424086e-06 2.926031222818914e-07 -8.568368564861597e-09 7.0638705871266e-11 1.0816799552344947e-06 1.0706517874895904e-07 -2.8517313127520996e-08 -4.615246973404381e-09 6.762063330140946e-09 1.7497345576767774e-08 -6.533680987515649e-09 1.568934410832683e-08 6.7327686993834706e-09 -1.1734776686132624e-09 -4.2122757297221265e-09 1.1023114157437315e-08 -4.247960893180521e-09 -2.0162081199465636e-08 -1.2940232628966707e-08 -8.168118852502923e-09 4.121515076619806e-09 -1.6646180680176165e-08 1.0158701723515396e-08 5.284772180608215e-09 -1.4781605727346314e-08 7.142310632117732e-07 4.645518460764128e-07
pcs.V4 3.30553366495025e-07 3.1415238470974866e-07 -7.136013346079761e-09 5.407767117553233e-11 2.6048526373017527e-07 -1.233443583419687e-08 5.305465168501312e-11 3.0731002072655595e-12 1.0706517874895867e-07 1.1722608520832903e-06 5.1210836776873885e-08 1.3588758189729872e-09 1.605295447223209e-08 -3.2478428288403904e-08 -8.704722140232157e-09 3.09232526027103e-08 7.518580055278791e-10 -6.43431751503022e-10 1.0655102300064702e-08 -8.79647128873044e-09 -9.115254861021168e-09 2.1129708706249008e-08 1.6570733992374547e-08 6.737554686870073e-09 1.00414455943508e-08 8.020549187561607e-09 -8.128113480341426e-09 -3.083876545077643e-09 -3.7204230960604006e-08 -6.722329640969175e-07 -6.548054915143192e-07
