 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal gpp gmp
intercept 0.012264165279521672 0.0044788591227096115 -0.00014152886652402973 1.4194359890412237e-06 0.012432766950090794 -0.0011979513759520965 3.6195930871761504e-05 -3.4726639678829774e-07 -7.894032577237489e-07 2.931816037893792e-06 1.6546901600803886e-06 -9.874872008307312e-07 8.468181785194442e-07 -1.021999309024578e-05 -3.59565091363331e-06 -2.227689693419414e-06 -1.8114173948709419e-06 -4.082952442100911e-06 -1.3043747025719878e-05 -5.756423403741613e-06 2.314422791240612e-07 2.864259682027143e-06 4.873170064371863e-06 -1.7540240068690159e-06 -2.698457567304965e-07 -4.715321588782951e-06 8.727037920706458e-06 -5.7479743522154775e-06 -4.74794069409943e-05 5.2100826948636005e-05 -1.3212067436324515e-05 -1.607795363438441e-05
age 0.004478859122720997 0.0050558618954114586 -0.00014651154211249264 1.3361275031325093e-06 0.05152580005544237 -0.004775564673082251 0.00013809480488643307 -1.2570885800506927e-06 -1.030903432471615e-06 1.213876097630049e-08 -3.5137181843963617e-06 1.6451112913520846e-06 -7.612941709866341e-07 -1.5255092385026176e-06 4.3282040320116134e-07 -8.279847851694042e-07 -1.4511028574449424e-06 -4.0259600722387075e-06 -2.2523134265444544e-06 1.4742775020284418e-06 -4.476354288707047e-08 1.0388240148982295e-08 1.6504416134495108e-06 4.1698649626788266e-07 -2.981830096786871e-06 -3.1048362862354117e-06 3.8093300024589476e-07 7.114323677265628e-07 -2.6467280785303394e-05 6.593452331242346e-06 1.0305569931585206e-05 -3.0055940774133776e-05
age2 -0.00014152886652414546 -0.00014651154211227523 4.29742161334207e-06 -3.964748983142062e-08 -0.0014729052500652426 0.00013815496469080877 -4.042799445375419e-06 3.722482046082754e-08 2.099747742949567e-08 2.044403054452851e-08 9.259900023604608e-08 -4.5511889089965075e-08 1.8460659220875136e-08 4.881948882318464e-08 6.705500385468766e-09 4.1305055062943765e-08 4.178321466913463e-08 1.1839483722642399e-07 8.674360059734499e-08 -3.787946976540073e-08 -8.380848041062444e-09 -1.362910273679898e-08 -5.2592758429494834e-08 3.548540675726515e-09 7.468819981562442e-08 8.914323413548756e-08 -2.5495007767888164e-08 -5.693112559547529e-10 7.113223342574514e-07 -2.7023466057255687e-07 -9.428277459040908e-08 6.826674688510541e-07
age3 1.419435989041711e-06 1.336127503129556e-06 -3.964748983139007e-08 3.701851183769698e-10 1.3271246473502998e-05 -1.2580745822934738e-06 3.7236922720236244e-08 -3.469451007024421e-10 -1.0065732397101321e-10 -3.035342495561366e-10 -7.531818036347557e-10 3.808916852049984e-10 -1.4648023021875418e-10 -5.248604072026619e-10 -2.4027038374001083e-10 -5.10175237041043e-10 -3.5777755319978765e-10 -1.0872468760059312e-09 -1.0064182220723398e-09 2.953851755127911e-10 1.5984704910006248e-10 2.1286136999864369e-10 5.155790052467954e-10 -1.7493519274245127e-10 -5.51123945071685e-10 -8.247468323264832e-10 3.8787320895961085e-10 -1.593478913348031e-10 -6.308258397266689e-09 3.647174598726558e-09 -1.265270392033651e-09 -4.836929891144385e-09
sex 0.012432766950384607 0.051525800055636554 -0.0014729052500711518 1.3271246473559168e-05 1.160226601965941 -0.1061941338101073 0.003035015175632483 -2.7315489891860925e-05 2.7148881220837236e-05 8.216848397655777e-06 -1.753545798243075e-05 3.4519160727993116e-05 -4.688186552306074e-05 5.219559361989154e-05 -9.812079888168284e-06 -1.4287098118178339e-05 -1.0299026311403428e-05 -1.1223276695193866e-05 2.8479007053215538e-05 7.16199681817197e-05 -1.2443934067371138e-06 -5.375506901947598e-06 -2.284332564761496e-05 -3.009413502689184e-05 -2.580747929974219e-05 -2.9858543845247002e-05 2.929653146748072e-06 4.4880205210112436e-05 5.186578599059003e-05 0.0002201691965854596 -0.0006548315416433587 -5.9994671706848335e-05
agesex -0.0011979513759728935 -0.0047755646730950445 0.00013815496469119518 -1.258074582297155e-06 -0.10619413381009626 0.009859473139175116 -0.00028538360286767343 2.5976519908926925e-06 -2.4885581160662772e-06 -3.049254570438038e-07 1.7192841983595533e-06 -3.202175946665189e-06 4.0727042439271845e-06 -5.012250839604007e-06 1.3922303824966242e-06 1.8275714066586832e-06 6.329190145855635e-07 1.1948544202463932e-06 -2.3542062413721256e-06 -6.7500227932112235e-06 -4.4611564099842186e-07 6.637730274442147e-08 1.9565595916302515e-06 3.4836699178845394e-06 1.659273904515627e-06 2.777755703395559e-06 -5.934509042131832e-08 -3.985837709742068e-06 -6.1380314843503496e-06 -2.323901256604087e-05 7.414052923428888e-05 -1.3504689931572959e-05
age2sex 3.6195930872747227e-05 0.0001380948048870523 -4.042799445393337e-06 3.7236922720401634e-08 0.0030350151756318366 -0.0002853836028676431 8.366352932987425e-06 -7.709020045545258e-08 7.209242067705715e-08 -6.163303561168617e-09 -5.073322295068737e-08 9.454858818585323e-08 -1.1207188260622485e-07 1.48268269721694e-07 -5.2051463254023354e-08 -6.788444020545334e-08 -7.273453323079605e-09 -3.80211337161837e-08 5.515465901106814e-08 1.9964076421835347e-07 2.8595143784093696e-08 7.359774805258795e-09 -5.517061814870838e-08 -1.1946386158242413e-07 -3.0147668909055664e-08 -8.220045296158985e-08 -5.2099166798416795e-09 1.0921348183807168e-07 2.0822962634216655e-07 7.665088378093738e-07 -2.324673036591693e-06 6.632974836497681e-07
age3sex -3.4726639679032866e-07 -1.2570885800484296e-06 3.722482046076997e-08 -3.4694510070201884e-10 -2.7315489891852086e-05 2.5976519908921415e-06 -7.709020045544462e-08 7.193925543101884e-10 -6.864717390282713e-10 2.1808283714120827e-10 4.697317765521746e-10 -8.68144073430134e-10 9.72867231494111e-10 -1.3668873934482062e-09 5.94821235557994e-10 7.534495045799668e-10 -4.321229980278705e-11 3.682735143836757e-10 -3.763347235839484e-10 -1.867399333473082e-09 -4.11188869944118e-10 -1.033288991496805e-10 4.657404277130086e-10 1.235258510282871e-09 8.746299682259035e-11 7.621828367344802e-10 7.104418987855679e-11 -9.423184709486847e-10 -1.8912955622650128e-09 -7.758477488906346e-09 2.173684888344585e-08 -7.749014899234737e-09
pcs.V3 -7.894032577257561e-07 -1.0309034324923228e-06 2.0997477430071442e-08 -1.0065732397602116e-10 2.714888122054156e-05 -2.488558116038741e-06 7.209242067625784e-08 -6.864717390209836e-10 3.609174879242438e-06 3.211056773596012e-07 5.079749572381328e-08 -6.103429773277757e-08 1.0278722751538638e-07 3.551408242810868e-08 -1.0108531487415859e-08 7.85978334818432e-08 -7.850643946565375e-08 1.1408488578641362e-07 -1.245860801572702e-07 -1.2796979576283361e-08 4.642823626261536e-09 2.269313629889873e-08 -8.468882849153115e-08 1.05311603778007e-07 2.2123213332367153e-08 2.436249408926024e-09 8.246226401276291e-08 8.302385459025515e-08 6.608257939644532e-07 1.1554374082679866e-06 1.435385305734965e-06 1.0462817821462324e-06
pcs.V4 2.9318160378948946e-06 1.2138760979276208e-08 2.0444030544440426e-08 -3.0353424955531814e-10 8.216848397714144e-06 -3.0492545704935667e-07 -6.163303561004074e-09 2.1808283713967184e-10 3.2110567735960237e-07 3.58830569718452e-06 1.7156510776278557e-07 -3.5289365518978364e-08 6.81256682110219e-08 -9.47604834170684e-08 -4.276368449565723e-08 9.220261743188292e-08 9.330288630209805e-08 -7.624213048439887e-08 2.010330473691035e-08 -6.194210710559341e-08 -1.4070922859462713e-07 9.329351072915874e-08 1.0895918967860878e-07 1.2081233007606466e-07 3.319059921427276e-08 7.373893953260147e-08 -1.4912278414970948e-08 9.49343534024121e-08 -7.861178229995314e-07 4.1836134212907495e-06 -7.783195069477777e-06 -3.5517873678747073e-06
