 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband maternal gpm gmm
intercept 0.004892886806556883 0.0019902796090471905 -5.9278818977789926e-05 5.603614044705067e-07 -0.008521720103581777 0.000824007304838095 -2.5196126653562045e-05 2.4331437099135396e-07 -6.1217293434861414e-06 5.251037014817997e-06 2.3348885336799847e-07 8.090930983222363e-07 5.282737337291846e-06 -2.0627423477295988e-06 3.5360944134796666e-06 -9.188033498636485e-07 -4.5496810179589164e-07 1.4027783548529854e-06 -1.3207284002501195e-06 -7.552147092658571e-06 1.3158947831153962e-06 5.2818545746654155e-06 -3.708809995024754e-06 -3.4514616202951676e-07 -3.7231475283362924e-06 -4.116164841010858e-06 -7.893248266352064e-07 -5.923536538872297e-06 -1.819020140079454e-05 -4.099888808086606e-05 -3.9820408125897425e-05 -4.8961220209260936e-05
age 0.001990279609043075 0.004824685807134515 -0.00013034081126234113 1.104402343124328e-06 0.05408177825496146 -0.004696498278105225 0.00012687285088725713 -1.0750168603794714e-06 -4.225984658337299e-06 1.6553976969213075e-06 -1.6794384334313155e-06 5.042927895570352e-06 2.980895467374789e-06 2.884150176105381e-06 -2.0993014814074878e-06 -1.0330730064191636e-06 3.0588097816330317e-07 -2.825207031242506e-06 2.4956782915648793e-06 -9.172482206032804e-08 4.167520122816139e-06 3.757470793397034e-06 -1.4824586631132304e-06 1.9737226483059833e-06 -7.763455044927869e-06 7.498102966802555e-07 -3.5448856816212747e-06 -1.974978748687579e-06 1.0313261223509059e-05 -1.190945278259588e-05 5.1566256967318525e-05 -3.6686891067707035e-05
age2 -5.927881897767547e-05 -0.0001303408112623997 3.5635454126753244e-06 -3.0523662400024346e-08 -0.001441271108674029 0.0001267669584412108 -3.4653818917173403e-06 2.9679628114808195e-08 1.2602555891694896e-07 -3.733295831438531e-08 3.1981897272896365e-08 -1.4569549778275777e-07 -8.551374356890833e-08 -7.182239598537187e-08 4.8816509245151616e-08 3.231667017729379e-08 -1.4589856588249033e-08 6.292278063974725e-08 -7.20957065487432e-08 8.173671371607157e-09 -1.072484040980327e-07 -1.2702383747616394e-07 3.6233837046399105e-08 -3.92393896928123e-08 2.1119055025123803e-07 -1.076314763164888e-08 1.0151603767652001e-07 4.5312871222252855e-08 -2.3065253199726386e-07 3.0665646203655693e-07 -1.020480342525422e-06 6.727316656148242e-07
age3 5.603614044690387e-07 1.1044023431243771e-06 -3.052366240001571e-08 2.6427325431491054e-10 1.2069768061556666e-05 -1.0729011515673435e-06 2.9646054914772717e-08 -2.566139386737221e-10 -1.1539440503028202e-09 2.993646328288747e-10 -1.4790216537352287e-10 1.3115757469847422e-09 7.682128691793359e-10 5.683376651958392e-10 -3.728857648335639e-10 -3.0686401230722933e-10 1.8320139909258543e-10 -4.0024310492572397e-10 6.470130835101515e-10 -1.164587891866987e-10 8.504003733750683e-10 1.2568912758035762e-09 -3.2257739958330144e-10 2.1179161414639886e-10 -1.7779271824421678e-09 2.065599959735285e-11 -9.103856120625394e-10 -3.631152651112043e-10 2.307329115233433e-09 -3.045483702964073e-09 5.700023827431957e-09 -3.5888650890588174e-09
sex -0.008521720103721429 0.05408177825488239 -0.0014412711086716468 1.2069768061534267e-05 1.6495189424436398 -0.14186552632662178 0.003817891153044074 -3.239354365841236e-05 7.253156295386019e-06 -3.349078501067715e-05 9.895077793227867e-05 7.941576670248965e-05 9.607806708577702e-06 5.403018677628951e-05 -0.00012667469766548922 -4.5632019162100075e-05 4.734308375707223e-05 3.1206531002237277e-05 0.00011625283284515089 8.999604897364973e-05 4.66947418350722e-05 -3.2948563977300053e-06 5.16394812828572e-06 -1.5231055830032258e-05 -4.195179997680417e-05 1.0058666718514011e-05 -6.981736373284046e-06 6.423568934530767e-05 -0.0005284459981614255 0.0006526236755990054 -0.00014400580788205368 -0.0005496623339956743
agesex 0.0008240073048505617 -0.00469649827809257 0.00012676695844086018 -1.0729011515642857e-06 -0.14186552632662347 0.012389076775692346 -0.00033774510591998364 2.8969193727960442e-06 1.7858444641717123e-08 2.1419250325461414e-06 -8.860619023702279e-06 -7.848463377763491e-06 -6.213038987029522e-07 -5.07945413636538e-06 1.1958311836124598e-05 4.205655281704654e-06 -4.337768675555519e-06 -2.9042020225041252e-06 -1.0283308535290717e-05 -8.682979270185672e-06 -3.862439948219981e-06 -9.35183169359215e-07 -1.2549365713633412e-06 1.3113352349166431e-06 3.156584621268585e-06 -1.293073658061694e-06 5.250832773684654e-07 -7.4270527385054736e-06 5.211407997221993e-05 -5.62692808698446e-05 4.4736995763173794e-05 1.1961803434235805e-05
age2sex -2.5196126653821986e-05 0.00012687285088697225 -3.465381891709093e-06 2.9646054914699045e-08 0.003817891153044146 -0.0003377451059199858 9.320132476355332e-06 -8.08267543617531e-08 -9.256195172030153e-09 -4.3939987509969475e-08 2.5125226692746126e-07 2.3949132967619073e-07 7.657511326386423e-09 1.4615232099984e-07 -3.458530427341675e-07 -1.211757202039143e-07 1.2554032330246965e-07 8.888149569072809e-08 2.8334851608679893e-07 2.5801391701176993e-07 9.500705525038073e-08 6.18388151355733e-08 4.1252795212634734e-08 -4.202321180122289e-08 -7.828613493045144e-08 4.777981021147433e-08 -1.9490942016261173e-08 2.3545566251473626e-07 -1.4913634261209312e-06 1.54666494824719e-06 -1.6515154343410469e-06 2.569203387871272e-07
age3sex 2.43314370995343e-07 -1.0750168603770377e-06 2.9679628114739433e-08 -2.5661393867310084e-10 -3.239354365841303e-05 2.8969193727960663e-06 -8.082675436175318e-08 7.085458657753209e-10 1.096486014799086e-10 3.352741370342366e-10 -2.2497354217140952e-09 -2.2709250960336994e-09 2.953291992913369e-11 -1.3121160276592767e-09 3.1298089115446157e-09 1.05974184916648e-09 -1.1544861639337135e-09 -8.87719093145307e-10 -2.4640825134392e-09 -2.3665767498430323e-09 -6.956939085340726e-10 -7.295359703548791e-10 -3.9422389872645697e-10 4.353839928823637e-10 5.851074170842233e-10 -5.169911052898876e-10 2.538429833089168e-10 -2.2311555370383302e-09 1.2747895411009513e-08 -1.2725705591519446e-08 1.6030808598950323e-08 -5.833332196747771e-09
pcs.V3 -6.121729343485193e-06 -4.225984658343841e-06 1.2602555891713218e-07 -1.1539440503044251e-09 7.25315629519553e-06 1.785844465898684e-08 -9.256195172517847e-09 1.0964860148422112e-10 4.891772845539024e-06 5.878458924911789e-07 2.4885784000057048e-08 3.8161877082912546e-08 6.339446989035629e-08 5.9415410226205394e-08 -5.817567757599999e-08 6.973109870806584e-08 -1.2000692038497647e-07 -2.0199506985207675e-08 -1.3751897565882002e-07 -2.1578372353578584e-07 9.055352797135998e-08 9.719231519132783e-08 -5.6832517844192646e-08 2.9559836872926224e-08 3.125828467218728e-08 -1.0295739571595475e-07 9.047252617222707e-08 -3.005229602820784e-09 2.327750059495399e-06 -2.298428928813527e-07 2.6820968806298387e-06 2.046667336298632e-06
pcs.V4 5.251037014817895e-06 1.6553976969301588e-06 -3.7332958314631765e-08 2.9936463283101984e-10 -3.3490785010437716e-05 2.141925032524798e-06 -4.3939987509376485e-08 3.352741370290659e-10 5.87845892491176e-07 5.298299058154828e-06 3.336613269443313e-07 8.037635019416952e-08 2.7499620556696776e-07 -5.1634942387964555e-08 -3.252979915500329e-07 5.9109970426762266e-08 -1.363634001473881e-07 -1.2289152705310255e-07 6.944796507920604e-08 -1.3133394049882175e-07 -4.161862091749755e-08 1.4734220463692684e-07 3.900130505540646e-08 7.662604047846338e-08 2.2687152174122633e-07 6.511515279312526e-08 -1.0253612012587817e-07 -7.368181695470949e-09 -1.1518103454303032e-06 3.804467161009638e-07 -1.1050304794026658e-06 -1.8654288756419449e-06
