 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband
intercept 0.0001130915776477307 6.8817425992030064e-06 -1.9060913641112356e-07 1.866888415391085e-09 -1.593238423406312e-05 1.442392483993424e-06 -4.020995605780969e-08 3.74609367848162e-10 1.9741459731150628e-07 2.384091197785767e-07 -1.4639708862508142e-07 -4.674415656901263e-08 -7.387991539697122e-08 7.110849899816735e-08 -5.380243618777554e-08 6.118291065815732e-08 -3.8240910420239034e-08 -8.203074710978382e-08 -8.504383019434755e-08 -5.3302498282681334e-08 3.1551353705526636e-08 4.348142033405265e-08 -2.536451451876554e-08 -3.9379845904599986e-08 9.770012094764918e-09 -1.474291391542023e-08 4.506586152837322e-08 -3.501831370279904e-08 1.4344327918354249e-07
age 6.8817425990761844e-06 0.00024281266859801332 -5.590978647656242e-06 3.998368723162828e-08 0.0029537858850614404 -0.00022357384953407286 5.129828244075642e-06 -3.6521046264243126e-08 -8.04092162867006e-08 2.300915123763833e-07 -1.1412827507043428e-07 1.9567534945676038e-07 1.0651636880218431e-07 9.00532488523221e-08 1.1527443591079791e-07 6.510893968750724e-08 6.820769126432721e-08 -3.603031463540202e-07 -2.716716305256018e-08 5.445267270069105e-08 -1.5074394604102586e-07 -2.4004684561047737e-07 -2.0406460578408693e-07 2.309621158737404e-07 1.6678768554791683e-07 -1.5768436622257975e-07 1.1291037929607712e-07 3.000226970580151e-07 -1.894840266429076e-06
age2 -1.9060913640864726e-07 -5.590978647656251e-06 1.3118917685966586e-07 -9.539903685909019e-10 -6.644329404756244e-05 5.138280475411745e-06 -1.201883712112905e-07 8.703028979321643e-10 3.741120585883773e-09 -4.964062070238704e-09 1.9735276120891458e-09 -4.730244435988594e-09 -2.688187922975182e-09 -2.874627874986232e-09 -2.139547030361084e-09 -9.006004160790222e-10 -1.4803635948342802e-09 8.271469291976562e-09 1.078205472037027e-09 -1.129789086854476e-09 3.207061617775355e-09 4.732505971813673e-09 3.5675433526874636e-09 -4.7524424103576e-09 -4.319628255332114e-09 3.2861464525839302e-09 -3.052441382340872e-09 -6.965133979279892e-09 5.1053466206277805e-08
age3 1.866888415378043e-09 3.998368723162724e-08 -9.53990368590877e-10 7.049583370718514e-12 4.657365352478878e-07 -3.6642304635582854e-08 8.718426840913605e-10 -6.416721831108347e-12 -3.759470987202739e-11 3.6531177602109844e-11 -1.337789696170856e-11 3.436886190338267e-11 1.8797057293366373e-11 2.535267639628545e-11 1.2704423412308774e-11 4.17920133481903e-12 1.17891770615775e-11 -5.899443103520445e-11 -1.2702145327981103e-11 6.095807544163143e-12 -2.238699995430501e-11 -2.8104138535799323e-11 -1.9715401581297607e-11 3.0240083588650985e-11 3.370349836333023e-11 -2.1410615826423028e-11 2.4548800286074625e-11 4.943127985704674e-11 -4.036904426338458e-10
sex -1.5932384236418506e-05 0.0029537858850521652 -6.644329404734266e-05 4.657365352462678e-07 0.10266888390765133 -0.007689237749085161 0.00017562719974406564 -1.25007585698742e-06 -1.1090942142908985e-06 -4.497254639053179e-07 4.0615524247191967e-07 1.1772534025904443e-06 -1.8352559338549959e-06 -5.139176269635318e-07 1.9862489770322726e-06 -3.0681039724030737e-07 -2.244055368604209e-06 -3.1087304952560963e-06 -2.5676449964910887e-07 3.1124718270158372e-06 -1.472496138078907e-07 -2.4962306888270335e-06 -4.54118099286065e-06 1.9207102701582413e-06 2.606591814763248e-08 -2.0016434013402606e-06 3.0111977700049245e-06 3.7263764785737635e-07 -3.05951818132442e-05
agesex 1.4423924842942798e-06 -0.00022357384953338282 5.138280475395161e-06 -3.6642304635458823e-08 -0.007689237749085323 0.0005914618136001854 -1.3788347743527845e-05 9.976146585197866e-08 1.397302732296393e-07 4.1780629195135175e-08 -2.952623077290003e-08 -6.00894713416528e-08 1.084290250167949e-07 -6.000946799244011e-09 -8.068126692887216e-08 3.871928906962104e-08 1.6257042419561533e-07 2.3845507225989067e-07 2.6397037396772792e-09 -2.2635508878576398e-07 -2.460722098648648e-08 1.7030361193847768e-07 2.9668164387122094e-07 -9.494190167442994e-08 -7.343263841927136e-08 1.5408694182873846e-07 -2.610449742383018e-07 -4.415002924400646e-08 3.086045552994277e-06
age2sex -4.020995606238032e-08 5.129828244060012e-06 -1.201883712109167e-07 8.718426840885828e-10 0.0001756271997440727 -1.37883477435281e-05 3.2747389835510486e-07 -2.4085049114421173e-09 -4.5558765537044365e-09 -1.1038212643171491e-09 4.827844580275562e-10 1.2752996108481578e-09 -2.2121347104057693e-09 9.574256175473386e-10 9.144911876358705e-10 -1.4008001282122558e-09 -3.2153414701603704e-09 -5.3015338046234255e-09 -2.4777216992803437e-10 4.822244085269183e-09 1.1620825120539724e-09 -3.1392601391150255e-09 -6.3497215552854016e-09 1.0171887891666872e-09 2.7441618695510217e-09 -3.9085359693713116e-09 6.491973831225591e-09 8.286054841710442e-10 -8.771301295877023e-08
age3sex 3.746093679145343e-10 -3.652104626413612e-08 8.703028979296085e-10 -6.416721831089282e-12 -1.25007585698749e-06 9.9761465851982e-08 -2.4085049114421524e-09 1.7991876890948995e-11 3.933785623447074e-11 1.0153412939039774e-11 -7.717592250174056e-13 -1.098846279726157e-11 1.708959295245543e-11 -1.044873547348743e-11 -2.8500511962859544e-12 1.1647607817647057e-11 1.848779824995819e-11 3.597040770065391e-11 3.3639059391477474e-12 -3.1365005909868064e-11 -1.0416833660650874e-11 1.7326001497001592e-11 4.378267248303124e-11 1.2766355510091177e-12 -2.4918795460008556e-11 3.094640720103552e-11 -4.9598115057004983e-11 -4.739668928046288e-12 7.622436552963568e-10
pcs.V3 1.974145973114814e-07 -8.040921628624976e-08 3.7411205858731785e-09 -3.759470987195031e-11 -1.109094214284433e-06 1.3973027322914153e-07 -4.555876553692817e-09 3.9337856234386615e-11 1.184757387476287e-06 7.65609567942139e-08 -2.6572642872887094e-08 -2.67084570692968e-09 5.966175661576252e-09 1.654778216397549e-08 -7.0923347387421925e-09 1.0211732946514002e-08 6.046644067881879e-09 2.5464966068756865e-09 -9.348883752549121e-09 9.231282254320814e-09 1.5900581994842711e-09 -1.2969598541566869e-08 -8.301096322947155e-09 -1.2537928104099694e-08 -5.395483258427324e-10 -9.583096821767382e-09 1.2979192445236534e-08 1.5660162877106513e-09 5.032389298632408e-07
pcs.V4 2.3840911977858399e-07 2.3009151237708276e-07 -4.964062070254893e-09 3.6531177602226004e-11 -4.497254638828838e-07 4.178062919339796e-08 -1.103821264276434e-09 1.0153412938744013e-11 7.656095679421347e-08 1.2547961159295873e-06 2.497716693962234e-08 -1.797523708882318e-09 1.5392147221915783e-08 -2.1823869624327182e-08 -2.5031300197046902e-09 1.939832050252611e-08 -2.6089560515998327e-09 -5.459373568599967e-09 1.3778100627117085e-08 -7.095330601085947e-09 -4.818440487688021e-09 1.5402545830196493e-08 1.223617965653962e-08 6.9535130629502454e-09 3.0809097589921127e-09 -5.199730029169287e-09 -6.377037660071703e-09 2.499480008521964e-09 -5.866272102569578e-07
pcs.V5 -1.4639708862510315e-07 -1.1412827507079847e-07 1.9735276120976297e-09 -1.3377896961769844e-11 4.0615524246058256e-07 -2.952623077201753e-08 4.82784458006773e-10 -7.717592248657405e-13 -2.6572642872886835e-08 2.497716693962228e-08 1.2643336025625034e-06 4.397767713798598e-09 -1.7845968679423898e-10 -1.9942612261826243e-08 2.215840924659961e-09 -9.638770456882366e-09 1.6559465881026747e-08 1.2638111268492773e-08 1.1800026546707294e-08 2.1951257364321935e-09 1.0769619594987497e-08 9.940783499548442e-09 -8.22037242997482e-09 -3.597375868996776e-09 7.842636908916207e-09 8.88221255475147e-09 4.5365828621674725e-09 9.815320176164567e-10 -1.410293686424487e-07
pcs.V6 -4.6744156569038734e-08 1.9567534945700705e-07 -4.730244435994357e-09 3.436886190342426e-11 1.1772534026009558e-06 -6.008947134247869e-08 1.2752996108677785e-09 -1.0988462797405847e-11 -2.6708457069300373e-09 -1.797523708882554e-09 4.3977677137986956e-09 1.2553288925283174e-06 7.2012642066181605e-09 -1.66971097034245e-09 8.92043842229342e-09 -1.091331927255387e-08 2.064301349382632e-08 1.5078985616924441e-09 -1.515907701511335e-08 -1.5581843725620766e-08 2.5142975172913946e-09 7.2392003432516774e-09 -1.266294629654347e-11 2.1344481844871475e-09 -1.9441423190528192e-10 3.7228411074466086e-09 -2.693249759336493e-08 -1.1959510733376515e-08 5.908143896682973e-08
pcs.V7 -7.387991539691636e-08 1.0651636880239461e-07 -2.6881879229801835e-09 1.8797057293403312e-11 -1.8352559338515518e-06 1.0842902501651783e-07 -2.2121347103990567e-09 1.7089592952405317e-11 5.966175661576227e-09 1.5392147221916048e-08 -1.7845968679435825e-10 7.2012642066183044e-09 1.4027599330023003e-06 7.583928170309286e-09 -6.907137289863816e-09 -2.383604731624266e-08 2.354667258981091e-09 -8.827268841873694e-09 9.506167738196325e-09 -3.785024529424221e-09 -6.187267862678469e-09 -4.061454239372697e-09 -2.141670033757044e-08 6.775267781641182e-09 5.0563315816040745e-09 -2.1620301058228874e-08 -1.1060589398845403e-08 2.005884305303682e-09 1.893384345489971e-08
pcs.V8 7.110849899818219e-08 9.005324885255387e-08 -2.8746278749916022e-09 2.5352676396324037e-11 -5.139176269540113e-07 -6.000946799985202e-09 9.574256175648026e-10 -1.0448735473614973e-11 1.6547782163975266e-08 -2.1823869624327288e-08 -1.9942612261826163e-08 -1.6697109703424453e-09 7.58392817030914e-09 1.3927640614039034e-06 1.6886457567452054e-08 -6.0104098385215104e-09 -2.375916217957669e-09 3.8740069694415365e-08 3.694072487349041e-09 -3.098000482807177e-08 4.592388974655053e-09 5.633554153568328e-09 -8.362577488552932e-09 1.488535014369082e-08 2.4938810129806623e-08 8.458830188130835e-09 7.235375897346308e-09 2.6373687118487075e-09 2.9105484809617702e-08
pcs.V9 -5.380243618782406e-08 1.1527443591084795e-07 -2.1395470303622537e-09 1.2704423412317086e-11 1.986248977035214e-06 -8.068126692910453e-08 9.144911876414186e-10 -2.850051196326859e-12 -7.0923347387423555e-09 -2.503130019704883e-09 2.2158409246600523e-09 8.920438422293398e-09 -6.907137289863825e-09 1.6886457567452008e-08 1.3756363203596898e-06 -6.331754078838586e-09 1.1292255622418371e-08 3.458727310575478e-09 5.3524796724007016e-09 -1.1417463372933894e-08 -5.0427570827257825e-09 -1.0028187815342289e-08 5.370086997991981e-09 -1.487511146743997e-08 -2.087314854686436e-08 -1.2123879784336605e-08 -2.7355350984423907e-09 1.2578060984638214e-08 -2.0214666017099605e-07
pcs.V10 6.118291065815258e-08 6.510893968775734e-08 -9.006004160848706e-10 4.1792013348613805e-12 -3.068103972339423e-07 3.87192890691251e-08 -1.400800128200566e-09 1.1647607817561712e-11 1.0211732946513886e-08 1.9398320502526207e-08 -9.638770456882427e-09 -1.0913319272553743e-08 -2.3836047316242697e-08 -6.010409838521427e-09 -6.3317540788385215e-09 1.3821786876002022e-06 5.618360614719266e-09 1.0734701242898095e-08 8.789303889067977e-09 -2.3546441933626537e-09 -1.7133032744634935e-08 3.484509782948683e-09 6.119556537101808e-09 9.680396577233075e-09 -7.37121304690908e-10 1.6394548704492238e-08 2.780594568912453e-09 -1.0075922048835612e-08 -2.904263980075636e-08
pcs.V11 -3.82409104202714e-08 6.82076912647242e-08 -1.4803635948437001e-09 1.1789177061646548e-11 -2.2440553685964426e-06 1.6257042419500272e-07 -3.2153414701457764e-09 1.848779824985061e-11 6.04664406788182e-09 -2.6089560515994236e-09 1.6559465881026562e-08 2.0643013493826537e-08 2.354667258981047e-09 -2.375916217957448e-09 1.1292255622418456e-08 5.618360614719335e-09 1.361439418414816e-06 4.279187879277594e-09 8.3176412106158e-09 -1.57818347956598e-08 4.6144813854525465e-10 -9.913502576599671e-09 5.05815919091116e-09 7.913719247620204e-09 -9.36780018016586e-11 6.080433225266431e-09 -1.8639549582060983e-08 1.6734462739311914e-08 3.9041006681578985e-08
pcs.V12 -8.203074710971764e-08 -3.603031463542803e-07 8.271469291982376e-09 -5.899443103524449e-11 -3.1087304952736024e-06 2.3845507226125434e-07 -5.3015338046555664e-09 3.5970407700888746e-11 2.5464966068763276e-09 -5.4593735685991795e-09 1.2638111268492364e-08 1.507898561692655e-09 -8.827268841873376e-09 3.874006969441556e-08 3.4587273105754802e-09 1.0734701242898411e-08 4.279187879278159e-09 1.3621327950807272e-06 -1.9877974921529604e-08 -5.267006648319544e-09 -4.198449084516512e-09 7.020454338453173e-09 -1.4346204375989482e-08 -8.875338410070969e-09 -1.2014518254391351e-08 4.760707490786243e-09 -1.4914284645206183e-08 1.7231727884501308e-08 3.494267878440785e-08
pcs.V13 -8.5043830194343e-08 -2.716716305264507e-08 1.0782054720389959e-09 -1.2702145327995241e-11 -2.567644996523802e-07 2.6397037399319e-09 -2.4777216993403696e-10 3.363905939191594e-12 -9.348883752549046e-09 1.3778100627117128e-08 1.180002654670728e-08 -1.5159077015113336e-08 9.506167738196348e-09 3.694072487349035e-09 5.3524796724006925e-09 8.789303889068002e-09 8.317641210615851e-09 -1.9877974921529534e-08 1.3927851108663404e-06 1.951171602514554e-09 -1.1815119790086203e-08 -3.215394312782476e-09 -2.114843432525144e-08 -6.298822077328103e-09 -2.1761042742891205e-08 -4.353235835461245e-09 6.431745352247042e-09 3.39374369762594e-09 -9.194694025760329e-08
pcs.V14 -5.330249828278069e-08 5.445267270030471e-08 -1.1297890868454106e-09 6.095807544096949e-12 3.112471827012372e-06 -2.2635508878549155e-07 4.8222440852627196e-09 -3.136500590982064e-11 9.231282254320713e-09 -7.095330601086588e-09 2.1951257364324996e-09 -1.5581843725621094e-08 -3.785024529424261e-09 -3.098000482807205e-08 -1.1417463372934016e-08 -2.354644193362811e-09 -1.5781834795659948e-08 -5.267006648318933e-09 1.9511716025146784e-09 1.3786962890001728e-06 -1.2389732857348122e-08 -2.1288440867207062e-09 9.375147484040785e-09 -1.73041580614199e-08 -1.487968692591864e-09 -8.198168626045465e-09 -1.9303026701789783e-09 -1.0099555449585798e-08 -1.1666994544220211e-07
pcs.V15 3.1551353705530825e-08 -1.5074394604138008e-07 3.207061617783679e-09 -2.2386999954365534e-11 -1.4724961381783913e-07 -2.4607220985705913e-08 1.1620825120354526e-09 -1.0416833660514857e-11 1.590058199484533e-09 -4.818440487688077e-09 1.0769619594987521e-08 2.514297517291258e-09 -6.1872678626783664e-09 4.592388974654951e-09 -5.042757082725877e-09 -1.7133032744634898e-08 4.614481385453752e-10 -4.1984490845160945e-09 -1.1815119790086168e-08 -1.23897328573484e-08 1.3948806388477485e-06 -4.663594925734687e-09 -3.7417800194349285e-09 5.937058527786138e-09 3.3531592488454538e-09 -1.1279481199699733e-08 -2.0242958821820917e-08 -9.919419913536631e-09 -3.262884925469123e-08
pcs.V16 4.3481420334092716e-08 -2.4004684561046996e-07 4.73250597181341e-09 -2.8104138535796635e-11 -2.4962306888328967e-06 1.7030361193893515e-07 -3.139260139125819e-09 1.7326001497080523e-11 -1.2969598541566548e-08 1.5402545830196996e-08 9.940783499548174e-09 7.2392003432518114e-09 -4.061454239372571e-09 5.6335541535684956e-09 -1.002818781534223e-08 3.4845097829488495e-09 -9.913502576599442e-09 7.020454338453016e-09 -3.215394312782519e-09 -2.1288440867209523e-09 -4.663594925734929e-09 1.3643856161976608e-06 4.348766290525598e-09 -1.3618395948260533e-09 -1.803045600708059e-08 -7.850597259257926e-09 -1.0202022770820947e-08 -1.1738814167966867e-08 -1.7595193568831265e-07
