 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 0.00011706650898434169 8.203455862509214e-06 -2.2674148107560987e-07 2.184196694858833e-09 -3.1332935294130804e-05 2.7813922584327265e-06 -7.607703892865801e-08 6.758187566997223e-10 2.2607702644531805e-07 2.628380834052429e-07 -1.8734775644988734e-07 -5.7489211432616794e-08 -9.124717869043839e-08 6.309001027602342e-08 -5.870366038923747e-08 7.474454906789099e-08 -4.2998729285387254e-08 -1.1176609560888329e-07 -1.0615981265323627e-07 -7.049727966804768e-08 4.274169455879092e-08 4.469111265299115e-08 -1.146493054381346e-08 -4.561070938671976e-08 2.8366304881708393e-08 -2.6654946717248202e-08 3.909155474562021e-08 -3.39659033923563e-08 6.994678579593007e-07 9.981625765425274e-07 -2.271117890488043e-06
age 8.203455862563792e-06 0.00027239619259552785 -6.278952075888779e-06 4.495070493100048e-08 0.003354691598334225 -0.00025421076428227597 5.839566457358359e-06 -4.1620292865027e-08 -1.0074360238573968e-07 2.7332873908459885e-07 -1.1931267518935127e-07 2.157698627183023e-07 1.1990497478379095e-07 1.0259353049218029e-07 1.0766730302942846e-07 6.668893202969111e-08 9.59472520883778e-08 -3.8987884503825533e-07 -3.124491223881386e-08 4.989612028024508e-08 -1.8031142830174987e-07 -2.2323879912556733e-07 -2.2920238151792742e-07 2.6234403502207985e-07 2.125036596464055e-07 -1.7595068803275894e-07 1.227558393248366e-07 3.354602211094824e-07 -1.6074917208138393e-07 -3.259530208866352e-06 -2.3143107688001705e-06
age2 -2.2674148107790215e-07 -6.278952075888542e-06 1.4748371252505983e-07 -1.0735714240234472e-09 -7.5546996750596e-05 5.848517561568857e-06 -1.3695962910119128e-07 9.928857238609369e-10 4.388921501020532e-09 -5.963159387449616e-09 1.9849096715469774e-09 -5.320017583826001e-09 -2.9729461003301635e-09 -3.31576852476344e-09 -1.8496301999744947e-09 -9.442819217525642e-10 -2.1551212768099476e-09 8.918416801374704e-09 1.183224086987856e-09 -9.923479628581193e-10 3.80498150018104e-09 4.167735480045365e-09 4.121217563859442e-09 -5.318790027545248e-09 -5.539065608103296e-09 3.7201329363426382e-09 -3.336910541502103e-09 -7.733722141010902e-09 1.3473477587054308e-08 8.039347829224534e-08 4.251159925333445e-08
age3 2.1841966948472047e-09 4.4950704930999874e-08 -1.0735714240234774e-09 7.94101966593955e-12 5.300677463409918e-07 -4.174584723701837e-08 9.944309732895842e-10 -7.327670303087697e-12 -4.318053234922579e-11 4.422104728266753e-11 -1.2950722287424617e-11 3.9220259748831204e-11 2.0792544027287375e-11 2.9270540766830595e-11 9.7271376724045e-12 4.8228471285242036e-12 1.7253737638804572e-11 -6.341319243750058e-11 -1.3867415733982933e-11 4.8157330980089285e-12 -2.600295754050615e-11 -2.2786484280583715e-11 -2.328434989920735e-11 3.335901820147865e-11 4.3492151627242817e-11 -2.466664710949144e-11 2.6845156803593808e-11 5.446976317036846e-11 -1.3838018407437785e-10 -6.247757532507583e-10 -2.43440062854071e-10
sex -3.1332935291640886e-05 0.0033546915983388628 -7.554699675070758e-05 5.300677463418287e-07 0.11777003512517527 -0.008847026389436418 0.00020270009411364363 -1.4471731085443446e-06 -1.5056609629315572e-06 -2.3428996743435662e-07 3.9781934181125956e-07 1.6089077258880303e-06 -2.122156224588603e-06 2.4983984862002266e-07 1.5845882042892165e-06 -8.178133562760033e-07 -1.579721772103543e-06 -2.7868562353304946e-06 -6.452755485036889e-07 2.701810260541209e-06 -2.5964999006946627e-07 -2.445826215916194e-06 -5.072464475143193e-06 3.059708380800653e-06 -1.659450650473101e-07 -1.7735033071790935e-06 2.729975752886482e-06 1.0732695435804068e-07 -1.3862350967283982e-05 -5.096958019771476e-05 5.746379963299737e-06
agesex 2.781392258509925e-06 -0.0002542107642826785 5.848517561578676e-06 -4.174584723709193e-08 -0.008847026389436609 0.000682382393491115 -1.595407471834102e-05 1.1576264044060245e-07 1.6155374920543017e-07 2.8608595606086367e-08 -2.7200241967596103e-08 -9.577962098701321e-08 1.2727868208286973e-07 -8.710689977466169e-08 -3.1590294669838546e-08 7.729285143185258e-08 1.086199802703833e-07 2.135261265720931e-07 3.048492485116545e-08 -1.9057414020004028e-07 -2.2080710627081756e-08 1.6892235168052134e-07 3.398769947690302e-07 -1.72306816355873e-07 -6.440387931890787e-08 1.313363125603402e-07 -2.4900523773421267e-07 -1.3721985050535078e-08 2.022745834003327e-06 3.334959459908765e-06 -4.617675863918901e-07
age2sex -7.607703892913735e-08 5.839566457367783e-06 -1.3695962910142138e-07 9.944309732913118e-10 0.00020270009411365298 -1.5954074718341408e-05 3.799430652084123e-07 -2.801951794580989e-09 -4.885620739354789e-09 -8.117810149107308e-10 4.869175463589942e-10 2.1879363599503436e-09 -2.5989861882135762e-09 3.2609165171038117e-09 -6.193848279152642e-10 -2.313482743741159e-09 -1.8325109354632096e-09 -4.647389634679176e-09 -9.076677650112777e-10 3.8865962145604226e-09 1.237493177201497e-09 -3.1345317060326746e-09 -7.438724781156515e-09 2.5939906635539866e-09 2.574522003878783e-09 -3.275982148684924e-09 6.361130420293643e-09 -7.946007205446122e-11 -6.799937055552668e-08 -6.928582547777297e-08 1.450664426122354e-08
age3sex 6.758187566384303e-10 -4.162029286508066e-08 9.928857238622254e-10 -7.327670303097413e-12 -1.4471731085444543e-06 1.1576264044060841e-07 -2.801951794581062e-09 2.098359661129144e-11 4.018336428409126e-11 8.088201155320545e-12 -1.51372371429467e-12 -1.833472950842191e-11 1.954920704011252e-11 -2.954388065601342e-11 1.0968445347239258e-11 1.8152318312089966e-11 7.2534335495732796e-12 3.059848708063481e-11 8.092692059948741e-12 -2.3838880153161888e-11 -1.204234530862531e-11 1.7679403097523494e-11 5.1981383309897124e-11 -8.627106124302756e-12 -2.3623386343528937e-11 2.5849226810948733e-11 -4.939592929589632e-11 3.1612876803673036e-12 6.532478053140963e-10 4.4811039172945014e-10 -1.2145950796178065e-10
pcs.V3 2.2607702644532808e-07 -1.0074360238574108e-07 4.388921501020604e-09 -4.318053234922657e-11 -1.50566096292792e-06 1.6155374920513161e-07 -4.885620739347416e-09 4.018336428403514e-11 1.2382459999538378e-06 8.2674638595227e-08 -2.982550268313447e-08 -3.5701770564808576e-09 6.7126244003035104e-09 1.8045904612924698e-08 -7.05253253944767e-09 1.24287277593432e-08 6.344933704614812e-09 1.4664605537400656e-09 -7.920819464088452e-09 6.980448457291378e-09 1.5467910578357863e-09 -1.6395018658420367e-08 -7.952255773846473e-09 -1.28195498994918e-08 1.484337116430756e-09 -1.4190232945495805e-08 1.2655715774795426e-08 1.923949257075295e-09 4.5575824643818144e-08 7.527444641667172e-07 4.7427367195858507e-07
pcs.V4 2.628380834052359e-07 2.7332873908451425e-07 -5.963159387447619e-09 4.4221047282652966e-11 -2.342899674369687e-07 2.8608595606285006e-08 -8.117810149153116e-10 8.088201155353353e-12 8.267463859522711e-08 1.3195485552616242e-06 3.0981107689865265e-08 -4.3247505722110325e-09 1.7347053318691812e-08 -2.4258234881873636e-08 -2.934410783429573e-09 2.215325582995472e-08 8.372490858857414e-10 -4.3064110237653086e-09 1.489447821719025e-08 -8.900602416131938e-09 -5.651032171912753e-09 1.818363792322464e-08 1.0691663184215363e-08 1.0008015028723259e-08 2.048438793269685e-09 -3.759450428059045e-09 -6.702259448868806e-09 1.3797397355551037e-09 -7.943514849652194e-08 -6.752911209738659e-07 -7.159723282391576e-07
