 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gmp gpm gmm
intercept 0.02597947485453233 0.009844658519005553 -0.00031649816258967145 3.2332365537075077e-06 0.04706937149431042 -0.004804198822264987 0.00015517301595560342 -1.5979275157675253e-06 2.3692591732400745e-06 3.1895906995515965e-06 1.3403466807906244e-06 -6.8653628175421075e-06 1.6181648364350913e-06 -1.5199264654572401e-05 3.1395582153930764e-06 -7.509430285367587e-07 -3.231791442155228e-06 -1.177890273442094e-06 -1.9637879451722162e-05 -5.156029759890019e-06 -4.151620132853394e-06 -1.346307008560039e-06 2.9709007593569573e-07 4.446849746311972e-07 5.773009350347026e-06 -8.054249861850505e-07 1.4484111748861328e-05 -8.72766384780357e-06 -5.944333608656002e-05 0.00011861488647700357 1.4795648525674934e-05 0.00016883033115641665 -0.00024709971813846664 -0.0003191702353583576 0.0002846023725640276
age 0.009844658518935564 0.007705185735839569 -0.0002314409544692775 2.2010364592788534e-06 0.07526285088669145 -0.007193201642196059 0.0002157788934235707 -2.0504264833541033e-06 1.7424429460585547e-06 -8.602993488732339e-07 -5.080453684699974e-06 -1.989771718734288e-07 -7.81711178115567e-09 -2.176345355800657e-06 1.1408811586763628e-06 -5.402102145406485e-07 -5.266594581932177e-07 -2.145872369596112e-06 -5.929903695687654e-06 1.7584361339794783e-06 -2.8728704187099026e-07 -2.537780141419003e-06 9.135512279900539e-07 -1.5226294536390782e-11 4.428568146817205e-07 -4.435114790102991e-06 2.4917386609941175e-06 -9.221999863219531e-07 -1.083695103284062e-06 4.886285993364481e-05 -6.421048187115437e-06 -8.581092805387474e-05 -6.068051542669146e-05 -0.00015974818597191186 0.0001649085272498895
age2 -0.00031649816258784376 -0.00023144095446967947 7.029649393883022e-06 -6.756376224268356e-08 -0.0022380109839083406 0.0002162628148096091 -6.5586886084652165e-06 6.297750536164827e-08 -7.438500861891681e-08 5.518730091211819e-08 1.422356377111434e-07 1.351816540840968e-08 -3.46265673409717e-09 6.726316096990587e-08 -2.1824653237418822e-08 2.582886857633662e-08 1.7923541858436788e-08 5.4080869420541424e-08 2.0638866746852295e-07 -5.1842941272918986e-08 5.7126295566389746e-09 6.35242446560047e-08 -2.0202069700455878e-08 1.5780311672817123e-08 -2.6902834333894842e-08 1.1831685706085782e-07 -9.768497901223288e-08 4.4247821651181367e-08 9.012078779880245e-08 -1.3683992866496595e-06 3.0402491254173614e-07 2.2659604252350088e-06 1.6417529243860878e-06 4.433671073804608e-06 -5.009076652124606e-06
age3 3.233236553686022e-06 2.201036459277844e-06 -6.756376224255902e-08 6.563614393611415e-10 2.111857174096777e-05 -2.0607990654372305e-06 6.315187463951975e-08 -6.128205748787831e-10 8.949158626774349e-10 -6.984539206158413e-10 -1.2642445673907194e-09 -2.2567269896383902e-10 3.1774112960946057e-11 -6.967996107017173e-10 1.0185361374010405e-10 -2.8063219383108497e-10 -1.7342075625733576e-10 -3.91221388906256e-10 -2.2502722163352986e-09 4.709785688349777e-10 -3.001301932473004e-11 -5.449360400479462e-10 1.270706063835036e-10 -2.737672308827424e-10 4.0508278920976875e-10 -9.920048718966785e-10 1.1958354368541689e-09 -5.611213701253243e-10 -1.0344306505704754e-09 1.250365440463505e-08 -3.846833871952533e-09 -2.025262008900149e-08 -1.3321044909965334e-08 -4.192811291768955e-08 4.939256099282154e-08
sex 0.04706937149224358 0.07526285088589947 -0.002238010983883493 2.1118571740720482e-05 1.5652002098814985 -0.14665755914869788 0.004306208083215382 -3.9977037963594006e-05 5.2337088010070894e-05 -3.273024704897356e-05 -3.903704215741473e-05 1.211174017690445e-05 -5.1785826968321187e-05 9.874690880701286e-05 -2.0636953055249944e-05 1.4140558249736146e-05 -2.6564309229349023e-06 3.078080646193664e-05 7.144324103929214e-09 6.948298446209694e-05 2.6340586622883142e-05 -4.079976832199677e-05 -1.92857694333648e-05 -6.101577840129991e-05 2.3913245845202977e-06 -2.7813134602207804e-05 3.6581524291612106e-05 3.349571218273606e-05 0.00011049468899792935 0.00043267574813286684 0.0006340512169640083 -0.005300712459550526 0.003476740270053116 -0.001794134263270513 0.0012347877522636747
agesex -0.00480419882204547 -0.007193201642094386 0.00021626281480649677 -2.0607990654070964e-06 -0.14665755914870665 0.013917621461553464 -0.0004133133417309089 3.875833634877748e-06 -5.43190882853251e-06 3.812661455540931e-06 4.353952513419561e-06 -1.279351365727663e-06 4.447877525387741e-06 -9.642225984998892e-06 2.414379215535034e-06 -1.0296920436315718e-06 -3.3039101464493656e-07 -2.9158354800054156e-06 8.732147178007487e-07 -6.802514052947519e-06 -3.049324560479217e-06 3.5871172587112316e-06 1.556441446768137e-06 6.4179915639135795e-06 -9.55332425733119e-07 2.5763610108845877e-06 -3.532836354449769e-06 -3.019886545929466e-06 -1.3179391627313283e-05 -3.8177890028655286e-05 -5.7571689292198726e-05 0.0004940755612414576 -0.0003334469957444804 0.0001658929247104021 -0.00011843546877060544
age2sex 0.00015517301594850452 0.00021577889341975584 -6.558688608351006e-06 6.315187463843859e-08 0.004306208083216071 -0.00041331334173094975 1.2413959874977053e-05 -1.1767502527378186e-07 1.7543179960052888e-07 -1.3774722926422023e-07 -1.4725587480208816e-07 4.3910604978535965e-08 -1.2467721825527886e-07 2.920464998320226e-07 -8.398737463073028e-08 2.3628524674611503e-08 2.7366376579295556e-08 9.11025518692802e-08 -5.985791821223906e-08 2.10262803211186e-07 1.0358027361284908e-07 -9.894157266175893e-08 -4.28389531081961e-08 -2.078150221533697e-07 4.659565695911384e-08 -7.650773175594818e-08 1.0910706641325998e-07 8.31004845308742e-08 4.941023929175761e-07 9.805619226210097e-07 1.5364632174308225e-06 -1.4219536587240761e-05 9.869042156305305e-06 -4.812368602715187e-06 3.600077567576292e-06
age3sex -1.5979275157076422e-06 -2.050426483327755e-06 6.297750536083976e-08 -6.12820574870921e-10 -3.9977037963606624e-05 3.875833634878724e-06 -1.1767502527379957e-07 1.1278327812473598e-09 -1.8121351144631647e-09 1.52498236477418e-09 1.5497492614824352e-09 -4.512258904295682e-10 1.1328594002782408e-09 -2.7670821962423747e-09 9.160333654504926e-10 -1.80526986162054e-10 -4.0303034591041317e-10 -9.265422180259941e-10 9.089041619151743e-10 -2.0431851494090712e-09 -1.0813252032853163e-09 9.130689736570658e-10 3.411196251596459e-10 2.072367531742996e-09 -6.135283281307755e-10 7.130305767603993e-10 -1.1431122938891855e-09 -7.252472739550128e-10 -6.322997362832059e-09 -7.1180991361748504e-09 -1.1100867445041173e-08 1.2874789253435043e-07 -9.246422092526875e-08 4.448423619544814e-08 -3.6053110217968676e-08
pcs.V3 2.369259173130377e-06 1.7424429459918483e-06 -7.438500861690699e-08 8.949158626583001e-10 5.233708800981846e-05 -5.431908828507887e-06 1.754317995997706e-07 -1.8121351144557168e-09 3.6090435240686215e-06 1.1131667135661577e-07 -5.3042541232476666e-08 -3.085728998212237e-08 1.2740637322579225e-07 9.253949814143535e-08 2.9257715510521973e-09 9.177835040662292e-08 -8.237112491815786e-08 1.0944432884975895e-07 -1.0400949794079902e-07 -5.9105481293550666e-08 9.964406500790983e-09 -3.456126241741584e-08 -1.0956907842769269e-07 4.8846550796158636e-08 7.158390920854857e-08 -5.349594124013565e-09 1.295421873836121e-07 6.2577835537711e-08 -6.744312707372348e-07 2.9138466297240894e-07 -2.520512469286625e-06 4.445659502838907e-06 7.961792175780443e-07 5.162595174777857e-06 2.3170216088503394e-06
pcs.V4 3.1895906996407264e-06 -8.602993488144856e-07 5.518730091034402e-08 -6.984539205988996e-10 -3.2730247048606724e-05 3.8126614555053665e-06 -1.3774722926313571e-07 1.5249823647636823e-09 1.1131667135662307e-07 3.481471671858258e-06 6.401082135977166e-08 2.0025043238096954e-08 6.960939038144158e-08 -2.6479205933734698e-08 -8.934986781301431e-08 7.037081646169785e-09 9.013557833763587e-08 -2.073479483090486e-08 2.2895577667194677e-08 -1.2949633659954068e-07 -1.4490128295330318e-07 6.03286522562206e-08 1.1725828277379125e-07 7.985627537400712e-08 1.0554321661369296e-07 5.151472430780138e-08 -7.759339045411468e-08 -1.5188800397296155e-08 1.8006849280551749e-07 2.9689571509336273e-06 2.6059996392219135e-06 -6.481523944464875e-06 -2.974580452765202e-06 -7.68275397907365e-06 -1.3727393972110851e-06
