 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gmp gpm gmm
intercept 0.029385305020194465 0.010791731477101605 -0.00034799321900543884 3.562545977966299e-06 0.049450880998137374 -0.0050533221459616836 0.00016310359890397543 -1.6763756922676756e-06 1.3784496543683483e-06 1.8333653071748229e-06 3.549372872947535e-06 -8.815703533127818e-06 2.7609757062592286e-06 -1.730048687977764e-05 4.799755917853815e-06 2.575643125612452e-06 -4.924707543830515e-06 -2.6916048089883454e-06 -1.767431798059355e-05 -4.1354460309727925e-06 -8.322839992790112e-06 4.746586755945251e-07 1.848005311750078e-06 1.9720483365697867e-06 6.290583964683708e-06 8.298264419402935e-07 1.2394078989146335e-05 -9.82100830932815e-06 -8.5009783411073e-05 0.00014404205224050903 8.066260713140253e-05 0.00032315010910610335 -0.0003981744746758859 -0.0003285924756546387 0.0002540188873456249
age 0.010791731477096687 0.008314946123647277 -0.00024991655525683165 2.375554590549273e-06 0.07760607431325044 -0.0074231139375771134 0.00022265178641422942 -2.1140510683251333e-06 2.65578400131975e-06 -2.1760014083047646e-06 -6.626610764643338e-06 -3.8752501120690546e-07 1.299868274028145e-06 -2.0138646530616474e-06 2.9847797725061633e-06 1.4198898120991874e-06 9.274351682547183e-08 -4.173030615829861e-06 -5.522277012537453e-06 2.219187021957593e-06 -2.955127117862409e-06 -1.7405561494704666e-06 9.697931217862744e-07 1.8875931637991512e-06 7.068755514538897e-07 -3.710931383597664e-06 1.816471287809823e-06 -9.363131168714702e-07 -1.3142795271717314e-05 6.138852724726271e-05 1.3645745802198895e-06 -3.169938335755732e-05 -0.00012632118338951339 -0.00018685579451537438 0.00018590795030497677
age2 -0.0003479932190054703 -0.00024991655525705305 7.598479366607886e-06 -7.301820175702572e-08 -0.0023103898449771685 0.000223457509584393 -6.777185208659986e-06 6.503611384556136e-08 -1.0025698737083067e-07 1.0015836629438792e-07 1.8394210677831627e-07 2.3578380154945576e-08 -4.1413557020474934e-08 6.790537928852221e-08 -7.186059162814923e-08 -3.353811829367511e-08 2.5072885897072096e-09 1.1202473957460753e-07 1.9993975477522558e-07 -6.977225604772894e-08 8.8573133662289e-08 3.4188437550780585e-08 -2.9496541307101435e-08 -3.603474365152594e-08 -3.4221837954549564e-08 1.0160707275488385e-07 -7.576612510994716e-08 5.139715263731754e-08 4.4168272178544565e-07 -1.57920465124757e-06 9.36793912502409e-08 3.861278108836756e-07 3.550554564360017e-06 4.900413001292115e-06 -5.515093727848906e-06
age3 3.5625459779638252e-06 2.3755545905486347e-06 -7.301820175695327e-08 7.094679048004351e-10 2.1826270743336703e-05 -2.131963869900622e-06 6.534493478398382e-08 -6.338353493372064e-10 1.1263648216300138e-09 -1.1569738522400464e-09 -1.6227424517668492e-09 -3.6478424526707314e-10 3.74294472391249e-10 -7.531470227414483e-10 5.454025860733674e-10 3.03073527327483e-10 -6.384244957822505e-11 -9.17651352213898e-10 -2.2251144947231297e-09 6.776489370564553e-10 -8.463273048766611e-10 -2.177263003961351e-10 2.6764539388848697e-10 1.7037324092457613e-10 4.6292283956720067e-10 -8.774539284097221e-10 9.68178762676588e-10 -6.813214977073754e-10 -4.121592919217172e-09 1.3293258429415418e-08 -2.0995375600341856e-09 -5.49586272252362e-10 -3.1018246934966236e-08 -4.356677362898726e-08 5.315192173774184e-08
sex 0.04945088099775797 0.07760607431307028 -0.0023103898449721235 2.1826270743291668e-05 1.6321662655429956 -0.15284390555383814 0.004484456544191582 -4.15932986234311e-05 6.279683247745566e-05 -4.395127484648901e-05 -7.251673415073078e-05 2.4260637863114783e-05 -5.056677123614292e-05 9.822535908468546e-05 -5.587090894165671e-06 3.374590147611362e-05 8.832934202772763e-06 4.7041399950424346e-06 -1.5902417972919606e-05 8.855780874016496e-05 -6.94070122641328e-06 -3.146419565974787e-05 -3.455912409119501e-05 -5.407288710286117e-05 -1.1588455605323747e-05 -3.091992709283117e-05 4.504535597016504e-05 4.6025796939329606e-05 0.0003558607972970032 0.00030544794404535586 -4.175730493247111e-05 -0.005523668765519722 0.0038325666377963543 -0.0022696264259912525 0.0023175428852795065
agesex -0.005053322145916488 -0.007423113937543403 0.00022345750958342142 -2.1319638698919043e-06 -0.15284390555381422 0.014499084227261186 -0.00043034049420322704 4.0325697856570444e-06 -6.355638249805589e-06 4.909032909133122e-06 7.650543788405541e-06 -2.3533958874129512e-06 4.353151983464122e-06 -9.682361429921187e-06 9.170900537976949e-07 -3.181717259084295e-06 -1.5077171930611007e-06 -6.81281216958471e-07 2.7135779105737097e-06 -8.58948757271313e-06 9.619468435513658e-08 2.6554731057141097e-06 2.5665212002557736e-06 5.962095980129559e-06 3.2095010297887534e-07 3.091482931230041e-06 -4.245902471974755e-06 -3.931671309044931e-06 -3.3986826667612743e-05 -2.6169080361247523e-05 2.766425192766274e-06 0.0005103213704693259 -0.0003682287206463927 0.000199317757756269 -0.0002114566705011667
age2sex 0.00016310359890260579 0.00022265178641341587 -6.777185208636467e-06 6.534493478376992e-08 0.004484456544190182 -0.0004303404942031618 1.2920953290521208e-05 -1.224190869993309e-07 2.023257969327119e-07 -1.7185735859145193e-07 -2.503333700269484e-07 7.27408839453277e-08 -1.220735922393154e-07 2.966396338855182e-07 -3.752054560140777e-08 9.413490123758234e-08 6.308587663735698e-08 2.959690041506012e-08 -1.2332376075900473e-07 2.6127370899347215e-07 1.0518915107217367e-08 -6.809710267800876e-08 -6.152655676266312e-08 -1.975721235952263e-07 1.0544756009633767e-08 -9.951196235199343e-08 1.2641070568259537e-07 1.0237923580025809e-07 1.071648804820118e-06 5.80409855784382e-07 -2.0426974729881943e-07 -1.4497582664673543e-05 1.090473006228625e-05 -5.398012500200858e-06 6.085497778981134e-06
age3sex -1.6763756922530258e-06 -2.1140510683147254e-06 6.50361138452603e-08 -6.338353493344821e-10 -4.15932986234122e-05 4.032569785655885e-06 -1.2241908699931465e-07 1.172990200435736e-09 -2.072281389565099e-09 1.865163039484614e-09 2.5638467263578494e-09 -6.886744778424691e-10 1.1065933039806611e-09 -2.836850607097269e-09 4.5690758250568626e-10 -8.955513359448589e-10 -7.308996147525817e-10 -3.7615093731686095e-10 1.5664184276222138e-09 -2.514472771479287e-09 -2.0040604675707467e-10 5.784349283648653e-10 4.2199011815193114e-10 2.003411229547683e-09 -2.9016190908005153e-10 1.0051862198067247e-09 -1.271371130734413e-09 -8.408640020527954e-10 -1.1610628850999726e-08 -2.290608888641187e-09 5.216256550936795e-09 1.287212364566417e-07 -1.0216959213455845e-07 4.584524717452939e-08 -5.6890671759756586e-08
pcs.V3 1.3784496543323318e-06 2.6557840012928794e-06 -1.0025698737005252e-07 1.1263648216228971e-09 6.279683247733373e-05 -6.355638249794818e-06 2.0232579693241438e-07 -2.07228138956249e-09 4.898205437449197e-06 -8.985775969850886e-09 -1.108692022761955e-07 -6.554441111146957e-08 1.225231887198237e-07 7.704527340733851e-08 -4.057959600701041e-08 1.1011524646418132e-07 -1.2159969795382995e-07 1.513563238430784e-07 -1.6741497176901467e-07 -1.6472802626456864e-08 1.810583301577505e-08 -3.592046489256708e-08 -1.6793714612609282e-07 1.6539421969797186e-08 9.190507316086969e-08 -1.6999683842253122e-08 1.5335413024033044e-07 9.448793689743372e-08 2.41331017193886e-08 5.239324896042989e-07 -4.83003772910618e-06 6.541135377145396e-06 7.47749108271793e-08 6.664848989488943e-06 4.8444555520778725e-06
pcs.V4 1.833365307203956e-06 -2.1760014082848805e-06 1.0015836629379206e-07 -1.1569738522344425e-09 -4.3951274846370916e-05 4.909032909122535e-06 -1.7185735859115457e-07 1.865163039481959e-09 -8.985775969850218e-09 4.553554423771662e-06 -9.439016714925604e-09 5.0043475156062045e-08 1.0796600690590574e-07 2.44739189328809e-08 -1.1223422784512497e-07 -1.4152116469461295e-08 9.504215637218378e-08 -6.745218712800471e-08 6.056312215229245e-08 -1.3196957996103815e-07 -1.8541490794500332e-07 1.0739074174277183e-07 1.2281757903768734e-07 9.671804827376999e-08 1.2554701400616132e-07 4.398507642101815e-08 -9.151177340167867e-08 3.383712895818817e-08 2.339246000914928e-07 4.449085860666994e-06 3.1281739619125334e-06 -8.247443539058464e-06 -4.885067116292826e-06 -8.57514971675309e-06 -2.553468282604357e-06
