 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband
intercept 0.00021065372042267843 -2.968565483114524e-06 -7.05260837020782e-08 1.8838837408335805e-09 7.830542499609613e-05 -8.721332934980783e-06 2.634144167186696e-07 -2.398161820209176e-09 5.535093501160938e-07 5.571373131019293e-07 -3.009825101531709e-07 -6.891803171498541e-07 -2.0565429676143975e-07 -3.9481278600431835e-07 -5.416564436106407e-07 5.964013549084392e-08 4.5533368833936113e-07 2.8582718779287956e-07 -1.980971265390866e-07 -3.3699932395973327e-07 -1.950185432941091e-07 -2.87551359687601e-08 -1.1330343536984339e-07 8.380045067655844e-08 4.2595084759398845e-07 -4.303410654596682e-07 9.130887798476784e-08 1.1522450947573901e-07 -3.181666088939071e-05
age -2.968565480914085e-06 0.0007500724191365942 -1.67807949380244e-05 1.1722003164090808e-07 0.010117178284237886 -0.0007384976893674431 1.651746307194902e-05 -1.1532230432447623e-07 4.087049797718876e-07 8.28558822758533e-07 1.1871096177176457e-07 2.4731864354309235e-07 8.06828410300943e-07 1.0064800602235685e-06 -3.643280984903546e-07 -1.9230112464343894e-07 2.874752362010826e-09 -1.659841676336594e-07 -4.004287256803982e-07 1.0198094378192774e-07 4.990544617697545e-07 -5.666058196930516e-07 -8.083282116326368e-07 5.999303348660594e-07 6.574632434116553e-07 -1.881173711416159e-07 3.4829922058581735e-07 -1.8091910409056233e-08 -5.327142710418727e-06
age2 -7.052608374688545e-08 -1.6780794938018466e-05 3.830022411909573e-07 -2.7233349616086087e-09 -0.00022134678190883502 1.6522967744093576e-05 -3.770568112564943e-07 2.679857616396017e-09 -2.871731709441141e-09 -2.0859299709301444e-08 -3.971259465292232e-09 -6.420842504530759e-09 -1.8971623119541768e-08 -2.3425062279727396e-08 9.700688299200558e-09 4.747085212522344e-09 -9.226703918085853e-10 4.008426457379589e-09 1.1526470129318199e-08 -6.794774067450164e-10 -1.0205920909506473e-08 1.052743921739636e-08 1.3306583118024498e-08 -1.4084435405312292e-08 -1.7214663421223798e-08 6.284232582327989e-09 -1.0898006134850866e-08 -1.5312784814417466e-09 1.5230002805945483e-07
age3 1.8838837408976668e-09 1.1722003164041953e-07 -2.7233349615984754e-09 1.9695645954647953e-11 1.5176193633042247e-06 -1.1537464331998421e-07 2.6803223632226608e-09 -1.9376598375024564e-11 -1.7370735939300988e-11 1.6857287634960719e-10 2.992905889861491e-11 4.508550310482108e-11 1.3738008808490212e-10 1.7534365164957752e-10 -7.924831793045746e-11 -3.441379748328149e-11 1.6379522936710368e-11 -3.0772396590063055e-11 -1.004373162422129e-10 -3.1756511193998575e-12 5.810969958301165e-11 -5.565399381019061e-11 -7.374126978930383e-11 9.939300706348887e-11 1.3525954989049198e-10 -5.053443286775911e-11 8.934204202247277e-11 1.630866056303079e-11 -1.19856037808015e-09
sex 7.830542500192733e-05 0.010117178284196717 -0.00022134678190794725 1.5176193632982461e-06 0.3617525703948622 -0.025905342959994315 0.0005712242407752 -3.947778609557396e-06 -1.2299313085540617e-05 -3.7968702422920784e-06 1.0911267860278054e-05 -1.0220220432116293e-05 1.0922024823188198e-05 9.308447129818774e-06 2.08236805043748e-05 -5.839051508554818e-06 -2.017783600916563e-06 1.2728810986895332e-05 9.051141512764335e-07 3.735409815898842e-06 1.2658195728932382e-05 -1.61963594460077e-05 -1.8186059782297204e-05 -1.730648385338178e-05 6.3657990291703805e-06 -1.6276577396541527e-05 1.9084562546883955e-06 -9.987626007462572e-06 -0.000177713289733848
agesex -8.721332938290083e-06 -0.0007384976893697181 1.6522967744149355e-05 -1.1537464332041337e-07 -0.02590534295999107 0.001904413445479502 -4.286927575097951e-05 3.0129920331028733e-07 1.188431091778306e-06 -1.7629870743153003e-08 -6.635851588648468e-07 8.098099937551397e-07 -8.584725814475171e-07 -8.017444252489271e-07 -1.2239122982185624e-06 4.753761536985627e-07 8.380036271337859e-08 -8.428269832992996e-07 1.3948532877483777e-07 -3.6270668591331983e-07 -9.671351234319117e-07 1.0467605472282775e-06 1.1742378513238219e-06 1.1624606406747852e-06 -6.650790864853454e-07 1.2566686735646797e-06 -4.1332244604527e-07 3.937691163408379e-07 1.7864673604520094e-05
age2sex 2.63414416775263e-07 1.6517463071950835e-05 -3.7705681125662567e-07 2.6803223632242965e-09 0.0005712242407750569 -4.286927575097437e-05 9.833313378999984e-07 -7.0272725940635455e-09 -3.316007111028044e-08 6.109551714455906e-09 1.2112242386019586e-08 -1.8755229775212794e-08 2.0104776854902044e-08 2.1146902626120203e-08 2.2562230109266116e-08 -1.2129538659117723e-08 -6.294792525391857e-11 1.8236365499962017e-08 -8.216780668588916e-09 1.0137576010482772e-08 2.1202940424134452e-08 -1.8495785052754618e-08 -2.6183152996333012e-08 -2.547316337230231e-08 1.6032702296719866e-08 -3.0232576306769917e-08 1.2682855022144092e-08 -5.033746244636095e-09 -4.937596039315085e-07
age3sex -2.398161820516616e-09 -1.1532230432430876e-07 2.6798576163927378e-09 -1.937659837500539e-11 -3.9477786095559005e-06 3.0129920331021507e-07 -7.027272594062732e-09 5.1017726964171326e-11 2.6644092175653693e-10 -7.113877267250116e-11 -6.724584070935196e-11 1.2927072292798622e-10 -1.4135372078110294e-10 -1.7182825463790318e-10 -1.275715277037502e-10 9.309300809636644e-11 -1.2698371279970153e-11 -1.3192220049090582e-10 8.628597212350176e-11 -8.231678900951461e-11 -1.3687538217741065e-10 9.485871947898112e-11 1.9625199744669056e-10 1.8279154376410937e-10 -1.1160379042759944e-10 2.2318966054905425e-10 -9.980152873708896e-11 1.5974873656766216e-11 4.127343850094723e-09
pcs.V3 5.535093501131651e-07 4.0870497976855726e-07 -2.871731709362448e-09 -1.7370735939885607e-11 -1.2299313085560187e-05 1.1884310917798992e-06 -3.3160071110319464e-08 2.6644092175683047e-10 2.528016040185171e-06 3.31547528959146e-07 -9.537138073514101e-09 9.529107363413036e-09 1.1701496738907967e-08 1.1365158840627878e-08 -8.552846334068303e-08 1.3753954606820745e-08 1.694481493770133e-08 5.050833941178871e-09 -6.096523320635369e-08 2.360653034353367e-09 6.16136340525432e-09 -1.3550850220182142e-08 2.4351068749512806e-08 -5.033946495699737e-09 2.0761869627734882e-08 -8.005560286766565e-08 -5.519403964315678e-09 -1.899549090568693e-08 1.2893594957855858e-06
pcs.V4 5.571373131020816e-07 8.285588227547037e-07 -2.085929970921554e-08 1.6857287634900596e-10 -3.7968702424322247e-06 -1.762987073280462e-08 6.109551714222114e-09 -7.113877267085502e-11 3.3154752895915264e-07 2.8255559544464607e-06 1.7697735287597486e-07 4.246469584561801e-08 8.702961649625757e-08 -5.4696237503788954e-08 -1.2863984271819087e-07 6.624746832181679e-08 -4.680699823572714e-09 -1.238993516588134e-08 3.899916525657529e-08 -4.966965622370605e-08 -5.337429232979301e-09 6.207134174139499e-08 2.0169240644407586e-08 8.668334540957098e-09 2.3990250766772468e-08 2.4048376984696367e-08 -4.815920979475314e-08 -2.1576831987162615e-08 -1.069464038019018e-06
pcs.V5 -3.009825101529683e-07 1.1871096177035684e-07 -3.971259465261864e-09 2.992905889841027e-11 1.0911267860251167e-05 -6.635851588629685e-07 1.2112242385979458e-08 -6.724584070908404e-11 -9.537138073512397e-09 1.7697735287597836e-07 2.757358217003363e-06 4.347763340420234e-08 1.661668419554357e-08 -6.747347717440585e-08 -6.748044405418594e-08 -5.1627767054502725e-08 -3.1055527734543036e-08 5.0818313075399904e-08 -7.369593046306683e-09 6.327353230514922e-08 1.595646944566338e-08 1.9498202246427446e-08 -3.6339381602856574e-08 4.937769421570208e-08 -1.1361720193968652e-08 -1.7193385546105167e-08 9.2172803385323e-09 -3.054142058348617e-08 -4.515177827609264e-07
pcs.V6 -6.891803171513839e-07 2.4731864354357113e-07 -6.4208425045390505e-09 4.5085503104859326e-11 -1.022022043204261e-05 8.098099937498091e-07 -1.8755229775094547e-08 1.2927072292716674e-10 9.529107363408982e-09 4.2464695845613845e-08 4.347763340420336e-08 2.6986231369316553e-06 4.819470494085792e-08 6.80009536004705e-09 1.117801183053375e-08 -6.265888418359268e-08 8.203836291344397e-08 1.5020476882766588e-08 4.390592266906945e-08 -8.227089430855858e-10 -4.821732251036805e-08 1.974624905598388e-08 -5.086084246839536e-09 3.2862428175860296e-08 2.0907936241083454e-08 1.3917212645377585e-08 -3.1185996245103586e-08 -2.7505931227660688e-08 2.7510676335898886e-08
pcs.V7 -2.0565429675958949e-07 8.06828410302489e-07 -1.8971623119578647e-08 1.3738008808517876e-10 1.0922024823190652e-05 -8.584725814478106e-07 2.0104776854911153e-08 -1.4135372078118504e-10 1.1701496738908547e-08 8.702961649626227e-08 1.661668419554448e-08 4.819470494085531e-08 3.092559474498586e-06 -1.660361072756828e-08 -4.361243714623109e-08 -1.575263461600729e-07 2.1621495479999133e-08 -9.102204221107494e-10 4.5535258467919615e-08 -5.2641436797821724e-08 -8.937606725944828e-08 -1.5222408443713127e-08 -2.52331559175971e-08 4.369394175045909e-08 8.680425618649221e-08 -1.0615697276349974e-07 2.614727667293407e-08 -1.807654310096462e-08 2.0034803992200028e-07
pcs.V8 -3.948127860025652e-07 1.0064800602250242e-06 -2.3425062279761876e-08 1.7534365164983483e-10 9.308447129832327e-06 -8.017444252499959e-07 2.1146902626145925e-08 -1.718282546380967e-10 1.1365158840628093e-08 -5.46962375037845e-08 -6.747347717440463e-08 6.800095360044168e-09 -1.6603610727567975e-08 2.9626698697745065e-06 8.01662516278927e-08 -2.7496647691852952e-08 -1.912510420260136e-09 1.1154364181005773e-07 6.841592866866018e-08 2.462997621002194e-08 1.712982047731775e-08 2.8925402602012866e-08 -8.684689421301289e-08 2.862952041817534e-08 1.3182303403319842e-08 2.840072894430149e-08 3.5389979985910886e-08 5.1785759023822314e-09 6.843570910531337e-08
pcs.V9 -5.416564436084735e-07 -3.643280984830452e-07 9.70068829903457e-09 -7.924831792927595e-11 2.082368050455611e-05 -1.2239122982319144e-06 2.2562230109567554e-08 -1.275715277058742e-10 -8.552846334068884e-08 -1.2863984271818497e-07 -6.748044405417972e-08 1.117801183052619e-08 -4.361243714622609e-08 8.01662516278969e-08 2.9842739428973625e-06 1.2015546031433283e-08 1.6128754248431904e-08 1.5475055864485993e-09 1.25202759672354e-09 -2.015033017330217e-08 -1.1816172916609325e-08 -4.59362255986539e-08 -4.052697378742802e-08 -3.294483560678662e-08 -3.475938824706326e-08 -2.535742692714525e-08 -3.337940568846588e-08 -3.12054253505052e-08 -5.816076007720331e-07
pcs.V10 5.964013549090149e-08 -1.923011246419674e-07 4.747085212489737e-09 -3.4413797483055385e-11 -5.839051508554433e-06 4.753761536985894e-07 -1.2129538659119535e-08 9.309300809638751e-11 1.3753954606820315e-08 6.624746832181414e-08 -5.162776705450317e-08 -6.265888418359125e-08 -1.5752634616007278e-07 -2.7496647691852678e-08 1.2015546031436287e-08 3.045639475244152e-06 5.771890440194317e-08 3.40551710168482e-08 4.856002464064161e-09 1.2352652427317583e-08 -2.3432628567764126e-08 5.91376864417457e-08 -2.6385522348310713e-08 6.427481350561548e-08 2.841119444299294e-08 6.428773340698649e-08 -2.5410784380044067e-09 -4.6543230431550484e-09 -3.221172124595529e-07
pcs.V11 4.553336883392532e-07 2.874752359115223e-09 -9.226703917431409e-10 1.637952293624891e-11 -2.0177836010170687e-06 8.38003627208318e-08 -6.294792542308114e-11 -1.269837127877072e-11 1.6944814937706306e-08 -4.680699823573418e-09 -3.1055527734545604e-08 8.203836291344736e-08 2.1621495479995765e-08 -1.91251042026335e-09 1.6128754248428096e-08 5.7718904401945137e-08 2.9450860411782014e-06 -6.37648651612292e-09 4.446653611836724e-08 -1.7243516280091042e-09 -1.0873065354387976e-07 -3.848149655082791e-08 6.880287419516396e-08 3.158367730461625e-08 9.898263236559815e-09 -1.1476003229651325e-08 -5.798211672155599e-08 3.439125930497938e-08 3.9082136259248174e-08
pcs.V12 2.858271877939066e-07 -1.6598416763462147e-07 4.008426457399497e-09 -3.0772396590189394e-11 1.2728810986852928e-05 -8.428269832962458e-07 1.8236365499894582e-08 -1.3192220049044146e-10 5.050833941181635e-09 -1.2389935165877196e-08 5.081831307539985e-08 1.502047688276552e-08 -9.102204221123495e-10 1.1154364181005577e-07 1.5475055864419878e-09 3.4055171016849134e-08 -6.376486516119508e-09 2.8808364233740397e-06 -4.922054873148248e-08 -2.620836359596996e-08 -4.919625564896002e-08 7.815987176889002e-09 5.580413547156405e-08 -8.364537954832515e-10 -1.296495566994414e-08 5.251371331555104e-09 -2.7730998958530235e-08 4.15941342915515e-08 -1.7185823691084495e-07
pcs.V13 -1.9809712653938908e-07 -4.0042872567979664e-07 1.152647012930554e-08 -1.0043731624213056e-10 9.051141512990876e-07 1.394853287732365e-07 -8.216780668554242e-09 8.628597212326744e-11 -6.096523320635458e-08 3.899916525657394e-08 -7.3695930463059836e-09 4.390592266906931e-08 4.5535258467920336e-08 6.841592866866071e-08 1.2520275967251476e-09 4.8560024640638535e-09 4.4466536118366185e-08 -4.922054873148226e-08 2.937220895264705e-06 -2.4074064147053835e-08 1.2658309659609829e-08 8.158288148497283e-08 -3.011958883973059e-08 6.791127722376642e-08 5.915754282814155e-09 7.311717546843457e-08 -5.4645752752290193e-08 3.617022701040715e-08 -2.7229434186180397e-07
