 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal gpp gmp
intercept 0.0075873172395216565 0.0027968581554057063 -8.840694028877716e-05 8.868701826713619e-07 0.008177335932350026 -0.0007924820310566109 2.4101553804886297e-05 -2.3291723919781334e-07 -3.177901413961556e-07 1.749726229572083e-06 1.6047137639506485e-06 -5.141612180225502e-07 7.425816581153395e-07 -6.684342403117595e-06 -2.2176789370611084e-06 -1.5825780196251729e-06 -1.240819241196153e-06 -2.9272273771635864e-06 -7.573473897140628e-06 -3.0328985020909642e-06 -3.189327250676509e-07 1.9754679395334176e-06 2.689131861288546e-06 -7.670768597709314e-07 -2.9503237909587366e-07 -2.719992941865511e-06 4.972776705332805e-06 -3.3063984882714726e-06 -3.70239554440511e-05 4.3234054133805626e-05 -2.745814555396623e-05 5.439399016185663e-07
age 0.0027968581553965235 0.003132064200354682 -9.085661895844419e-05 8.294314176898397e-07 0.03189151081985971 -0.0029593040884006213 8.566852850023338e-05 -7.807085543286539e-07 -2.5569872412022783e-07 1.251492412785514e-07 -1.9881914485577104e-06 7.822903999672089e-07 -2.3344766571678135e-07 -9.899412726734073e-07 6.173045426621337e-08 -7.642179229116127e-07 -8.391759497464078e-07 -2.6527952105068743e-06 -1.324136449015438e-06 7.524304329190647e-07 -6.29289091769753e-08 2.417077296015525e-07 9.049051960105935e-07 4.257471477981439e-07 -1.733850347053794e-06 -1.952140539196709e-06 1.2499888572597847e-07 3.6124942600723617e-07 -1.4606510612334143e-05 6.829235498433245e-06 1.0740562191433609e-06 -1.9258405176433208e-05
age2 -8.840694028872102e-05 -9.085661895871443e-05 2.6675903768366995e-06 -2.4635173080852985e-08 -0.0009127546411755621 8.57121989939786e-05 -2.5108742003606547e-06 2.3144423810324883e-08 1.3818894722420916e-09 8.977118752653907e-09 5.1690759699036666e-08 -2.200484701625129e-08 4.505732657866322e-09 3.2856080379416086e-08 9.651704770729237e-09 3.214720974610684e-08 2.330088026871379e-08 7.773284810845472e-08 5.187086818674362e-08 -1.9499478127344685e-08 -3.2605818294698376e-09 -1.4588058041518549e-08 -2.8321228509217165e-08 -3.520553387128018e-09 4.2808148107125715e-08 5.570247176827337e-08 -1.316306465139936e-08 8.825433703701553e-10 4.019457217186451e-07 -2.2488437114365323e-07 8.012084989259374e-08 4.1342066892718216e-07
age3 8.868701826694508e-07 8.294314176900327e-07 -2.4635173080793084e-08 2.3023418926401247e-10 8.234142857351018e-06 -7.814448998331992e-07 2.3153932176362323e-08 -2.1596214075123488e-10 4.554693878029385e-11 -1.5573392209091913e-10 -4.152169443702444e-10 1.841918378775028e-10 -2.76028929188268e-11 -3.582906522618155e-10 -1.9609667302046966e-10 -3.713761158298678e-10 -1.9313351453854303e-10 -7.110889706681485e-10 -6.035226786692482e-10 1.5246568476598027e-10 7.573880911974378e-11 1.81826001858338e-10 2.7567955664873423e-10 -4.938328786457682e-11 -3.086660187796557e-10 -5.122381518950478e-10 2.178999198102855e-10 -1.0292312290235013e-10 -3.6495136515923633e-09 2.6069413096198186e-09 -1.8923622492256036e-09 -2.7120845677393293e-09
sex 0.00817733593212775 0.031891510819654995 -0.0009127546411697051 8.234142857298627e-06 0.7109196494340576 -0.0651237192815986 0.0018628474931571492 -1.6781163681871745e-05 1.546693198100013e-05 3.054574567260177e-07 -1.3224237025226768e-05 1.5695230975746523e-05 -2.300201102983786e-05 3.472092719634064e-05 -8.033256301176496e-06 -1.2391094174184937e-05 -7.586388220553061e-06 -7.269843642791161e-06 1.84458295472724e-05 4.076778608506391e-05 2.4370564070039953e-06 -6.163854582735701e-06 -1.4275334498236679e-05 -1.4512819907060783e-05 -1.358967541977231e-05 -1.7451106090427014e-05 1.367850011353692e-06 2.246159607719781e-05 6.255553421236953e-05 7.316792183085544e-05 -0.0003083046979656886 -5.339179256107844e-05
agesex -0.0007924820310430771 -0.002959304088393757 8.571219899376965e-05 -7.814448998312011e-07 -0.06512371928159925 0.006051181433634246 -0.00017529839442003355 1.597012774835854e-06 -1.414860515553396e-06 3.0187033017058415e-07 1.333450908687565e-06 -1.4963766719520324e-06 1.996781005680513e-06 -3.31344223202962e-06 1.0555642753846072e-06 1.4315154235666872e-06 4.097897118301953e-07 7.548498056082031e-07 -1.5323044183501423e-06 -3.820832173724276e-06 -5.49974370864512e-07 2.93886320334143e-07 1.277080809127329e-06 1.7634321286443638e-06 7.972528899194137e-07 1.6425092750910235e-06 -5.917713896923471e-08 -1.9977329488812476e-06 -6.940785645577556e-06 -6.191294043344875e-06 3.369152786897174e-05 -6.573630404225949e-06
age2sex 2.410155380433155e-05 8.566852849981267e-05 -2.5108742003483922e-06 2.3153932176250442e-08 0.0018628474931571904 -0.0001752983944200355 5.143127246643777e-06 -4.7429003889700146e-08 4.121421706240369e-08 -1.882562724701019e-08 -4.112181387788408e-08 4.504572808500392e-08 -5.563175096772718e-08 9.808395398731015e-08 -3.872616519847978e-08 -5.017402491209945e-08 -2.1562569537167206e-09 -2.2799277609361984e-08 3.645003789241281e-08 1.117755011153587e-07 2.5530031829495313e-08 -2.0143738129266653e-09 -3.676488183746446e-08 -6.288862419209647e-08 -1.0966644039611243e-08 -4.923556550542369e-08 -1.0046762167180124e-09 5.443785194612968e-08 2.2996314021644388e-07 1.8316332749232322e-07 -1.008939224275171e-06 3.4948162565703255e-07
age3sex -2.329172391935293e-07 -7.807085543267482e-07 2.3144423810269528e-08 -2.1596214075071455e-10 -1.6781163681872314e-05 1.5970127748358897e-06 -4.7429003889700695e-08 4.4292794288572624e-10 -4.015233411865601e-10 2.702057609605708e-10 3.9792931056322606e-10 -4.164166491438535e-10 4.909683659086159e-10 -9.052431551173218e-10 4.3566127168693776e-10 5.360018157576955e-10 -7.020275459666033e-11 2.0683783625503557e-10 -2.549852714818088e-10 -1.031848596618179e-09 -3.2994008233229043e-10 -1.0934121447769503e-11 3.118575632736033e-10 6.689012205639102e-10 -2.5695324304266783e-11 4.636130162831396e-10 1.0706488375143521e-11 -4.662758609506884e-10 -2.250818692156872e-09 -1.7388228858785908e-09 8.943996269582087e-09 -4.070713749494599e-09
pcs.V3 -3.177901414029614e-07 -2.556987241315655e-07 1.381889472569763e-09 4.5546938777317975e-11 1.546693198085085e-05 -1.4148605155394042e-06 4.121421706199463e-08 -4.0152334118280046e-10 2.135023802649027e-06 8.249263703101998e-08 -1.5390001743728562e-08 -1.8153216663367752e-08 4.9934409855926486e-08 2.1179013056151013e-08 -9.987786657113618e-09 4.288230391511006e-08 -5.746562644945942e-08 7.312432742986566e-08 -5.3902169537015235e-08 -2.4518095237879177e-09 -7.390876946462819e-09 2.89832337575862e-09 -5.0479163426085876e-08 2.0286118438838474e-08 1.741750427304951e-08 -8.850885183774517e-09 5.9027498118084343e-08 1.9430318467003808e-08 3.8735958033852223e-07 5.397629179390502e-07 1.1016342089931783e-06 8.65231827973077e-07
pcs.V4 1.7497262295753951e-06 1.2514924128573426e-07 8.977118752444847e-09 -1.5573392208900196e-10 3.0545745685622873e-07 3.018703301583713e-07 -1.8825627246652874e-08 2.7020576095728276e-10 8.249263703102199e-08 2.0578517842254e-06 3.797003811734015e-08 4.317556502987514e-09 2.5466206481388604e-08 -2.7051474156319246e-08 -4.112271804916631e-08 2.5508559967980602e-08 5.698736666675545e-08 -3.581120862715942e-08 3.7732786629877776e-08 -2.7548601680927542e-08 -8.836338400726429e-08 4.5404396648277634e-08 5.856303772673199e-08 2.5173399859543966e-08 2.7069966389844134e-08 2.042519287143704e-08 2.120174661644099e-09 2.905907601783879e-08 -5.100999546640368e-07 2.4068374554033118e-06 -4.166013546981602e-06 -2.2847019805515755e-06
