 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband
intercept 0.0001220939693644153 7.248378631612652e-06 -2.0242961667592001e-07 1.9876641658570766e-09 -2.3083852326806568e-05 2.0272530757319544e-06 -5.560437898126536e-08 5.027865383713621e-10 2.1602396567542448e-07 2.653644458643473e-07 -1.6354879157976924e-07 -5.7115797371826134e-08 -9.435944506549946e-08 6.441510653184602e-08 -7.122051107668475e-08 7.505243035802291e-08 -2.7061306827387634e-08 -8.494358727948778e-08 -7.18097678520439e-08 -6.24231270450321e-08 2.8543275376164273e-08 3.756439609191716e-08 -2.268888826440674e-08 -4.527039420056221e-08 2.7388476186140774e-08 -3.468851862644657e-08 4.1906024338324844e-08 -3.8429094622445447e-08 5.538402589649587e-08
age 7.248378631752833e-06 0.0002679217199359311 -6.1606587358536416e-06 4.3997438070880313e-08 0.0033071951098426868 -0.000250092916993806 5.732183122094046e-06 -4.0759847617195934e-08 -8.036975837159954e-08 2.524606186674938e-07 -1.599657954339516e-07 2.1494160916269365e-07 1.3507788992950988e-07 9.206432943699846e-08 1.2235940988113623e-07 4.487542824514486e-08 8.397132368369148e-08 -3.517376054074959e-07 -4.754603651761038e-10 1.875339697526776e-08 -1.460284240350247e-07 -2.7294114171135613e-07 -2.0921586844965746e-07 2.4960234493325136e-07 1.8222766984478296e-07 -1.697999420994904e-07 1.5164819183063229e-07 3.5578853751577766e-07 -2.112714957774898e-06
age2 -2.0242961667595845e-07 -6.160658735855496e-06 1.4434115554129004e-07 -1.048084637096122e-09 -7.432322945379497e-05 5.7422650344307815e-06 -1.3416838468257907e-07 9.703209372602162e-10 3.855963568908099e-09 -5.480690116396923e-09 2.849393033634568e-09 -5.128833713044713e-09 -3.286526855580977e-09 -2.944005189666002e-09 -2.1881940617322593e-09 -3.9175119859159637e-10 -1.8517545609400577e-09 8.00532582737765e-09 3.4671406506746216e-10 -3.284224974623536e-10 3.0726800539848295e-09 5.3916070015352266e-09 3.7038248927065157e-09 -5.00166818568822e-09 -4.788104535899277e-09 3.6282634709118136e-09 -3.923112152044218e-09 -8.149573390517165e-09 5.652068431585505e-08
age3 1.9876641658739262e-09 4.3997438070884615e-08 -1.0480846370959326e-09 7.73274741101992e-12 5.20362030442895e-07 -4.090000452527793e-08 9.72037654255196e-10 -7.144981342678214e-12 -3.9092523620337864e-11 4.0632111966726043e-11 -1.9025496317464683e-11 3.672615198544586e-11 2.2724464265953917e-11 2.591597152850059e-11 1.2315958621516862e-11 5.691802193036121e-13 1.4723345618341432e-11 -5.646085720119962e-11 -6.916160079534982e-12 5.403078885330757e-13 -2.1216430932885583e-11 -3.223111939258669e-11 -2.0720407100318445e-11 3.083508060783834e-11 3.7690000268985313e-11 -2.4270781707156605e-11 3.051852259634374e-11 5.7167637560437956e-11 -4.452077920943223e-10
sex -2.3083852330036816e-05 0.003307195109837493 -7.432322945367088e-05 5.203620304419715e-07 0.11466015623771816 -0.008584650577128218 0.0001959955219781386 -1.3943336770305633e-06 -1.5774201654138486e-06 -4.5194592787755177e-07 2.5641812497567066e-07 2.219527132694945e-06 -2.0243530047846344e-06 -1.5574730170758492e-06 2.611783914115072e-06 -1.036932751970901e-06 -2.158632450670584e-06 -2.8511654260617615e-06 -4.5005647478231536e-07 2.612105561482731e-06 4.999134835380127e-07 -2.624372587865982e-06 -4.086483964250512e-06 2.1533499191308083e-06 1.3039190686123475e-07 -2.044674085861971e-06 3.993257197048328e-06 1.446553811698825e-06 -3.478398573498644e-05
agesex 2.027253075825105e-06 -0.0002500929169934309 5.7422650344218614e-06 -4.090000452521215e-08 -0.008584650577128287 0.0006601083027718596 -1.538149706471494e-05 1.1122702864313529e-07 1.7372921971599852e-07 4.5974204747170566e-08 -2.5995147764346308e-08 -1.281739834116491e-07 1.266037050358068e-07 6.813892462406394e-08 -1.176134926713321e-07 9.758023900499678e-08 1.5809128578884817e-07 2.2269829887153673e-07 1.5200208492567282e-08 -1.9096156400843072e-07 -8.081075783938616e-08 1.7040412432282252e-07 2.687554091816602e-07 -9.770585929467335e-08 -9.435041047039792e-08 1.6641264357658086e-07 -3.3626592737445095e-07 -1.1929019770761795e-07 3.475343337739814e-06
age2sex -5.560437897484761e-08 5.732183122082077e-06 -1.3416838468229275e-07 9.72037654253099e-10 0.00019599552197814105 -1.538149706471498e-05 3.6512907543696764e-07 -2.6839034983769956e-09 -5.348407059640483e-09 -1.1940115346210084e-09 4.897492408786601e-10 2.6779748129074192e-09 -2.693759602297719e-09 -7.062020318230659e-10 1.586672537055707e-09 -2.8233619863480857e-09 -3.116462034553002e-09 -4.986965461580808e-09 -5.350169267897998e-10 4.131400659016602e-09 2.6374253843988615e-09 -2.8893175025085143e-09 -5.847895091544454e-09 7.110411312870838e-10 3.4588347099738696e-09 -4.317222682485131e-09 8.190433475978053e-09 2.448175490635769e-09 -9.830879785167756e-08
age3sex 5.027865383392066e-10 -4.075984761713333e-08 9.703209372586884e-10 -7.144981342666839e-12 -1.3943336770305754e-06 1.1122702864313515e-07 -2.683903498376986e-09 2.0037233157386115e-11 4.497451540387727e-11 1.0732686756284538e-11 -9.575174788306735e-13 -2.0198981344218877e-11 2.0796748874013064e-11 1.2983037203268922e-12 -6.584871058095073e-12 2.1941297623102812e-11 1.7715434658118636e-11 3.360884839885485e-11 5.2556650178085846e-12 -2.7530507074275506e-11 -2.2617192052463187e-11 1.3771672828663029e-11 4.09649107842749e-11 6.158659765934411e-12 -3.1203219794906245e-11 3.4545380332342476e-11 -6.159317736088379e-11 -1.569610406381256e-11 8.503231926480123e-10
pcs.V3 2.1602396567541998e-07 -8.03697583713785e-08 3.85596356890294e-09 -3.909252362030066e-11 -1.5774201654128266e-06 1.737292197159202e-07 -5.348407059638719e-09 4.497451540386528e-11 1.2854758290935094e-06 8.333090945577855e-08 -3.136867738634764e-08 -2.084872120605913e-09 7.241939003914484e-09 1.726970669066569e-08 -7.801070322557018e-09 1.0557428661611599e-08 6.841956039977105e-09 3.4352537383126134e-09 -9.946667093539808e-09 1.0040830859602085e-08 -1.139587893485308e-09 -1.4863475059484205e-08 -8.330043283307675e-09 -1.3080288589482138e-08 1.6073777926058743e-10 -1.20101028836223e-08 1.1606642665612075e-08 9.78203622801947e-10 5.60683156924789e-07
pcs.V4 2.65364445864313e-07 2.524606186677666e-07 -5.4806901164033365e-09 4.0632111966772495e-11 -4.519459278698716e-07 4.5974204746570205e-08 -1.1940115346068466e-09 1.0732686756181191e-11 8.333090945577842e-08 1.3636271266216348e-06 2.8138976637447317e-08 -1.6342033204012505e-09 1.8344482113662776e-08 -2.318011140888781e-08 -1.5917128684306972e-09 2.3319514689312094e-08 -3.1460573197103547e-09 -6.048014967585267e-09 1.3712309893425023e-08 -8.154923176671933e-09 -5.969720065314519e-09 1.8053510853361524e-08 1.203950265544981e-08 6.204602988525454e-09 3.700187533259379e-09 -4.2034316952154764e-09 -7.55124550339179e-09 5.488395049285924e-10 -6.507704789267762e-07
