 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal
intercept 0.000666377627584126 1.2574411361349408e-07 -2.3635139932839384e-05 1.5008838750251532e-06 4.735498157163878e-07 4.488256040205708e-07 2.348011162557267e-06 1.6503253631124818e-06 -2.9531500391877807e-07 2.086293777705762e-06 -1.205521646726795e-06 1.067673522915128e-06 -3.3354630782260993e-07 -1.710919549260774e-06 -1.5645683924375532e-06 -1.998609859066822e-06 7.735433378448296e-07 -1.961807574469392e-06 -7.845574210454114e-07 1.1405124813716384e-06 -8.809207909586513e-07 7.1040675546978e-06 2.4919610485936962e-05 -1.1731528111574545e-05
PC1 1.2574411361349345e-07 2.2924925232422495e-06 -1.598831253432033e-06 -3.2599541702119206e-07 -4.953917578271344e-08 -2.4372281572646083e-07 6.606086151459792e-08 1.1497889003832881e-07 8.123781649774484e-08 1.7967992458097487e-08 1.807885944164414e-07 2.748131592839406e-08 6.803296146992121e-07 -1.1761713495087863e-07 -2.586220585156226e-07 -7.222386464819437e-07 -6.206627332334889e-07 2.180762757242802e-07 4.2498502593840654e-08 2.0288727886351524e-07 8.768504049695393e-10 -4.830568191644531e-07 3.8146718452436244e-06 4.353890387694986e-06
PC2 -2.3635139932839377e-05 -1.5988312534320336e-06 4.762554278455182e-05 9.185083192598285e-07 1.4003746550222942e-06 -5.830664498827292e-07 -4.907545633044447e-07 -5.849114886481357e-07 1.1442659999426602e-06 -3.665092249361569e-07 -5.5498385093575097e-08 -4.5451383429087086e-08 -1.1266129878058637e-06 8.757304923455507e-07 -1.078423885084421e-06 5.662685861351405e-08 1.0844162419464367e-07 7.272003716279414e-07 1.4600322873060554e-07 -5.349223116087919e-07 -3.1699815704735833e-07 -1.669489666153659e-06 1.960312719257808e-06 -1.2485015875298072e-06
PC3 1.5008838750251539e-06 -3.2599541702119227e-07 9.185083192598286e-07 4.439689517454653e-06 1.7788563055518085e-07 1.207104151068297e-06 3.980925802685315e-08 4.692867197766549e-07 -2.204777359035477e-07 -9.974268411333355e-07 -9.264066428670576e-08 4.5803844673102667e-07 7.341635194990963e-08 -7.833194429844345e-07 9.324273513028044e-08 -4.0915147649597915e-08 2.65633934316044e-07 -4.108511356710284e-07 -5.415564964874987e-07 4.373255479105688e-07 1.3963359679430508e-07 2.54892640098542e-06 -6.51425477978361e-08 -2.4872073858853532e-06
PC4 4.7354981571638825e-07 -4.953917578271344e-08 1.400374655022295e-06 1.7788563055518088e-07 8.486340122091949e-06 1.7228157889491668e-06 -3.9539539115917037e-07 2.498390820117488e-07 -1.2737447444877737e-06 4.889376037602524e-07 3.789174597830431e-07 2.8745014507550626e-07 -9.496246556619341e-07 -6.295378314572435e-07 2.350432655417542e-08 -2.3879771098011647e-08 8.918595056338944e-08 -4.136604482042626e-08 -4.82827074400571e-07 -1.2298322180560376e-07 9.874661331602062e-08 3.890711486354169e-06 -2.2742905311288027e-07 2.2068292944349658e-06
PC5 4.488256040205707e-07 -2.437228157264609e-07 -5.830664498827286e-07 1.2071041510682965e-06 1.7228157889491668e-06 1.6160355058748537e-05 3.567930261316293e-07 1.1108325673668573e-06 -8.29267142420082e-07 -5.54974532216048e-07 -4.559293754371561e-07 -9.529663586700185e-07 5.590209753517713e-07 -1.2643808315493764e-06 5.457039607322571e-07 1.0186259484264733e-07 -3.8540813780015956e-08 7.453945585436948e-07 -2.0483159091152216e-07 2.56177623390777e-07 -1.3766271629859093e-07 -3.384350067123518e-06 2.181689283979854e-06 6.121852915843666e-06
PC6 2.348011162557267e-06 6.60608615145978e-08 -4.90754563304445e-07 3.980925802685298e-08 -3.953953911591705e-07 3.56793026131629e-07 1.531914458228691e-05 -1.1259647213355242e-07 2.7485703706902864e-07 2.4826615233345596e-07 9.122567124622983e-08 -3.760766424425664e-07 -9.771766636252243e-08 -1.5519479776407093e-07 -2.396176203130038e-07 -1.3643112198926005e-07 -9.110974342459078e-08 2.8928232754771467e-07 -4.122627727803314e-07 -2.2430207355078798e-07 -4.958547863396989e-07 2.9664307306954267e-06 -3.961637224237849e-06 -1.5166349801269726e-06
PC7 1.6503253631124827e-06 1.149788900383288e-07 -5.849114886481354e-07 4.6928671977665515e-07 2.498390820117485e-07 1.1108325673668575e-06 -1.1259647213355193e-07 1.3092158927262402e-05 9.709179085315854e-07 -2.1869926151079045e-07 -1.1100548395410721e-07 1.2924633269230483e-06 4.0490804883342584e-07 2.89583368543457e-07 -3.756544318398407e-07 -5.27779280828789e-07 7.967499762968174e-08 -4.7635191483989e-07 5.751082985293682e-08 7.306741856780602e-08 -5.21661589102352e-07 -7.118112432485038e-06 3.1160921457778154e-06 6.148282610580587e-06
PC8 -2.9531500391877527e-07 8.123781649774464e-08 1.1442659999426592e-06 -2.2047773590354772e-07 -1.2737447444877742e-06 -8.292671424200823e-07 2.74857037069029e-07 9.709179085315852e-07 1.4609970777067579e-05 4.0798704750833965e-07 4.3462811656928006e-07 -8.197319918943272e-07 3.670631369584381e-07 -1.0277625271648686e-07 -5.04460361666413e-07 -4.505187630612399e-07 3.9077352178521967e-07 9.17688099753569e-08 -7.861368981816353e-07 -2.3129116300318666e-07 1.1395166365091216e-07 3.1598004486837065e-06 2.6399791853195723e-07 1.7403186049923855e-06
PC9 2.086293777705763e-06 1.7967992458097487e-08 -3.66509224936157e-07 -9.974268411333355e-07 4.889376037602525e-07 -5.549745322160486e-07 2.482661523334559e-07 -2.186992615107903e-07 4.079870475083401e-07 1.2521798793653336e-05 -1.8225926011579103e-07 -6.888054049939049e-08 -4.2099558267504586e-07 1.5940312125857613e-07 -8.551638111829695e-07 4.562281475456786e-07 3.996127312018004e-07 4.7410268158161817e-07 -4.675059775980205e-07 -2.448302155733608e-07 -7.858925215675746e-07 8.853293444014744e-07 -4.597924218546709e-06 6.1388264351518746e-06
