 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband
intercept 0.0008772186893705011 9.551625598173729e-08 -1.939131429055444e-05 1.7446146005606922e-06 2.08919069138835e-06 -4.0279030379347723e-07 1.833037321811999e-06 1.9996024323690343e-06 -7.978691825704535e-07 2.3550797521761786e-06 -1.4140591940316311e-06 -3.521294191003185e-07 -1.7882339784228636e-07 -2.0022465028841326e-06 -1.1605658230376199e-06 -1.6289944769768963e-06 1.3269909924394035e-06 -9.455918217750796e-07 -5.773435803114494e-07 6.717937136821357e-07 -3.420994805897638e-07 1.3824988792054754e-05
PC1 9.551625598173795e-08 2.8434446198029884e-06 -1.3755493398459893e-06 -3.5178610096059115e-07 6.345038358622351e-09 -2.747946792494233e-07 5.215958068834642e-08 8.071094533392594e-08 9.37836984268149e-08 -3.586125839736986e-08 1.5869765572730135e-07 -9.986757881770821e-09 5.472852486741824e-07 -1.3751296416628937e-07 -2.406158439459597e-07 -6.04969403931501e-07 -5.295591927794926e-07 1.629563546360265e-07 3.438043141281219e-08 1.8413664816224082e-07 2.3558426979875085e-08 2.2454507111016744e-06
PC2 -1.939131429055444e-05 -1.3755493398459891e-06 4.097729667710351e-05 7.024730407290448e-07 1.09123281141752e-06 -5.637050891938599e-07 -5.48690536315183e-07 -1.588576544837701e-07 8.250902057229832e-07 -2.95310594801094e-07 1.117197716173242e-08 7.669281343676662e-08 -6.79697969713202e-07 7.036913463715102e-07 -8.228975597850146e-07 1.2404692531885633e-07 1.963717925784984e-07 7.538058449404701e-07 1.6353792637755907e-07 -1.693913700054548e-07 -2.057927283047052e-07 -9.959770739992308e-07
PC3 1.744614600560692e-06 -3.517861009605912e-07 7.02473040729045e-07 5.304595736097901e-06 8.62462714923355e-08 1.0201346951520466e-06 -7.480372815450774e-09 3.7134889288848034e-07 -2.2847044264276227e-07 -8.285852750765219e-07 -7.571013924104878e-08 3.482855276727845e-07 7.679976200451556e-08 -6.063978781058655e-07 9.522210000561739e-08 -4.164348116290989e-08 2.2832732359638953e-07 -2.5340947249296453e-07 -4.6608288477488483e-07 3.085015374033041e-07 1.0288727127162309e-07 1.2749972008302637e-06
PC4 2.0891906913883477e-06 6.345038358621986e-09 1.09123281141752e-06 8.624627149233542e-08 9.550614814452236e-06 1.199918662044212e-06 -4.0390266087104477e-07 1.258910227845577e-07 -1.002436842105208e-06 3.89996253864878e-07 3.8794273619090803e-07 2.5055151233403026e-07 -9.311355124018258e-07 -5.650006616809469e-07 8.662718280518651e-08 4.6909650455871705e-08 -9.503265616839756e-09 -1.3585949080794902e-07 -2.820913876315888e-07 -4.859683848651601e-08 8.491184185774583e-08 4.0838944310507735e-06
PC5 -4.0279030379348046e-07 -2.7479467924942343e-07 -5.6370508919386e-07 1.0201346951520466e-06 1.1999186620442118e-06 1.5077648296773337e-05 3.9102574799420784e-07 7.636209467814029e-07 -3.695168485701705e-07 -4.876370828065059e-07 -2.1865525196558345e-07 -5.301620171946886e-07 5.428745000484777e-07 -8.601278030965306e-07 3.4588456592608104e-07 1.948856263327222e-08 -5.824612959667972e-08 5.904541877898297e-07 -5.6244058905559135e-08 6.840526974806532e-08 -1.8494056180661133e-07 -9.125448005329936e-07
PC6 1.833037321811999e-06 5.215958068834661e-08 -5.486905363151829e-07 -7.48037281545059e-09 -4.039026608710441e-07 3.910257479942082e-07 1.383780991407791e-05 3.838495072892196e-09 2.740038657534833e-07 8.929091014859117e-08 1.1882426305947008e-07 -3.4768848527913597e-07 1.615867494093212e-07 -8.743517886801475e-08 -1.5960937106105046e-07 -6.543934608469907e-08 -7.551374133438223e-08 2.7181679805785954e-07 -3.2812676001608866e-07 -1.8557496457697708e-07 -5.455442652806573e-07 1.9550003322991808e-06
PC7 1.999602432369034e-06 8.071094533392585e-08 -1.5885765448376965e-07 3.713488928884801e-07 1.2589102278455754e-07 7.636209467814026e-07 3.838495072892303e-09 1.1865330043459213e-05 6.497649751029117e-07 -1.8121382708882194e-07 -1.6847832855569195e-07 8.489509574479403e-07 2.6003091653337217e-07 9.68556271375151e-08 -1.7035724921231436e-07 -4.3253181461161934e-07 1.482373914495068e-07 -1.9544859260395905e-07 8.144391192535413e-08 -3.947950384072625e-08 -3.732403302040358e-07 -3.6467271504183705e-06
PC8 -7.978691825704543e-07 9.378369842681498e-08 8.250902057229822e-07 -2.2847044264276205e-07 -1.0024368421052082e-06 -3.695168485701705e-07 2.7400386575348354e-07 6.497649751029112e-07 1.2957493036712683e-05 2.395696647524583e-07 2.0577337134405866e-07 -6.437738526568266e-07 5.181247197797957e-07 -3.552982899993039e-08 -4.4007122012105395e-07 -3.9917570426643123e-07 2.776095204319898e-07 6.410170218185901e-08 -5.907685397328219e-07 -2.14542183393667e-07 4.533611354576447e-08 3.4743544730043195e-06
PC9 2.355079752176176e-06 -3.586125839736998e-08 -2.9531059480109454e-07 -8.28585275076522e-07 3.899962538648784e-07 -4.876370828065057e-07 8.929091014859117e-08 -1.8121382708882163e-07 2.395696647524585e-07 1.1393652373807264e-05 -2.1588144150832113e-07 -2.4696334657165564e-08 -3.0221424856909635e-07 2.0270462629450873e-08 -6.393924280545765e-07 3.604126946907494e-07 4.010514093729586e-07 3.4392140331309533e-07 -5.847204865046789e-07 -2.2345116571621813e-07 -5.572201477185885e-07 1.3762234994839883e-06
