 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 1.2994487622934674e-05 4.7641952129962113e-08 -3.6798978614118807e-06 -2.845755856891742e-05 1.8262033267920224e-06 7.452014581752751e-08 -4.4676586237362673e-10 -3.752931952522781e-08 2.378911680361819e-10 1.0731271090965445e-06 8.623754237524831e-06 3.1041459547006022e-06 -3.5615975201824815e-05 5.302053549566108e-05 -8.221615740418748e-05 4.3472612956729386e-05 -4.678304662168347e-05 -1.7615702155976286e-05 -9.378750182824698e-05 -1.388498587649881e-05 -3.199662993474498e-05 -5.928829533689397e-05 1.2754983470374244e-05 -5.438367580136533e-05 -1.5973191014911246e-05 1.3276027809486244e-05 -5.057987163519094e-05 -5.167594299518518e-05 8.038423084296002e-05 2.0392687990343596e-06 -1.569983743433843e-06 -1.983678759929266e-06
yob 4.764195212993403e-08 1.1832503094920107e-07 1.6854609481329502e-07 8.774968105249193e-07 -7.0425347687401e-08 -2.7605170988044744e-10 -4.52367204197599e-12 9.186460493241599e-10 -1.888059380806951e-12 8.589376675943088e-07 8.871934785599257e-06 6.531624366656875e-07 -7.5184687197842956e-06 -1.8568487092968068e-06 -4.203047295609959e-06 8.464510930544003e-09 -3.196419850716801e-06 5.8936173364728544e-06 -2.4238624370474417e-06 -5.951625611672201e-06 7.329270192509729e-06 -6.230340216912219e-06 -2.771556667426309e-06 9.942965146475063e-06 3.3657405585105887e-06 1.8162544839896996e-07 -2.4572332683109597e-06 4.174500881958129e-06 -1.447172400615964e-05 3.6462813297987915e-08 -1.9174395262084094e-08 -2.3910274534723315e-08
age -3.6798978614078526e-06 1.6854609481341816e-07 4.809746724455049e-05 0.0007059631615058868 -4.775050914404335e-05 -9.74837188577366e-07 6.137487977223049e-09 9.715830713287808e-07 -6.120246584607404e-09 -3.2458560004869044e-06 -5.68645554167781e-06 -1.450247742089045e-05 -3.477129545332617e-05 3.6892506922902014e-06 1.1667126225578665e-05 2.369494944987766e-05 1.135801838363685e-05 4.302475595291487e-06 1.5649749176289787e-05 -4.080141592274845e-06 -1.679867047743524e-05 6.423133573238545e-06 -3.568929376670964e-05 1.5200596722120033e-05 1.5965967305071336e-05 -2.6195511693715925e-05 -5.944340441820567e-06 -2.342685511389734e-05 -6.131881008236604e-06 -1.7043689365460294e-09 -1.16522924146545e-07 1.4709147576567263e-07
sex -2.8457558568952253e-05 8.77496810540399e-07 0.0007059631615057218 0.016943889616235108 -0.0011127933397736454 -1.3993689791191553e-05 8.650768205792185e-08 2.221693268314479e-05 -1.3802152376039808e-07 -1.2229288387871646e-06 3.941276260779866e-05 -0.00014003009881373665 -0.00018435018748292532 -0.0001242396965573231 0.00024987171214550135 0.0004217369227847806 0.00021829911245000545 0.0003314085375238219 8.261999015111094e-05 -0.00038223497991766303 -0.0001220706423837 0.00010433116850006312 -0.00015047359586731893 2.3643272470416737e-05 0.0005512830114670275 3.3539090357873106e-05 -9.013524489669102e-05 -0.00023647490373855635 -0.0006118458570560516 -1.1408287351275484e-06 -4.011319880312591e-06 4.181941578513903e-06
age_sex 1.8262033267918909e-06 -7.04253476875666e-08 -4.7750509144028636e-05 -0.0011127933397736389 7.566927073759773e-05 9.70460655677784e-07 -6.115090891648896e-09 -1.5490769629950733e-06 9.809801479433249e-09 -5.147343153655721e-07 5.969945282682444e-06 1.803515379593159e-05 1.3479575257515816e-05 6.651822698023013e-06 -2.289549674686082e-05 -2.8170686497493962e-05 -1.9551904120133462e-05 -1.498526857061846e-05 -8.708561683870949e-06 2.0556290571067852e-05 8.66648000264974e-06 -6.4678755018734726e-06 1.3110877858652925e-05 3.935541425826184e-06 -3.135644516449124e-05 -4.00317455485923e-06 1.061490953216456e-05 1.899407558727813e-05 3.5005124660865074e-05 6.034173772147636e-09 1.784811935815841e-07 -2.8448660731853643e-07
age2 7.452014581737489e-08 -2.760517098747848e-10 -9.74837188577328e-07 -1.3993689791195208e-05 9.704606556780867e-07 2.0264033026596615e-08 -1.3002086868089754e-10 -2.0179221063706886e-08 1.2947654452657e-10 1.6508183959703021e-07 5.605765947052359e-07 4.348349141765676e-07 5.707873768815929e-07 -2.592245783550327e-08 -3.875843582497026e-07 -5.341860981294177e-07 -4.1357463646821297e-07 1.6265215351997822e-07 -4.935203928189338e-07 -2.1736891476663393e-07 4.795358565495656e-07 -3.487635819209004e-07 8.093792266865954e-07 2.980623967054585e-08 -9.962777075296659e-08 5.549479565357205e-07 5.4896954113151555e-08 5.76420542530363e-07 -4.267836806543502e-07 -8.201913251025552e-10 1.0947006192188925e-09 -3.2785447461094825e-09
age3 -4.4676586237377635e-10 -4.5236720420109025e-12 6.137487977222615e-09 8.650768205794519e-08 -6.115090891650818e-09 -1.300208686808938e-10 8.479351676682897e-13 1.2943718777170136e-10 -8.439808421890348e-13 -1.7009115089181637e-09 -4.747239216780598e-09 -3.3037028105006585e-09 -3.8811019009368875e-09 6.510364092678923e-11 2.505964947850495e-09 3.649718529254194e-09 3.138844815114014e-09 -1.8250818129694999e-09 3.516581731926225e-09 2.3195387157569524e-09 -3.10000917384549e-09 2.7383484971860624e-09 -6.027936954603587e-09 -1.131548751491307e-09 -4.0992793514866597e-10 -3.5803817100090936e-09 -3.576579473748666e-10 -3.6356312307271837e-09 4.570593739148342e-09 1.1603099197267916e-11 -1.7137915194194825e-12 2.346161596356166e-11
age2_sex -3.752931952518884e-08 9.186460493255627e-10 9.71583071328423e-07 2.2216932683144457e-05 -1.5490769629950558e-06 -2.0179221063699534e-08 1.294371877716546e-10 3.239867940763719e-08 -2.0890897502123852e-10 8.953946179517353e-09 -2.4555847810495476e-07 -4.794595118733562e-07 -2.978979551364377e-07 -1.4013339878224553e-07 5.606524684286666e-07 5.826602615243141e-07 4.3856240230221337e-07 2.1471852320134372e-07 2.5808765724719886e-07 -2.676464870674219e-07 -1.5969187472312899e-07 1.5937785426495629e-07 -3.64536499825727e-07 -1.6977849972752158e-07 5.496142420694337e-07 9.451002853778843e-08 -2.717574721825622e-07 -4.073950985141635e-07 -5.722137107985501e-07 5.119999824178807e-10 -2.27999712680785e-09 5.606874554117441e-09
age3_sex 2.378911680367575e-10 -1.888059380824923e-12 -6.120246584604832e-09 -1.3802152376039432e-07 9.809801479433044e-09 1.2947654452651697e-10 -8.439808421886967e-13 -2.0890897502123658e-10 1.369304981815737e-12 1.0847656882265696e-10 2.1522193623765134e-09 3.552195938935211e-09 2.0410593321210624e-09 1.0672765937689181e-09 -3.999776419344431e-09 -3.66420002887557e-09 -2.9008505214677317e-09 -9.925865682294354e-10 -2.1589395234943678e-09 8.875487337284272e-10 7.350276844863898e-10 -1.1917969449733345e-09 2.872456719565658e-09 1.3891310942394688e-09 -3.0226069269297938e-09 -6.653434615144593e-10 1.997503900113733e-09 2.329376047458481e-09 2.8901270394982094e-09 -6.501624575828905e-12 8.441533438977101e-12 -3.4140947791803877e-11
PC_3 1.0731271090973604e-06 8.589376675944654e-07 -3.2458560004898605e-06 -1.2229288389469718e-06 -5.14734315353106e-07 1.6508183959711222e-07 -1.7009115089187862e-09 8.953946179233688e-09 1.0847656882462017e-10 0.03175341437689718 0.0005625040924642905 0.0017460196731187063 -6.713305681641885e-05 -0.004772582470500515 0.002155835756984478 0.0037536041394300276 -0.004581900646624484 -0.0007176248899636715 -0.0014505856193568172 0.0007976859156046797 0.005515425937141059 0.0036472838221922686 -0.0018793000435458243 -0.011182044423508179 0.0005426358368039613 -0.0007079575359336141 0.003931596515132234 -0.0006921880335690614 0.00622489500176925 1.3921845023136433e-05 -1.5766131934262102e-06 -6.855776013009271e-06
PC_4 8.623754237520959e-06 8.871934785599452e-06 -5.686455541638461e-06 3.941276260788963e-05 5.969945282679078e-06 5.605765947044522e-07 -4.747239216775729e-09 -2.4555847810494116e-07 2.152219362376718e-09 0.0005625040924642595 0.10661411841415047 -0.0032771621574129045 0.006265935708804787 -0.003675978298112029 -0.0008981968690697565 -0.003337195385946194 -0.0005647799660066546 -0.006465019269604033 0.0017181340890001185 0.005510017116694708 -0.010129026457444762 -0.0067502513615209795 0.007249599573687344 0.006050866667319898 -0.004567496867093929 0.0028959977976678796 -0.005114499382037648 -0.0007815406625965151 0.004974316781336646 3.215852980202843e-06 -3.754902229294446e-05 -3.483611166374126e-05
PC_5 3.10414595469823e-06 6.531624366658109e-07 -1.450247742088125e-05 -0.0001400300988138242 1.8035153795938688e-05 4.3483491417638955e-07 -3.3037028104995708e-09 -4.794595118735258e-07 3.552195938936418e-09 0.0017460196731187004 -0.0032771621574128953 0.14074959456692818 -0.003675489356188002 -0.005329071418371422 -0.0014913945172501228 0.006245019504752179 -0.009159541103862934 -0.0026476624242376895 -0.009924777539252935 -0.00725021790555234 -0.0016329049317038232 -0.009271823926469788 0.007760542532970105 -0.017029335187300217 0.005047067436905545 0.0029043734220002624 -0.001277751210085386 -0.001709351746143538 0.010651897508138922 2.269288452566074e-07 8.898320046037983e-06 9.075715423851819e-06
