(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal maternal gpp gpm gmp gmm
(Intercept) 0.0145260241429794 0.0129741181334394 0.0044156182601179 -0.0122551885033603 0.000142686515062044 4.66224425807949e-06 3.84917549788358e-05 7.5541804816506e-05 6.66512915922098e-05 0.000286607732178039 -0.000359600537209657 -0.000102145966592029 -0.000214666501712582
covarage 0.0129741181334394 0.0185084546238494 0.0133930580138109 -0.0298236313668612 0.000120804332584527 0.000119528925362125 -7.18421240586262e-06 0.000143115238397874 -5.30927534649782e-05 0.000222381744096121 -0.000505829819488851 0.00026877828751525 -6.02877507901334e-05
covarsex 0.0044156182601179 0.0133930580138109 0.0176522195941558 -0.0329365454931231 0.000202435351870312 -2.03617466550088e-05 -3.15325161347058e-05 7.23257744625994e-05 0.000218037944225524 -0.000278073845319154 3.76497303735328e-05 0.000342269503088528 -0.000500849055541347
covarage_sex -0.0122551885033603 -0.0298236313668612 -0.0329365454931231 0.0697451160176928 -0.000439998026311557 0.000186286007724301 -0.000124016051712443 -0.000255753296277262 -0.000355235207548013 0.000410735060385865 0.000184947686731862 -0.000448434485470579 0.000862347275430451
covarPC_3 0.000142686515062044 0.000120804332584527 0.000202435351870312 -0.000439998026311557 0.00204654111368689 -0.000158636727745795 6.00108130053541e-05 0.000115805912838247 0.000226909014682551 -0.000114801505049485 -0.000110212522951137 -0.000282189224667118 -3.65359748600259e-05
covarPC_4 4.66224425807949e-06 0.000119528925362125 -2.03617466550088e-05 0.000186286007724301 -0.000158636727745795 0.00186791729135601 -2.11687024732763e-05 2.72736919793844e-05 3.45814478217449e-06 -2.26278385175586e-05 -0.00010124765083348 1.80173459009348e-05 -0.000119696138562791
proband 3.84917549788358e-05 -7.18421240586262e-06 -3.15325161347058e-05 -0.000124016051712443 6.00108130053541e-05 -2.11687024732763e-05 0.00403640229162354 -0.00204590934116281 -0.00198132560766215 0.000128666706240023 -5.5208205481335e-05 -0.000120008609004406 -3.89084104872191e-05
paternal 7.5541804816506e-05 0.000143115238397874 7.23257744625994e-05 -0.000255753296277262 0.000115805912838247 2.72736919793844e-05 -0.00204590934116281 0.0123196749311749 0.000755808795503635 -0.00875971152696166 -0.0083057610036291 -3.3508420010657e-05 -4.0094602299117e-05
maternal 6.66512915922098e-05 -5.30927534649782e-05 0.000218037944225524 -0.000355235207548013 0.000226909014682551 3.45814478217449e-06 -0.00198132560766215 0.000755808795503635 0.0118569064145496 0.000409645360487895 -0.000364019028245926 -0.00785434218115635 -0.0083236091832778
gpp 0.000286607732178039 0.000222381744096121 -0.000278073845319154 0.000410735060385865 -0.000114801505049485 -2.26278385175586e-05 0.000128666706240023 -0.00875971152696166 0.000409645360487895 0.0317604236338011 -0.0160799271582074 0.000169558402856934 -0.000941332690187863
gpm -0.000359600537209657 -0.000505829819488851 3.76497303735328e-05 0.000184947686731862 -0.000110212522951137 -0.00010124765083348 -5.5208205481335e-05 -0.0083057610036291 -0.000364019028245926 -0.0160799271582074 0.0311210281488222 -0.000221473302623072 0.00105639339043481
gmp -0.000102145966592029 0.00026877828751525 0.000342269503088528 -0.000448434485470579 -0.000282189224667118 1.80173459009348e-05 -0.000120008609004406 -3.3508420010657e-05 -0.00785434218115635 0.000169558402856934 -0.000221473302623072 0.0181549312513187 -0.00374081269178101
gmm -0.000214666501712582 -6.02877507901334e-05 -0.000500849055541347 0.000862347275430451 -3.65359748600259e-05 -0.000119696138562791 -3.89084104872191e-05 -4.0094602299117e-05 -0.0083236091832778 -0.000941332690187863 0.00105639339043481 -0.00374081269178101 0.0188350554498237
