(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.00379304696672756 0.000342405756519906 -0.000503672275150803 -5.50546692411168e-07 7.51112469094597e-05 -3.35892526434032e-05 -0.000102923164536484 3.4723689668072e-05 -4.35206156022896e-05 -5.79611666900429e-05
covarage 0.000342405756519906 0.00186411631825451 0.00246272687765121 -0.00290303885533766 -8.45580349131354e-06 4.1897163352399e-05 -1.41871484399091e-05 4.33253683644765e-07 -2.41047617773166e-05 2.06670008477263e-05
covarsex -0.000503672275150803 0.00246272687765121 0.00505014103334954 -0.00527085780881314 -1.87546931792e-05 1.67818245118028e-05 3.89462194426389e-05 4.10178445831275e-05 -6.96727137856392e-05 -2.47476103089262e-05
covarage_sex -5.50546692411168e-07 -0.00290303885533766 -0.00527085780881314 0.00614508856774427 2.10632415805783e-05 -1.16254716533869e-05 -2.39638612904306e-05 -3.3478917168948e-05 6.32538853863588e-05 1.46229223669862e-05
covarPC_3 7.51112469094597e-05 -8.45580349131354e-06 -1.87546931792e-05 2.10632415805783e-05 0.000406450028627734 1.10846681257786e-05 1.30108260665139e-05 1.44893516178152e-05 -4.60374057883151e-06 -2.14685042996843e-05
covarPC_4 -3.35892526434032e-05 4.1897163352399e-05 1.67818245118028e-05 -1.16254716533869e-05 1.10846681257786e-05 0.000420375053590151 2.25799195863547e-06 5.12195668329562e-06 -1.80471129902158e-05 -1.72425634947776e-05
proband -0.000102923164536484 -1.41871484399091e-05 3.89462194426389e-05 -2.39638612904306e-05 1.30108260665139e-05 2.25799195863547e-06 0.00124278866436455 0.000598995230439521 -0.00114075795682007 -0.00110340956049635
sibling 3.4723689668072e-05 4.33253683644765e-07 4.10178445831275e-05 -3.3478917168948e-05 1.44893516178152e-05 5.12195668329562e-06 0.000598995230439521 0.00146122934277273 -0.00128184120965133 -0.00123469031606098
paternal -4.35206156022896e-05 -2.41047617773166e-05 -6.96727137856392e-05 6.32538853863588e-05 -4.60374057883151e-06 -1.80471129902158e-05 -0.00114075795682007 -0.00128184120965133 0.00327488197494881 0.000160609848645655
maternal -5.79611666900429e-05 2.06670008477263e-05 -2.47476103089262e-05 1.46229223669862e-05 -2.14685042996843e-05 -1.72425634947776e-05 -0.00110340956049635 -0.00123469031606098 0.000160609848645655 0.00317361482317949
