(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.00390862379581246 3.81293233812919e-05 0.000285348539804108 0.000210117973101943 0.000157256777683176 2.0111500497158e-05 -0.000173512010441439 3.46925034432692e-05 -3.47999078711821e-05 -0.000108206399779049
covarage 3.81293233812919e-05 0.000798982169929183 0.00116920128603206 -0.00120499840130858 -1.47462262372418e-05 3.92444195993899e-05 -2.6112080284084e-06 2.06891021221964e-06 -2.346198642732e-05 2.51564241726841e-05
covarsex 0.000285348539804108 0.00116920128603206 0.00456608716876772 -0.00454285709228583 -1.50168354541903e-05 1.22494862444686e-05 -1.47159433200527e-05 1.19280189665686e-05 -1.91474577865486e-05 -1.99337716500179e-06
covarage_sex 0.000210117973101943 -0.00120499840130858 -0.00454285709228583 0.00496976405307435 4.24436729112396e-05 -5.57696156559344e-06 -2.47186427852798e-05 -2.30430079963421e-05 3.28532483846753e-05 7.16167998008331e-06
covarPC_3 0.000157256777683176 -1.47462262372418e-05 -1.50168354541903e-05 4.24436729112396e-05 0.000384869584267999 1.88773964286679e-05 2.65731232773867e-07 9.9786000184701e-06 -7.12669795898315e-06 -1.01394934427704e-05
covarPC_4 2.0111500497158e-05 3.92444195993899e-05 1.22494862444686e-05 -5.57696156559344e-06 1.88773964286679e-05 0.000414979816283394 -1.06032989233866e-06 3.24385840271373e-06 -1.44296820645483e-05 -1.66319492741343e-05
proband -0.000173512010441439 -2.6112080284084e-06 -1.47159433200527e-05 -2.47186427852798e-05 2.65731232773867e-07 -1.06032989233866e-06 0.00127144627292942 0.00067351521601915 -0.00121912254265697 -0.00117011196769721
sibling 3.46925034432692e-05 2.06891021221964e-06 1.19280189665686e-05 -2.30430079963421e-05 9.9786000184701e-06 3.24385840271373e-06 0.00067351521601915 0.00148634159940684 -0.00135171870297402 -0.0013123792039367
paternal -3.47999078711821e-05 -2.346198642732e-05 -1.91474577865486e-05 3.28532483846753e-05 -7.12669795898315e-06 -1.44296820645483e-05 -0.00121912254265697 -0.00135171870297402 0.00402157591185942 -0.000370524804236858
maternal -0.000108206399779049 2.51564241726841e-05 -1.99337716500179e-06 7.16167998008331e-06 -1.01394934427704e-05 -1.66319492741343e-05 -0.00117011196769721 -0.0013123792039367 -0.000370524804236858 0.00391154649966518
