 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband sibling paternal maternal
intercept 2.6647754335538048e-05 5.052123536372413e-07 -7.073315092519622e-06 -5.2721845814739576e-05 3.578846562167094e-06 1.2953714897029028e-07 -7.092877380596396e-10 -7.31968273053943e-08 4.6502754620361843e-10 4.250843769842473e-05 -7.786733090803362e-06 -0.00020765727992041902 1.0860942844312614e-05 0.00020818473963151658 -8.766048681917376e-05 3.960138223827976e-05 -0.00020819914910721155 7.592522239057357e-05 -0.00032848315444344547 -0.0001401361859176952 -4.385297126653217e-06 -0.0001844265065739136 4.122332045389745e-05 -0.00016124178441035423 0.00018331186057499453 9.877119994225772e-05 -3.442837306065352e-07 -7.901699554761684e-05 -2.48182434709791e-06 5.950870232891212e-06 6.623609435653716e-06 -7.943084707178041e-06 -9.695162339926112e-06
yob 5.052123536372136e-07 1.7199212065430705e-07 6.944674424493627e-07 2.857884781383506e-06 -2.0709362765160737e-07 -8.881594134650372e-09 4.145761807930654e-11 3.3201996315594505e-09 -1.4462609583246833e-11 2.329025040755135e-06 6.403719828796595e-06 -9.955560099287824e-06 -2.8868196398380445e-06 2.44396414148652e-06 -2.621229058762198e-06 -1.5477790811987424e-06 -5.592580511345075e-06 5.579240638797901e-06 -1.2416076324777725e-05 -7.727293704755467e-06 8.95348962346798e-06 -5.457431653635021e-06 -2.6397829871899665e-06 1.1707478000984812e-05 7.980966669613567e-06 2.8866396497983164e-06 -3.583686765734062e-06 2.677612297597209e-06 -2.121867037732975e-05 4.2216537621648705e-08 1.7620662098802814e-08 6.448163494849645e-10 -7.21012822074141e-08
age -7.073315092432407e-06 6.944674424544401e-07 0.00011256410749445518 0.0016681837066463976 -0.00010793404488337334 -2.199895095299193e-06 1.3511128615686707e-08 2.1277497014215426e-06 -1.3110340239220683e-08 2.5909226779214062e-05 2.2285744031867524e-05 7.688308444868117e-06 1.0929419416323846e-06 3.9870435730261066e-05 1.4521978706850638e-05 1.2744046366906852e-05 -9.923868261450547e-06 1.7489987372863685e-05 2.142956366099913e-05 1.038738503340921e-05 -8.632947636815711e-07 -5.2484197780257084e-05 -5.956990089210369e-05 -3.975080439319999e-06 5.70173148849187e-05 1.621664665227492e-06 -7.290746319964022e-05 -3.617241897849995e-05 -1.3687008037607475e-05 -2.7348963363808886e-07 -8.236940609327348e-07 1.0307933917605365e-06 -4.1203330405329795e-07
sex -5.2721845815250025e-05 2.8578847814458294e-06 0.0016681837066525888 0.04586077853254294 -0.00290270018562712 -3.215860803887663e-05 1.9512809746712957e-07 5.640419653779358e-05 -3.4372522909304337e-07 9.722380776133051e-05 0.0009729903971107482 0.001340724569293248 0.0006001589995722767 -4.206614989869889e-05 -0.0005300244577237601 0.0007089966106298425 -0.0009887162743016755 0.0005940392651749607 0.0006494434825409505 0.0003688683858949828 0.00011765327845208739 -0.0014900530613816698 -0.0005500241111138557 -0.0008567706177884572 -0.00023654781005329838 0.0014155559733915087 -0.00021531410625901632 -1.8743489732105475e-05 -0.0009637390433044912 -7.825108819723681e-06 -4.478622105634907e-06 1.0142344710255005e-05 2.2658064109732465e-06
age_sex 3.5788465621337877e-06 -2.0709362765569798e-07 -0.0001079340448837628 -0.00290270018562658 0.00018930033817859913 2.125086347392446e-06 -1.3103332177537412e-08 -3.756313669982409e-06 2.3258753806862963e-08 -1.0448925237711908e-05 -4.846081115477083e-05 -6.446015520754386e-05 -3.404152972381195e-05 4.322973918659193e-06 2.5664664170614272e-05 -4.66473429634891e-05 5.6770088667855387e-05 -4.1656639945173996e-05 -4.0171956453695675e-05 -1.2907657256690478e-05 -8.239740555064224e-06 8.79521797570159e-05 3.892489736375935e-05 6.685063876075627e-05 9.603166986448568e-06 -0.00010245438263906876 6.9245997106524455e-06 2.4037269929008125e-05 4.481959674104208e-05 4.1079897321271436e-07 3.569765314489379e-07 -8.104540687003628e-07 -2.794542561095624e-07
age2 1.2953714897029248e-07 -8.881594134682414e-09 -2.1998950952989857e-06 -3.215860803874822e-05 2.125086347384338e-06 4.386233093158636e-08 -2.7360308943716137e-10 -4.262684368849654e-08 2.665396675979542e-10 -3.859909098000698e-07 2.7043692449495056e-07 1.579000571735241e-07 8.67307881930141e-08 -5.321906991156247e-07 -5.364344214935554e-07 -3.1755691460131236e-07 -1.6627128622729729e-09 -2.6522407635251394e-07 -7.721396176585645e-07 -3.8506215728332884e-07 1.6881848799046357e-07 8.452391031132689e-07 1.4179341735137217e-06 5.716050790942237e-07 -9.760522197699056e-07 7.042166473194652e-08 1.300381330458274e-06 8.262316508156046e-07 -6.691389290819828e-07 2.8453676138880222e-09 1.531453827877036e-08 -2.1515361978066135e-08 8.446907413092838e-09
age3 -7.092877380591341e-10 4.1457618079471655e-11 1.3511128615684156e-08 1.951280974662979e-07 -1.3103332177484802e-08 -2.736030894371366e-10 1.7296144084455062e-12 2.666110789073044e-10 -1.6887408216224384e-12 1.2542715905042897e-09 -3.6395742514398354e-09 -3.830976227943141e-09 -1.0025904535762681e-09 4.151502578843448e-09 3.514142895124769e-09 1.7707505822042614e-09 1.0373718702097684e-10 1.9666526683605443e-09 4.4302253659434634e-09 2.6513256175999707e-09 -1.094835032136647e-09 -4.832522205688014e-09 -1.0732288317099027e-08 -5.551837769387802e-09 6.229450851984175e-09 -6.1204842735744e-10 -7.542615968393642e-09 -5.6248529103744845e-09 7.520577967413591e-09 -6.753018467220488e-13 -8.896561159225688e-11 1.346865371898901e-10 -5.351026088715027e-11
age2_sex -7.319682730584991e-08 3.3201996316528603e-09 2.1277497014290456e-06 5.640419653777356e-05 -3.7563136699818042e-06 -4.262684368865277e-08 2.6661107890831957e-10 7.58128398545762e-08 -4.761809558041828e-10 2.610514041504379e-07 7.533471658699837e-07 8.881385437603889e-07 5.892427494268763e-07 -7.977798492097271e-08 -4.036731565277936e-07 9.603468969248016e-07 -1.0133668066328465e-06 8.493002223597017e-07 7.928404575273927e-07 2.151163972840353e-07 1.4147132075037382e-07 -1.5825935882107576e-06 -8.870873759420078e-07 -1.4632818927472743e-06 -5.084977596174123e-08 2.185414424147927e-06 -3.343035744026101e-08 -8.399905420972653e-07 -6.080597811566834e-07 -6.85579205404659e-09 -8.581691374045585e-09 1.8426046492674868e-08 6.910197320265342e-09
age3_sex 4.650275462067958e-10 -1.4462609583792737e-11 -1.3110340239265722e-08 -3.4372522909286724e-07 2.3258753806855806e-08 2.6653966759889416e-10 -1.6887408216285562e-12 -4.761809558041151e-10 3.030039475148841e-12 -1.5047931737628491e-09 -3.5593728304722675e-09 -3.3387512840583853e-09 -3.291725707748855e-09 1.6975159786659912e-10 2.0354991028988218e-09 -6.09572319991527e-09 5.75958313869926e-09 -5.121357004037254e-09 -4.881995711185947e-09 -1.786886611996032e-09 -6.18079402070719e-10 8.757731945765224e-09 6.2146872445369974e-09 9.640082881806353e-09 -6.06056608465867e-10 -1.4210429064465862e-08 -2.1257702987984538e-10 6.9860120251164685e-09 2.2113215865341633e-09 3.695727567898662e-11 6.308650199555165e-11 -1.2680554690966528e-10 -5.022790131210981e-11
PC_3 4.2508437698420856e-05 2.3290250407550852e-06 2.590922677909302e-05 9.722380775699123e-05 -1.0448925237426172e-05 -3.8599090979767845e-07 1.2542715904895117e-09 2.61051404144724e-07 -1.5047931737272241e-09 0.051037521552368674 0.0025159207638473773 -0.0026236481332720515 0.0026013484234783967 -0.013005973764081621 0.002151556267756917 0.002510721923420266 -0.009746924357864568 0.0037267061120915645 -0.009845734434623426 -0.0029131617692760205 0.01975635124134479 0.002388902615979797 -0.0031477365420872713 -0.02299139174834737 0.007361555503907037 0.0020893696471449468 0.0016941607109483175 -0.0008131769893753661 0.009008984514429512 3.2752590503644626e-05 4.86413663057315e-05 -6.062755207771744e-05 -3.597693700168378e-05
